URN,COHORT,OVERALL,FEC,INDEP,OTHERFE,SSF,SFC,SPI,AP_PRU,SPECIAL,APPREN,HE,COMBO,KNOWN,UNKNOWN,OVERALLPER,FECPER,INDEPPER,OTHERFEPER,SSFPER,SFCPER,SPIPER,AP_PRUPER,SPECIALPER,APPRENPER,HEPER,COMBOPER,KNOWNPER,UNKNOWNPER
112936,90,80,25,0,15,30,15,0,0,0,5,0,0,5,5,93%,26%,0%,15%,33%,18%,0%,0%,0%,8%,0%,0%,3%,3%
112938,190,170,120,0,5,45,0,0,0,SUPP,15,0,0,10,10,89%,62%,0%,3%,23%,0%,0%,0%,SUPP,7%,0%,0%,6%,5%
112939,130,120,30,0,5,65,15,0,0,0,10,0,5,10,5,89%,22%,0%,4%,50%,10%,0%,0%,0%,8%,0%,4%,8%,4%
112940,120,110,80,0,10,20,0,0,0,0,10,0,0,5,5,91%,67%,0%,7%,17%,0%,0%,0%,0%,10%,0%,0%,4%,5%
112941,200,180,120,0,10,15,35,SUPP,0,0,15,0,SUPP,15,5,89%,59%,0%,4%,6%,17%,SUPP,0%,0%,7%,0%,SUPP,8%,3%
137350,110,110,30,SUPP,10,45,25,0,0,0,5,0,0,5,SUPP,95%,25%,SUPP,9%,39%,20%,0%,0%,0%,4%,0%,0%,4%,SUPP
112943,260,230,100,0,10,115,SUPP,0,0,0,15,0,5,25,5,88%,39%,0%,3%,45%,SUPP,0%,0%,0%,6%,0%,1%,10%,1%
136485,200,170,75,SUPP,15,70,10,0,0,0,15,0,SUPP,15,10,88%,38%,SUPP,7%,37%,5%,0%,0%,0%,8%,0%,SUPP,8%,4%
112948,120,100,50,0,10,40,5,0,0,0,10,0,0,20,SUPP,85%,40%,0%,7%,33%,5%,0%,0%,0%,9%,0%,0%,15%,SUPP
112949,180,140,85,0,10,30,15,0,0,SUPP,15,0,SUPP,25,15,79%,46%,0%,5%,17%,9%,0%,0%,SUPP,8%,0%,SUPP,14%,8%
112950,220,210,75,0,15,115,0,0,0,0,15,0,SUPP,10,5,93%,35%,0%,6%,52%,0%,0%,0%,0%,7%,0%,SUPP,5%,1%
112957,250,230,45,0,25,115,40,0,0,0,20,0,5,15,10,91%,18%,0%,10%,46%,16%,0%,0%,0%,9%,0%,2%,6%,3%
112958,130,100,75,0,5,25,0,0,0,0,15,0,0,20,10,78%,56%,0%,3%,18%,0%,0%,0%,0%,10%,0%,0%,15%,7%
112959,170,160,80,SUPP,15,60,0,0,0,0,15,0,SUPP,10,5,92%,48%,SUPP,9%,35%,0%,0%,0%,0%,9%,0%,SUPP,5%,2%
112961,90,60,35,0,10,10,0,SUPP,0,0,SUPP,0,SUPP,30,10,60%,36%,0%,9%,13%,0%,SUPP,0%,0%,SUPP,0%,SUPP,30%,10%
136548,190,180,45,0,5,130,SUPP,0,0,0,10,0,0,10,SUPP,95%,23%,0%,4%,68%,SUPP,0%,0%,0%,5%,0%,0%,4%,SUPP
138836,150,130,85,0,15,30,SUPP,0,0,0,15,0,0,15,5,88%,58%,0%,10%,19%,SUPP,0%,0%,0%,9%,0%,0%,9%,3%
112964,180,150,105,0,5,40,0,0,0,0,15,0,0,20,10,84%,59%,0%,3%,22%,0%,0%,0%,0%,8%,0%,0%,11%,4%
112966,170,140,80,0,15,45,0,0,0,5,15,0,0,20,SUPP,87%,48%,0%,9%,28%,0%,0%,0%,2%,9%,0%,0%,12%,SUPP
136972,240,210,55,0,50,110,0,0,0,0,25,0,SUPP,20,5,89%,23%,0%,21%,45%,0%,0%,0%,0%,10%,0%,SUPP,8%,3%
112968,120,100,30,0,15,55,0,0,0,0,15,0,0,10,5,87%,27%,0%,14%,47%,0%,0%,0%,0%,13%,0%,0%,9%,3%
112969,300,280,100,SUPP,15,160,0,0,0,0,20,0,5,20,5,92%,32%,SUPP,5%,54%,0%,0%,0%,0%,7%,0%,1%,6%,2%
112970,220,200,25,SUPP,45,125,5,0,0,0,15,0,0,15,10,90%,10%,SUPP,21%,56%,2%,0%,0%,0%,7%,0%,0%,6%,4%
112971,80,80,10,0,10,10,50,0,0,0,SUPP,0,0,0,SUPP,99%,14%,0%,14%,12%,58%,0%,0%,0%,SUPP,0%,0%,0%,SUPP
112972,100,90,20,SUPP,10,10,50,0,0,0,5,0,0,10,5,86%,18%,SUPP,9%,9%,50%,0%,0%,0%,6%,0%,0%,10%,4%
137902,160,140,45,0,5,85,0,0,0,0,5,0,SUPP,15,5,87%,27%,0%,3%,55%,0%,0%,0%,0%,3%,0%,SUPP,9%,4%
136505,240,230,50,SUPP,SUPP,175,0,0,0,0,5,0,0,10,5,95%,20%,SUPP,SUPP,73%,0%,0%,0%,0%,3%,0%,0%,3%,2%
112989,250,230,85,0,10,130,5,0,0,0,15,SUPP,0,15,5,92%,34%,0%,4%,52%,2%,0%,0%,0%,6%,SUPP,0%,5%,2%
136591,340,310,135,5,10,160,0,0,0,0,25,0,0,20,10,92%,40%,1%,3%,47%,0%,0%,0%,0%,7%,0%,0%,5%,3%
137606,230,200,80,0,15,105,5,0,0,0,20,0,SUPP,25,10,86%,34%,0%,6%,45%,1%,0%,0%,0%,9%,0%,SUPP,10%,3%
112994,220,200,65,0,15,105,20,0,0,0,15,0,0,5,10,92%,30%,0%,7%,48%,8%,0%,0%,0%,7%,0%,0%,3%,5%
112995,220,190,115,0,10,65,0,0,0,5,15,0,0,15,10,89%,53%,0%,5%,30%,0%,0%,0%,1%,7%,0%,0%,7%,4%
112996,230,220,30,SUPP,30,155,0,0,0,0,10,0,0,10,5,94%,13%,SUPP,13%,67%,0%,0%,0%,0%,5%,0%,0%,3%,3%
138470,200,190,50,SUPP,10,130,0,0,0,0,5,0,SUPP,5,SUPP,97%,26%,SUPP,4%,66%,0%,0%,0%,0%,3%,0%,SUPP,2%,SUPP
137908,120,120,60,0,10,15,30,0,0,0,15,0,SUPP,5,SUPP,94%,50%,0%,7%,11%,26%,0%,0%,0%,12%,0%,SUPP,5%,SUPP
141259,190,180,65,0,10,85,15,0,0,0,20,0,SUPP,10,5,91%,34%,0%,6%,43%,8%,0%,0%,0%,10%,0%,SUPP,5%,4%
136127,130,100,85,0,10,10,0,0,0,SUPP,10,0,0,15,10,80%,65%,0%,7%,6%,0%,0%,0%,SUPP,8%,0%,0%,13%,7%
131323,10,10,0,0,0,0,0,0,0,5,0,0,0,0,0,100%,0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%
113031,10,10,10,0,0,0,0,0,0,0,0,0,0,SUPP,0,90%,90%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,SUPP,0%
113032,10,10,5,0,0,0,0,0,0,10,0,0,0,0,0,100%,29%,0%,0%,0%,0%,0%,0%,71%,0%,0%,0%,0%,0%
113033,10,10,5,0,0,0,0,0,0,0,0,0,0,5,0,70%,70%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,30%,0%
113036,10,10,10,0,0,0,0,0,0,5,0,0,0,0,0,100%,73%,0%,0%,0%,0%,0%,0%,27%,0%,0%,0%,0%,0%
113037,10,10,5,0,0,0,0,0,0,5,0,0,0,0,0,100%,45%,0%,0%,0%,0%,0%,0%,55%,0%,0%,0%,0%,0%
113039,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
113040,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
113041,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
112951,150,120,60,0,5,55,0,0,0,0,5,0,0,25,5,81%,40%,0%,3%,37%,0%,0%,0%,0%,3%,0%,0%,16%,3%
112952,250,220,100,SUPP,10,105,0,0,0,0,10,0,SUPP,20,10,88%,40%,SUPP,4%,43%,0%,0%,0%,0%,5%,0%,SUPP,9%,3%
137420,210,170,95,0,30,10,40,0,0,0,40,0,0,30,5,82%,46%,0%,14%,4%,18%,0%,0%,0%,18%,0%,0%,15%,3%
112956,250,230,80,SUPP,5,145,0,0,0,SUPP,5,0,0,10,SUPP,95%,33%,SUPP,2%,59%,0%,0%,0%,SUPP,3%,0%,0%,4%,SUPP
138622,230,220,65,0,15,140,0,0,0,0,20,0,SUPP,10,5,94%,27%,0%,6%,60%,0%,0%,0%,0%,8%,0%,SUPP,5%,2%
134724,130,100,85,SUPP,15,5,5,0,0,0,10,0,0,20,5,81%,65%,SUPP,10%,3%,2%,0%,0%,0%,9%,0%,0%,16%,4%
136360,280,250,80,SUPP,20,150,SUPP,0,0,0,25,0,SUPP,20,5,92%,29%,SUPP,7%,54%,SUPP,0%,0%,0%,9%,0%,SUPP,7%,1%
112991,200,170,105,0,20,45,0,0,0,0,25,0,0,25,10,84%,53%,0%,9%,22%,0%,0%,0%,0%,12%,0%,0%,12%,4%
112992,180,160,85,0,10,65,0,0,0,0,5,0,0,15,10,86%,47%,0%,4%,35%,0%,0%,0%,0%,4%,0%,0%,9%,5%
136634,270,240,145,0,20,25,45,0,0,0,30,0,0,25,10,88%,53%,0%,8%,10%,17%,0%,0%,0%,11%,0%,0%,9%,3%
137911,210,190,50,SUPP,15,120,0,0,0,0,15,0,0,15,5,89%,25%,SUPP,7%,56%,0%,0%,0%,0%,7%,0%,0%,8%,3%
135120,170,160,40,SUPP,5,110,5,0,0,0,5,0,0,10,0,95%,25%,SUPP,3%,65%,2%,0%,0%,0%,4%,0%,0%,5%,0%
113042,20,10,SUPP,0,0,10,0,0,0,SUPP,0,0,0,SUPP,5,76%,SUPP,0%,0%,59%,0%,0%,0%,SUPP,0%,0%,0%,SUPP,18%
113044,20,20,10,0,0,0,0,0,0,5,0,0,0,0,0,100%,53%,0%,0%,0%,0%,0%,0%,47%,0%,0%,0%,0%,0%
113046,20,20,5,0,SUPP,15,0,0,0,SUPP,0,0,0,SUPP,0,96%,26%,0%,SUPP,57%,0%,0%,0%,SUPP,0%,0%,0%,SUPP,0%
113047,10,10,0,0,0,0,0,0,0,5,0,0,0,0,0,100%,0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%
113048,10,10,0,0,0,0,0,0,0,10,0,0,0,0,0,100%,0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%
135345,10,10,SUPP,0,5,0,0,0,0,0,0,0,0,SUPP,5,50%,SUPP,0%,33%,0%,0%,0%,0%,0%,0%,0%,0%,SUPP,33%
138388,150,130,80,0,5,40,0,0,0,0,15,SUPP,0,15,10,83%,54%,0%,4%,25%,0%,0%,0%,0%,9%,SUPP,0%,11%,5%
141735,140,120,45,0,5,75,0,0,0,0,5,0,SUPP,5,10,89%,34%,0%,2%,53%,0%,0%,0%,0%,3%,0%,SUPP,5%,6%
113854,230,210,75,0,10,120,0,0,0,0,25,0,5,10,10,91%,33%,0%,4%,52%,0%,0%,0%,0%,10%,0%,2%,5%,4%
113855,250,220,90,0,5,120,0,0,0,SUPP,20,0,0,20,10,88%,36%,0%,2%,49%,0%,0%,0%,SUPP,7%,0%,0%,9%,3%
113863,230,220,70,SUPP,5,140,0,0,SUPP,0,20,0,SUPP,5,5,96%,30%,SUPP,3%,61%,0%,0%,SUPP,0%,9%,0%,SUPP,3%,1%
136649,240,220,95,0,5,120,SUPP,0,0,0,10,0,0,20,SUPP,91%,39%,0%,2%,50%,SUPP,0%,0%,0%,4%,0%,0%,8%,SUPP
113875,120,110,30,0,SUPP,75,0,0,0,0,5,0,0,5,5,91%,24%,0%,SUPP,66%,0%,0%,0%,0%,5%,0%,0%,6%,3%
138616,200,180,145,0,5,30,0,0,0,0,10,0,0,10,5,92%,74%,0%,2%,16%,0%,0%,0%,0%,5%,0%,0%,5%,3%
113882,270,260,55,SUPP,5,200,0,0,0,0,15,0,SUPP,10,SUPP,96%,21%,SUPP,1%,74%,0%,0%,0%,0%,5%,0%,SUPP,3%,SUPP
141526,350,320,120,5,5,185,0,0,0,0,20,0,SUPP,25,10,90%,34%,1%,2%,53%,0%,0%,0%,0%,5%,0%,SUPP,7%,3%
113884,120,120,45,SUPP,SUPP,70,SUPP,0,0,0,5,0,0,5,SUPP,95%,35%,SUPP,SUPP,58%,SUPP,0%,0%,0%,5%,0%,0%,4%,SUPP
113888,190,170,45,SUPP,5,115,0,0,0,0,10,0,0,15,5,90%,25%,SUPP,3%,61%,0%,0%,0%,0%,6%,0%,0%,7%,3%
140898,170,160,50,0,5,100,0,0,0,0,15,0,0,5,10,93%,31%,0%,2%,60%,0%,0%,0%,0%,8%,0%,0%,2%,5%
138471,240,230,65,5,5,145,SUPP,0,0,0,15,0,SUPP,10,5,95%,28%,2%,2%,62%,SUPP,0%,0%,0%,6%,0%,SUPP,4%,1%
137163,470,430,115,5,5,300,0,0,0,0,20,0,SUPP,30,10,91%,24%,1%,1%,64%,0%,0%,0%,0%,5%,0%,SUPP,7%,2%
113896,170,160,85,SUPP,5,70,0,0,0,0,5,0,0,5,5,93%,50%,SUPP,2%,40%,0%,0%,0%,0%,3%,0%,0%,4%,3%
113901,170,170,50,5,5,105,5,0,0,0,10,0,SUPP,5,5,95%,28%,2%,2%,61%,2%,0%,0%,0%,6%,0%,SUPP,2%,2%
113902,240,230,65,0,5,155,SUPP,0,0,0,10,0,0,10,SUPP,95%,27%,0%,3%,65%,SUPP,0%,0%,0%,5%,0%,0%,5%,SUPP
136763,230,220,90,SUPP,SUPP,120,0,0,SUPP,0,10,0,0,10,5,92%,39%,SUPP,SUPP,51%,0%,0%,SUPP,0%,4%,0%,0%,5%,3%
113956,20,20,10,0,0,0,0,0,0,10,0,0,0,0,0,100%,45%,0%,0%,0%,0%,0%,0%,55%,0%,0%,0%,0%,0%
113960,20,20,5,0,0,0,0,0,0,10,SUPP,0,0,SUPP,SUPP,81%,24%,0%,0%,0%,0%,0%,0%,57%,SUPP,0%,0%,SUPP,SUPP
113942,10,10,0,0,0,0,0,0,0,5,0,0,0,0,0,100%,0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%
113957,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
138716,10,10,0,0,0,0,0,0,0,10,0,0,0,0,0,100%,0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%
113965,10,10,5,0,0,0,0,0,0,5,0,0,0,0,SUPP,91%,55%,0%,0%,0%,0%,0%,0%,36%,0%,0%,0%,0%,SUPP
113893,180,170,75,0,SUPP,100,0,0,0,0,5,0,SUPP,5,SUPP,97%,41%,0%,SUPP,55%,0%,0%,0%,0%,3%,0%,SUPP,3%,SUPP
136368,180,180,15,5,SUPP,160,0,0,0,0,SUPP,0,0,0,SUPP,99%,8%,2%,SUPP,89%,0%,0%,0%,0%,SUPP,0%,0%,0%,SUPP
113907,330,280,95,0,10,170,SUPP,0,0,0,20,0,5,30,15,86%,29%,0%,2%,52%,SUPP,0%,0%,0%,6%,0%,2%,10%,4%
136850,180,180,10,5,SUPP,165,0,0,0,0,SUPP,0,0,SUPP,0,99%,4%,2%,SUPP,93%,0%,0%,0%,0%,SUPP,0%,0%,SUPP,0%
136574,380,360,130,SUPP,10,210,0,0,0,0,35,0,5,10,10,95%,34%,SUPP,3%,56%,0%,0%,0%,0%,10%,0%,1%,3%,2%
137286,10,10,0,0,0,0,0,0,0,10,0,0,0,0,0,100%,0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%
136206,110,80,45,0,SUPP,30,0,0,0,SUPP,5,0,0,20,10,73%,43%,0%,SUPP,27%,0%,0%,0%,SUPP,6%,0%,0%,17%,10%
113954,10,10,0,0,0,0,0,0,0,5,0,0,0,0,0,100%,0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%
113955,10,10,10,0,0,0,0,0,0,SUPP,0,0,0,0,0,100%,80%,0%,0%,0%,0%,0%,0%,SUPP,0%,0%,0%,0%,0%
133740,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
138385,50,40,15,0,SUPP,25,0,0,0,0,SUPP,0,0,5,0,87%,30%,0%,SUPP,54%,0%,0%,0%,0%,SUPP,0%,0%,13%,0%
138171,160,140,110,0,5,20,0,0,0,0,10,0,0,15,5,88%,71%,0%,4%,14%,0%,0%,0%,0%,5%,0%,0%,9%,3%
139037,140,110,35,0,5,65,0,0,0,0,10,0,SUPP,15,15,77%,25%,0%,4%,47%,0%,0%,0%,0%,8%,0%,SUPP,12%,11%
137452,150,150,5,5,SUPP,135,0,0,0,0,0,0,0,0,0,100%,3%,3%,SUPP,93%,0%,0%,0%,0%,0%,0%,0%,0%,0%
138193,210,190,130,0,5,50,0,0,0,0,10,0,0,10,10,89%,63%,0%,3%,23%,0%,0%,0%,0%,6%,0%,0%,6%,5%
136996,160,160,10,5,SUPP,140,SUPP,0,0,0,SUPP,0,0,SUPP,0,99%,6%,3%,SUPP,88%,SUPP,0%,0%,0%,SUPP,0%,0%,SUPP,0%
137349,240,220,95,SUPP,5,120,SUPP,0,0,0,5,0,0,10,5,93%,40%,SUPP,1%,51%,SUPP,0%,0%,0%,2%,0%,0%,5%,2%
136120,140,120,75,0,5,40,SUPP,0,0,SUPP,5,0,0,15,5,87%,52%,0%,4%,29%,SUPP,0%,0%,SUPP,4%,0%,0%,10%,3%
136125,120,100,40,SUPP,5,55,0,0,0,0,10,0,SUPP,10,10,83%,32%,SUPP,3%,46%,0%,0%,0%,0%,7%,0%,SUPP,7%,10%
113961,20,20,5,0,0,0,0,0,0,10,0,0,0,SUPP,SUPP,89%,28%,0%,0%,0%,0%,0%,0%,61%,0%,0%,0%,SUPP,SUPP
137998,40,20,15,0,5,0,0,0,0,5,5,0,0,10,10,54%,37%,0%,10%,0%,0%,0%,0%,7%,15%,0%,0%,22%,24%
136745,230,200,120,0,5,75,0,0,0,0,5,0,SUPP,25,10,86%,51%,0%,1%,33%,0%,0%,0%,0%,2%,0%,SUPP,10%,4%
137638,280,250,170,0,5,70,0,0,0,0,20,0,SUPP,20,5,90%,62%,0%,2%,26%,0%,0%,0%,0%,7%,0%,SUPP,7%,3%
114286,170,150,130,0,15,5,0,0,0,0,15,SUPP,0,15,5,87%,75%,0%,10%,2%,0%,0%,0%,0%,9%,SUPP,0%,10%,3%
136971,230,220,75,0,5,140,0,0,0,0,15,0,SUPP,5,5,97%,32%,0%,3%,62%,0%,0%,0%,0%,6%,0%,SUPP,2%,1%
114289,60,60,30,0,5,25,0,0,0,0,5,0,0,SUPP,5,92%,48%,0%,6%,38%,0%,0%,0%,0%,9%,0%,0%,SUPP,5%
136683,170,160,45,0,10,100,0,0,0,0,15,0,SUPP,10,5,92%,25%,0%,6%,60%,0%,0%,0%,0%,8%,0%,SUPP,6%,2%
114293,140,110,85,0,SUPP,25,0,0,0,0,10,0,SUPP,10,10,83%,63%,0%,SUPP,18%,0%,0%,0%,0%,6%,0%,SUPP,8%,9%
137903,150,130,75,0,SUPP,45,SUPP,0,0,0,5,0,0,15,10,85%,51%,0%,SUPP,32%,SUPP,0%,0%,0%,3%,0%,0%,9%,6%
114297,130,120,40,5,5,55,15,0,0,0,10,0,SUPP,5,5,91%,31%,2%,2%,44%,10%,0%,0%,0%,7%,0%,SUPP,5%,4%
114299,130,100,75,0,5,15,5,0,0,0,10,0,0,20,5,79%,60%,0%,3%,13%,4%,0%,0%,0%,7%,0%,0%,17%,3%
114300,240,210,115,0,5,85,5,0,SUPP,0,15,0,SUPP,25,5,88%,47%,0%,3%,35%,2%,0%,SUPP,0%,6%,0%,SUPP,10%,2%
114301,140,120,70,0,10,20,15,0,0,0,15,0,0,15,5,83%,50%,0%,7%,16%,10%,0%,0%,0%,12%,0%,0%,12%,5%
137234,130,120,45,0,SUPP,20,50,0,0,0,5,0,0,15,5,86%,34%,0%,SUPP,13%,37%,0%,0%,0%,5%,0%,0%,10%,4%
137153,120,120,20,SUPP,5,75,15,0,0,0,15,0,0,SUPP,SUPP,98%,18%,SUPP,3%,63%,13%,0%,0%,0%,13%,0%,0%,SUPP,SUPP
138717,160,140,60,0,10,20,50,0,0,0,5,0,0,15,5,88%,39%,0%,5%,13%,31%,0%,0%,0%,4%,0%,0%,10%,2%
114305,150,130,75,SUPP,10,5,35,0,0,0,10,0,SUPP,15,5,87%,51%,SUPP,6%,5%,23%,0%,0%,0%,6%,0%,SUPP,11%,2%
136770,140,130,30,0,5,85,SUPP,0,0,0,5,0,5,10,5,91%,20%,0%,5%,60%,SUPP,0%,0%,0%,3%,0%,4%,7%,3%
114308,150,140,60,0,5,70,0,0,0,0,5,0,0,5,5,91%,40%,0%,3%,48%,0%,0%,0%,0%,3%,0%,0%,4%,5%
137696,200,200,75,0,5,115,0,0,0,0,10,0,SUPP,5,5,96%,37%,0%,2%,56%,0%,0%,0%,0%,6%,0%,SUPP,2%,2%
114310,50,40,20,0,SUPP,20,SUPP,0,0,0,5,0,0,10,SUPP,83%,42%,0%,SUPP,36%,SUPP,0%,0%,0%,8%,0%,0%,15%,SUPP
114311,90,70,30,0,SUPP,40,0,0,0,0,5,0,0,10,5,79%,31%,0%,SUPP,46%,0%,0%,0%,0%,3%,0%,0%,13%,8%
114312,230,220,70,SUPP,5,135,0,0,0,0,15,0,SUPP,15,5,93%,30%,SUPP,3%,59%,0%,0%,0%,0%,6%,0%,SUPP,6%,1%
114313,160,140,90,0,10,25,15,0,0,0,15,0,0,20,5,85%,55%,0%,7%,15%,9%,0%,0%,0%,9%,0%,0%,11%,4%
136451,220,200,100,0,15,60,25,0,0,0,15,0,SUPP,10,10,90%,45%,0%,7%,27%,11%,0%,0%,0%,8%,0%,SUPP,4%,5%
114315,120,110,70,0,5,10,20,0,0,0,10,0,0,15,SUPP,86%,55%,0%,4%,9%,18%,0%,0%,0%,7%,0%,0%,13%,SUPP
114317,170,160,105,SUPP,10,20,25,0,0,0,10,0,SUPP,5,5,95%,61%,SUPP,5%,13%,15%,0%,0%,0%,6%,0%,SUPP,2%,3%
138075,150,130,105,SUPP,5,5,15,0,0,0,10,0,SUPP,10,5,88%,69%,SUPP,5%,5%,9%,0%,0%,0%,7%,0%,SUPP,7%,5%
137702,200,190,60,5,SUPP,105,15,0,0,0,5,0,SUPP,10,SUPP,94%,29%,2%,SUPP,54%,8%,0%,0%,0%,3%,0%,SUPP,5%,SUPP
114326,230,230,65,0,10,155,0,0,0,0,15,0,SUPP,5,SUPP,98%,27%,0%,3%,66%,0%,0%,0%,0%,7%,0%,SUPP,1%,SUPP
114327,140,130,50,0,5,70,5,0,0,0,10,0,0,10,SUPP,91%,35%,0%,5%,49%,2%,0%,0%,0%,6%,0%,0%,8%,SUPP
138172,240,230,85,0,5,135,SUPP,0,0,0,20,0,SUPP,10,5,95%,35%,0%,3%,56%,SUPP,0%,0%,0%,7%,0%,SUPP,4%,1%
131905,20,3,5,0,0,0,0,0,0,0,0,0,0,10,5,17%,17%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,56%,28%
114337,20,4,5,0,0,0,0,0,0,0,0,0,0,10,5,21%,21%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,58%,21%
114340,20,10,10,0,0,0,0,0,0,SUPP,0,0,0,SUPP,SUPP,88%,75%,0%,0%,0%,0%,0%,0%,SUPP,0%,0%,0%,SUPP,SUPP
114345,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
138718,20,20,15,0,0,0,0,0,0,5,0,0,0,0,0,100%,83%,0%,0%,0%,0%,0%,0%,17%,0%,0%,0%,0%,0%
114347,20,10,10,0,5,0,0,0,0,0,0,0,0,5,0,65%,50%,0%,15%,0%,0%,0%,0%,0%,0%,0%,0%,35%,0%
114349,30,20,10,0,0,0,0,0,0,10,0,0,0,5,0,88%,40%,0%,0%,0%,0%,0%,0%,48%,0%,0%,0%,12%,0%
134662,40,40,20,0,5,SUPP,0,0,0,15,0,0,0,SUPP,0,95%,53%,0%,8%,SUPP,0%,0%,0%,33%,0%,0%,0%,SUPP,0%
137122,120,90,65,0,10,0,20,0,0,0,10,0,0,15,10,81%,55%,0%,7%,0%,19%,0%,0%,0%,8%,0%,0%,11%,8%
136525,130,120,45,0,SUPP,10,60,0,0,0,5,0,0,10,SUPP,91%,35%,0%,SUPP,6%,48%,0%,0%,0%,2%,0%,0%,8%,SUPP
138089,180,150,90,0,20,5,30,0,0,0,10,0,0,20,5,84%,51%,0%,13%,3%,18%,0%,0%,0%,6%,0%,0%,12%,4%
137222,180,160,85,0,10,SUPP,60,0,0,0,20,0,SUPP,15,5,89%,48%,0%,7%,SUPP,33%,0%,0%,0%,10%,0%,SUPP,7%,3%
136838,240,220,70,SUPP,10,5,130,0,0,0,10,0,0,15,10,91%,29%,SUPP,4%,3%,55%,0%,0%,0%,4%,0%,0%,5%,3%
137622,190,170,40,SUPP,5,90,40,0,0,0,10,0,0,10,SUPP,93%,22%,SUPP,3%,47%,20%,0%,0%,0%,6%,0%,0%,6%,SUPP
135314,110,90,65,0,5,SUPP,15,0,0,0,5,0,0,20,5,78%,60%,0%,5%,SUPP,13%,0%,0%,0%,6%,0%,0%,17%,6%
138093,30,20,10,0,SUPP,0,0,0,0,5,0,0,0,5,SUPP,80%,48%,0%,SUPP,0%,0%,0%,0%,28%,0%,0%,0%,12%,SUPP
131601,180,160,95,0,5,0,65,0,0,0,5,0,0,10,10,91%,53%,0%,3%,0%,36%,0%,0%,0%,4%,0%,0%,4%,4%
114584,240,220,45,5,5,35,130,0,0,0,5,0,0,15,5,91%,18%,2%,2%,15%,54%,0%,0%,0%,3%,0%,0%,7%,2%
137982,220,200,45,SUPP,10,145,0,0,0,0,5,0,0,15,10,90%,20%,SUPP,4%,65%,0%,0%,0%,0%,3%,0%,0%,6%,5%
138472,190,170,80,0,5,75,5,0,0,0,5,0,0,15,15,86%,42%,0%,2%,40%,2%,0%,0%,0%,4%,0%,0%,7%,7%
114587,230,210,75,SUPP,SUPP,130,5,0,0,0,5,0,0,10,10,91%,31%,SUPP,SUPP,56%,3%,0%,0%,0%,3%,0%,0%,4%,5%
114588,130,120,45,0,SUPP,20,55,0,0,0,5,0,SUPP,5,5,95%,33%,0%,SUPP,17%,42%,0%,0%,0%,2%,0%,SUPP,3%,2%
138473,220,200,170,SUPP,5,0,25,0,0,0,10,0,0,10,5,92%,79%,SUPP,1%,0%,11%,0%,0%,0%,5%,0%,0%,5%,3%
114590,280,250,60,0,SUPP,185,5,0,0,0,5,0,SUPP,15,10,91%,21%,0%,SUPP,68%,1%,0%,0%,0%,2%,0%,SUPP,5%,4%
