URN,COHORT,OVERALL,FEC,INDEP,OTHERFE,SSF,SFC,SPI,AP_PRU,SPECIAL,APPREN,HE,COMBO,KNOWN,UNKNOWN,OVERALLPER,FECPER,INDEPPER,OTHERFEPER,SSFPER,SFCPER,SPIPER,AP_PRUPER,SPECIALPER,APPRENPER,HEPER,COMBOPER,KNOWNPER,UNKNOWNPER
100049,200,180,30,0,5,145,SUPP,0,0,0,5,0,0,15,5,89%,15%,0%,3%,70%,SUPP,0%,0%,0%,2%,0%,0%,7%,3%
100050,170,150,20,0,5,115,5,0,0,0,SUPP,0,SUPP,15,5,87%,11%,0%,2%,69%,4%,0%,0%,0%,SUPP,0%,SUPP,10%,3%
100051,160,140,40,0,SUPP,90,5,0,0,0,5,0,SUPP,10,15,84%,25%,0%,SUPP,55%,3%,0%,0%,0%,2%,0%,SUPP,7%,9%
100052,210,190,25,SUPP,SUPP,145,20,0,0,0,SUPP,0,0,5,5,94%,12%,SUPP,SUPP,70%,11%,0%,0%,0%,SUPP,0%,0%,3%,3%
100053,180,160,20,SUPP,5,120,5,SUPP,SUPP,0,5,0,SUPP,10,10,88%,11%,SUPP,4%,66%,4%,SUPP,SUPP,0%,4%,0%,SUPP,7%,5%
100054,110,110,20,SUPP,0,90,0,0,0,0,0,0,0,SUPP,SUPP,97%,17%,SUPP,0%,80%,0%,0%,0%,0%,0%,0%,0%,SUPP,SUPP
100055,150,130,30,5,5,70,20,0,0,0,SUPP,0,0,10,10,86%,21%,3%,2%,48%,12%,0%,0%,0%,SUPP,0%,0%,6%,7%
100056,130,120,25,SUPP,5,85,5,0,0,0,5,0,0,SUPP,SUPP,97%,20%,SUPP,3%,69%,4%,0%,0%,0%,3%,0%,0%,SUPP,SUPP
100059,180,180,15,SUPP,5,135,15,0,0,0,0,0,0,SUPP,SUPP,98%,10%,SUPP,2%,77%,10%,0%,0%,0%,0%,0%,0%,SUPP,SUPP
100092,10,SUPP,SUPP,0,0,0,0,0,0,0,0,0,0,5,0,SUPP,SUPP,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,86%,0%
100096,20,20,5,0,0,SUPP,0,0,0,5,0,0,0,0,0,100%,47%,0%,0%,SUPP,0%,0%,0%,47%,0%,0%,0%,0%,0%
138449,150,120,20,SUPP,5,95,SUPP,0,0,0,10,0,SUPP,10,10,84%,15%,SUPP,4%,63%,SUPP,0%,0%,0%,7%,0%,SUPP,7%,8%
100182,170,170,25,SUPP,5,115,15,0,0,0,SUPP,0,0,5,SUPP,95%,14%,SUPP,2%,67%,10%,0%,0%,0%,SUPP,0%,0%,4%,SUPP
100183,230,210,15,0,5,180,15,0,0,0,5,0,SUPP,10,10,91%,7%,0%,2%,76%,6%,0%,0%,0%,3%,0%,SUPP,5%,4%
137473,210,190,25,0,5,150,5,0,0,0,SUPP,0,SUPP,10,10,92%,12%,0%,3%,72%,3%,0%,0%,0%,SUPP,0%,SUPP,4%,4%
141163,220,200,25,0,5,165,5,0,0,0,5,0,0,15,10,89%,11%,0%,1%,75%,2%,0%,0%,0%,2%,0%,0%,6%,5%
141309,220,190,25,0,10,140,10,0,0,0,10,0,SUPP,15,15,87%,12%,0%,4%,66%,5%,0%,0%,0%,5%,0%,SUPP,7%,6%
100190,240,200,25,SUPP,5,160,10,0,0,0,10,0,SUPP,20,10,87%,11%,SUPP,1%,69%,4%,0%,0%,0%,4%,0%,SUPP,8%,5%
100192,200,190,45,SUPP,10,115,15,0,0,0,5,0,0,5,5,95%,22%,SUPP,4%,60%,8%,0%,0%,0%,3%,0%,0%,4%,2%
100193,120,120,10,5,0,60,45,0,0,0,0,0,0,SUPP,SUPP,98%,8%,5%,0%,47%,37%,0%,0%,0%,0%,0%,0%,SUPP,SUPP
141716,120,120,15,0,SUPP,70,25,0,0,0,5,0,SUPP,5,SUPP,94%,14%,0%,SUPP,57%,21%,0%,0%,0%,3%,0%,SUPP,4%,SUPP
105135,150,130,15,SUPP,SUPP,40,75,0,0,0,5,0,0,10,5,90%,10%,SUPP,SUPP,27%,52%,0%,0%,0%,2%,0%,0%,7%,2%
100204,10,4,0,0,0,5,0,0,0,0,0,0,0,SUPP,SUPP,57%,0%,0%,0%,57%,0%,0%,0%,0%,0%,0%,0%,SUPP,SUPP
138547,20,20,SUPP,0,0,SUPP,0,0,0,20,0,0,0,SUPP,0,95%,SUPP,0%,0%,SUPP,0%,0%,0%,86%,0%,0%,0%,SUPP,0%
138143,20,20,0,0,0,15,0,0,0,0,0,0,0,0,5,83%,0%,0%,0%,83%,0%,0%,0%,0%,0%,0%,0%,0%,17%
100277,170,150,35,0,5,80,25,0,0,0,5,0,0,20,10,84%,21%,0%,4%,45%,13%,0%,0%,0%,2%,0%,0%,10%,6%
137442,170,170,20,0,SUPP,115,25,0,0,0,SUPP,0,0,5,SUPP,97%,12%,0%,SUPP,68%,15%,0%,0%,0%,SUPP,0%,0%,3%,SUPP
100279,240,230,75,SUPP,10,135,5,0,0,0,5,0,0,10,5,93%,31%,SUPP,3%,55%,3%,0%,0%,0%,2%,0%,0%,4%,2%
133599,40,30,30,0,0,SUPP,0,0,0,0,0,0,0,SUPP,10,70%,68%,0%,0%,SUPP,0%,0%,0%,0%,0%,0%,0%,SUPP,27%
100282,120,120,40,SUPP,5,55,15,0,0,0,0,0,0,SUPP,0,99%,33%,SUPP,3%,47%,15%,0%,0%,0%,0%,0%,0%,SUPP,0%
100284,140,120,40,0,SUPP,55,25,0,0,0,0,0,0,5,10,89%,30%,0%,SUPP,40%,18%,0%,0%,0%,0%,0%,0%,5%,6%
100285,160,160,40,0,5,85,25,0,0,0,5,0,0,5,SUPP,95%,26%,0%,3%,51%,16%,0%,0%,0%,4%,0%,0%,4%,SUPP
134693,190,180,35,0,5,110,25,0,0,0,SUPP,0,0,10,SUPP,94%,20%,0%,3%,59%,13%,0%,0%,0%,SUPP,0%,0%,5%,SUPP
131062,180,160,50,0,5,85,25,0,0,0,SUPP,0,0,10,5,91%,27%,0%,2%,48%,13%,0%,0%,0%,SUPP,0%,0%,6%,3%
131609,180,170,40,0,5,105,15,0,0,SUPP,5,0,0,15,SUPP,91%,23%,0%,2%,58%,8%,0%,0%,SUPP,2%,0%,0%,8%,SUPP
100307,20,20,15,0,0,0,SUPP,0,0,SUPP,0,0,0,SUPP,0,90%,75%,0%,0%,0%,SUPP,0%,0%,SUPP,0%,0%,0%,SUPP,0%
100311,10,10,10,0,0,0,SUPP,0,0,SUPP,0,0,0,0,0,100%,69%,0%,0%,0%,SUPP,0%,0%,SUPP,0%,0%,0%,0%,0%
100312,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
139364,100,90,35,SUPP,SUPP,50,SUPP,0,0,0,SUPP,0,SUPP,5,5,90%,34%,SUPP,SUPP,49%,SUPP,0%,0%,0%,SUPP,0%,SUPP,6%,4%
100359,170,160,40,SUPP,5,105,10,0,0,0,SUPP,SUPP,0,10,5,91%,23%,SUPP,2%,60%,5%,0%,0%,0%,SUPP,SUPP,0%,6%,3%
139365,120,110,30,5,0,75,SUPP,0,0,0,0,0,0,5,5,92%,26%,4%,0%,60%,SUPP,0%,0%,0%,0%,0%,0%,3%,5%
137935,160,160,10,5,0,130,15,0,0,0,0,0,0,5,SUPP,97%,5%,4%,0%,80%,8%,0%,0%,0%,0%,0%,0%,2%,SUPP
138607,90,90,15,5,0,60,SUPP,0,0,0,SUPP,0,0,SUPP,SUPP,96%,19%,7%,0%,67%,SUPP,0%,0%,0%,SUPP,0%,0%,SUPP,SUPP
137157,180,180,10,5,0,160,10,0,0,SUPP,0,0,0,SUPP,SUPP,99%,4%,4%,0%,86%,4%,0%,0%,SUPP,0%,0%,0%,SUPP,SUPP
131752,160,140,30,0,SUPP,90,15,0,0,0,SUPP,0,0,15,10,86%,18%,0%,SUPP,57%,10%,0%,0%,0%,SUPP,0%,0%,8%,6%
100379,20,20,15,0,0,SUPP,0,0,SUPP,0,0,0,0,SUPP,5,77%,68%,0%,0%,SUPP,0%,0%,SUPP,0%,0%,0%,0%,SUPP,14%
100381,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
100382,10,10,10,0,0,5,0,0,0,SUPP,0,0,0,0,SUPP,92%,62%,0%,0%,23%,0%,0%,0%,SUPP,0%,0%,0%,0%,SUPP
135175,10,10,SUPP,0,0,0,0,0,0,5,0,0,0,0,0,100%,SUPP,0%,0%,0%,0%,0%,0%,83%,0%,0%,0%,0%,0%
100452,160,140,55,0,5,85,0,0,0,0,5,0,0,5,5,91%,34%,0%,3%,54%,0%,0%,0%,0%,3%,0%,0%,4%,4%
100453,140,120,100,0,10,10,5,0,0,0,SUPP,0,0,15,10,84%,70%,0%,6%,6%,3%,0%,0%,0%,SUPP,0%,0%,10%,6%
100455,140,130,35,0,5,70,15,0,0,0,0,0,SUPP,5,SUPP,94%,27%,0%,4%,53%,10%,0%,0%,0%,0%,0%,SUPP,5%,SUPP
100457,160,150,115,5,SUPP,15,15,0,0,0,SUPP,0,0,10,5,91%,69%,2%,SUPP,10%,8%,0%,0%,0%,SUPP,0%,0%,5%,4%
131690,150,130,75,0,10,10,30,0,0,0,5,0,0,15,5,88%,52%,0%,6%,8%,21%,0%,0%,0%,3%,0%,0%,10%,3%
100458,140,130,35,0,SUPP,75,15,0,0,0,SUPP,0,0,5,SUPP,94%,26%,0%,SUPP,57%,10%,0%,0%,0%,SUPP,0%,0%,4%,SUPP
100459,150,140,30,SUPP,5,100,10,0,0,0,5,0,SUPP,5,SUPP,96%,19%,SUPP,3%,66%,6%,0%,0%,0%,3%,0%,SUPP,3%,SUPP
100460,130,120,75,SUPP,5,15,20,0,SUPP,0,5,0,0,5,5,91%,57%,SUPP,4%,13%,16%,0%,SUPP,0%,2%,0%,0%,5%,5%
134314,140,130,40,5,10,70,5,0,0,SUPP,5,0,SUPP,5,SUPP,94%,30%,3%,6%,50%,4%,0%,0%,SUPP,4%,0%,SUPP,4%,SUPP
135587,110,90,25,0,5,50,5,0,0,0,5,0,SUPP,10,5,86%,25%,0%,7%,47%,6%,0%,0%,0%,3%,0%,SUPP,8%,7%
100467,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
134030,10,10,0,0,0,0,0,0,0,10,0,0,0,0,SUPP,92%,0%,0%,0%,0%,0%,0%,0%,92%,0%,0%,0%,0%,SUPP
100469,20,20,10,0,SUPP,0,0,0,0,5,0,0,0,0,0,100%,73%,0%,SUPP,0%,0%,0%,0%,20%,0%,0%,0%,0%,0%
140134,230,200,65,5,SUPP,120,5,0,0,0,SUPP,0,SUPP,20,10,87%,29%,1%,SUPP,52%,3%,0%,0%,0%,SUPP,0%,SUPP,8%,5%
100502,130,120,20,0,SUPP,45,45,0,0,0,SUPP,0,SUPP,10,SUPP,92%,17%,0%,SUPP,37%,35%,0%,0%,0%,SUPP,0%,SUPP,6%,SUPP
100503,120,110,20,5,5,50,35,0,0,0,5,0,0,5,5,91%,17%,3%,4%,39%,27%,0%,0%,0%,2%,0%,0%,3%,6%
141931,120,120,5,5,0,105,5,0,0,0,SUPP,0,0,5,0,98%,6%,2%,0%,87%,2%,0%,0%,0%,SUPP,0%,0%,2%,0%
141957,10,10,0,0,0,0,0,0,0,15,0,0,0,0,0,100%,0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%
100624,140,110,30,0,SUPP,70,15,0,0,0,0,0,0,20,5,84%,21%,0%,SUPP,52%,10%,0%,0%,0%,0%,0%,0%,14%,2%
100625,120,110,30,0,5,65,10,0,0,0,SUPP,0,SUPP,10,5,89%,23%,0%,4%,54%,7%,0%,0%,0%,SUPP,0%,SUPP,9%,2%
136450,170,150,95,SUPP,5,20,20,0,0,0,5,0,SUPP,15,5,88%,58%,SUPP,2%,13%,13%,0%,0%,0%,2%,0%,SUPP,8%,4%
100627,90,80,45,0,SUPP,15,15,0,0,0,0,0,0,5,5,90%,51%,0%,SUPP,19%,17%,0%,0%,0%,0%,0%,0%,7%,3%
129649,180,160,65,0,5,85,5,0,0,0,10,0,SUPP,15,5,90%,36%,0%,3%,48%,3%,0%,0%,0%,5%,0%,SUPP,7%,2%
100637,150,150,25,SUPP,SUPP,90,30,0,0,0,5,0,0,5,SUPP,97%,16%,SUPP,SUPP,62%,19%,0%,0%,0%,3%,0%,0%,2%,SUPP
100638,170,160,15,0,0,125,15,0,0,0,SUPP,0,SUPP,10,0,94%,10%,0%,0%,75%,8%,0%,0%,0%,SUPP,0%,SUPP,6%,0%
137093,190,160,35,SUPP,SUPP,95,30,0,0,0,SUPP,0,0,15,10,88%,19%,SUPP,SUPP,52%,15%,0%,0%,0%,SUPP,0%,0%,8%,4%
100640,90,90,20,SUPP,SUPP,35,30,0,0,0,SUPP,0,0,5,SUPP,93%,21%,SUPP,SUPP,39%,32%,0%,0%,0%,SUPP,0%,0%,5%,SUPP
137966,150,140,35,0,SUPP,60,40,0,0,0,SUPP,0,0,5,5,94%,24%,0%,SUPP,42%,27%,0%,0%,0%,SUPP,0%,0%,4%,2%
100642,110,90,30,0,5,55,5,0,0,0,SUPP,0,0,5,10,86%,27%,0%,3%,51%,6%,0%,0%,0%,SUPP,0%,0%,6%,7%
100643,10,3,SUPP,0,0,0,0,0,0,SUPP,0,0,0,SUPP,SUPP,50%,SUPP,0%,0%,0%,0%,0%,0%,SUPP,0%,0%,0%,SUPP,SUPP
134815,160,150,30,0,0,115,5,0,0,0,SUPP,0,0,10,5,92%,18%,0%,0%,72%,2%,0%,0%,0%,SUPP,0%,0%,6%,2%
135389,140,120,60,0,SUPP,35,25,0,0,0,5,0,0,10,5,88%,45%,0%,SUPP,24%,19%,0%,0%,0%,2%,0%,0%,7%,5%
100654,20,10,10,0,0,0,0,0,0,SUPP,0,0,0,SUPP,SUPP,87%,80%,0%,0%,0%,0%,0%,0%,SUPP,0%,0%,0%,SUPP,SUPP
100659,10,10,10,0,0,SUPP,0,0,SUPP,SUPP,0,0,0,SUPP,0,86%,57%,0%,0%,SUPP,0%,0%,SUPP,SUPP,0%,0%,0%,SUPP,0%
133442,10,10,0,0,0,0,0,0,0,10,0,0,0,0,0,100%,0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%
100740,230,210,75,SUPP,5,65,55,0,0,0,5,0,0,15,10,90%,33%,SUPP,3%,29%,25%,0%,0%,0%,1%,0%,0%,6%,4%
100741,250,230,40,SUPP,5,160,30,0,0,0,SUPP,0,0,10,5,94%,16%,SUPP,1%,65%,11%,0%,0%,0%,SUPP,0%,0%,3%,2%
100742,160,140,55,SUPP,5,40,45,0,0,0,5,0,0,10,10,88%,33%,SUPP,2%,24%,29%,0%,0%,0%,2%,0%,0%,7%,5%
100743,280,240,55,0,SUPP,170,10,0,0,SUPP,10,0,SUPP,15,20,87%,21%,0%,SUPP,61%,4%,0%,0%,SUPP,3%,0%,SUPP,6%,7%
100745,220,210,55,0,5,130,20,0,0,0,10,0,SUPP,10,5,93%,24%,0%,2%,58%,9%,0%,0%,0%,4%,0%,SUPP,4%,3%
100747,140,120,40,SUPP,SUPP,40,30,0,SUPP,0,5,0,0,10,10,85%,30%,SUPP,SUPP,31%,22%,0%,SUPP,0%,2%,0%,0%,9%,6%
100748,120,110,15,0,5,60,30,0,0,0,SUPP,0,0,5,5,92%,14%,0%,3%,49%,25%,0%,0%,0%,SUPP,0%,0%,6%,3%
100749,100,90,20,0,0,30,35,0,SUPP,0,0,0,SUPP,5,SUPP,93%,23%,0%,0%,33%,35%,0%,SUPP,0%,0%,0%,SUPP,5%,SUPP
100750,120,110,15,0,SUPP,85,10,0,0,0,SUPP,0,0,SUPP,SUPP,97%,12%,0%,SUPP,74%,10%,0%,0%,0%,SUPP,0%,0%,SUPP,SUPP
100752,150,150,20,SUPP,SUPP,40,80,0,0,0,SUPP,0,0,5,SUPP,95%,14%,SUPP,SUPP,28%,51%,0%,0%,0%,SUPP,0%,0%,3%,SUPP
135073,210,200,40,5,SUPP,140,10,0,0,0,5,0,0,5,SUPP,96%,20%,1%,SUPP,68%,5%,0%,0%,0%,1%,0%,0%,3%,SUPP
135070,200,180,40,0,5,130,10,0,0,0,5,0,0,10,10,91%,19%,0%,2%,65%,5%,0%,0%,0%,2%,0%,0%,5%,4%
135264,140,130,20,0,5,40,60,0,0,0,SUPP,0,0,10,SUPP,93%,16%,0%,2%,29%,46%,0%,0%,0%,SUPP,0%,0%,6%,SUPP
100760,20,10,10,0,0,SUPP,0,0,0,SUPP,0,0,0,0,5,80%,60%,0%,0%,SUPP,0%,0%,0%,SUPP,0%,0%,0%,0%,20%
100765,20,20,0,0,0,0,0,0,0,15,0,0,0,0,0,100%,0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%
136423,20,20,5,0,0,0,0,0,0,15,0,0,0,0,5,85%,15%,0%,0%,0%,0%,0%,0%,70%,0%,0%,0%,0%,15%
136309,230,210,80,0,5,105,20,0,0,0,5,0,0,15,10,90%,35%,0%,1%,46%,8%,0%,0%,0%,1%,0%,0%,6%,4%
136298,160,150,40,SUPP,0,100,10,SUPP,0,0,0,0,0,5,5,94%,24%,SUPP,0%,62%,6%,SUPP,0%,0%,0%,0%,0%,4%,2%
100849,120,120,10,SUPP,SUPP,80,30,0,0,0,0,0,0,5,5,95%,7%,SUPP,SUPP,63%,23%,0%,0%,0%,0%,0%,0%,2%,2%
100857,140,130,20,0,5,50,55,0,0,0,5,0,0,5,5,94%,15%,0%,2%,37%,40%,0%,0%,0%,2%,0%,0%,4%,3%
138961,130,120,20,0,SUPP,90,15,0,0,0,5,0,0,5,5,95%,15%,0%,SUPP,69%,10%,0%,0%,0%,2%,0%,0%,2%,2%
100859,130,120,25,0,SUPP,15,80,0,0,0,SUPP,0,0,5,SUPP,95%,18%,0%,SUPP,14%,62%,0%,0%,0%,SUPP,0%,0%,3%,SUPP
138960,130,120,20,0,SUPP,60,40,0,0,0,0,0,0,5,SUPP,94%,17%,0%,SUPP,45%,32%,0%,0%,0%,0%,0%,0%,5%,SUPP
134222,170,150,35,0,5,90,20,0,0,0,5,0,0,10,5,90%,21%,0%,4%,54%,12%,0%,0%,0%,4%,0%,0%,6%,4%
134225,190,170,80,0,SUPP,40,50,0,0,0,0,0,SUPP,15,5,90%,41%,0%,SUPP,22%,26%,0%,0%,0%,0%,0%,SUPP,7%,3%
131747,170,160,40,0,5,75,35,0,0,0,SUPP,0,0,10,5,91%,24%,0%,2%,44%,22%,0%,0%,0%,SUPP,0%,0%,6%,3%
132711,130,120,35,0,SUPP,60,25,0,0,0,SUPP,0,0,5,5,91%,26%,0%,SUPP,47%,18%,0%,0%,0%,SUPP,0%,0%,5%,3%
135315,160,140,70,0,5,45,15,0,0,0,5,0,SUPP,15,10,86%,43%,0%,4%,27%,10%,0%,0%,0%,4%,0%,SUPP,8%,6%
135401,170,170,50,0,10,90,15,0,0,0,5,0,0,5,5,95%,29%,0%,6%,51%,10%,0%,0%,0%,2%,0%,0%,3%,2%
135584,160,140,85,SUPP,SUPP,25,30,0,SUPP,0,SUPP,0,0,10,15,86%,51%,SUPP,SUPP,15%,17%,0%,SUPP,0%,SUPP,0%,0%,6%,8%
100872,20,20,5,0,SUPP,SUPP,0,0,0,15,0,0,0,0,0,100%,19%,0%,SUPP,SUPP,0%,0%,0%,71%,0%,0%,0%,0%,0%
100873,10,10,0,0,0,0,0,0,0,10,0,0,0,0,0,100%,0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%
140138,10,4,5,0,0,0,0,0,0,0,0,0,0,SUPP,0,67%,67%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,SUPP,0%
100880,10,10,0,0,0,0,0,0,0,10,0,0,0,0,0,100%,0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%
100965,110,100,45,0,10,10,35,0,0,0,SUPP,0,0,5,5,90%,42%,0%,7%,10%,31%,0%,0%,0%,SUPP,0%,0%,6%,5%
100966,160,140,90,0,5,40,10,0,0,0,5,0,0,20,5,85%,55%,0%,2%,23%,5%,0%,0%,0%,4%,0%,0%,12%,3%
100967,220,210,35,SUPP,5,160,5,0,0,0,10,0,5,10,5,93%,17%,SUPP,1%,71%,3%,0%,0%,0%,4%,0%,2%,5%,1%
100968,210,200,15,0,5,180,0,0,0,0,5,0,0,5,0,98%,8%,0%,3%,87%,0%,0%,0%,0%,2%,0%,0%,2%,0%
100969,150,140,65,SUPP,15,45,10,0,0,0,5,0,0,5,5,93%,43%,SUPP,10%,31%,7%,0%,0%,0%,5%,0%,0%,3%,3%
100970,160,140,65,0,5,60,10,0,0,0,5,0,0,10,5,90%,41%,0%,3%,39%,7%,0%,0%,0%,2%,0%,0%,5%,5%
137789,150,130,35,0,5,70,20,0,0,0,SUPP,0,0,10,10,85%,23%,0%,3%,46%,13%,0%,0%,0%,SUPP,0%,0%,8%,7%
100972,110,110,40,0,5,55,5,0,0,0,5,0,SUPP,5,SUPP,95%,36%,0%,6%,48%,3%,0%,0%,0%,5%,0%,SUPP,4%,SUPP
100973,200,190,60,0,10,110,10,0,0,0,10,0,0,15,5,91%,29%,0%,4%,54%,5%,0%,0%,0%,4%,0%,0%,7%,1%
133289,110,100,30,0,5,60,5,0,0,0,5,0,0,5,5,90%,26%,0%,6%,54%,4%,0%,0%,0%,4%,0%,0%,5%,4%
100974,180,160,65,SUPP,5,85,5,0,0,0,5,0,0,20,5,88%,36%,SUPP,2%,46%,3%,0%,0%,0%,3%,0%,0%,11%,2%
100975,240,230,50,0,10,150,20,0,0,0,5,0,0,5,5,97%,22%,0%,4%,63%,9%,0%,0%,0%,2%,0%,0%,1%,2%
100977,190,180,15,SUPP,5,160,SUPP,0,0,0,10,0,0,5,5,95%,9%,SUPP,3%,82%,SUPP,0%,0%,0%,5%,0%,0%,3%,2%
100978,140,130,30,0,SUPP,75,25,0,0,0,0,0,0,5,5,93%,23%,0%,SUPP,53%,16%,0%,0%,0%,0%,0%,0%,3%,4%
100979,140,130,25,0,10,90,10,0,0,0,5,0,0,5,5,94%,17%,0%,6%,66%,6%,0%,0%,0%,4%,0%,0%,4%,2%
100986,10,10,5,0,SUPP,0,0,0,0,SUPP,0,0,0,SUPP,0,71%,43%,0%,SUPP,0%,0%,0%,0%,SUPP,0%,0%,0%,SUPP,0%
100987,10,10,0,0,0,0,0,0,SUPP,10,0,0,0,0,0,100%,0%,0%,0%,0%,0%,0%,SUPP,92%,0%,0%,0%,0%,0%
100989,10,10,0,0,0,0,0,0,0,5,0,0,0,0,0,100%,0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%
131598,10,4,5,0,SUPP,0,0,0,0,0,SUPP,0,0,5,5,40%,30%,0%,SUPP,0%,0%,0%,0%,0%,SUPP,0%,0%,30%,30%
135762,150,130,60,0,SUPP,55,10,0,0,0,5,0,0,10,10,88%,42%,0%,SUPP,39%,6%,0%,0%,0%,2%,0%,0%,6%,6%
101053,170,160,20,0,5,130,5,0,0,0,10,0,SUPP,10,5,94%,12%,0%,3%,77%,2%,0%,0%,0%,7%,0%,SUPP,5%,2%
136883,140,130,30,0,5,90,5,0,0,0,5,0,0,5,5,93%,21%,0%,3%,65%,4%,0%,0%,0%,2%,0%,0%,5%,2%
141808,150,150,40,0,5,95,10,0,0,0,5,0,SUPP,SUPP,0,99%,26%,0%,2%,64%,5%,0%,0%,0%,3%,0%,SUPP,SUPP,0%
137005,260,250,25,SUPP,0,215,5,0,0,0,SUPP,0,SUPP,10,5,96%,9%,SUPP,0%,84%,1%,0%,0%,0%,SUPP,0%,SUPP,3%,1%
139842,280,260,45,0,SUPP,190,30,0,0,0,SUPP,0,0,5,5,95%,16%,0%,SUPP,68%,11%,0%,0%,0%,SUPP,0%,0%,2%,3%
138681,110,90,20,0,SUPP,65,0,0,0,0,SUPP,0,SUPP,15,10,81%,19%,0%,SUPP,58%,0%,0%,0%,0%,SUPP,0%,SUPP,12%,7%
138682,200,190,50,0,5,130,5,0,0,0,SUPP,0,0,10,5,93%,26%,0%,2%,65%,2%,0%,0%,0%,SUPP,0%,0%,4%,3%
135316,200,180,60,0,SUPP,115,5,0,0,0,SUPP,0,0,20,5,88%,30%,0%,SUPP,56%,2%,0%,0%,0%,SUPP,0%,0%,9%,3%
101093,10,10,SUPP,0,0,0,0,0,0,10,0,0,0,0,0,100%,SUPP,0%,0%,0%,0%,0%,0%,92%,0%,0%,0%,0%,0%
101094,10,10,SUPP,0,0,0,0,0,0,10,SUPP,0,0,0,0,100%,SUPP,0%,0%,0%,0%,0%,0%,80%,SUPP,0%,0%,0%,0%
101095,10,10,0,0,0,0,0,0,SUPP,5,0,0,0,0,0,100%,0%,0%,0%,0%,0%,0%,SUPP,86%,0%,0%,0%,0%,0%
101102,10,10,0,0,0,0,0,0,0,5,0,0,0,0,0,100%,0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%
101103,30,30,5,0,SUPP,0,0,0,0,20,0,0,0,0,SUPP,93%,17%,0%,SUPP,0%,0%,0%,0%,72%,0%,0%,0%,0%,SUPP
131594,10,10,5,0,0,0,0,0,0,5,0,0,0,SUPP,0,93%,50%,0%,0%,0%,0%,0%,0%,43%,0%,0%,0%,SUPP,0%
137646,210,200,20,0,SUPP,160,15,0,0,0,SUPP,0,0,5,5,95%,11%,0%,SUPP,78%,6%,0%,0%,0%,SUPP,0%,0%,2%,2%
138313,150,150,20,5,SUPP,110,20,0,0,0,SUPP,0,0,SUPP,SUPP,99%,13%,2%,SUPP,72%,12%,0%,0%,0%,SUPP,0%,0%,SUPP,SUPP
137353,150,140,15,5,SUPP,120,5,SUPP,0,0,SUPP,0,0,SUPP,SUPP,97%,9%,2%,SUPP,82%,2%,SUPP,0%,0%,SUPP,0%,0%,SUPP,SUPP
138312,110,110,30,0,SUPP,55,20,0,0,0,0,0,0,SUPP,5,94%,27%,0%,SUPP,50%,16%,0%,0%,0%,0%,0%,0%,SUPP,4%
101154,120,110,15,0,SUPP,85,5,0,0,0,SUPP,0,0,5,5,92%,13%,0%,SUPP,74%,4%,0%,0%,0%,SUPP,0%,0%,4%,4%
139369,120,110,15,SUPP,5,80,5,0,0,0,SUPP,0,0,10,SUPP,91%,15%,SUPP,3%,69%,3%,0%,0%,0%,SUPP,0%,0%,7%,SUPP
130912,180,160,25,0,SUPP,135,SUPP,0,0,0,0,0,0,5,5,93%,15%,0%,SUPP,77%,SUPP,0%,0%,0%,0%,0%,0%,3%,3%
131262,180,160,25,SUPP,SUPP,125,5,0,0,0,SUPP,0,0,10,5,91%,15%,SUPP,SUPP,72%,3%,0%,0%,0%,SUPP,0%,0%,6%,3%
135676,200,170,65,SUPP,5,95,10,0,0,0,SUPP,0,0,20,5,86%,32%,SUPP,2%,46%,4%,0%,0%,0%,SUPP,0%,0%,11%,3%
101182,10,10,5,0,0,0,0,0,0,5,0,0,0,0,0,100%,67%,0%,0%,0%,0%,0%,0%,33%,0%,0%,0%,0%,0%
