RECTYPE,LEA,ESTAB,URN,NFTYPE,TPUP,ATT8SCR,P8MEA,P8CILOW,P8CIUPP,PTEBACC_E_PTQ_EE,PTEBACC_PTQ_EE,PTL2BASICS_LL_PTQ_EE
1,908,4153,138024,ACC,199,51.1,0.1,-0.05,0.25,0.31,0.2,0.57
2,908,7004,112086,CYS,7,NE,NE,NE,NE,NE,NE,NE
2,908,7003,112085,CYS,8,NE,NE,NE,NE,NE,NE,NE
2,908,7005,112087,FDS,10,NE,NE,NE,NE,NE,NE,NE
2,908,6003,140942,INDSPEC,,NA,NA,NA,NA,NA,NA,NA
2,908,7002,137478,ACCS,24,3,-1.46,-1.89,-1.03,0,0,0
2,908,6096,135405,INDSPEC,,NA,NA,NA,NA,NA,NA,NA
4,908,,,,5434,49.7,0,-0.03,0.03,0.321,0.183,0.638
1,909,5407,137251,ACC,99,49.9,-0.04,-0.25,0.17,0.43,0.29,0.64
1,909,6032,112453,IND,,NA,NA,NA,NA,NA,NA,NA
1,909,4001,112375,CY,24,38.1,-1.13,-1.55,-0.7,0.21,0,0.42
1,909,5413,137254,ACC,177,50,0.01,-0.14,0.17,0.67,0.32,0.59
1,909,5410,137338,ACC,54,54.6,0.5,0.21,0.79,0.15,0.13,0.78
1,909,6025,141106,F,42,49.2,-0.71,-1.07,-0.35,0.36,0.19,0.6
1,909,4103,142306,ACC,223,52.9,-0.03,-0.17,0.11,0.57,0.35,0.67
1,909,5405,137205,ACC,138,52.3,-0.02,-0.21,0.17,0.36,0.25,0.78
1,909,4150,112383,CY,210,52.8,0.01,-0.14,0.15,0.21,0.15,0.69
1,909,4002,140600,FUTC,80,44.4,-0.7,-0.94,-0.47,0.91,0.04,0.55
1,909,6908,135940,AC,186,39.7,-0.95,-1.1,-0.79,0.09,0.06,0.44
1,909,4151,112384,CY,35,49,0.23,-0.12,0.58,0.11,0.09,0.43
1,909,5414,136902,ACC,183,54.5,0,-0.15,0.16,0.47,0.35,0.75
1,909,5400,136671,ACC,129,50.1,-0.06,-0.25,0.12,0.26,0.18,0.66
1,909,5406,137107,ACC,65,48.5,-0.46,-0.72,-0.2,0.17,0.12,0.63
1,909,4056,112379,CY,98,48.7,-0.21,-0.43,0.01,0.43,0.16,0.54
1,909,6001,112442,IND,,NA,NA,NA,NA,NA,NA,NA
1,909,4204,112388,CY,75,48.4,-0.28,-0.52,-0.03,0.11,0.09,0.67
1,909,4501,112397,VC,219,52,-0.04,-0.18,0.1,0.51,0.33,0.69
1,909,4104,112382,CY,105,41.8,-0.53,-0.73,-0.32,0.35,0.24,0.47
1,909,4630,112399,VA,109,45,-0.4,-0.6,-0.2,0.13,0.08,0.52
1,909,5401,136732,ACC,121,67,0.28,0.08,0.48,0.93,0.83,0.98
1,909,5411,136357,ACC,214,56.7,0.17,0.02,0.32,0.42,0.3,0.81
1,909,5404,136526,ACC,235,50,-0.19,-0.33,-0.06,0.34,0.22,0.68
1,909,6906,135621,AC,128,47.6,-0.02,-0.2,0.17,0.21,0.11,0.52
1,909,6905,135620,AC,107,49.2,-0.07,-0.27,0.14,0.13,0.11,0.5
1,909,4622,112398,VA,144,46.5,-0.42,-0.6,-0.25,0.17,0.1,0.56
1,909,4634,112400,VA,190,49.1,-0.23,-0.39,-0.08,0.14,0.09,0.63
1,909,4810,112401,VA,120,45.8,-0.51,-0.71,-0.32,0.13,0.08,0.58
1,909,4011,112378,FD,23,49.8,0.2,-0.24,0.65,0.22,0.17,0.43
1,909,6026,112451,IND,,NA,NA,NA,NA,NA,NA,NA
1,909,4060,137269,ACC,36,47.3,0.09,-0.27,0.44,0.14,0.08,0.58
1,909,4008,112377,CY,34,41.5,-0.46,-0.82,-0.09,0.35,0.15,0.44
1,909,5402,137369,ACC,243,50.9,-0.08,-0.21,0.06,0.49,0.34,0.67
1,909,4310,112393,FD,259,46.5,-0.21,-0.34,-0.08,0.39,0.22,0.67
1,909,4152,112385,CY,179,54.9,0.02,-0.14,0.17,0.39,0.32,0.82
1,909,4003,141041,AC,119,41,-0.76,-0.95,-0.56,0.13,0.09,0.36
1,909,6907,135632,AC,163,52,0.1,-0.07,0.26,0.64,0.31,0.64
1,909,4000,140406,AC,149,37.1,-1.34,-1.51,-1.17,0.25,0.11,0.44
1,909,5412,137252,ACC,223,48,-0.15,-0.3,-0.01,0.53,0.26,0.64
1,909,6008,112446,IND,,NA,NA,NA,NA,NA,NA,NA
1,909,4007,141499,AC,169,41.4,-0.6,-0.76,-0.44,0.32,0.15,0.57
2,909,6054,134781,INDSPEC,,NA,NA,NA,NA,NA,NA,NA
2,909,6050,132112,INDSPEC,,NA,NA,NA,NA,NA,NA,NA
2,909,7001,141993,ACS,3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
2,909,7022,112468,CYS,8,NE,NE,NE,NE,NE,NE,NE
2,909,6056,135410,INDSPEC,,NA,NA,NA,NA,NA,NA,NA
2,909,7002,112464,CYS,10,NE,NE,NE,NE,NE,NE,NE
2,909,6027,112452,INDSPEC,,NA,NA,NA,NA,NA,NA,NA
2,909,6097,135555,INDSPEC,,NA,NA,NA,NA,NA,NA,NA
2,909,7006,112465,CYS,6,NE,SUPP,SUPP,SUPP,NE,NE,NE
2,909,7013,112466,CYS,6,NE,NE,NE,NE,NE,NE,NE
2,909,6044,112461,INDSPEC,,NA,NA,NA,NA,NA,NA,NA
2,909,6053,134191,INDSPEC,,NA,NA,NA,NA,NA,NA,NA
4,909,,,,5137,48.9,-0.22,-0.25,-0.19,0.366,0.223,0.629
1,916,6073,115810,IND,,NA,NA,NA,NA,NA,NA,NA
1,916,6905,136016,AC,166,43.2,-0.29,-0.46,-0.12,0.27,0.1,0.39
1,916,4032,115723,CY,195,50.8,-0.04,-0.19,0.11,0.09,0.07,0.64
1,916,5408,136474,ACC,194,60.6,0.63,0.47,0.78,0.81,0.6,0.84
1,916,4012,115720,FD,125,45.9,-0.22,-0.41,-0.03,0.2,0.1,0.58
1,916,4007,140011,AC,184,42.8,-0.72,-0.88,-0.57,0.21,0.14,0.44
1,916,5418,136725,ACC,268,52.8,-0.07,-0.2,0.06,0.19,0.15,0.67
1,916,6033,115795,IND,,NA,NA,NA,NA,NA,NA,NA
1,916,6036,115798,IND,,NA,NA,NA,NA,NA,NA,NA
1,916,5414,136960,ACC,192,57.3,0.4,0.25,0.56,0.48,0.37,0.79
1,916,5412,136623,ACC,228,50,-0.23,-0.38,-0.09,0.25,0.18,0.66
1,916,5409,137634,ACC,201,51.2,0.27,0.12,0.42,0.11,0.08,0.6
1,916,5420,136527,ACC,187,54.2,0.17,0.01,0.32,0.43,0.32,0.65
1,916,5419,137217,ACC,168,52.9,0.05,-0.11,0.22,0.38,0.28,0.7
1,916,4024,136772,ACC,241,50.8,-0.23,-0.37,-0.09,0.35,0.25,0.75
1,916,5410,136292,ACC,201,59.6,0.49,0.33,0.64,0.63,0.52,0.85
1,916,5404,136578,ACC,120,63.2,0.16,-0.03,0.36,0.59,0.52,0.98
1,916,4005,138421,AC,163,44.5,-0.43,-0.59,-0.26,0.18,0.15,0.39
1,916,6035,115797,IND,,NA,NA,NA,NA,NA,NA,NA
1,916,5422,137387,ACC,148,49.6,0.18,0.01,0.35,0.24,0.14,0.64
1,916,4513,137097,ACC,136,55.9,0.02,-0.17,0.21,0.46,0.36,0.78
1,916,6078,134463,IND,,NA,NA,NA,NA,NA,NA,NA
1,916,6002,138871,IND,,NA,NA,NA,NA,NA,NA,NA
1,916,4006,138496,AC,66,41.1,-0.63,-0.89,-0.37,0.26,0.05,0.48
1,916,6906,136199,AC,132,33.6,-1.12,-1.31,-0.93,0.07,0.02,0.3
1,916,4002,136666,ACC,120,70.5,0.45,0.24,0.66,0.91,0.88,0.99
1,916,5406,137033,ACC,230,59,0.34,0.2,0.47,0.57,0.46,0.8
1,916,6003,115780,IND,,NA,NA,NA,NA,NA,NA,NA
1,916,5423,115774,FD,139,44.1,-0.45,-0.63,-0.27,0.11,0.07,0.47
1,916,5424,115775,FD,93,46.9,-0.28,-0.5,-0.07,0.06,0.03,0.53
1,916,5401,137123,ACC,120,66.8,0.21,0.01,0.4,0.77,0.49,0.99
1,916,4003,137690,AC,76,38.3,-1.04,-1.28,-0.79,0.3,0.04,0.37
1,916,5411,138746,ACC,194,50.2,-0.02,-0.17,0.13,0.29,0.2,0.69
1,916,5403,136353,ACC,123,75.1,0.33,0.12,0.55,0.88,0.86,0.98
1,916,5421,115772,FD,116,44.4,-0.09,-0.3,0.12,0.2,0.16,0.51
1,916,5407,115758,FD,230,52.5,0.24,0.1,0.38,0.4,0.23,0.58
1,916,6017,115787,IND,,NA,NA,NA,NA,NA,NA,NA
1,916,5400,136767,ACC,113,63.9,-0.01,-0.22,0.21,0.66,0.61,0.97
1,916,6032,115794,IND,,NA,NA,NA,NA,NA,NA,NA
1,916,4600,136982,ACC,241,48.7,-0.22,-0.36,-0.08,0.16,0.14,0.61
1,916,4064,137298,ACC,227,46.3,-0.39,-0.53,-0.25,0.08,0.04,0.51
1,916,4001,136306,ACC,121,71.3,0.53,0.31,0.74,0.87,0.84,1
1,916,5428,136985,ACC,90,48.5,0.26,0.03,0.48,0.24,0.13,0.44
1,916,5402,136874,ACC,125,69.5,0.44,0.25,0.63,0.68,0.64,0.98
1,916,5405,137752,ACC,247,51.7,0.01,-0.12,0.15,0.13,0.11,0.65
1,916,4068,137059,ACC,126,50.4,0.08,-0.11,0.28,0.37,0.25,0.63
1,916,6019,115789,IND,,NA,NA,NA,NA,NA,NA,NA
1,916,5417,136764,ACC,95,47.7,-0.16,-0.37,0.06,0.34,0.23,0.59
1,916,6018,115788,IND,,NA,NA,NA,NA,NA,NA,NA
1,916,5415,137382,ACC,163,50.3,-0.13,-0.34,0.09,0.17,0.11,0.67
1,916,6031,115793,IND,,NA,NA,NA,NA,NA,NA,NA
2,916,7019,115825,CYS,21,5.2,-1.92,-2.42,-1.43,0,0,0
2,916,7023,131549,CYS,13,4.3,-1.85,-2.48,-1.22,0,0,0
2,916,7015,115821,CYS,7,NE,NE,NE,NE,NE,NE,NE
2,916,6004,138881,INDSPEC,,NA,NA,NA,NA,NA,NA,NA
2,916,7005,115812,CYS,6,14.7,-1.9,-2.75,-1.05,0,0,0.17
2,916,6040,115802,INDSPEC,,NA,NA,NA,NA,NA,NA,NA
2,916,7000,138428,ACS,9,10,-1.88,-2.62,-1.14,0,0,0
2,916,7025,134190,CYS,5,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
2,916,6072,115809,INDSPEC,,NA,NA,NA,NA,NA,NA,NA
2,916,7024,131557,CYS,27,NE,NE,NE,NE,NE,NE,NE
2,916,7018,115824,CYS,5,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
2,916,7001,138429,ACS,4,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
2,916,7006,115813,NMSS,,NA,NA,NA,NA,NA,NA,NA
2,916,7017,115823,CYS,7,NE,NE,NE,NE,NE,NE,NE
4,916,,,,6396,52,-0.04,-0.07,-0.02,0.348,0.264,0.661
1,919,6000,117600,IND,,NA,NA,NA,NA,NA,NA,NA
1,919,4029,117512,CY,96,42.5,-0.22,-0.44,0,0.24,0.13,0.39
1,919,6003,117602,IND,,NA,NA,NA,NA,NA,NA,NA
1,919,5406,117578,FD,167,54.6,0.02,-0.15,0.19,0.59,0.4,0.71
1,919,4499,117552,CY,67,45.5,-0.12,-0.39,0.14,0.24,0.07,0.49
1,919,4047,117515,CY,154,41.3,-0.43,-0.6,-0.25,0.3,0.16,0.35
1,919,4066,117518,CY,221,44,-0.39,-0.53,-0.25,0.1,0.04,0.57
1,919,4043,138286,ACC,176,59.2,0.39,0.23,0.55,0.75,0.55,0.8
1,919,6005,117604,IND,,NA,NA,NA,NA,NA,NA,NA
1,919,4200,137637,ACC,219,49.7,-0.15,-0.3,0,0.19,0.13,0.61
1,919,4099,137757,ACC,91,55.6,0.32,0.1,0.54,0.63,0.47,0.84
1,919,6007,117605,IND,,NA,NA,NA,NA,NA,NA,NA
1,919,5405,117577,FD,153,58.5,0.2,0.03,0.37,0.64,0.44,0.9
1,919,4101,136396,ACC,199,59.7,0.33,0.18,0.48,0.82,0.52,0.79
1,919,6906,135938,AC,137,47.6,-0.07,-0.25,0.12,0.29,0.11,0.54
1,919,5408,137872,ACC,165,53,0,-0.16,0.17,0.55,0.34,0.72
1,919,4100,117528,CY,178,42.9,-0.59,-0.75,-0.43,0.28,0.13,0.39
1,919,5419,117591,FD,173,53.2,-0.07,-0.23,0.1,0.51,0.39,0.71
1,919,4498,137090,ACC,172,53.2,0.49,0.32,0.65,0.42,0.29,0.64
1,919,5425,117596,FD,91,41.6,-0.42,-0.64,-0.2,0.26,0.04,0.38
1,919,4012,139902,FSS,44,29.4,-1.4,-1.74,-1.07,0,0,0.16
1,919,4002,138225,FSS,55,22.7,-2.21,-2.5,-1.92,0,0,0.09
1,919,5407,136554,ACC,202,70.5,0.48,0.33,0.63,0.8,0.75,0.95
1,919,6062,117623,IND,,NA,NA,NA,NA,NA,NA,NA
1,919,4004,139416,FUTC,82,43.1,-0.78,-1.02,-0.54,0,0,0.72
1,919,4010,117504,FD,94,51.2,0.49,0.27,0.71,0.16,0.02,0.53
1,919,6905,135876,AC,190,45.3,-0.09,-0.25,0.07,0.2,0.13,0.51
1,919,4141,137002,ACC,211,57.6,0.54,0.4,0.69,0.57,0.42,0.76
1,919,5415,137532,ACC,211,52.6,-0.09,-0.24,0.06,0.61,0.45,0.7
1,919,6221,117648,IND,,NA,NA,NA,NA,NA,NA,NA
1,919,6222,117649,IND,,NA,NA,NA,NA,NA,NA,NA
1,919,6015,117607,IND,,NA,NA,NA,NA,NA,NA,NA
1,919,4022,142051,AC,135,46.1,-0.28,-0.47,-0.1,0.12,0.06,0.54
1,919,4005,117500,CY,175,52.2,-0.13,-0.29,0.03,0.56,0.35,0.71
1,919,5420,140786,ACC,162,63.4,0.7,0.53,0.86,0.62,0.59,0.91
1,919,4001,138747,ACC,198,47.5,0.01,-0.14,0.17,0.14,0.14,0.67
1,919,4122,117537,CY,153,51,0.18,0.01,0.36,0.27,0.13,0.61
1,919,4008,139154,ACC,156,59.3,0.27,0.1,0.44,0.89,0.67,0.77
1,919,4009,137288,ACC,158,62.3,0.61,0.44,0.78,0.45,0.36,0.88
1,919,5427,136482,ACC,115,62.2,0.23,0.01,0.45,0.93,0.73,0.92
1,919,6231,117657,IND,,NA,NA,NA,NA,NA,NA,NA
1,919,4619,117557,VA,178,54.5,0.1,-0.06,0.25,0.42,0.3,0.79
1,919,5413,137895,ACC,219,55.7,0.08,-0.06,0.22,0.65,0.43,0.75
1,919,5426,136607,ACC,190,50,-0.07,-0.22,0.08,0.39,0.21,0.71
1,919,4096,139036,ACC,182,51.4,0,-0.16,0.15,0.28,0.21,0.68
1,919,6224,117650,IND,,NA,NA,NA,NA,NA,NA,NA
1,919,4016,136608,ACC,209,53.2,0.16,0.01,0.31,0.43,0.28,0.68
1,919,5416,137156,ACC,178,54.1,-0.04,-0.19,0.12,0.33,0.24,0.7
1,919,4080,137110,ACC,182,46.5,-0.32,-0.48,-0.16,0.56,0.18,0.57
1,919,4620,138106,ACC,143,59.7,0.37,0.19,0.55,0.69,0.57,0.87
1,919,5414,138042,ACC,181,48.4,-0.11,-0.27,0.05,0.55,0.27,0.59
1,919,4116,117534,CY,138,48,0.33,0.15,0.51,0.36,0.18,0.55
1,919,6036,117616,IND,,NA,NA,NA,NA,NA,NA,NA
1,919,4140,137656,ACC,112,48.2,-0.1,-0.3,0.1,0.45,0.26,0.55
1,919,4118,138632,ACC,209,53.2,-0.07,-0.22,0.07,0.42,0.27,0.68
1,919,5411,137224,ACC,133,47.6,-0.23,-0.41,-0.04,0.36,0.2,0.52
1,919,5412,137938,ACC,98,50.5,0.18,-0.04,0.41,0.41,0.17,0.63
1,919,4104,117530,CY,234,49.5,-0.05,-0.19,0.09,0.35,0.24,0.64
1,919,4154,137792,ACC,82,43.1,-0.28,-0.52,-0.03,0.04,0.04,0.48
1,919,5404,136899,ACC,189,63.9,0.21,0.05,0.36,0.71,0.6,0.92
1,919,4013,137985,ACC,159,60.8,0.33,0.16,0.5,0.92,0.72,0.9
1,919,6033,117614,IND,,NA,NA,NA,NA,NA,NA,NA
1,919,4000,117499,FD,153,52.1,0.17,0,0.34,0.48,0.31,0.66
1,919,6239,102256,IND,,NA,NA,NA,NA,NA,NA,NA
1,919,5410,136877,ACC,254,55.1,0.06,-0.07,0.19,0.48,0.36,0.7
1,919,6020,117609,IND,,NA,NA,NA,NA,NA,NA,NA
1,919,4007,139662,F,,,,,,,,
1,919,6006,139835,IND,,NA,NA,NA,NA,NA,NA,NA
1,919,4006,139873,ACC,161,56.6,0.07,-0.1,0.24,0.78,0.51,0.8
1,919,5400,136606,ACC,186,56,-0.06,-0.22,0.1,0.49,0.33,0.79
1,919,4070,136973,ACC,190,59.1,0.12,-0.04,0.27,0.49,0.44,0.83
1,919,6165,117641,IND,,NA,NA,NA,NA,NA,NA,NA
1,919,6109,117631,IND,,NA,NA,NA,NA,NA,NA,NA
1,919,4083,137339,ACC,194,61.4,0.62,0.47,0.77,0.78,0.66,0.85
1,919,6038,117617,IND,,NA,NA,NA,NA,NA,NA,NA
1,919,6243,134087,IND,,NA,NA,NA,NA,NA,NA,NA
1,919,6220,117647,IND,,NA,NA,NA,NA,NA,NA,NA
1,919,6028,117612,IND,,NA,NA,NA,NA,NA,NA,NA
1,919,5421,136901,ACC,203,63.1,0.54,0.39,0.69,0.52,0.48,0.87
1,919,6136,117638,IND,,NA,NA,NA,NA,NA,NA,NA
1,919,6115,117633,IND,,NA,NA,NA,NA,NA,NA,NA
1,919,6029,117613,IND,,NA,NA,NA,NA,NA,NA,NA
1,919,4614,138356,ACC,197,63.8,0.44,0.28,0.6,0.62,0.53,0.91
1,919,5418,137914,ACC,207,54.9,0.2,0.05,0.34,0.4,0.29,0.76
1,919,6012,117606,IND,,NA,NA,NA,NA,NA,NA,NA
1,919,5422,117594,VA,154,57.3,0.27,0.1,0.44,0.38,0.34,0.8
1,919,5423,138360,ACC,145,49.1,0.03,-0.15,0.2,0.5,0.13,0.6
1,919,5417,137922,ACC,176,52.8,0.02,-0.14,0.18,0.47,0.39,0.78
1,919,4003,138582,AC,51,48.8,0.5,0.18,0.82,0.35,0.14,0.73
1,919,4197,136609,ACC,174,59.9,0.58,0.42,0.74,0.62,0.44,0.89
1,919,4117,138484,ACC,69,46.2,-0.03,-0.29,0.24,0.38,0.14,0.51
1,919,4024,143131,AC,,,,,,,,
1,919,4137,117538,CY,116,48.9,0,-0.2,0.2,0.42,0.31,0.53
1,919,6047,117622,IND,,NA,NA,NA,NA,NA,NA,NA
1,919,4067,140294,ACC,162,58.6,0.63,0.46,0.8,0.38,0.32,0.78
1,919,4087,117525,CY,131,43.2,-0.41,-0.59,-0.22,0.15,0.09,0.44
1,919,4028,137270,ACC,181,57.6,0.25,0.1,0.41,0.56,0.36,0.8
1,919,4014,137847,ACC,172,51.7,-0.1,-0.26,0.06,0.3,0.22,0.66
1,919,6154,117640,IND,,NA,NA,NA,NA,NA,NA,NA
1,919,4017,140037,AC,113,44.2,-0.44,-0.65,-0.24,0.13,0.05,0.49
1,919,4606,117555,VA,108,57.1,0.31,0.11,0.52,0.38,0.28,0.77
1,919,6041,117618,IND,,NA,NA,NA,NA,NA,NA,NA
1,919,4504,138352,ACC,233,53,-0.02,-0.16,0.12,0.34,0.23,0.73
1,919,4011,137038,ACC,178,56.6,0.25,0.09,0.41,0.75,0.51,0.83
1,919,5401,136276,ACC,190,66.5,0.47,0.31,0.63,0.94,0.81,0.93
1,919,5403,136289,ACC,180,64.1,0.47,0.31,0.63,0.59,0.52,0.86
1,919,4021,141004,FUTC,48,38.2,-1.22,-1.56,-0.87,0.02,0,0.44
1,919,4111,140049,ACC,141,45.4,0.02,-0.16,0.2,0.04,0.03,0.55
1,919,4802,136922,ACC,143,60.7,0.48,0.29,0.66,0.39,0.35,0.85
2,919,7028,117684,CYS,9,NE,NE,NE,NE,NE,NE,NE
2,919,7016,117674,CYS,14,7,-2.6,-3.16,-2.04,0,0,0
2,919,7045,131060,CYS,8,5.1,-2.3,-3.04,-1.56,0,0,0
2,919,7024,117681,CYS,9,NE,NE,NE,NE,NE,NE,NE
2,919,7013,117672,CYS,14,3.6,-1.44,-2.02,-0.86,0,0,0
2,919,7033,117686,CYS,19,19.2,-1.04,-1.55,-0.54,0,0,0
2,919,7008,117667,CYS,26,1.7,-1.66,-2.07,-1.25,0,0,0
2,919,7042,117690,CYS,3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
2,919,7014,142257,ACCS,13,16.5,-1.56,-2.19,-0.93,0,0,0.08
2,919,7032,117685,CYS,13,22.6,-0.1,-0.76,0.56,0,0,0
2,919,7007,138485,ACCS,8,15.8,-1.57,-2.36,-0.78,0,0,0
2,919,7023,117680,CYS,11,NE,NE,NE,NE,NE,NE,NE
2,919,7022,117679,CYS,7,0.6,-2.74,-3.53,-1.95,0,0,0
2,919,7004,141251,ACCS,28,0.2,-1.74,-2.14,-1.33,0,0,0
2,919,6215,117646,INDSPEC,,NA,NA,NA,NA,NA,NA,NA
2,919,7006,117665,NMSS,,NA,NA,NA,NA,NA,NA,NA
2,919,7012,117671,FDS,8,NE,NE,NE,NE,NE,NE,NE
2,919,7010,117669,CYS,25,0.8,-1.79,-2.21,-1.36,0,0,0
2,919,7026,117683,CYS,7,NE,NE,NE,NE,NE,NE,NE
2,919,7025,117682,CYS,4,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
4,919,,,,12628,52.9,0.06,0.04,0.08,0.459,0.324,0.693
1,921,4032,136012,FD,200,44.4,-0.18,-0.33,-0.03,0.19,0.1,0.54
1,921,4604,135552,VA,209,49.7,0.06,-0.08,0.21,0.32,0.2,0.66
1,921,4004,140845,AC,153,46.7,-0.14,-0.31,0.03,0.15,0.12,0.58
1,921,4002,140691,F,,,,,,,,
1,921,4005,140948,FSS,80,38.2,-0.77,-1.01,-0.52,0.01,0.01,0.4
1,921,4030,136010,FD,220,42.2,-0.44,-0.58,-0.3,0.27,0.11,0.47
1,921,6041,118225,IND,,NA,NA,NA,NA,NA,NA,NA
1,921,4001,136753,AC,173,44.3,-0.4,-0.56,-0.24,0.33,0.17,0.54
1,921,6002,118223,IND,,NA,NA,NA,NA,NA,NA,NA
1,921,4000,136751,AC,243,41.5,-0.53,-0.66,-0.39,0.52,0.16,0.46
2,921,7000,118226,NMSS,,NA,NA,NA,NA,NA,NA,NA
2,921,7001,118227,CYS,27,0.3,-1.75,-2.16,-1.34,0,0,0
4,921,,,,1305,43.3,-0.34,-0.4,-0.28,0.284,0.133,0.516
1,925,4050,141581,ACC,117,46.2,-0.29,-0.49,-0.09,0.12,0.03,0.61
1,925,4011,141166,AC,58,45,0,-0.27,0.28,0.29,0.19,0.67
1,925,4061,120653,FD,64,45.8,0.28,0.01,0.54,0.13,0.03,0.63
1,925,5424,139180,ACC,103,57.7,-0.14,-0.35,0.07,0.9,0.49,0.96
1,925,4022,139140,ACC,104,61.9,0.18,-0.03,0.39,0.88,0.6,0.92
1,925,4000,137572,ACC,207,50.9,0.32,0.18,0.47,0.15,0.14,0.66
1,925,4501,137793,ACC,153,66.3,0.41,0.24,0.59,0.79,0.66,0.99
1,925,5418,136358,ACC,169,55.7,0.44,0.28,0.6,0.5,0.41,0.75
1,925,6005,139264,IND,,NA,NA,NA,NA,NA,NA,NA
1,925,5406,136350,ACC,94,67.5,0.22,0.01,0.44,0.88,0.83,1
1,925,4049,136958,ACC,92,43.7,-0.11,-0.33,0.11,0.22,0.03,0.24
1,925,5403,137213,ACC,118,66.5,0.4,0.21,0.59,0.89,0.72,0.98
1,925,4017,136479,ACC,29,46.9,0.12,-0.28,0.52,0.41,0.1,0.55
1,925,4062,120654,FD,76,42.7,-0.42,-0.67,-0.17,0.14,0.07,0.38
1,925,4003,139055,AC,101,45.6,-0.13,-0.33,0.08,0.16,0.08,0.41
1,925,4514,136491,ACC,113,52.5,0.33,0.12,0.53,0.55,0.37,0.63
1,925,4010,137873,ACC,253,44.6,-0.64,-0.77,-0.5,0.26,0.15,0.44
1,925,6006,141490,IND,,NA,NA,NA,NA,NA,NA,NA
1,925,6908,135666,AC,165,34.8,-1.05,-1.21,-0.89,0.3,0.04,0.2
1,925,5423,136282,ACC,154,42.7,-0.23,-0.4,-0.05,0.41,0.09,0.42
1,925,4072,138754,ACC,196,40.7,-0.48,-0.64,-0.32,0.18,0.05,0.39
1,925,4048,136968,ACC,93,45.7,0.07,-0.15,0.29,0.27,0.16,0.38
1,925,4004,138638,ACC,179,67.9,0.43,0.27,0.59,0.67,0.63,0.97
1,925,4005,137667,ACC,120,66.3,0.46,0.26,0.65,0.95,0.79,0.99
1,925,4002,138783,AC,39,41.2,-0.19,-0.53,0.16,0.36,0.08,0.64
1,925,5405,142262,ACC,122,63.2,0.27,0.08,0.47,0.8,0.66,0.98
1,925,5402,137166,ACC,150,66.7,0.35,0.18,0.52,0.75,0.66,1
1,925,6017,120729,IND,,NA,NA,NA,NA,NA,NA,NA
1,925,5407,136537,ACC,127,41.8,-0.39,-0.58,-0.19,0,0,0.37
1,925,5408,137447,ACC,175,44,-0.51,-0.68,-0.35,0.47,0.24,0.47
1,925,6012,120724,IND,,NA,NA,NA,NA,NA,NA,NA
1,925,4008,140950,FUTC,79,50.8,-0.26,-0.5,-0.03,0.04,0.03,0.62
1,925,5417,120713,FD,131,40.5,-0.58,-0.77,-0.4,0.43,0.08,0.32
1,925,5412,136871,ACC,223,45.7,-0.46,-0.61,-0.32,0.13,0.09,0.59
1,925,4030,120645,FD,138,45.6,-0.17,-0.35,0.01,0.14,0.09,0.55
1,925,6907,135565,AC,258,61.2,-0.03,-0.16,0.11,0.85,0.64,0.91
1,925,6906,135564,AC,121,42.6,-0.42,-0.61,-0.23,0.1,0.07,0.36
1,925,6910,136194,AC,208,51.2,0.51,0.36,0.65,0.13,0.09,0.58
1,925,6905,135563,AC,85,44,0.25,0.02,0.48,0.09,0.05,0.44
1,925,5401,136315,ACC,83,65.5,0.41,0.18,0.65,0.92,0.86,0.99
1,925,5411,138665,ACC,117,64.3,0.02,-0.17,0.22,0.89,0.71,0.99
1,925,4065,120655,CY,180,64,0.02,-0.14,0.18,0.86,0.67,0.99
1,925,6039,120744,IND,,NA,NA,NA,NA,NA,NA,NA
1,925,6909,136044,AC,389,48,0.06,-0.05,0.16,0.2,0.1,0.55
1,925,5421,139623,ACC,94,47.8,-0.26,-0.49,-0.03,0.31,0.22,0.65
1,925,5416,139168,ACC,211,39.5,-0.42,-0.57,-0.27,0.1,0.03,0.36
1,925,5413,137135,ACC,184,51.2,-0.06,-0.21,0.1,0.59,0.4,0.76
1,925,5420,138839,ACC,154,51.5,0.15,-0.02,0.32,0.58,0.29,0.55
1,925,6911,136217,AC,195,34.1,-0.76,-0.92,-0.61,0.35,0.03,0.22
1,925,5400,138757,ACC,90,59.3,-0.02,-0.26,0.22,0.94,0.59,0.92
1,925,4018,142392,AC,,,,,,,,
1,925,4603,139304,ACC,139,61.4,-0.09,-0.27,0.1,0.81,0.56,0.95
1,925,4027,120642,CY,149,64,0.25,0.07,0.43,0.82,0.65,0.95
1,925,6028,120736,IND,,NA,NA,NA,NA,NA,NA,NA
1,925,6027,120735,IND,,NA,NA,NA,NA,NA,NA,NA
1,925,4067,137600,ACC,80,49.3,0.34,0.1,0.57,0.34,0.28,0.6
1,925,4507,138755,ACC,124,45.1,-0.27,-0.46,-0.08,0.06,0.02,0.55
