RECTYPE,LEA,ESTAB,URN,NFTYPE,TPUP,ATT8SCR,P8MEA,P8CILOW,P8CIUPP,PTEBACC_E_PTQ_EE,PTEBACC_PTQ_EE,PTL2BASICS_LL_PTQ_EE
1,336,4601,138852,ACC,164,53.6,-0.08,-0.24,0.08,0.66,0.29,0.73
1,336,4115,104387,CY,89,37.5,-0.82,-1.06,-0.59,0.08,0.04,0.47
1,336,4117,140586,ACC,160,49.3,0.14,-0.02,0.31,0.39,0.13,0.56
1,336,6905,135983,AC,132,45.2,-0.03,-0.21,0.16,0.06,0.03,0.39
1,336,6013,104407,IND,,NA,NA,NA,NA,NA,NA,NA
1,336,4001,141245,AC,148,41.5,-0.68,-0.85,-0.5,0.05,0.04,0.46
1,336,4006,140160,FUTC,,,,,,,,
1,336,5400,140798,ACC,108,73.4,0.41,0.2,0.62,0.9,0.9,1
1,336,6023,104411,IND,,NA,NA,NA,NA,NA,NA,NA
2,336,7008,104415,CYS,5,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
2,336,7015,134261,CYS,16,8.1,-1.99,-2.51,-1.47,0,0,0
2,336,7000,142086,ACS,,,,,,,,
2,336,7004,104412,CYS,14,4.1,-1.61,-2.19,-1.03,0,0,0
2,336,7012,104417,CYS,4,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
2,336,7007,104414,CYS,7,NE,NE,NE,NE,NE,NE,NE
2,336,7005,104413,CYS,22,0.9,-1.73,-2.17,-1.28,0,0,0
4,336,,,,2484,47.4,-0.14,-0.18,-0.09,0.256,0.149,0.583
1,340,4615,135479,VA,181,36.1,-1.05,-1.21,-0.9,0.04,0.02,0.29
1,340,4611,139614,ACC,177,43.7,-0.76,-0.92,-0.61,0.18,0.1,0.44
1,340,4000,140001,AC,182,38.2,-0.75,-0.9,-0.59,0.09,0.02,0.38
1,340,4001,140412,AC,171,41.7,-0.63,-0.79,-0.47,0.56,0.16,0.38
1,340,4613,135477,CY,183,39.5,-1.06,-1.21,-0.9,0.26,0.16,0.44
1,340,4616,135481,VA,207,43,-0.77,-0.92,-0.62,0.35,0.18,0.49
2,340,7013,104498,CYS,23,1.1,-2.3,-2.75,-1.84,0,0,0
2,340,7005,104495,CYS,19,NE,NE,NE,NE,NE,NE,NE
2,340,7002,141033,ACS,5,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
2,340,6001,136752,INDSPEC,,NA,NA,NA,NA,NA,NA,NA
4,340,,,,1147,38.8,-0.88,-0.95,-0.82,0.236,0.104,0.391
1,341,6905,101857,AC,142,38.6,-0.72,-0.92,-0.53,0.49,0.06,0.19
1,341,4421,104693,CY,250,42,-0.65,-0.78,-0.52,0.32,0.17,0.35
1,341,4796,104717,VA,151,44.9,-0.42,-0.6,-0.25,0.55,0.23,0.47
1,341,4781,104705,VA,137,54.3,-0.01,-0.2,0.17,0.58,0.34,0.74
1,341,6003,138878,IND,,NA,NA,NA,NA,NA,NA,NA
1,341,6046,132119,IND,,NA,NA,NA,NA,NA,NA,NA
1,341,4787,138183,ACC,141,50.8,-0.03,-0.21,0.14,0.35,0.22,0.69
1,341,6907,135174,AC,116,63.4,0.18,-0.02,0.38,0.51,0.49,0.94
1,341,5404,137916,ACC,119,73.4,0.31,0.12,0.51,0.92,0.9,1
1,341,4425,104696,FD,185,40.9,-0.64,-0.8,-0.48,0.15,0.07,0.43
1,341,4792,104713,VA,198,50.4,-0.29,-0.44,-0.14,0.58,0.3,0.64
1,341,4427,104698,CY,241,46.1,-0.38,-0.52,-0.25,0.52,0.33,0.57
1,341,4793,104714,VA,218,50.4,-0.23,-0.37,-0.09,0.18,0.14,0.64
1,341,4001,138787,AC,152,41.4,-0.54,-0.71,-0.36,0.14,0.07,0.42
1,341,6040,104730,IND,,NA,NA,NA,NA,NA,NA,NA
1,341,4797,136409,AC,40,39.9,-0.52,-0.85,-0.19,0.45,0.15,0.2
1,341,6908,136119,AC,131,37.7,-0.91,-1.09,-0.72,0.07,0.05,0.31
1,341,4420,104692,CY,121,42.6,-0.81,-1.01,-0.62,0.64,0.17,0.47
1,341,6006,140042,IND,,NA,NA,NA,NA,NA,NA,NA
1,341,4429,104700,CY,221,41.6,-0.57,-0.71,-0.43,0.45,0.14,0.42
1,341,4404,104688,CY,117,44,-0.49,-0.68,-0.29,0.26,0.16,0.51
1,341,4690,104703,VA,91,59.5,0.55,0.33,0.78,0.57,0.35,0.87
1,341,4000,137675,AC,89,33.2,-0.99,-1.22,-0.75,0.1,0.03,0.28
1,341,4004,139686,AC,85,58,-0.35,-0.64,-0.05,0.85,0.58,0.87
1,341,6000,104722,IND,,NA,NA,NA,NA,NA,NA,NA
1,341,4002,139588,FUTC,94,51.4,-0.29,-0.51,-0.07,0.21,0.16,0.61
1,341,6906,131065,AC,237,47.1,-0.08,-0.22,0.06,0.28,0.1,0.54
1,341,4782,104706,VA,112,44.4,-0.34,-0.55,-0.13,0.32,0.18,0.52
1,341,5900,136735,ACC,166,59.1,0.06,-0.12,0.23,0.7,0.54,0.82
1,341,5400,138463,ACC,172,47.9,-0.21,-0.37,-0.05,0.27,0.19,0.59
1,341,5403,104721,VA,123,52.3,-0.11,-0.3,0.08,0.54,0.37,0.76
1,341,4794,104715,VA,122,48.8,-0.07,-0.26,0.12,0.46,0.25,0.69
1,341,4790,104712,VA,144,48.1,-0.28,-0.45,-0.1,0.49,0.21,0.65
1,341,5402,138850,ACC,149,52.4,-0.47,-0.64,-0.3,0.44,0.26,0.72
1,341,4006,142128,FSS,,,,,,,,
1,341,4003,139589,FSS,73,48.9,-0.3,-0.55,-0.05,0.03,0.03,0.49
1,341,4306,138696,ACC,169,51.1,-0.08,-0.24,0.08,0.18,0.15,0.66
2,341,7025,104736,CYS,11,10.8,-1.84,-2.47,-1.21,0,0,0
2,341,7070,133441,CYS,25,4.3,-1.46,-1.89,-1.02,0,0,0
2,341,7069,134658,CYS,15,1.9,-2.01,-2.59,-1.43,0,0,0
2,341,7042,104742,CYS,15,6.7,-2.24,-2.84,-1.63,0,0,0
2,341,6047,133309,INDSPEC,,NA,NA,NA,NA,NA,NA,NA
2,341,7051,104748,CYS,16,NE,NE,NE,NE,NE,NE,NE
2,341,7052,104749,CYS,8,NE,NE,NE,NE,NE,NE,NE
2,341,7023,104735,NMSS,,NA,NA,NA,NA,NA,NA,NA
2,341,7018,104734,NMSS,,NA,NA,NA,NA,NA,NA,NA
2,341,7059,130961,CYS,16,0.8,-2.27,-2.87,-1.67,0,0,0
2,341,7039,104739,CYS,7,15.7,-1.66,-2.51,-0.81,0,0,0
4,341,,,,4616,47.1,-0.35,-0.38,-0.32,0.391,0.226,0.564
1,342,4101,104829,CY,198,49,-0.43,-0.59,-0.28,0.56,0.21,0.59
1,342,4714,104834,VA,229,53.8,-0.18,-0.32,-0.04,0.41,0.31,0.69
1,342,4051,104827,CY,91,45.5,-0.76,-0.98,-0.54,0.8,0.16,0.51
1,342,4803,136421,AC,219,47.2,-0.39,-0.53,-0.25,0.49,0.25,0.58
1,342,4050,104826,CY,241,55.3,0.01,-0.12,0.15,0.17,0.17,0.79
1,342,4104,104830,FD,243,55.5,0.01,-0.13,0.14,0.45,0.35,0.68
1,342,4713,104833,VA,113,47.1,-0.17,-0.37,0.03,0.52,0.17,0.54
1,342,4801,104835,VA,156,47,-0.26,-0.43,-0.09,0.28,0.12,0.6
1,342,8000,130488,FESI,,NA,NA,NA,NA,NA,NA,NA
1,342,6905,136141,AC,195,44.6,-0.57,-0.72,-0.42,0.03,0.02,0.48
1,342,6001,104837,IND,,NA,NA,NA,NA,NA,NA,NA
2,342,7008,134865,CYS,17,0.1,-1.53,-2.04,-1.02,0,0,0
2,342,7007,131022,CYS,13,NE,NE,NE,NE,NE,NE,NE
2,342,6004,104839,INDSPEC,,NA,NA,NA,NA,NA,NA,NA
2,342,7005,104843,CYS,13,4,-3.33,-3.93,-2.73,0,0,0
2,342,7009,134888,NMSS,,NA,NA,NA,NA,NA,NA,NA
4,342,,,,1789,48.3,-0.35,-0.4,-0.3,0.361,0.193,0.593
1,343,4108,137297,ACC,168,53.2,0.12,-0.04,0.29,0.32,0.25,0.61
1,343,4105,137514,ACC,201,51.6,-0.04,-0.19,0.1,0.59,0.31,0.53
1,343,4800,104964,VA,210,49.4,-0.38,-0.53,-0.23,0.24,0.19,0.59
1,343,4100,137533,ACC,210,54.7,-0.06,-0.21,0.08,0.62,0.33,0.74
1,343,4101,137436,ACC,157,54,-0.01,-0.17,0.16,0.26,0.22,0.78
1,343,4109,137604,ACC,183,57.4,0.39,0.23,0.55,0.75,0.52,0.76
1,343,4000,138260,F,66,44.1,-0.53,-0.79,-0.26,0.44,0.14,0.5
1,343,4002,141693,AC,164,45.1,-0.43,-0.59,-0.26,0.84,0.34,0.5
1,343,4624,104962,VA,113,52,0.02,-0.18,0.22,0.36,0.28,0.65
1,343,8000,130490,FESI,,NA,NA,NA,NA,NA,NA,NA
1,343,4004,141694,AC,166,48.1,-0.19,-0.35,-0.02,0.29,0.16,0.48
1,343,4113,137520,ACC,167,43.9,-0.86,-1.02,-0.7,0.63,0.14,0.49
1,343,4621,104960,VA,238,51.6,-0.29,-0.43,-0.16,0.43,0.32,0.65
1,343,4110,104956,CY,143,51.9,0.41,0.23,0.59,0.57,0.24,0.66
1,343,6129,104973,IND,,NA,NA,NA,NA,NA,NA,NA
1,343,6130,104974,IND,,NA,NA,NA,NA,NA,NA,NA
1,343,4106,137612,ACC,194,55.9,0.16,0.01,0.31,0.41,0.32,0.76
1,343,4623,104961,VA,207,51.8,-0.4,-0.55,-0.25,0.28,0.22,0.75
1,343,4625,104963,VA,70,39.6,-1.08,-1.33,-0.83,0.27,0.16,0.49
1,343,6128,104972,IND,,NA,NA,NA,NA,NA,NA,NA
1,343,4001,141338,AC,71,47.7,-0.14,-0.4,0.11,0.07,0.01,0.52
1,343,4611,104959,VA,120,43.8,-0.43,-0.63,-0.24,0.36,0.25,0.45
1,343,4003,104944,CY,112,46.7,-0.12,-0.33,0.08,0.28,0.15,0.54
1,343,6001,104966,IND,,NA,NA,NA,NA,NA,NA,NA
2,343,6131,104975,INDSPEC,,NA,NA,NA,NA,NA,NA,NA
2,343,7009,104980,CYS,24,7.7,-1.45,-1.88,-1.02,0,0,0
2,343,7006,104979,CYS,9,NE,NE,NE,NE,NE,NE,NE
2,343,7011,104982,CYS,12,9.3,-2.67,-3.29,-2.04,0,0,0
2,343,6134,136088,INDSPEC,,NA,NA,NA,NA,NA,NA,NA
2,343,7014,133748,NMSS,,NA,NA,NA,NA,NA,NA,NA
2,343,7004,104977,CYS,7,9.9,-1.28,-2.07,-0.49,0,0,0
2,343,7013,104983,CYS,9,NE,NE,NE,NE,NE,NE,NE
4,343,,,,3076,49,-0.24,-0.28,-0.21,0.426,0.249,0.598
1,344,4070,105106,FD,130,40,-0.6,-0.79,-0.42,0.35,0.1,0.46
1,344,6905,135877,AC,108,58.9,0.45,0.24,0.65,0.48,0.37,0.76
1,344,4798,136411,AC,118,42,-0.36,-0.55,-0.16,0.31,0.21,0.48
1,344,6023,105123,IND,,NA,NA,NA,NA,NA,NA,NA
1,344,5400,139144,ACC,165,67.8,0.34,0.17,0.51,0.96,0.84,0.98
1,344,4060,138355,ACC,177,45.4,-0.3,-0.46,-0.15,0.16,0.08,0.51
1,344,6014,105121,IND,,NA,NA,NA,NA,NA,NA,NA
1,344,4000,141131,AC,94,33.7,-0.96,-1.17,-0.74,0.1,0,0.22
1,344,4066,105103,CY,136,50.4,0.05,-0.13,0.23,0.15,0.13,0.54
1,344,4067,136895,ACC,99,43.2,-0.28,-0.49,-0.07,0.08,0.06,0.52
1,344,4058,105101,CY,144,49.1,-0.04,-0.22,0.14,0.24,0.15,0.6
1,344,4010,137130,ACC,152,48.3,0.09,-0.08,0.26,0.4,0.24,0.67
1,344,4018,105097,FD,106,42.9,-0.67,-0.88,-0.47,0.48,0.17,0.57
1,344,5900,136780,ACC,118,58.6,-0.24,-0.45,-0.03,0.94,0.68,0.92
1,344,4605,139031,ACC,224,54,0.43,0.28,0.57,0.77,0.36,0.67
1,344,4611,105110,VA,260,42.7,-0.62,-0.75,-0.49,0.15,0.08,0.33
1,344,4071,105107,FD,137,48.7,-0.07,-0.25,0.11,0.38,0.15,0.59
1,344,5901,137929,ACC,139,64.7,0.32,0.13,0.51,0.98,0.73,0.99
1,344,4069,137815,ACC,250,51.6,0.2,0.07,0.34,0.37,0.27,0.7
1,344,4056,137243,ACC,189,68.4,0.49,0.33,0.65,0.81,0.75,0.98
1,344,5401,137476,ACC,158,66.7,0.23,0.06,0.4,0.96,0.77,0.97
1,344,4052,137171,ACC,165,69.7,0.43,0.26,0.59,0.82,0.79,1
1,344,4012,138853,ACC,267,47.7,0.05,-0.08,0.18,0.53,0.26,0.55
2,344,7001,105129,CYS,32,14.3,-0.79,-1.17,-0.42,0,0,0
2,344,7004,105131,CYS,16,NE,NE,NE,NE,NE,NE,NE
2,344,7003,105130,CYS,12,7,-2.7,-3.33,-2.07,0,0,0
2,344,7007,105133,CYS,6,NE,NE,NE,NE,NE,NE,NE
2,344,7215,127715,CYS,9,10.6,-2.15,-2.84,-1.45,0,0,0
2,344,7015,105137,NMSS,,NA,NA,NA,NA,NA,NA,NA
4,344,,,,3405,51.7,-0.04,-0.08,0,0.496,0.342,0.656
1,350,6017,130285,IND,,NA,NA,NA,NA,NA,NA,NA
1,350,6001,138498,IND,,NA,NA,NA,NA,NA,NA,NA
1,350,4806,135096,VA,118,60,0.75,0.56,0.95,0.89,0.59,0.82
1,350,6906,135981,AC,130,37.4,-0.82,-1.01,-0.63,0.06,0.04,0.19
1,350,6014,105271,IND,,NA,NA,NA,NA,NA,NA,NA
1,350,6015,105272,IND,,NA,NA,NA,NA,NA,NA,NA
1,350,4002,141941,FUTC,,,,,,,,
1,350,5401,105267,VA,265,55.6,-0.09,-0.22,0.04,0.62,0.4,0.76
1,350,4000,140959,F,,,,,,,,
1,350,6905,135770,AC,176,44.7,-0.13,-0.3,0.04,0.41,0.16,0.52
1,350,4046,105257,CY,259,44.9,-0.48,-0.61,-0.35,0.32,0.17,0.45
1,350,6907,136135,AC,57,37.5,-1.09,-1.37,-0.81,0.47,0.04,0.3
1,350,4805,134646,CY,140,48.4,-0.04,-0.23,0.15,0.26,0.14,0.59
1,350,4044,105256,CY,174,44.3,-0.35,-0.51,-0.19,0.09,0.03,0.49
1,350,6000,105269,IND,,NA,NA,NA,NA,NA,NA,NA
1,350,6018,133285,IND,,NA,NA,NA,NA,NA,NA,NA
1,350,4611,105263,VA,171,47.3,-0.15,-0.32,0.01,0.29,0.23,0.46
1,350,4501,105261,VC,305,49.1,-0.23,-0.36,-0.11,0.17,0.11,0.66
1,350,5400,105266,VA,205,55.6,0.04,-0.11,0.19,0.46,0.36,0.82
1,350,4609,105262,VA,169,53.4,-0.13,-0.29,0.03,0.17,0.12,0.7
1,350,4048,105259,CY,148,48.4,-0.06,-0.24,0.11,0.45,0.27,0.53
1,350,4049,140500,ACC,229,41,-0.47,-0.62,-0.33,0.34,0.15,0.4
1,350,4612,105264,VA,228,56.9,0.41,0.27,0.55,0.4,0.29,0.76
1,350,4034,105253,CY,237,51,-0.41,-0.55,-0.28,0.25,0.19,0.65
1,350,4031,105252,CY,175,51.4,-0.19,-0.35,-0.03,0.13,0.1,0.66
2,350,7007,105280,NMSS,,NA,NA,NA,NA,NA,NA,NA
2,350,7004,105278,CYS,9,NE,NE,NE,NE,NE,NE,NE
2,350,7006,142766,ACS,,,,,,,,
2,350,7009,131692,FDS,13,7.1,-2.53,-3.19,-1.87,0,0,0
2,350,7003,105277,CYS,23,5,-1.27,-1.73,-0.82,0,0,0
2,350,7002,105276,CYS,10,21.6,-0.55,-1.21,0.11,0,0,0
4,350,,,,3240,48.5,-0.2,-0.24,-0.16,0.327,0.201,0.585
1,351,4032,105364,CY,111,42.7,-0.71,-0.91,-0.51,0.43,0.14,0.46
1,351,4603,105365,VA,155,55.1,-0.01,-0.18,0.16,0.86,0.35,0.7
1,351,6008,105373,IND,,NA,NA,NA,NA,NA,NA,NA
1,351,6009,105374,IND,,NA,NA,NA,NA,NA,NA,NA
1,351,4031,105363,CY,178,50.1,-0.07,-0.24,0.09,0.37,0.06,0.62
1,351,6007,105372,IND,,NA,NA,NA,NA,NA,NA,NA
1,351,4007,105355,CY,158,49.9,0.25,0.08,0.42,0.27,0.23,0.56
1,351,4004,105354,CY,188,54,0.29,0.14,0.44,0.38,0.28,0.67
1,351,4005,134195,VC,15,58.9,0.58,0,1.16,0.67,0.67,0.73
1,351,4022,105358,CY,167,52.5,0.15,-0.01,0.32,0.8,0.41,0.57
1,351,4025,105360,CY,168,48.6,-0.06,-0.23,0.11,0.57,0.35,0.52
1,351,4028,105362,CY,136,48.6,-0.02,-0.2,0.17,0.42,0.21,0.57
1,351,4607,105367,VA,203,51.7,-0.19,-0.35,-0.04,0.22,0.14,0.71
1,351,4606,105366,VA,202,53.1,-0.02,-0.17,0.13,0.55,0.39,0.66
1,351,4020,105357,CY,156,50.5,-0.31,-0.48,-0.14,0.29,0.19,0.6
1,351,4026,105361,CY,195,55.1,0,-0.15,0.15,0.72,0.41,0.76
2,351,6002,140205,INDSPEC,,NA,NA,NA,NA,NA,NA,NA
2,351,7011,105378,CYS,29,2.9,-1.44,-1.86,-1.03,0,0,0
4,351,,,,2060,50.8,-0.05,-0.1,-0.01,0.483,0.268,0.619
1,352,6044,105601,IND,,NA,NA,NA,NA,NA,NA,NA
1,352,4271,105560,CY,245,50,0.53,0.38,0.67,0.21,0.12,0.58
1,352,4768,105581,VA,170,49.4,-0.21,-0.38,-0.05,0.21,0.15,0.54
1,352,4256,140703,ACC,170,42.8,0.12,-0.06,0.29,0.17,0.12,0.48
1,352,4002,138097,AC,98,34.3,-0.86,-1.11,-0.61,0.11,0.02,0.28
1,352,6021,105588,IND,,NA,NA,NA,NA,NA,NA,NA
1,352,4281,139148,ACC,297,51.8,0.17,0.05,0.29,0.55,0.39,0.65
1,352,6914,136174,AC,117,47.3,0.15,-0.07,0.37,0.38,0.18,0.55
1,352,4007,141884,AC,,,,,,,,
1,352,6912,136089,AC,177,40.6,-0.55,-0.71,-0.38,0.26,0.06,0.42
1,352,6053,131015,IND,,NA,NA,NA,NA,NA,NA,NA
1,352,6010,141680,IND,,NA,NA,NA,NA,NA,NA,NA
1,352,6049,131979,IND,,NA,NA,NA,NA,NA,NA,NA
1,352,4810,137309,ACC,126,62.5,0.1,-0.09,0.29,0.37,0.33,0.91
1,352,4005,141196,AC,195,49.3,0.5,0.34,0.66,0.7,0.44,0.55
1,352,4753,105574,VA,158,47.3,-0.15,-0.32,0.03,0.63,0.2,0.55
1,352,6905,134224,AC,170,45.5,0.16,-0.02,0.34,0.06,0.03,0.52
1,352,6913,136105,AC,228,47.2,-0.08,-0.22,0.07,0.18,0.09,0.55
1,352,4008,142762,AC,,,,,,,,
1,352,6910,135905,AC,132,43.6,-0.14,-0.34,0.07,0.26,0.11,0.48
1,352,4004,141107,FSS,10,25.5,-2.19,-2.93,-1.46,0,0,0.4
1,352,6908,135874,AC,93,44.1,-0.3,-0.52,-0.07,0.54,0.18,0.55
1,352,6029,105591,IND,,NA,NA,NA,NA,NA,NA,NA
1,352,6909,135875,AC,107,41.9,-0.23,-0.44,-0.02,0.16,0.09,0.36
1,352,6030,105592,IND,,NA,NA,NA,NA,NA,NA,NA
1,352,6040,130318,IND,,NA,NA,NA,NA,NA,NA,NA
1,352,6067,135948,IND,,NA,NA,NA,NA,NA,NA,NA
1,352,6011,142224,IND,,NA,NA,NA,NA,NA,NA,NA
1,352,6071,136264,IND,,NA,NA,NA,NA,NA,NA,NA
1,352,6006,137887,IND,,NA,NA,NA,NA,NA,NA,NA
1,352,4006,141392,AC,160,43.3,-0.48,-0.65,-0.31,0.26,0.08,0.42
1,352,4761,105576,VA,145,46.4,-0.12,-0.3,0.06,0.23,0.08,0.57
1,352,4248,105556,CY,296,54.4,0.3,0.18,0.43,0.61,0.33,0.72
1,352,6032,105594,IND,,NA,NA,NA,NA,NA,NA,NA
1,352,4762,105577,VA,221,47.1,-0.41,-0.55,-0.27,0.38,0.24,0.48
1,352,4766,139456,ACC,175,42.5,-0.32,-0.48,-0.16,0.48,0.15,0.46
1,352,4770,131880,VA,177,49.4,0.22,0.05,0.38,0.15,0.07,0.58
1,352,6070,136242,IND,,NA,NA,NA,NA,NA,NA,NA
1,352,4765,137801,ACC,239,52.7,0.16,0.03,0.3,0.25,0.15,0.65
1,352,4257,141264,ACC,255,49.1,0.26,0.12,0.41,0.62,0.34,0.54
1,352,6907,135296,AC,124,52.7,0.05,-0.14,0.24,0.31,0.23,0.71
1,352,6033,105595,IND,,NA,NA,NA,NA,NA,NA,NA
1,352,4276,105564,FD,327,48.9,0.31,0.18,0.43,0.46,0.28,0.59
2,352,7014,105604,CYS,6,4.3,-2.07,-2.92,-1.21,0,0,0
2,352,6045,130386,INDSPEC,,NA,NA,NA,NA,NA,NA,NA
2,352,7055,105622,CYS,12,NE,NE,NE,NE,NE,NE,NE
2,352,7029,105608,CYS,2,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
2,352,7042,105614,CYS,25,4.2,-2.9,-3.34,-2.45,0,0,0
2,352,7043,138532,ACCS,21,NE,NE,NE,NE,NE,NE,NE
2,352,7061,132905,CYS,20,NE,NE,NE,NE,NE,NE,NE
2,352,7000,142893,FS,,,,,,,,
2,352,7039,141805,ACCS,19,NE,NE,NE,NE,NE,NE,NE
2,352,7056,105623,CYS,19,17.6,-1.32,-1.82,-0.81,0,0,0
4,352,,,,4724,46.9,-0.03,-0.06,0.01,0.355,0.191,0.546
1,353,4608,136432,VA,240,46.5,-0.18,-0.32,-0.04,0.25,0.17,0.57
1,353,4600,137133,ACC,220,58.1,0.34,0.19,0.48,0.61,0.48,0.8
1,353,4000,139970,F,,,,,,,,
1,353,4605,137294,ACC,202,56.5,-0.07,-0.22,0.08,0.32,0.26,0.77
1,353,6001,138568,IND,,NA,NA,NA,NA,NA,NA,NA
1,353,4023,105735,FD,289,45.1,-0.72,-0.84,-0.59,0.21,0.08,0.52
1,353,4002,140542,FUTC,46,20.1,-2.49,-2.8,-2.18,0,0,0
1,353,4011,137039,ACC,213,48.9,0.28,0.13,0.42,0.36,0.24,0.6
1,353,4027,141248,ACC,255,49.3,-0.15,-0.28,-0.02,0.1,0.08,0.69
1,353,6905,136027,AC,214,34.4,-1.21,-1.36,-1.06,0.19,0.03,0.4
1,353,6906,136115,AC,157,45.7,0.34,0.16,0.52,0.18,0.07,0.43
1,353,6012,105745,IND,,NA,NA,NA,NA,NA,NA,NA
1,353,4028,105738,FD,296,45.9,-0.17,-0.29,-0.04,0.09,0.06,0.56
1,353,4022,105734,FD,226,43.7,-0.56,-0.7,-0.43,0.14,0.08,0.49
1,353,4026,105736,CY,264,52.4,-0.04,-0.17,0.09,0.51,0.34,0.68
1,353,6907,136148,AC,243,39.9,-0.77,-0.9,-0.63,0.16,0.09,0.46
1,353,6000,137822,IND,,NA,NA,NA,NA,NA,NA,NA
2,353,6015,105748,INDSPEC,,NA,NA,NA,NA,NA,NA,NA
2,353,6019,131751,INDSPEC,,NA,NA,NA,NA,NA,NA,NA
2,353,7014,138697,ACCS,49,0.4,-1.87,-2.18,-1.56,0,0,0
2,353,7012,133368,CYS,10,6.6,-3.24,-3.94,-2.55,0,0,0
4,353,,,,2928,45.8,-0.34,-0.38,-0.3,0.247,0.157,0.561
1,354,6001,105855,IND,,NA,NA,NA,NA,NA,NA,NA
1,354,4611,105844,VA,179,50,-0.13,-0.29,0.03,0.2,0.16,0.55
1,354,4086,105837,CY,231,47.8,0.04,-0.1,0.19,0.53,0.27,0.61
1,354,5401,140091,ACC,234,53.2,0.1,-0.04,0.24,0.18,0.15,0.73
1,354,4801,131726,VA,111,51,0.14,-0.06,0.34,0.41,0.3,0.69
1,354,5402,135795,FD,178,44.7,0.17,0.01,0.33,0.1,0.06,0.52
1,354,4088,105839,CY,166,46.3,-0.21,-0.37,-0.04,0.2,0.13,0.54
1,354,4091,105842,CY,187,51.2,0.26,0.11,0.42,0.17,0.12,0.63
1,354,4089,105840,CY,250,51.9,-0.05,-0.18,0.09,0.55,0.32,0.63
1,354,6006,134575,IND,,NA,NA,NA,NA,NA,NA,NA
1,354,6905,135313,AC,90,44.6,-0.37,-0.59,-0.15,0.29,0.08,0.39
1,354,4612,105845,VA,239,47.8,-0.3,-0.44,-0.17,0.26,0.17,0.67
1,354,4083,105834,CY,201,44.6,-0.26,-0.4,-0.11,0.1,0.05,0.5
1,354,5400,140055,ACC,209,50.3,-0.02,-0.16,0.13,0.17,0.12,0.54
2,354,7006,105861,CYS,10,0.6,-2.87,-3.61,-2.13,0,0,0
2,354,6035,135753,INDSPEC,,NA,NA,NA,NA,NA,NA,NA
2,354,6202,136257,INDSPEC,,NA,NA,NA,NA,NA,NA,NA
2,354,7015,135202,CYS,30,NE,NE,NE,NE,NE,NE,NE
4,354,,,,2316,48,-0.08,-0.12,-0.03,0.263,0.162,0.585
1,355,6000,140036,IND,,NA,NA,NA,NA,NA,NA,NA
1,355,4000,138418,AC,147,41.7,-0.57,-0.76,-0.38,0.16,0.07,0.41
1,355,4620,131512,VA,114,48.5,0,-0.21,0.22,0.39,0.19,0.61
1,355,6054,135168,IND,,NA,NA,NA,NA,NA,NA,NA
1,355,6057,136086,IND,,NA,NA,NA,NA,NA,NA,NA
1,355,4018,138698,ACC,49,55.2,0.48,0.18,0.79,0.35,0.27,0.73
1,355,6011,105996,IND,,NA,NA,NA,NA,NA,NA,NA
1,355,6005,105992,IND,,NA,NA,NA,NA,NA,NA,NA
1,355,4026,105974,CY,129,45,-0.44,-0.63,-0.25,0.51,0.17,0.29
1,355,4049,105982,CY,114,49.2,0.15,-0.06,0.35,0.59,0.15,0.61
1,355,4052,133351,CY,132,45.6,-0.21,-0.4,-0.03,0.37,0.07,0.29
1,355,4036,105976,CY,161,41.8,-0.96,-1.13,-0.8,0.2,0.04,0.43
1,355,6002,141968,IND,,NA,NA,NA,NA,NA,NA,NA
1,355,4039,105977,CY,185,48.9,-0.24,-0.4,-0.09,0.4,0.21,0.57
1,355,6906,135661,AC,91,45.1,-0.19,-0.43,0.04,0.32,0.11,0.51
1,355,6028,106004,IND,,NA,NA,NA,NA,NA,NA,NA
1,355,5400,105989,VA,215,51.6,-0.06,-0.21,0.08,0.62,0.3,0.68
1,355,4616,105986,VA,180,56.2,0.25,0.09,0.41,0.68,0.53,0.84
1,355,6905,135071,AC,93,42.7,-0.42,-0.64,-0.2,0.12,0.08,0.44
1,355,4050,136987,ACC,129,48.2,-0.21,-0.4,-0.02,0.64,0.21,0.62
1,355,4001,142010,FUTC,,,,,,,,
1,355,4035,105975,CY,267,49.8,-0.39,-0.52,-0.26,0.74,0.28,0.6
2,355,7026,106010,CYS,8,NE,NE,NE,NE,NE,NE,NE
2,355,7027,106011,CYS,20,9.3,-2.71,-3.19,-2.23,0,0,0
2,355,7025,138130,ACCS,46,7.7,-1.58,-1.91,-1.26,0,0,0
4,355,,,,2081,46.6,-0.3,-0.35,-0.25,0.457,0.201,0.532
1,356,4038,106139,CY,260,52.4,-0.14,-0.27,-0.01,0.64,0.31,0.72
1,356,4039,137843,ACC,288,58.5,0.5,0.38,0.62,0.61,0.52,0.81
1,356,6019,106157,IND,,NA,NA,NA,NA,NA,NA,NA
1,356,6030,134493,IND,,NA,NA,NA,NA,NA,NA,NA
1,356,4601,106143,VA,153,47.6,-0.26,-0.43,-0.09,0.33,0.22,0.52
1,356,4036,137923,ACC,194,53.9,0.29,0.14,0.44,0.25,0.18,0.74
