LA Number,Establishment Number,URN,Total Number of Teachers (Headcount),Total Number of Teaching Assistants (Headcount),"Total Number of Non Classroom-based School Support Staff, Exclud",Total Number of Teachers (Full-Time Equivalent),Total Number of Teaching Assistants (Full-time Equivalent),"Total Number of Non Classroom-based School Support Staff, Exclu1",Pupil:     Teacher Ratio,Mean Gross FTE Salary of All Teachers (£s)
881,3622,115184,14,16,2,12.1,8.3,1.4,18.6,37161
881,3660,115187,5,7,4,4.4,5.2,2.7,23,38707
881,3670,115188,10,5,2,9,3.4,1.6,19.4,32555
881,3700,115189,7,4,2,3.7,2.1,0.9,9.5,38291
881,3710,137516,12,14,2,8.7,6,1.5,24.6,37250
881,3730,115191,9,10,4,7,4.9,2.9,18.4,NA
881,3770,115192,11,21,5,9.3,10.4,3.1,22.3,39841
881,3780,115193,20,4,6,7.7,2.4,2.9,24.1,40374
881,3781,134022,27,21,3,21.9,11.4,2.7,19.1,37429
881,3782,134021,19,23,9,18.6,15.6,8,21.5,36046
881,3790,115194,10,18,3,9.2,9.6,2.2,22.4,34025
881,3795,115195,7,11,3,4.9,3.7,1.4,20.8,35968
881,3810,115197,13,17,4,9.8,8.9,2.5,20.9,34117
881,3811,115198,14,13,8,9.1,8,3.1,22.4,35089
881,3813,115199,12,18,4,9.1,8.1,2.3,22.5,39127
881,3814,115200,9,14,10,8.6,5.3,4.6,21.4,36376
881,3815,115201,13,18,6,9.4,5.8,3.6,20.5,38507
881,3820,115202,6,11,2,5.2,4.1,1.4,20.2,38208
881,3822,115203,13,11,3,9.9,6.6,2.8,18.8,36276
881,3823,115204,19,34,3,16,15.8,2.5,26.2,37014
881,3824,138164,18,11,10,13.4,5,5.8,15.7,35632
881,3825,133573,23,38,11,21.2,22.2,7.8,19.8,34433
881,3826,133661,15,14,2,13.6,9.5,1.8,20.1,36148
881,3832,136441,12,12,10,10.7,8.4,4.9,24.7,35336
881,3833,141052,30,30,17,27.1,18.2,10.1,23.4,34845
881,3834,141571,37,53,11,29.5,37.6,8.7,16.2,36498
881,3835,141626,23,35,3,19.4,15.4,2.9,21,35269
881,3837,135328,18,39,6,18,20.7,4.8,22.3,38070
881,3839,135585,19,30,14,16.8,21.4,6.9,23.9,36117
881,3840,135903,18,16,8,13.2,6,5.4,21.2,37034
881,3841,136173,26,46,7,22.4,14.9,3.9,24.8,36891
881,5200,115240,20,29,5,17.3,15.5,3.4,22.9,36333
881,5201,138533,28,29,22,22.2,11.2,11.6,18.3,35872
881,5202,115242,13,19,4,10.9,10.8,3.2,19.9,34814
881,5204,115244,18,23,5,17.3,12.6,3.2,24.9,NA
881,5205,115245,15,20,7,14.4,10.7,5,22.4,35133
881,5208,140506,11,9,6,8.9,4.9,3.8,24,35547
881,5211,137247,15,21,20,12.1,11.8,8.8,24.5,39218
881,5213,140447,21,29,8,18.1,16.1,4,22.7,35790
881,5214,115254,15,5,23,14.4,4.2,14.7,NA,34211
881,5215,115255,20,16,11,17.7,12.2,9.5,23.6,36162
881,5216,115256,16,31,4,15.1,15.3,2.9,21.5,36623
881,5217,115257,17,21,6,14.8,13.4,4,20.4,36848
881,5218,137698,15,9,9,12.1,5.1,4.9,18.6,35651
881,5220,115260,10,19,5,7.7,4.4,2.1,27.9,37654
881,5221,115261,13,10,15,9.5,6.2,6.6,22.1,40983
881,5222,137029,24,13,3,19,8.4,2.5,21.9,35925
881,5223,137081,19,13,8,12.3,6.4,4.3,17.3,34924
881,5224,115264,12,13,7,10.6,6.6,3.7,21.3,35459
881,5226,115266,11,18,5,10,9.2,2.3,23.8,NA
881,5228,115268,27,22,9,22.8,12.6,7.4,19.5,35067
881,5229,115269,16,15,2,13.1,10.4,1.9,21.4,NA
881,5232,137405,13,12,3,11.7,7.9,2.3,22.5,32548
881,5233,137381,29,34,6,26.2,21.7,4.7,24.7,35964
881,5234,137056,11,20,4,9.1,10.1,2.7,23,41534
881,5235,137378,12,6,6,9.5,3.8,3.3,22.3,36523
881,5236,115276,18,24,6,15.6,11.6,4.1,23.1,37331
881,5238,136734,24,59,6,20.6,15.8,4.4,24.1,35897
881,5239,115279,9,14,3,5.5,9.5,2.5,35.2,41682
881,5241,115281,13,27,3,9.9,10.6,2.5,27.1,36045
881,5242,115282,17,18,10,14.4,6.2,3.5,16.7,34202
881,5243,137246,14,19,5,12.2,9.7,4,25.7,38134
881,5246,115286,28,48,8,25.2,22.9,6.9,23.1,34121
881,5247,115287,15,14,3,13.6,8.6,2.8,23.2,37560
881,5248,115288,18,12,3,13.1,8.1,2.1,18.5,NA
881,5249,115289,19,13,8,15.4,5.9,3.7,20.2,34803
881,5250,138105,12,14,4,10.4,8.1,3.3,21.1,37015
881,5251,137485,18,15,5,14.9,8,4.4,21.3,36380
881,5252,115292,22,19,5,15.9,9.8,3.2,19.9,36628
881,5253,136977,18,7,7,15.6,3.4,5.2,22.8,40478
881,5254,137027,18,31,13,12.3,10.8,6.8,22,35948
881,5255,115295,20,25,4,18.4,16.2,3.9,21.5,39316
881,5257,115297,11,7,10,9.3,4.4,6.1,22.2,35083
881,5258,115298,22,38,4,18.9,20.2,2.8,22.4,NA
881,5259,115299,26,22,13,18.1,11.6,8.8,23.1,34793
881,5260,115300,12,18,7,11.4,10.7,3.8,21.1,38389
881,5261,115301,26,22,13,23.4,12.9,6.9,18.9,37386
881,5262,115302,14,18,6,11.3,6.3,2.9,19.7,34175
881,5263,136325,12,17,9,10.4,10,7.7,24.7,35698
881,5264,136328,17,23,3,12.7,14,2.7,23.7,32471
881,5265,115305,11,15,12,10.5,4.1,6,20.3,34761
881,5267,115307,15,11,5,12.8,8.9,2.4,20.9,36084
881,5269,115309,28,14,13,24.8,8.2,8.9,18.3,32914
881,5270,115310,10,27,4,9.6,13.5,2.4,21.1,35130
881,5271,115311,25,41,19,20.2,20.8,9.2,21.9,NA
881,5272,115312,17,20,7,14.9,7.5,6.3,21.5,37708
881,5274,115314,13,18,5,12.2,12.5,3.7,22.9,37082
881,5275,140747,13,23,6,10.6,11.9,3,20.9,38058
881,5276,114951,14,16,8,12,9.4,4.6,22.4,35522
881,5278,136967,20,19,6,16,10.9,3.7,21.3,NA
881,5279,115102,10,20,2,9.4,9.9,1.9,23.4,40571
881,5280,131219,21,29,4,17.4,18.5,3.9,24.2,36539
882,2000,140672,23,25,12,19.3,18.5,9.6,21.1,35116
882,2019,114718,25,15,12,21.7,10.7,5.7,19.3,34607
882,2022,114719,18,14,8,17.1,11.1,5.8,18.5,34571
882,2023,114720,37,37,10,28.9,21.1,6.7,21.8,36384
882,2092,114770,27,35,6,24.4,22.2,5,19.5,35063
882,2093,114771,22,35,20,21.6,25.6,15.2,23.1,33851
882,2094,114772,17,12,7,12.1,6.6,4,20,35832
882,2096,114774,32,43,10,28,25.8,7,22.4,38052
882,2104,114777,55,47,46,48.1,33.6,16,9.9,35233
882,2105,114778,DNS,DNS,DNS,DNS,DNS,DNS,DNS,DNS
882,2108,114779,36,14,7,27.7,9.9,5,18.6,38700
882,2109,114780,17,16,3,14.3,10.5,2.5,25.3,35150
882,2123,114786,17,13,5,12.6,6.3,2.5,21,36669
882,2124,114787,16,12,14,14.7,8.2,4.5,16.8,35257
882,2126,114789,23,35,11,20.8,12.1,5.8,20,35966
882,2127,140536,41,31,26,37.5,20.7,13.7,17.8,31930
882,2128,114791,7,7,15,7,5.5,5.1,26,40057
882,2132,114793,40,74,17,36.1,50.6,13.5,23.1,35621
882,2387,114837,35,42,29,32.1,24.7,20.5,19.7,35921
882,2407,114841,31,33,5,24.9,15.2,4.5,17.3,35817
882,2408,132792,27,24,9,22.8,17.6,6.6,17.5,35517
882,3325,115145,28,27,7,24.6,19.3,5.9,20.9,36874
882,3326,115146,18,17,6,15.5,13.1,4.5,15.5,32641
882,3327,115147,15,18,5,11.7,10.2,2.8,20.2,34748
882,3328,115148,21,14,4,18.7,8.7,4,22.5,40471
882,3329,115149,13,8,5,9.9,4.1,3.5,21.2,35753
882,3822,133771,44,16,11,39,12.4,8.7,13.6,32977
882,3823,133957,23,29,8,18.6,15.2,5.6,21.5,34289
882,3824,134704,31,33,10,25.3,26.2,8,16.6,34489
882,3825,134860,20,21,13,18.5,15.4,9.8,20.1,34656
882,3826,134861,20,18,5,18.2,10.8,4,21.4,34808
882,5206,136314,43,37,10,33.2,23.1,7,18.2,36524
882,5225,115265,36,39,12,31.2,27.4,8.1,17.6,33958
882,5273,115313,44,43,16,38.3,32.8,14.7,16.3,35008
883,2000,138048,33,49,8,31.5,37.6,6.3,20.9,34951
883,2001,138581,33,52,19,31.2,33.6,13.4,21.4,35884
883,2002,139380,25,27,5,23.6,19.9,4.5,21.1,36090
883,2003,139382,12,10,8,11.2,7,6,19.7,37669
883,2004,139566,20,2,26,18,1.8,18.9,20.6,39820
883,2005,139576,21,21,17,20.8,18.6,15.3,25.5,33599
883,2006,140013,27,39,9,23,26.3,6.8,21.2,34593
883,2007,140832,12,13,6,12,9.2,5.5,22.4,35947
883,2008,140938,DNS,DNS,DNS,DNS,DNS,DNS,DNS,DNS
883,2009,141877,32,48,18,30.4,32.7,14,23.1,36149
883,2024,138334,DNS,DNS,DNS,DNS,DNS,DNS,DNS,DNS
883,2078,131226,26,36,17,23.4,25.1,11.4,20.4,36535
883,2137,139613,18,37,5,16.4,19.6,3.3,23.5,33599
883,2382,114836,21,17,6,20.6,11.1,5.4,20.4,33048
883,2402,114839,28,26,10,26.6,21.3,4.1,24.6,36938
883,2429,114847,13,26,5,12.1,10.2,3.8,22.6,37630
883,2439,114850,18,31,3,16.8,17.4,2.9,25,37078
883,2462,141897,16,21,2,15.5,10.3,1.5,27,37551
883,2472,139106,21,34,7,20.5,22.1,5.3,28.3,35665
883,2542,139105,37,37,10,36.1,27.6,6.2,19.5,34386
883,2582,114900,12,12,2,11.3,8.6,1.9,18.4,34501
883,2592,139991,17,34,10,15.8,26.7,8.5,33.4,37668
883,2622,139104,25,45,10,24.1,33.4,8.7,18.7,38071
883,2644,138962,21,22,7,19.4,17.2,6.3,20.7,34388
883,2722,114968,18,24,6,17.2,13.9,4.2,22.8,31628
883,2824,138065,29,33,10,26.3,24,8,21.4,32314
883,2942,140720,23,31,7,22.3,21,5.2,19,35988
883,2984,141070,39,55,10,35.8,33.7,7.8,22.9,35622
883,2985,139166,23,29,5,21.8,19.8,4.4,19.5,32602
883,2987,138349,29,21,8,28.2,17.6,6.7,24.2,35212
883,3112,115092,5,9,2,4.4,5.2,1.6,21.1,33236
883,3502,115171,11,13,2,9.2,6.7,1.8,23.3,36484
883,3512,115173,14,NA,2,11.4,NA,1.7,22.7,37762
883,3522,115174,17,29,10,14.3,14.9,7,19.4,36845
883,3603,115180,28,40,7,26.4,22.9,4.5,23.8,36131
883,3605,115181,12,20,4,10.7,11.6,2.8,27,38973
883,3822,139605,14,17,5,10.8,9.7,3.7,19.6,35410
883,5266,138735,25,26,7,23.5,15,5.7,19.3,32168
883,5281,115093,11,11,2,8.8,7.3,1.9,23.1,38555
884,2001,116645,5,9,3,4.2,4.4,1.2,16.7,32887
884,2002,140183,13,12,3,10.6,6.8,1.7,21,32955
884,2003,140617,50,30,12,38.7,19.4,8.2,15.1,34200
884,2005,136532,9,9,3,8.1,7.6,1,23,38222
884,2011,116654,7,4,1,4.5,3,0.9,11.3,31224
884,2014,137624,11,7,3,9.1,4,2.5,17,30562
884,2024,116666,12,12,3,12,7.4,2.2,18.8,33860
884,2029,139608,6,8,1,4.8,4.6,0.9,18.9,35242
884,2031,116668,8,5,1,6.6,2.8,0.7,12,29701
884,2046,116674,8,6,2,6.7,3.2,1.1,16.3,34494
884,2053,116677,4,4,7,3.3,2,1.9,16.1,35810
884,2056,116679,7,7,3,7,5.1,2,24.9,28845
884,2057,116680,15,21,6,13.5,14.1,3.4,18.3,36175
884,2061,136761,36,34,11,32.5,15.6,7.1,19.3,36946
884,2063,116684,24,23,2,21,20,2,24,36194
884,2067,116685,21,23,6,17.6,14.7,4.6,19.8,36250
884,2071,116686,29,46,6,26.6,24,3.7,22.7,37088
884,2094,136759,4,4,2,3.1,2,1,14.2,29641
884,2095,137415,11,19,2,8.3,9.5,0.9,19.8,34784
884,2096,116701,10,13,3,8.6,4.8,1.9,25.1,38416
884,2098,116702,23,39,8,19.9,20.4,4.5,21.9,37852
884,2101,116705,5,6,3,3.2,2,0.7,18,30099
884,2102,138035,9,11,8,8.5,4.5,3.3,22.7,38563
884,2103,116707,5,8,4,5,3.9,2.2,20,32492
884,2104,116708,11,7,9,8.3,4.6,3.6,24.1,34651
884,2115,140526,6,10,2,5,2.7,1,14.2,36842
884,2116,116714,7,3,1,3.9,1.4,0.7,11.2,30707
884,2122,116718,9,8,3,9,5,1.2,15.6,32828
884,2138,116731,25,22,11,20.9,11.3,5.3,16,33413
884,2146,116734,7,5,3,5.1,2.2,1.1,16.7,33488
884,2148,116736,7,10,2,4,4.4,0.9,21.2,39033
884,2152,116740,3,2,1,2.6,1,0.8,12.9,SUPP
884,2154,136765,8,8,2,6.7,3.5,1.3,17.8,27874
884,2155,116743,14,10,2,9.8,6.4,2,19.5,35533
884,2157,116745,6,12,1,5,3.2,1,17.8,33193
884,2158,116746,10,12,5,8.9,4.7,2.4,16.7,36826
884,2159,136374,10,8,3,9.2,6.2,3,19.2,33943
884,2160,116748,4,2,2,4,0.9,1.3,14.1,28985
884,3006,116785,8,9,1,6.5,5.2,1,19.1,35974
884,3010,116788,6,6,1,5.7,3.8,1,16.8,39576
884,3015,139308,6,4,2,4.7,1.6,1.4,12.4,30415
884,3021,116795,9,8,2,6.7,4.8,1,15.8,35265
884,3023,116797,10,16,4,8.4,7.9,1.5,19.7,33234
884,3026,116799,12,18,3,10.8,8.3,1.6,17.9,35626
884,3035,116804,6,6,2,5,3.7,1.1,20.1,31726
884,3037,116805,6,7,2,4.9,1.3,1,17,32747
884,3046,116813,7,4,2,6.6,2,2,19.4,35303
884,3047,116814,13,10,2,9.4,5.5,2,20.8,35032
884,3055,137731,20,22,4,17.7,11,1.9,21.8,33411
884,3071,116828,3,3,2,3,2.3,1.7,31.3,SUPP
884,3078,140464,8,12,4,8,3.5,2.3,19.5,36678
884,3079,116833,12,15,2,9.9,7,1.1,19.9,36922
884,3083,116836,10,6,2,7.3,3.1,2,22.4,32769
884,3102,138055,6,9,3,5.1,4.1,1.1,25.3,31406
884,3304,116866,6,4,8,5.2,2.1,4.3,15.6,34647
884,3305,116867,7,14,4,5.7,4.9,1,19.8,38453
884,3307,116869,6,9,2,4.7,3.8,1.2,17,35084
884,3315,116874,8,8,3,6,3.9,1.7,21.8,36423
884,3325,116880,7,12,6,6.7,6.7,5.4,21,34477
884,3330,116883,9,10,3,6.6,6.4,1.7,29.7,42879
884,3331,116884,12,12,2,9.4,6.2,1.9,22.1,34733
884,3332,116885,10,14,2,9,6.9,1.7,23.2,27117
884,3333,138037,15,22,4,14.3,13.5,2.4,29.7,40315
884,3341,116890,6,3,4,3.1,1.8,1.6,24.7,37444
884,3342,116891,8,10,2,7.4,5,1.3,21.1,38584
884,3347,116892,8,10,2,5.9,5.8,1,17.6,36542
884,3348,116893,6,6,2,4.9,2.7,0.9,19.5,35191
884,3349,116894,7,9,3,6.2,6.4,1.6,18.1,31408
884,3351,139313,3,4,1,2.8,2.2,1,20.4,SUPP
884,3363,116904,5,4,2,5,2.4,2,17.4,52131
884,3366,116906,6,6,1,5.7,3.7,0.9,15.7,32969
884,3367,116907,4,3,1,3.9,2.1,0.8,13.9,34445
884,3372,116911,7,9,7,5.8,4.2,2.4,18.5,35746
884,3378,116913,4,9,1,4,3.7,0.8,20.3,39482
884,3384,116918,6,5,1,3.6,1.8,0.9,18.5,35995
884,3385,116919,10,6,1,7.9,4.1,1,16.9,35043
884,3393,128077,38,44,8,30.2,26,7.4,17.3,34632
884,6008,139241,9,4,1,4,2.6,1,14.3,27825
884,6906,135672,37,15,12,29.5,8.4,8.5,11.2,25808
885,2000,139001,25,38,5,23.1,22.1,4.8,17.8,31451
885,2001,139825,10,16,3,8.7,8.2,3,25.1,36355
885,2002,116646,15,26,4,14.9,14.3,2.4,21.4,34147
885,2005,140041,26,36,2,20.9,16.4,1.9,25.4,NA
885,2006,116650,6,10,1,5,3.9,1,20.8,34894
885,2007,116651,12,17,2,9.9,8.8,1.2,24.4,36349
885,2008,116652,7,10,1,5.4,5,0.8,18.3,37427
885,2010,141246,11,13,4,9.8,11.6,2.9,27.9,37685
885,2012,116655,4,4,1,4,2.2,0.8,14,40046
885,2013,116656,8,10,1,6.4,4.9,1,15,33876
885,2015,116658,13,18,3,12.2,10.9,2.4,19.2,34647
885,2016,116659,29,42,4,25.1,22.4,2.1,19,36840
885,2017,116660,14,38,4,12,10.4,2,25,37317
885,2018,116661,10,15,1,8.2,5.6,0.5,18,34986
885,2019,116662,17,32,4,14.2,16.1,3,22,36523
885,2020,116663,12,20,3,11.6,10.7,1.3,20.5,34343
885,2021,116664,19,23,3,15.8,19.6,1.9,20.2,35321
885,2022,116665,8,15,6,7.5,7.2,1.6,16.9,34553
885,2032,116669,8,7,2,5.5,3.2,0.8,13.3,33383
885,2034,116670,4,3,1,4,2,1,15.3,36928
885,2035,116671,22,22,2,16.2,15.6,2,15.3,36265
885,2036,116672,20,45,5,16.6,13.5,2.7,22.8,36800
885,2041,116673,22,27,3,18,12.7,2.4,20,37309
885,2047,116675,7,6,2,5.4,2.3,1.2,20.8,36727
885,2055,116678,33,53,10,26.8,19.8,6.1,23.4,36417
885,2078,139749,6,14,2,5.4,6.7,1.7,19.4,35061
885,2079,116689,8,6,2,6.5,3.5,1.1,18.3,35317
885,2080,116690,12,17,2,10.5,8.2,1.5,25.7,34918
885,2105,136984,22,30,3,17.2,15,2.9,19.4,39916
885,2118,116715,3,4,1,2,1.6,0.5,13,SUPP
885,2119,116716,13,13,2,8.4,7.2,1.3,18.8,36960
885,2121,116717,9,20,2,7.7,13.5,1.4,18,32643
885,2127,140258,14,23,3,11.6,11.3,1.7,26.1,38815
885,2128,116721,21,31,4,16.9,16.6,2.6,15.8,34313
885,2131,116724,16,19,3,14.8,12,2.6,16.6,33922
885,2134,137960,12,26,4,11.1,12.6,3.3,39.5,37192
885,2135,138026,13,38,3,11.7,17.4,2.4,25.7,38154
885,2136,116729,16,19,3,14.8,10.7,2.3,19.8,34863
885,2137,116730,19,28,3,16.9,17.2,2.7,18.2,37059
885,2141,116733,11,14,2,10.3,8.4,1.3,21.1,38434
885,2147,116735,9,11,2,6.8,4.6,1.2,20.8,35482
885,2153,136983,4,11,2,3.1,3.8,1.2,27.1,38235
885,2156,116744,9,14,2,7.9,6.4,1.4,18.2,34626
885,2161,116749,36,31,3,31.8,18.6,2.4,19.8,37162
885,2162,116750,28,53,3,24.3,25.8,3,18,35412
885,2163,116751,18,33,4,15.2,11.3,3.3,15.2,33757
885,2167,140933,18,26,6,17,15.7,4,19.7,36413
885,2172,116754,19,42,3,17.5,18,2.2,21.5,38913
885,2173,116755,25,18,4,19.3,9.9,2.6,21.5,38211
885,2179,116759,21,48,4,18.7,23.6,3,20,37851
885,2187,116762,6,12,2,5,6.2,1.2,17,33933
885,2188,116763,20,25,3,17.7,12.1,1.9,17.8,34378
885,2192,116765,16,18,2,15,8.7,0.8,17.2,35224
885,2197,116768,14,14,2,11.9,9.8,1.6,18.5,34346
885,2200,116769,33,41,6,30.8,16.5,4.8,19.1,34434
885,2202,116770,24,27,2,21,17.1,1.6,20,33407
885,2204,137292,20,28,4,17.3,19.8,3.8,24.3,42062
885,2901,116773,27,18,7,22.7,14,4.7,18.3,33945
885,2902,135038,19,18,4,17,11.6,3.2,16.3,34917
885,2903,135040,29,31,5,25.2,20,4.1,17.7,35225
885,2904,137825,9,29,4,8.1,13,2.3,24,39752
885,2905,135045,19,29,4,14.7,22.2,3.3,17.9,36314
885,2906,116774,17,14,3,13.9,9.8,3,14.4,36202
885,2907,135047,20,29,2,19.8,20.4,1.3,20.7,33569
885,2908,135049,12,40,4,11.6,16.6,2.9,16.6,36759
885,2910,135050,41,41,6,36.9,26.2,5.3,21.7,33652
885,2911,135052,20,18,2,17.1,9.8,1.4,18.5,37363
885,2914,116776,9,8,2,6.2,5.3,1.4,17.4,37616
885,2915,137697,19,31,5,16.6,18.6,3.2,33,36374
885,2916,116778,22,22,4,19.6,16.8,2.6,21.3,36576
885,2917,116779,26,19,10,24,12.7,7.1,17.5,35306
885,2918,131274,20,26,6,17.8,13.2,3.3,20,33489
885,2919,140309,18,22,4,16.1,13.4,3.6,22.1,35780
885,2920,132820,23,27,5,22.2,16.4,3.9,21.2,36904
885,2921,132060,21,37,3,18.5,17.3,2,23.5,37950
885,3000,116780,9,12,3,6.7,4.5,1.1,14.5,35390
885,3001,116781,7,12,2,6,4.2,0.9,18.2,34077
885,3002,116782,10,11,1,8.2,4.4,1,16.7,36807
885,3005,116784,9,10,1,6.8,4.7,0.4,20.4,36238
885,3008,116787,9,13,2,8.1,5.4,1.1,14.8,38983
885,3010,135034,8,10,4,6.4,5,1.4,21.3,39219
885,3011,135036,18,41,4,14.6,13.1,2.4,19.9,38956
885,3012,135041,19,28,6,16.7,16.8,5,16.2,34437
885,3013,135042,9,21,3,8.2,9.4,2.4,20.7,33860
885,3014,116789,5,7,1,5,4.2,1,18.6,40035
885,3015,135043,11,9,2,9.5,4.2,1.4,20.5,38168
885,3016,135048,11,22,2,10,6.1,1.4,22.3,40897
885,3017,116791,6,8,1,5.2,4.4,1,18.2,33118
885,3018,116792,4,4,2,3.8,2.3,1.2,18.4,37244
885,3019,116793,12,11,3,9.8,5.8,1.3,21.4,37208
885,3020,116794,4,4,2,2.9,2.6,0.9,12.8,33918
885,3021,135051,25,33,6,21,17.8,5.5,19.9,35309
885,3022,116796,8,9,2,6,3.7,1,17.7,33070
885,3023,135055,14,28,2,11.8,11.6,2,17.1,35679
885,3024,135056,20,27,6,16.8,16.3,5.1,24,35403
885,3026,135058,13,27,3,11.5,10.7,1.8,15.2,34853
885,3027,116800,5,13,2,4.8,3.6,1.2,20,36451
885,3028,116801,5,3,2,4.1,1.9,0.9,17.2,37793
885,3029,116802,5,4,3,3.8,2.2,1.7,11.8,31912
885,3038,116806,7,8,2,6.2,2.8,1,15,34914
885,3039,116807,5,6,1,4.7,3.5,1,22.3,40891
885,3040,116808,3,3,2,3,1.5,0.6,10,SUPP
885,3041,140932,17,18,5,15,12.4,3.7,29.3,41569
885,3042,116810,20,23,3,17.6,8.4,2.3,20.6,36456
885,3043,116811,9,23,3,8.4,8.7,2,23,38465
885,3048,116815,6,9,1,5.2,4.7,0.8,18,35096
885,3049,116816,7,9,2,6.2,4.5,0.9,17.9,36968
885,3051,116817,9,11,2,5.5,3.8,1.1,18.8,39775
885,3053,116819,10,16,3,9.1,7.3,1.5,18.3,34761
885,3056,116821,5,3,1,4.1,2.5,0.8,13.9,33671
885,3057,116822,7,8,2,6.2,4.2,1.4,15.5,39499
885,3072,116829,8,8,1,7.1,4.4,1,16.4,35617
885,3074,116830,7,8,2,6,3.7,0.9,23.5,40736
885,3077,116831,9,11,3,7.5,3.6,2.5,17.3,41165
885,3081,116834,9,10,1,6.6,5,1,20.9,38574
885,3082,116835,7,7,2,5.2,3.7,0.9,19.7,38118
885,3084,116837,6,9,3,5.1,2.8,1.4,13.7,31133
885,3085,116838,5,4,2,4.6,2.3,1.4,10.2,36474
885,3088,116840,10,9,2,9,4.1,1,12.8,31401
885,3089,116841,9,10,3,8.2,5.9,1.5,23.5,37601
885,3091,116842,7,13,1,5.8,5,0.9,21,33568
885,3092,116843,19,20,2,15.7,13.7,1.7,14.3,37392
885,3093,116844,10,16,2,6.9,9.3,1.8,20.6,37248
885,3094,116845,9,12,2,7.8,6.6,2,19.9,40196
885,3097,116846,12,11,3,10.2,4.9,1.5,19.6,37527
885,3098,116847,8,16,2,6,7.1,1.3,22.3,38166
885,3099,116848,13,12,2,7.7,4.7,1.4,22,36562
885,3104,116850,12,23,2,11,8.9,1.1,17.5,35679
885,3105,116851,4,6,1,3.6,2.3,0.7,18.3,33503
885,3107,116853,10,15,2,9.3,7.5,1.4,16.3,34092
885,3108,116854,5,4,1,4.3,1.6,0.8,15.8,33564
885,3109,135037,7,3,2,4.8,1.8,0.9,16.9,39160
885,3110,116856,9,22,3,8.2,6.9,1.4,25.4,38073
885,3114,116858,22,35,10,19.1,20.1,5.4,22,38196
885,3116,116859,10,28,2,8.5,12.5,1.2,24.4,38863
885,3205,116861,20,12,5,17.1,7.2,3.7,18.1,37181
885,3208,116862,23,24,5,18.2,16.1,3.5,18.6,36122
885,3210,116863,22,20,3,16,8.7,2,18.9,37084
885,3300,116864,4,9,3,3.7,4,1.2,25.1,36779
885,3302,116865,14,18,3,9.6,6.1,1.6,22.5,36337
885,3306,116868,9,10,2,8.1,4.4,1.2,20.5,35552
885,3308,116870,7,6,2,5,2.6,0.9,18,38469
885,3309,116871,10,10,4,6.8,6.5,2.2,13.2,40952
885,3310,141066,14,15,3,11.7,6.6,1.9,22.9,37537
885,3316,141412,4,12,2,4,5,1.5,20.8,35739
885,3317,116876,10,18,3,9.2,9,2.1,21.7,40677
885,3318,116877,20,31,5,17.9,12,3.6,24,35454
885,3322,116878,11,19,2,8.9,8.3,1.9,22.5,34602
885,3324,116879,4,5,1,3.5,3.7,1,18.6,40130
885,3328,116881,9,12,1,9,5.3,1,18,33452
885,3329,116882,16,21,4,10.6,7.6,1.7,18.6,37380
885,3330,135046,11,26,2,10,7.4,1.8,17.8,37952
885,3331,135057,15,15,3,14.9,12.9,2.1,12.9,32084
885,3332,135059,8,11,2,7.5,5.3,1.9,16.9,35175
885,3350,116895,8,5,2,5.8,2,0.8,15.2,32027
885,3353,116898,7,7,2,5.2,4.5,1.9,19.7,39892
885,3354,137185,14,13,2,9.7,9.2,1.9,22.2,38630
885,3357,116900,13,16,4,10.6,6.7,1.2,19.4,32280
885,3358,116901,11,9,2,8.1,5.2,1.2,18.9,35306
885,3359,116902,8,7,1,6.2,2.7,1,16.7,34693
885,3360,116903,6,15,3,5.2,5.8,1.4,20.2,33313
885,3365,116905,7,20,3,6.2,8.3,1.6,19,36763
885,3368,116908,9,21,3,8.2,6.9,1.3,19.1,35273
885,3369,135075,15,19,2,13,11.5,1.9,17.5,37889
885,3380,141444,9,9,2,8.1,4.8,1.3,23.8,36550
885,3381,116916,5,7,2,4.7,3,1,17.6,36254
885,3382,116917,7,16,5,6.4,7.1,2.2,22.9,34939
885,3387,116921,10,13,3,8.8,8,2.8,23.8,36740
885,3388,141443,17,20,5,16,10.5,3,13,36494
885,3389,116923,13,15,3,10.1,7.9,1.5,20,37570
885,3390,116924,12,10,2,9.7,6.1,1.4,21.6,39987
885,3391,116925,13,23,5,12.1,13.6,2.6,23.9,31724
885,3393,141413,9,8,3,9,4.7,1.8,23,34641
885,3394,134707,13,21,2,11.8,11.6,1.1,16.4,37404
885,3397,135076,20,38,3,15.2,18,2,20.8,37327
885,3398,131275,18,17,5,14.7,9.5,2.8,15.2,35847
885,3400,135067,17,24,4,14.5,12.1,3,16.2,36238
885,3401,135523,35,55,5,28.3,20.5,3.7,22.1,37539
885,4006,116932,70,31,32,61.7,21.4,27.4,14.9,39173
885,4009,139020,15,10,10,14.6,6.6,8.2,33.7,38074
885,4400,116956,31,13,8,26.7,10.4,6.1,17.7,38311
885,4401,116957,36,26,17,32.5,15.9,10,18.4,39744
885,4402,116958,23,13,9,20.3,8.3,5.5,14,37584
885,4403,116959,35,9,11,32.2,5.2,8.2,15.2,36270
885,4408,116960,19,8,4,17.3,5.2,3.6,13.8,38243
885,4418,116967,26,23,10,24.2,15.1,6.5,18.1,39144
885,4422,139029,26,14,10,24.3,9.1,7.5,19,34938
885,4427,116974,17,15,8,15.9,6.9,4.6,18.5,37056
