LA,URN,NTEA,NTEAAS,NNONTEA,NFTETEA,NFTETEAAS,RATPUPTEA,SALARY
925,120548,5,4,1,3.7,1.6,10.8,SUPP
925,120549,4,5,2,3.5,1.7,10,29800
925,120550,12,17,3,11.2,7.6,23.8,35500
925,120551,5,6,4,5,4.6,17,33200
925,120552,6,4,2,5.2,2.7,20.6,32000
925,120554,7,13,2,6.4,6.8,22.5,38100
925,120555,9,11,6,8.4,3.5,22.3,34700
925,120556,11,12,4,9.4,7.8,23.8,34200
925,120557,4,5,3,3.1,1.9,15.9,38200
925,120558,13,9,3,10.6,8,21.1,35700
925,120559,6,8,2,6,4.7,19.8,31000
925,120560,5,6,3,3.9,2.9,22.3,SUPP
925,120561,10,14,3,9.1,7.8,20.4,35200
925,120562,11,11,3,9.2,6.8,21.3,36900
925,120563,11,19,6,10.1,10,22,34000
925,120565,5,18,8,4.6,4.7,20.2,36600
925,120566,10,13,4,8.2,5.5,25.2,37500
925,120567,16,23,3,14.2,8.4,19.7,32700
925,120568,7,7,2,5.6,3.5,17.1,32700
925,120569,9,6,2,7.5,3,23,36700
925,120570,3,4,3,2.6,2.2,21.2,SUPP
925,120571,7,4,3,5.8,2.6,19.5,31300
925,120572,3,3,3,3,2.4,17.7,42200
925,120573,5,9,3,4.1,3.3,17.5,31400
925,120574,11,11,4,9.8,6.4,21.5,36800
925,120576,7,6,3,5.7,4,17.6,30100
925,120577,12,14,4,11.5,6.6,22.8,35000
925,120578,4,7,0,2.6,2.2,13.3,SUPP
925,120579,6,5,2,5.9,3,12.5,33400
925,120580,4,7,2,4,3.6,20.3,40400
925,120581,8,7,2,7,3.4,25.6,38000
925,120582,4,12,3,3.2,4.8,19.1,SUPP
925,120583,14,19,3,13.5,9.3,21.2,36400
925,120584,4,3,3,3.3,2.3,21.2,SUPP
925,120585,3,9,1,3,4.6,25,34900
925,120586,5,9,5,5,4,21,33900
925,120587,6,8,5,4.4,4.5,23.9,33600
925,120588,4,10,5,3.1,3.4,15.3,SUPP
925,120589,5,7,5,5,3.5,20.8,31600
925,120590,15,10,3,11.9,6.5,22.5,35400
925,120591,18,24,5,15.2,9,26.5,36500
925,120593,12,17,1,11.6,9.9,17.8,35900
925,120594,5,5,2,4.6,2.3,21.1,36300
925,120595,15,12,6,13.4,6.1,21.5,33900
925,120596,14,22,3,11.5,9.1,22.7,34600
925,120597,8,6,5,6.3,2.8,18.3,38400
925,131490,10,5,5,10,4.5,14.2,30700
925,120628,10,12,4,8.6,7.7,22.8,33000
925,120629,9,13,3,8,7,19.9,34200
925,120598,21,11,7,18.6,4.6,21.7,39100
925,120599,6,5,1,5.5,3.3,20.2,31200
925,120600,10,8,3,8.2,5.7,21.7,36200
925,120601,6,9,4,5.2,4.2,19.8,39100
925,120602,4,3,3,3,1.4,18.5,SUPP
925,120603,5,6,3,5,2.5,16.5,29800
925,120604,4,2,2,2.8,1,17.5,SUPP
925,120605,6,9,3,4.3,2.5,23.9,40900
925,120606,4,7,3,3.5,3.3,17.8,36700
925,120607,10,10,2,8.4,4.4,19.4,32300
925,120608,10,17,3,8.1,8.2,25.9,39100
925,120609,9,11,3,8.1,5,20.9,32700
925,120610,7,7,2,5.6,4,25,29700
925,120611,4,7,2,3.4,4.2,21.5,35900
925,120612,20,34,6,18.8,12.5,26.5,33800
925,120613,19,22,6,16.1,10.3,26.6,36400
925,120614,5,4,2,5,2.2,20,33900
925,120615,10,14,4,8.9,8.4,26.2,35700
925,120616,9,8,3,8.3,3.1,26,33200
925,120617,12,14,8,11,6,24,35800
925,120618,9,26,5,8.4,7.7,21.8,35500
925,120619,10,7,4,8.7,3.1,18.9,36700
925,120620,8,8,3,7.5,3.5,22.4,34400
925,120621,16,25,4,14.9,7.1,21.6,32600
925,120623,7,11,2,5,3.7,24.3,SUPP
925,120625,10,10,4,8.9,3.5,17.3,33100
925,120626,15,20,4,11.5,7.1,21.5,39600
925,120627,4,3,2,4,1.1,15,32600
925,120630,14,29,8,10.7,10.5,23.2,34600
925,134868,9,8,5,9,6.2,23.1,34900
925,132179,13,23,3,12,14.8,22,32600
925,135109,22,31,7,18.2,23,21.6,34700
925,135359,20,36,5,19.6,28.1,20.2,36700
925,135669,26,25,6,23.6,16.8,25.2,36900
925,120631,NA,NA,NA,0,0,0,NA
925,120632,75,10,30,71.4,0.8,16.7,37000
925,120633,60,19,27,54.2,4.3,15.9,39900
925,120635,103,26,39,86.9,17.3,17.7,39700
925,120638,26,15,9,21.8,10.5,12.8,39600
925,120639,59,16,22,50.1,7.2,15,36000
925,120640,61,4,19,54.1,1.1,13.4,36600
925,120641,45,18,18,44.6,9.7,16.1,38800
925,120642,70,16,27,65.7,3.2,15.1,39000
925,120643,39,17,13,35.8,7.6,15.3,38100
925,120644,79,22,20,73.3,16.7,17.6,39800
925,120645,50,25,8,47.3,21.4,19.1,35800
925,120646,26,17,11,24.3,9,13.9,39700
925,120648,45,28,23,40.1,23.6,16.5,38800
925,120649,37,19,17,34.5,12,16.1,37800
925,120650,39,46,14,37.6,10.3,18.3,40200
925,120651,41,18,16,39.4,16.2,16.8,41500
925,120652,29,23,10,25.6,13.1,15.1,39600
925,120653,24,17,10,22.6,11.9,15.2,39900
925,120654,34,26,16,33.4,14.6,13.7,39800
925,120655,83,16,28,73.1,4.4,16.9,39700
925,120657,34,19,14,31.8,10,17.1,37900
925,120659,28,29,15,26.4,10.4,20,40100
925,120660,59,24,12,57.3,17,16.5,35600
925,120661,63,7,20,58.9,2.2,18.1,38000
925,120662,37,21,13,37,16.8,17.9,39500
925,120663,64,23,28,60.4,1.7,16.7,41400
925,120664,34,21,15,31.4,12.3,15.9,42200
925,120665,NA,NA,NA,0,0,0,NA
925,120666,27,23,10,24.1,11.6,15.5,40300
925,120668,8,13,7,8,7.3,26.1,38600
925,120669,11,13,6,9.2,4.7,22.2,37800
925,120670,30,20,8,26.7,10.1,20.9,34500
925,120672,25,14,4,20.4,9.1,24.3,35700
925,120673,15,21,7,14,9.2,16.3,36100
925,120674,13,11,3,10,1.1,28.9,38200
925,120675,13,17,7,10,6,24.8,37400
925,120676,8,14,3,8,9.8,20.5,34000
925,120677,11,9,6,9,6.9,20.7,30500
925,120678,18,14,6,17,12,25.6,35500
925,120679,11,8,3,10.6,6.2,23.3,33800
925,120680,16,21,3,13.5,11,23.2,38500
925,120681,9,8,2,9,6.3,21.6,32100
925,120682,NA,NA,NA,0,0,0,NA
925,120683,12,9,5,10.6,4.6,23.8,36100
925,120684,NA,NA,NA,0,0,0,NA
925,120685,4,4,3,3.6,1.2,18.1,35300
925,120686,9,9,5,7.1,5.1,17.8,35300
925,120687,13,12,6,12.5,7.1,20.6,33700
925,120688,32,14,4,28.6,9.5,21.7,35100
925,120689,6,17,5,5,5,21.6,37000
925,120690,9,15,3,7.8,8.2,22.3,38200
925,120691,21,16,5,18.8,7.5,21.1,34600
925,120692,6,11,3,6,7.5,24.3,34300
925,120693,20,15,7,17.4,8.1,20.7,34800
925,120694,19,33,5,12,16.7,24.7,37300
925,120695,10,15,5,9,6.3,22.8,39000
925,120378,13,10,6,9.9,7.6,17.6,34200
925,120696,48,3,13,46.3,1,16.2,NA
925,136315,46,9,15,38.7,7.2,15.5,40500
925,120698,67,10,23,62.7,5.3,16.2,37100
925,120699,56,8,19,45.8,4.6,16.7,41400
925,120701,56,4,30,49.3,0.9,17.8,40300
925,120702,44,2,23,39.3,0,16.3,42700
925,136537,NA,NA,NA,0,0,0,NA
925,120704,117,38,28,104.9,18.4,14.5,37300
925,120705,33,15,13,27.4,9.3,20.6,39800
925,120707,65,13,21,56.5,6.1,16.1,39600
925,120708,95,19,35,89.9,12.4,17.2,38500
925,120709,99,21,34,88.8,0,15.7,37800
925,120711,104,2,42,95.1,1.1,16.4,39400
925,120712,57,30,26,52.7,16.5,17.7,37600
925,120713,79,26,29,79,18,14.2,37800
925,120714,75,26,37,69,12.2,16.5,38900
925,120716,59,22,18,56.8,13.5,15.9,37900
925,120717,48,19,24,43.5,16,15.6,39200
925,120718,39,22,19,33.9,12.9,19.2,39200
925,136282,71,28,23,65.2,25.1,18.4,NA
925,120720,41,2,28,38.7,0.4,13.5,37600
925,135563,NA,NA,NA,0,0,0,NA
925,135564,NA,NA,NA,0,0,0,NA
925,135565,NA,NA,NA,0,0,0,NA
925,135666,67,62,31,65,42,17.5,37700
925,136044,166,58,50,154.6,35.7,16.3,37000
925,136194,NA,NA,NA,0,0,0,NA
925,136217,74,27,29,72.2,25.9,17.8,37100
925,120746,12,27,6,11.8,20.9,13.4,42400
925,120748,5,18,3,4.9,15.2,15.1,35800
925,120749,13,20,5,11.8,14.9,8.1,38800
925,120750,16,23,7,14.4,18.8,10.2,42400
925,120751,8,26,7,5.6,14.4,8.6,39600
925,120752,6,21,4,5,19.6,8.1,36600
925,120754,23,39,5,20.3,31.3,8.8,42800
925,120755,18,48,25,15,37.8,7.3,45800
925,120756,15,32,5,12.3,31.2,7.3,41400
925,120757,18,20,14,15.6,16,9.9,36700
925,120760,12,19,3,10.1,14,7.2,40900
925,120761,9,28,21,6.5,18.5,7.5,52900
925,120763,10,48,6,9.8,33.5,7.1,37600
925,134227,17,22,10,14.8,0.7,5.9,45400
925,134228,15,16,6,12.9,14.1,5.1,47800
925,134229,10,21,3,10,16.4,5,36900
925,131277,15,17,5,14.6,0,6.6,47100
925,135361,9,24,2,8.1,16,6.9,34200
925,135362,15,28,5,14.1,23.5,7.6,36400
926,120777,8,9,2,6.2,4,21,37900
926,134043,9,14,2,8.2,6.7,22.5,37000
926,120778,9,17,1,6.8,6.8,16.3,36400
926,120779,4,7,3,3.1,2.6,18.7,SUPP
926,120780,16,27,2,11.5,10.2,22.8,36400
926,134045,17,20,5,14.4,11.7,20.9,35300
926,134044,17,17,3,14.6,5,26.1,41300
926,120781,3,3,1,2.4,0.9,13.8,SUPP
926,134049,22,31,6,19.6,12.3,20.9,32800
926,120782,7,11,2,5.5,5.3,18.5,38200
926,120783,9,7,4,6.3,3.7,13.6,41500
926,134051,20,21,3,18.3,14.8,14.8,30200
926,120784,6,3,1,5,1.9,SUPP,NA
926,120785,8,9,2,4.9,3.8,19.2,SUPP
926,120787,4,8,1,3.6,2.9,19.7,36100
926,134052,14,20,5,13.6,13.8,17.5,37500
926,120788,14,22,1,10,8.3,21.6,37100
926,120789,7,13,2,4.7,6,18.6,33600
926,120790,4,4,3,3.4,1.8,20.3,35300
926,120791,6,5,1,4.5,2.8,17,38100
926,120792,7,11,2,4.9,6,22.6,33900
926,120793,5,5,2,4.1,2.9,13.7,38500
926,120794,6,11,1,5.6,5.9,20.3,35900
926,120795,15,14,4,13.5,9.8,26.7,36400
926,120796,12,22,15,11.2,10,23.9,38300
926,120797,5,6,2,4.4,3.8,34.6,NA
926,120798,7,8,3,6.8,4.1,21.7,35400
926,120799,6,5,1,5,2.9,19.6,37400
926,120800,8,12,2,7.3,4.9,26.9,39400
926,120801,18,14,4,15.4,7.8,14.2,39800
926,120802,11,11,3,11,6.1,20.2,33000
926,120803,9,12,2,8,7.6,21.1,37500
926,120804,6,10,3,5.1,4.8,17.7,39600
926,120805,15,25,6,13.6,8,20.6,34500
926,120806,6,6,2,4.2,2.1,20.1,33800
926,120807,6,14,1,6,6.8,16.3,41800
926,120808,7,12,2,7,5.6,23.2,36500
926,120809,7,7,1,4.5,3.7,13.3,35500
926,120810,3,4,2,2,1.2,20.5,SUPP
926,120811,5,8,1,3.8,4.1,18.7,SUPP
926,120812,11,9,2,7.2,4.7,23.1,35900
926,120814,10,12,1,8.6,4.8,16.1,34600
926,120815,8,5,1,5.2,2.2,16,36500
926,120816,9,7,5,8.5,3.7,21.8,33800
926,120817,7,7,2,5.8,3.1,17.4,36200
926,120818,10,15,1,7.4,6.1,21.4,38900
926,120819,4,7,2,3.8,2.9,21.6,40100
926,120820,9,6,1,7.2,3.2,17.6,33800
926,120821,9,9,2,7.6,3.8,21.2,39600
926,120822,4,10,1,3.4,3.4,12.9,40700
926,120823,4,4,2,3.8,2.4,16.2,40500
926,120824,6,8,1,4.7,3.8,21.7,37100
926,120825,6,4,2,4,2.2,21.8,SUPP
926,120826,6,10,2,4.1,4.6,21.9,32400
926,120827,7,12,2,6,2.8,13.3,35700
926,120828,5,5,2,4.3,2.8,13.7,SUPP
926,120829,3,3,1,2.4,1.8,17.1,SUPP
926,120830,5,7,2,4.5,2,18.4,40500
926,120831,4,4,2,2.6,1.7,10.9,NA
926,120834,4,5,1,2.7,3.4,9.2,SUPP
926,120835,8,14,3,6.8,5.9,19.9,32200
926,120836,4,3,1,2.7,1.8,13.1,SUPP
926,120837,12,17,4,9.6,8.7,25.8,35700
926,120838,20,19,3,17,12.8,17.5,33100
926,120839,11,12,2,9,4.3,17.8,33800
926,120840,6,17,2,5.8,5.8,21.2,36600
926,120841,16,17,2,12,7.7,22.5,39300
926,120843,7,9,4,6.3,4.4,23.6,37900
926,120844,5,3,2,4,1,20,SUPP
926,120845,14,15,3,10.2,7.7,20.7,32700
926,120846,7,5,2,3.7,2.2,18.7,SUPP
926,120847,4,5,1,3,2.6,15.1,SUPP
926,120848,15,12,4,13,4.2,21.5,36800
926,120849,6,4,2,4.1,2,19.2,SUPP
926,120850,5,4,2,2.9,2.5,13.8,SUPP
926,120851,28,40,4,26.4,13.5,22.2,34700
926,120852,13,18,3,11.3,12.3,19.9,36600
926,120853,8,10,3,8,6.7,20.3,34200
926,120854,4,8,1,3.4,3.7,18.7,37100
926,120855,8,4,3,4.7,2.5,19.6,SUPP
926,120856,7,7,1,4.3,2.4,17.9,SUPP
926,120858,25,31,6,18.9,14.4,25.5,38800
926,120859,24,28,3,18.5,11.4,24.7,37200
926,120860,7,11,2,4.7,5.7,21.8,SUPP
926,120861,4,2,1,3,0.8,6.3,SUPP
926,120862,7,5,2,5.1,3,20.9,38500
926,120863,6,7,2,4.5,3.4,19.6,41600
926,120864,11,3,2,9.4,2.1,23.4,34400
926,120865,12,15,5,9,7.6,14.9,34000
926,120866,4,4,2,2.7,2.6,13,SUPP
926,120867,12,16,1,11.4,8.1,22.5,NA
926,120868,6,8,1,5,2.1,18.8,38000
926,120869,11,16,2,10.2,7.6,20.5,37700
926,120870,12,21,2,9.7,7.5,20.9,38800
926,120872,2,1,1,2,0.3,7.8,SUPP
926,120873,3,9,2,2.6,2.9,19.6,SUPP
926,120874,7,17,2,6.1,3.5,17.6,36000
926,120875,3,5,2,2.4,2.2,13.9,SUPP
926,120876,11,18,5,9.9,11.4,16.2,37000
926,120877,6,17,2,4.7,6.3,17.9,36100
926,120878,9,11,4,8.4,7.1,16.4,35000
926,120879,5,6,1,3.6,3.4,20.2,34000
926,120880,4,7,1,3,3.3,22.2,SUPP
926,120881,9,20,1,7.9,8,15,35400
926,120882,5,7,1,5,3.3,19,34000
926,120883,7,10,3,6.2,2.9,10.6,48300
926,120884,13,7,3,7,3.9,13.3,32900
926,120885,10,6,1,8.8,2.3,18.4,32500
926,120886,4,5,1,3.5,2.8,16,40900
926,120887,5,5,2,4.2,2.5,10.2,49400
926,120888,11,10,2,10.2,4.1,17.7,32000
926,120889,7,6,1,4.7,3.9,22.6,40100
926,120890,13,26,4,11.7,11.4,20.8,38000
926,120891,6,9,2,5.4,4.2,16.9,30600
926,120892,4,6,1,3,3.7,15.3,SUPP
926,120893,8,7,2,5.2,3.4,18.1,SUPP
926,120894,8,19,3,7.4,10.3,20.2,36800
926,120895,7,8,1,7,6.3,20.7,32500
926,120896,5,9,2,5,2.4,21.4,37800
926,120897,8,13,2,8,10,25.6,36800
926,120899,8,10,2,7.2,4.7,23.6,39700
926,120900,8,11,3,7.6,2.9,19.5,34400
926,120901,12,8,2,11.6,1.4,24.6,35100
926,120902,9,10,2,9,7,19.9,33200
926,120903,12,13,4,10.5,6.7,22.4,39500
926,120904,10,13,2,8.8,6,18.2,34800
926,120905,7,8,3,7,5.7,26.6,41500
926,120906,19,28,3,17.1,14.3,15,33600
926,120907,6,8,2,5,3.8,18.2,40300
926,120908,13,19,3,10.9,7.3,18.3,35200
926,120909,19,22,5,12.7,9.9,19.9,35300
926,120910,10,11,2,8.4,5.5,23.5,39400
926,120911,11,22,6,9.4,7.4,26.2,37300
926,120912,9,10,2,8.1,3.4,21.5,37200
926,120913,16,20,4,12.3,6.6,24.3,38600
926,120914,17,10,3,14.4,4.5,18.4,35100
926,120916,7,6,3,5.7,2.7,17.2,36000
926,120917,8,14,3,7.1,5.8,24.8,37200
926,120918,13,16,2,10.5,10,19.6,39000
926,120919,10,14,6,8.2,6.9,22.9,31600
926,120920,10,11,3,8.5,4.4,23,35500
926,120921,15,29,10,14.3,11,22.2,30300
926,120922,9,18,7,7.6,7,26.6,34000
926,120923,7,6,3,5.5,2.6,21.5,38300
926,120924,9,21,3,7,6.4,24,39500
926,120925,23,19,7,21.1,9.9,19.1,36500
926,120926,17,21,3,15.4,11,24.9,SUPP
926,120927,10,17,3,8.2,8.3,22.3,36700
926,120928,17,15,4,16.6,8.6,24.2,36300
926,120932,9,16,2,7.6,10.4,27.7,35300
926,120935,19,31,6,14.8,17,16.4,33100
926,120937,13,14,4,9.9,7.5,20.7,38600
926,120938,10,13,2,8.6,8.3,20.7,37700
926,120940,8,12,3,6.9,6.3,26.5,40500
926,120945,14,26,3,11.8,10.8,22.9,30400
926,120946,7,19,3,7,6.7,24.3,36300
926,120948,10,10,2,7.2,7.1,18.5,36800
926,120949,15,12,15,14.2,6.8,20.3,37200
926,120953,8,9,2,7,4.7,18.2,39900
926,120954,14,27,3,11.5,20.6,17.2,40600
926,120955,9,15,3,8.4,10.8,21.2,37000
926,120957,8,15,2,6.1,7,29.3,27900
926,120958,12,16,5,10.5,10,17.8,31200
926,120967,12,16,4,10.2,2.9,20.4,31200
926,120968,15,17,5,15,13,21.5,36900
926,120969,13,31,4,11.8,12.6,17.8,35800
926,120971,9,12,2,7.9,5.4,19.4,33300
926,120972,11,25,3,10,13.8,19.9,38900
926,120973,12,15,4,11,10.7,16.1,38100
926,120974,9,18,8,8.6,8.4,20.2,38400
926,120977,14,24,5,11.6,11.1,22.7,31800
926,120979,14,24,7,13.3,13.8,26.6,41100
926,120980,12,14,7,11,8.4,22.6,35200
926,120981,14,27,5,11.1,15,21.3,36500
926,120982,18,21,5,12.8,12.1,20.7,34600
926,120983,5,5,1,4,3.3,19,36900
926,120984,8,11,2,7,4.9,20.4,33100
926,120985,10,15,2,9.4,5.8,19.8,34500
926,120986,10,16,1,8,6,24.3,37400
926,120987,18,46,2,15.1,14.2,22.7,36400
926,120988,8,12,2,7.3,5.7,19,38500
926,120989,12,19,5,11,7.9,25,36700
926,120990,9,16,3,6.9,4.2,23.6,37400
926,120991,8,13,2,7.4,4.9,23.4,39000
926,120992,10,10,2,8.3,7.5,16.7,38300
926,120993,9,21,5,8,10.6,20.8,36900
926,120994,16,17,3,15.4,10.6,21.6,33300
926,120995,12,17,3,9.8,10.7,20.1,38200
926,120996,8,12,8,8,6.3,21.8,38500
926,120997,23,27,5,20.6,10,19.3,35700
926,120998,9,12,1,7.3,6,18.4,31200
926,120999,6,18,1,5.1,4.9,20,38100
926,121000,6,6,3,4.7,3.3,24.3,41900
926,121001,8,6,1,8,3.9,16.9,34500
926,121005,17,22,3,13.8,5.9,16.7,37000
926,121006,7,2,1,4.7,1.3,34.1,NA
926,121009,14,23,3,12.8,8.7,18,32000
926,121010,11,25,2,10.8,14.6,16.4,34000
926,121011,9,16,2,8.2,8.3,22.1,33900
926,121012,14,36,4,13.5,16.5,22.7,34500
926,121013,19,27,5,14.7,16,27.1,NA
926,121014,5,9,1,4,4.2,20.2,42700
926,121015,11,14,2,10.6,7.1,20,32500
926,121016,3,7,2,2,3.6,15.5,SUPP
926,121017,7,10,3,5.8,2.9,25.5,42500
926,121018,11,5,2,10.4,3.7,18.5,37400
926,121019,11,10,3,9.8,5.3,20,34100
926,121020,13,22,4,12,13,22.5,38800
926,121021,16,29,6,14.7,16,20.7,35400
926,121022,14,26,4,13.5,12.6,20.1,36300
926,121023,26,46,10,23.6,32,16.8,32500
926,131278,12,19,8,9.8,6.2,25.4,38200
926,132213,11,22,3,9.1,5.6,20.4,41000
926,132751,8,8,5,6.4,4.1,24.1,33100
926,133402,24,26,4,16.8,11.8,24.6,38400
926,121024,14,18,2,11.5,8,19.2,33800
926,121025,7,12,5,5.4,3.9,12.6,35000
926,121026,8,8,1,5.3,4.5,18.7,SUPP
926,121027,7,8,6,5.6,4.2,20.4,39800
926,121028,4,2,2,3.5,0.8,8.6,SUPP
926,121029,9,7,6,8,3.7,23,33700
926,121030,4,6,1,3.2,3.4,19.5,SUPP
926,121031,8,9,4,7.5,5.3,20.1,29800
926,121032,10,19,4,9.6,6.3,21.9,34000
926,121033,8,14,3,6.4,6.8,17.3,37600
926,121034,10,11,4,6.6,4.9,16.9,SUPP
926,121035,4,7,2,4,5.2,21.5,34700
926,121036,3,4,1,2.5,2.2,6.3,SUPP
926,121037,11,6,3,9,3.6,20,38100
926,121038,4,6,1,3.6,4.1,27.2,44800
926,121039,7,6,4,6,3.1,16.5,34900
926,121040,5,9,1,2.4,2.6,11.3,NA
926,121041,5,3,2,4.1,1.4,13.9,SUPP
926,121042,11,14,2,10,7.5,23.3,36500
926,121043,3,2,1,2,1.1,14,SUPP
926,121044,8,6,2,8,3.1,17.1,33500
926,121045,11,18,2,10.8,8.2,18.5,37300
926,121046,6,12,3,5.4,5.7,17.6,35900
926,121047,6,5,1,6,3.5,23.8,38100
926,121048,10,9,2,5.7,4.5,20.2,SUPP
926,121049,7,9,1,6.8,4.2,16.9,34700
926,121050,7,1,0,6.2,0.5,23.2,38600
926,121051,7,10,2,5.6,4.2,23.2,36700
926,121052,2,7,1,2,4.6,27,SUPP
926,121053,6,19,4,5,8.2,21.8,40000
926,121054,5,3,1,3.9,1.3,13.3,37500
926,121055,8,6,2,6.6,3.9,15.2,38500
926,121056,6,6,1,5,3.1,12.5,35800
926,121057,4,6,1,4,3.5,20.3,36800
926,121058,3,4,2,2.4,1.8,18.8,SUPP
926,121059,13,11,4,12.6,5.4,12.5,31000
926,121060,6,9,1,4.6,3,17.3,NA
926,121061,6,9,3,5.2,2.6,19.2,35400
926,121062,26,23,4,21.2,13.2,21.3,36400
926,121063,6,5,1,5.6,2.8,16.6,32300
926,121064,5,4,1,2.5,1.7,14.6,SUPP
926,121065,9,6,1,7.6,3.6,19.1,34300
926,121066,6,7,2,4.9,3.2,19.8,35900
926,121067,12,19,3,9.1,10.9,25.3,36500
926,121068,3,2,1,2.6,1.4,5,SUPP
926,121069,6,15,2,6,5.4,17.8,32700
926,121071,5,9,2,4.4,5.8,13.9,SUPP
926,121072,4,5,1,4,1.9,13,37500
926,121073,5,7,2,5,4.6,20.4,32500
926,121074,6,9,1,5.2,5.6,21.9,36200
926,121075,3,3,1,2.4,1.7,14.6,SUPP
926,121077,12,19,3,10.4,12.5,14.6,36600
926,121078,4,6,1,3.6,2.8,13.9,33300
926,121080,3,3,1,2.5,2,17.2,SUPP
926,121081,3,5,1,2.3,2.2,14.7,SUPP
926,121082,4,7,2,4,3.7,32.7,40600
926,121083,12,8,1,9.6,5.4,16.6,36100
926,121084,5,3,1,3.6,1.8,20.8,SUPP
926,121085,6,5,1,5.3,2,17.1,33800
926,121086,5,4,1,3.3,1.4,20.8,SUPP
926,121087,4,4,2,3,1.5,12.7,SUPP
926,121088,6,14,3,4.2,6.9,15.6,SUPP
926,121089,9,14,2,9,8.6,18.1,35400
926,121090,3,4,2,2.5,1.1,13.2,SUPP
926,121091,9,15,7,9,4.4,23.2,39600
926,121092,3,5,1,2.4,2.2,19.6,SUPP
926,121093,20,31,8,17.5,14.8,21.7,33800
926,121094,3,2,2,2.3,0.7,19.7,SUPP
926,121095,5,7,1,4.6,3.2,20.1,36500
926,121096,9,3,4,6.3,2.1,20.6,40500
926,121097,12,15,17,10.7,4.7,20.9,38100
926,121098,10,24,3,8.3,8.5,22.9,33800
926,121101,5,10,3,4.8,3.1,20.2,38800
926,121102,8,4,2,7.1,2.3,10.9,38700
926,121103,4,7,1,3.2,3.6,15.4,SUPP
926,121104,5,8,2,5,4.9,17.6,36900
926,131287,19,17,3,14.1,5.4,22.7,40000
926,121108,4,5,1,3.1,2.1,15.5,SUPP
926,121109,7,6,2,4.8,1.4,14,32200
926,121110,4,9,1,3.6,2.3,16.9,SUPP
926,121111,3,6,1,2.6,3.3,20.8,SUPP
926,121112,4,7,1,4,2.6,15.3,33300
926,121113,14,11,3,9.6,5.4,21.5,39800
926,121114,4,11,2,3.6,4.3,21.1,39200
926,121115,20,17,4,17,8.9,24.2,36700
926,121116,2,2,1,2,1.5,15.6,SUPP
926,121117,6,9,1,5,3.8,18.4,37200
926,121118,4,10,1,3.2,4.2,18.7,SUPP
926,121119,9,8,1,7.6,4.4,22.1,41000
926,121120,6,11,2,4.8,4.7,25.2,34200
926,121122,6,11,2,5.1,4.5,19.2,34700
926,121123,11,9,2,9,3.7,12.6,35400
926,121125,3,3,1,2.5,1.4,15.6,SUPP
926,121126,3,8,1,3,3.1,15,40600
926,121127,8,14,1,7.2,7.6,23.1,34600
926,121128,6,5,2,4.6,3.2,19.1,38200
926,121129,5,11,1,3.9,5.6,20.5,37300
926,121130,12,13,3,9.2,7.2,25.1,37900
926,121131,4,4,2,3.6,1.8,13.1,31900
926,121133,4,2,2,4,0.9,12.5,37900
926,121134,4,10,2,3.2,5.1,27.2,SUPP
926,121135,4,10,1,3.5,3.9,22.7,42600
926,121136,4,6,3,4,2.7,16.3,38200
926,121137,6,8,1,4.8,3.5,16.5,35200
926,121138,9,13,3,9,6.6,17.3,32200
926,121139,9,17,2,9,6.8,23.2,34400
926,121140,1,2,1,0.4,1.2,NA,NA
926,121141,13,28,1,13,14.9,23.7,34700
926,121142,8,14,1,7.2,7.3,24.9,40400
926,121143,15,11,3,13.4,6.7,25.3,36900
926,121144,15,18,3,9.9,8.2,20.9,40000
926,121145,12,8,4,9.2,4.8,21.1,39000
926,121146,17,18,6,14.8,10.5,17.5,36400
926,121147,7,8,1,4.7,3.6,21,38300
926,121148,7,5,2,3.7,1.6,14.1,SUPP
926,121149,6,5,2,3,2.6,22,SUPP
926,121150,6,7,2,4.8,3.8,22.7,33800
926,134942,16,21,6,14.2,12.2,13.8,34300
926,134943,20,22,5,17.4,19.6,15.8,32200
926,134944,11,10,1,8.6,6.3,20.6,39700
926,134955,20,45,4,17.9,20.1,21.8,34800
926,134956,12,15,4,9.9,8,17.2,38100
926,134957,17,31,2,16.2,16.2,25.1,34300
926,134958,21,37,4,20.2,25.8,19.3,35900
926,134960,37,43,4,32.5,31,15.2,34700
926,134962,16,13,11,13.2,4,26.8,33500
926,134963,13,16,6,11.2,9.8,15.4,37600
926,134964,19,19,3,13.7,9.7,22.8,35700
926,134965,21,21,12,15,9.3,20.8,34300
926,128067,12,17,2,9.3,8.2,22.5,32300
926,135148,12,14,3,10.3,8.8,21,33100
926,135627,13,22,3,13,15.4,17.7,33900
926,121151,76,34,20,72.1,22.5,16.7,36400
926,121152,79,26,34,73.7,7.9,17.1,38300
926,121153,62,27,20,54.1,14.3,16.7,36500
926,121154,49,24,23,42.7,18.1,19,39400
926,121155,39,16,18,36.8,11.6,13.5,28100
926,121157,77,16,26,71,8.3,13.6,36200
926,121158,43,30,24,42.2,11.1,20.1,34400
926,121159,50,15,20,45.8,11.4,15.8,NA
926,121160,55,18,16,45.7,9.5,14.2,37500
926,121161,65,17,27,60.2,13.1,17.6,36000
926,121162,109,38,39,99.7,15.6,18,38400
926,121163,58,18,19,50.6,14.1,15,39000
926,121164,67,40,27,60.9,26,17.1,37400
926,121165,62,27,31,47.6,18.1,17.3,34100
926,121167,61,27,25,59.1,8,16.8,35700
