LA,URN,NTEA,NTEAAS,NNONTEA,NFTETEA,NFTETEAAS,RATPUPTEA,SALARY
330,103481,70,13,28,70,13,12.3,35900
330,103482,64,7,26,62,5.5,11.1,40300
330,103483,53,11,17,49.3,9.7,14.7,39800
330,103484,69,13,28,61.7,2.7,12.2,40500
330,103485,75,8,26,71.5,7.6,11.8,34900
330,103486,44,21,15,43.6,17.7,14.5,39100
330,103489,92,14,38,90.2,12.2,16.1,37200
330,103491,71,24,28,61.4,19.4,14.6,39200
330,103492,49,26,26,47.7,24.1,20.8,39500
330,103493,NA,NA,NA,0,0,0,NA
330,103494,42,16,22,42,15.4,14.4,38800
330,103495,69,28,26,66.7,25.4,14.4,41500
330,103497,59,25,30,56.6,22.9,13.8,34200
330,103498,NA,NA,NA,0,0,0,NA
330,103499,NA,NA,NA,0,0,0,NA
330,103500,40,12,21,38.5,10.5,16.2,40400
330,103501,51,15,26,47.4,11.8,13,38100
330,103503,NA,NA,NA,0,0,0,NA
330,103504,36,16,17,35.7,14.2,19,39300
330,103505,60,10,12,59,9.5,14.9,39900
330,103506,64,25,27,62,23.2,17.7,38300
330,103507,46,13,20,45,12,7.5,37700
330,103508,72,16,17,67.6,11.5,11.2,37800
330,103509,94,19,30,91.2,15.8,11,37300
330,103510,62,22,24,60.2,17.4,11.2,39200
330,103511,107,19,32,100.3,18.8,12.4,36900
330,103513,113,33,40,109.6,30.3,13.5,36100
330,103514,121,21,40,112.9,17.1,16.6,39500
330,103515,94,20,26,87.3,17.6,14.1,38800
330,103516,88,24,25,85.5,23.1,19.4,43200
330,103517,87,18,28,84.4,15.8,13.1,40100
330,103518,75,41,33,75,41,13.2,41500
330,103519,NA,NA,NA,0,0,0,NA
330,103520,NA,NA,NA,0,0,0,NA
330,103521,81,7,29,61.7,0,16.4,40600
330,103522,83,24,37,76.7,20.3,16.4,36300
330,103523,130,28,50,121.4,20.8,13.6,34400
330,103524,60,21,24,58.2,19.4,11.4,38300
330,103526,NA,NA,NA,0,0,0,NA
330,103527,88,28,31,82.4,23.9,15.6,38800
330,103529,NA,NA,NA,0,0,0,NA
330,133306,NA,NA,NA,0,0,0,NA
330,103531,NA,NA,NA,0,0,0,NA
330,103533,NA,NA,NA,0,0,0,NA
330,103534,NA,NA,NA,0,0,0,NA
330,103535,74,7,27,68.1,0,15,37800
330,103536,NA,NA,NA,0,0,0,NA
330,103537,82,20,25,79.1,17.7,12.6,38400
330,103538,51,26,21,50.6,24.2,12.8,38200
330,103539,41,14,18,39.6,12.8,15.5,42000
330,103541,99,28,25,94.4,27.4,14.7,24900
330,103542,25,20,5,21.7,11.6,20.2,34200
330,103543,25,8,11,19.4,5.8,18.7,34400
330,103544,15,10,17,14.5,8.5,21.7,SUPP
330,103545,25,23,6,25,18.8,16.5,32000
330,103546,15,10,6,14,5.6,20.3,33500
330,103547,108,31,38,102.6,31,11.9,36400
330,103548,107,32,37,98,28.1,14.1,32700
330,103549,68,3,25,61.1,2.1,16,NA
330,103550,175,34,52,165.2,29.3,14.4,37400
330,103551,65,3,21,60.6,2.3,16.5,38500
330,103552,77,6,27,72.6,0,17.4,39200
330,103553,78,6,21,62.1,0,15.1,39700
330,103554,49,5,15,46.5,0,15.8,40500
330,103555,63,4,22,57.4,0.7,13.7,37200
330,103556,73,36,28,67.9,19,13.4,37400
330,103557,88,37,40,84.1,21.8,16.8,39000
330,103558,110,24,32,108,19.8,13.8,43300
330,103559,97,17,22,97,17,9.9,38600
330,103560,95,13,39,90.2,10.6,13.9,39800
330,103561,70,14,25,64.8,5.3,15,39200
330,103562,NA,NA,NA,0,0,0,NA
330,103563,78,20,24,73.1,12.2,14.1,39100
330,131465,13,9,5,12.5,5.7,26.9,31200
330,135907,85,21,21,82.1,16.9,8.9,51400
330,136152,86,13,33,86,12.2,13.2,39500
330,135911,64,9,31,64,9,14.3,37200
330,135970,39,34,26,38.8,29.2,12.2,42200
330,136032,64,24,33,63,23.3,14.3,37600
330,136213,42,13,25,41.5,12.8,14.4,39900
330,103600,8,19,2,7.6,15.7,7.8,39600
330,103601,36,75,14,32.7,64.7,5.8,42400
330,103603,13,21,8,11.6,14.9,4.7,38700
330,103604,28,35,4,26.4,33.3,11.5,43300
330,103605,21,55,5,19.6,51.4,6.1,45000
330,103606,NA,NA,NA,0,0,0,NA
330,103609,32,8,35,29.9,8,5.3,47500
330,103610,27,40,9,25,32.8,9.7,42700
330,103611,17,13,7,14.4,11.1,4.1,44200
330,103612,31,45,12,26.5,36.4,5.3,43800
330,103613,51,44,23,47.1,42.5,8.9,37700
330,103614,15,15,4,12.6,10.8,4.5,45200
330,103615,13,21,4,12,18.5,11.8,43100
330,103616,30,30,11,28,27.6,8.8,41400
330,103617,10,20,11,9.9,18.4,6.4,47800
330,103618,19,36,4,18.7,34.3,4.3,42000
330,103619,22,65,38,21.2,63.5,8.3,43000
330,103622,19,22,3,16.8,16.9,5.6,49200
330,103623,12,19,11,11.8,17.8,5.9,47700
330,103624,15,24,13,13.2,20.2,4.7,41500
330,103625,12,29,5,11.4,26.1,6.5,43900
330,103626,5,21,2,5,21.2,10,39400
330,103627,7,15,0,6.4,13.7,7.5,36600
330,103628,NA,NA,NA,0,0,0,NA
330,103630,16,22,2,14.2,17.2,6.7,41200
330,103632,38,72,20,37.8,66.6,5.1,42800
331,103638,17,11,3,15.2,8.6,19.5,35000
331,103639,21,11,5,18.2,7.6,19.3,33100
331,103640,25,24,5,22.5,20.1,21.2,35300
331,103641,20,14,3,18.1,8.8,21.8,36700
331,103642,13,10,4,12.2,5.8,18,37700
331,103643,23,16,8,20.4,12.7,18.2,36400
331,103644,14,8,4,13.4,4.9,21.8,37900
331,103646,14,7,5,12.7,3.5,23.4,36000
331,103647,11,12,2,10.6,8.2,17.8,39500
331,103649,11,12,3,10.3,8.3,20.1,37300
331,103652,23,12,7,20.4,8,21.1,33400
331,103653,15,21,2,13.1,14,28.4,31700
331,103655,9,8,5,8.8,4.6,22,35400
331,103656,12,6,2,9.2,4.7,22.3,38200
331,103658,19,12,23,18.7,7.1,23.2,36100
331,103659,22,20,4,20,13.9,21.1,37100
331,103662,18,15,10,16.3,9.9,21.5,40300
331,103663,21,18,8,20.2,11.8,21.4,36500
331,103664,11,9,2,10,5.1,21,40000
331,103665,14,5,3,11.6,2.7,18.5,37000
331,103666,19,7,6,15.7,5.2,20.6,40600
331,103667,11,9,3,9.7,6.9,23.1,38800
331,103668,11,10,5,10.6,6.2,19.3,34600
331,103669,11,8,2,10.6,2.2,20.7,38200
331,103670,17,9,5,14,7.9,21.1,35000
331,103671,9,12,2,8.5,7.6,22.2,43400
331,103673,20,24,5,18.2,17.2,19.5,35000
331,103674,10,7,4,9.5,4.6,18.9,32100
331,103675,21,12,6,19.7,9.1,24.1,36300
331,103676,24,17,5,22,12.9,20.5,35700
331,103679,22,19,7,20.5,15.3,21.6,36600
331,103680,25,16,9,22.2,9.1,21.5,37500
331,103681,25,21,4,22.6,13.7,17.3,34600
331,103682,25,23,13,19.6,14,23.3,36100
331,103685,32,23,7,27.3,15.7,22.5,35900
331,103686,26,17,5,21.5,12.1,24.8,39500
331,103688,29,25,8,26.7,17,23.9,36700
331,103690,32,26,6,28.2,21.4,19,35900
331,103691,32,25,16,27.9,15.6,21.8,35000
331,103692,30,19,7,27.4,11.8,17.8,34700
331,103693,25,16,5,22.8,13.3,21.4,36900
331,103694,26,20,5,24.4,14,20.4,32800
331,103695,43,38,7,41.9,28.5,16.3,35000
331,103696,33,16,12,30.1,9.2,22.9,36100
331,103697,19,13,5,17.4,10.2,20.4,35000
331,103672,17,14,2,15.9,9.9,21.2,32200
331,103648,11,14,4,10.2,9,23,39600
331,103698,9,10,1,8.2,6.8,27.1,38400
331,103684,19,18,5,18.4,14.2,17.4,35100
331,131442,14,13,5,11.6,9.1,17.9,36700
331,131239,18,9,4,14.3,8.5,20.9,36600
331,131241,11,11,4,9.6,7.9,17.7,35500
331,133476,15,9,7,13,6.6,15.9,41100
331,133475,10,7,6,9.6,5.9,15.7,35100
331,133474,15,13,5,15,9.5,18.9,39600
331,103699,13,14,6,12,10,27,40200
331,103700,20,13,3,18.9,9.8,20.1,35600
331,103701,11,8,4,9.8,5.1,14.5,35700
331,103702,13,10,3,10.4,6.7,18.4,37900
331,103703,10,8,4,9.2,5.6,18.9,39000
331,133556,15,23,12,14.4,13,21.2,37200
331,103704,12,10,3,10.5,5.2,18.6,32200
331,103705,11,7,2,9.7,4.9,17.6,35000
331,103706,17,16,3,15.1,10.2,18.5,35400
331,103707,10,7,4,9,5,22.1,34000
331,103709,19,12,4,16.8,9.6,18.3,35000
331,103710,13,12,3,12.2,8,18.2,36300
331,103711,12,9,6,10.7,7,19.2,39000
331,103712,13,8,5,11.5,5.7,18.2,36100
331,103713,19,12,2,17.9,8.8,22.9,36200
331,103714,12,13,6,10.4,5.9,18.1,41700
331,103715,12,10,2,9.9,6.9,20.6,38800
331,103716,11,8,6,10.3,5.8,21.3,37100
331,103717,11,10,3,9.9,5.9,20,37000
331,103719,11,11,8,10.6,8.2,16.7,38100
331,103720,16,10,3,14.5,8.4,19.3,32800
331,103721,11,8,2,10.1,6.4,20.9,37100
331,103722,10,9,4,9.4,5.5,26.1,39200
331,103723,20,15,5,18.3,9,22.3,35700
331,103724,12,9,3,10,7.2,21.6,36200
331,103725,13,11,4,11.5,7.6,20,35600
331,103726,20,15,7,18.7,10.9,23.7,39700
331,134019,10,7,4,9.6,5.7,17.7,37300
331,134426,15,7,6,14.1,5.1,15.6,34800
331,134745,19,14,6,18.3,10.9,21.5,34900
331,103727,54,19,38,52.1,8.4,14.1,39000
331,103728,96,17,31,81.1,12.8,14.7,38000
331,103729,126,19,100,116.4,6.9,15.8,37300
331,103730,70,19,29,66.1,13.7,14.3,41100
331,103731,127,29,53,114,9,15.5,40100
331,103732,73,30,31,68.8,14.3,15.5,39900
331,103733,59,22,23,53.2,3.1,14.7,44600
331,103735,104,22,57,97.9,12.1,12.8,37800
331,103736,97,31,49,88.3,20.1,15.4,39900
331,103738,108,18,50,98.5,9.6,15.7,37700
331,103740,68,33,29,60.5,19.7,13.1,41300
331,103741,41,18,29,37,9.3,16,42200
331,103734,53,18,33,50.5,7.9,15.8,37700
331,103742,65,10,23,59.5,5.3,15,40000
331,103743,85,25,39,82.2,13.7,17,38300
331,103744,104,31,44,93.5,16.8,15.1,37000
331,103745,100,28,46,90,15.2,16.6,37100
331,135335,60,21,30,58.6,17.5,14.5,37700
331,136126,104,42,71,98.9,27.8,13,38400
331,103756,22,26,7,20,19.6,7.1,42300
331,103757,12,15,5,10.8,13.2,7.1,42000
331,103760,22,35,6,20.6,28.8,5.5,41600
331,103763,7,14,12,6.2,7.6,5.2,45400
331,103765,17,23,18,15.8,18.5,6.3,41300
331,131574,34,28,5,31.8,22.2,6.6,41900
331,134533,18,16,6,15.4,13.8,6,45000
331,135569,20,30,23,16.1,20.3,7.2,40100
332,103771,18,23,2,15.2,11.3,16.7,35900
332,103772,23,29,2,21.6,15,19.4,35300
332,103773,22,25,5,18.3,13.9,23,42900
332,103774,23,20,7,21.5,12.6,18.1,36300
332,103775,21,34,4,20.4,17.7,18.1,37700
332,103776,12,24,2,10.6,8.9,17.9,34900
332,103777,22,28,1,20.4,12.8,16.6,38800
332,103778,16,18,9,15.1,13,22.8,39600
332,103779,12,14,2,10,6.6,20.9,36500
332,103780,17,17,2,16.2,10.6,22.7,37200
332,103781,13,18,4,12.2,8.3,21.9,36200
332,103782,17,35,6,15.8,18.8,27.7,38700
332,103783,14,16,2,12.9,7.8,19,34800
332,103784,20,29,6,20,11.3,17.9,41600
332,103786,14,25,4,12.4,9.1,23.5,36100
332,103787,9,12,3,8.6,5,21.9,35800
332,103788,18,22,3,15.7,11.8,20.3,33500
332,103790,10,13,1,9.6,5.4,20.4,36200
332,103791,37,67,15,33.4,22.6,24.5,37800
332,103792,14,20,4,12.5,4.2,21,36600
332,103793,35,38,19,31.1,17.5,18.6,39400
332,103794,15,20,18,12.4,8.6,18.5,31300
332,103796,16,31,6,14.5,11.5,23.1,40900
332,103797,13,17,2,11,6.7,27.9,39000
332,103799,17,23,3,15.1,10,18.5,39500
332,103800,27,25,14,23.4,11.2,18.8,35400
332,103801,10,20,12,9,5.2,21.6,42300
332,103802,18,16,2,17.2,6.2,20.7,39300
332,103803,16,21,9,13.6,10.5,18.4,33300
332,103804,27,43,4,25,14.3,23.7,38600
332,103805,11,15,2,10,4.6,19.3,36600
332,103806,19,33,2,15.8,11.4,18.7,36100
332,103807,23,27,2,20.2,10,19.9,36400
332,103808,23,28,2,18.2,10,20.8,36800
332,103809,18,39,2,16.2,15.8,25.1,35700
332,103810,20,34,4,16.4,10.7,20.6,38300
332,103812,13,22,7,12.6,10.2,17.8,38100
332,103813,17,26,3,15.3,15.1,19.7,40300
332,103814,22,28,4,19,9.9,23.4,39700
332,103815,16,20,2,14.7,7.4,24,31700
332,103816,9,15,3,9,7.9,21.4,32700
332,103817,17,29,17,13.8,8.5,20.5,36400
332,103818,18,25,3,18,11.5,18,35900
332,103819,16,20,8,14.5,7.4,20.5,37900
332,103820,13,26,3,11.5,9.3,17.4,38400
332,103821,29,48,13,26.1,20,24,37200
332,103822,30,32,4,23.6,14.9,19.8,33300
332,103823,21,42,14,20.5,19.5,18.4,40900
332,103824,21,34,4,19.6,20.3,22.1,35800
332,103825,15,22,16,12.6,7.2,24.1,35600
332,103826,31,46,13,25.6,16.8,22.5,36400
332,103827,18,23,3,16.7,6.3,18.9,32400
332,103828,19,27,2,16.8,11.3,23.5,36900
332,103829,10,10,3,8.6,6.3,19.9,38900
332,103830,18,25,8,16,9.6,19.9,35900
332,103831,27,48,17,25.1,23.3,18.9,36500
332,103832,24,40,6,20.8,17.7,21.5,35600
332,103833,15,25,3,13.1,12.3,18.3,38300
332,103834,21,28,3,18.8,10.2,23.9,39500
332,103835,16,23,2,14.8,8.1,19.1,36900
332,103836,14,20,5,13.1,9.7,19.8,36100
332,103837,9,10,2,8,2.6,20.6,36500
332,103838,33,17,4,31,9.8,17,31400
332,103839,23,23,3,19.6,7.9,21,36300
332,103840,10,17,4,9.5,7.6,22.2,35100
332,103841,16,33,3,14.6,11.8,21.6,37200
332,103842,11,26,2,11,10.4,23.4,34400
332,103843,9,23,2,8.4,6.3,23.1,40900
332,103844,10,14,2,9.2,5.7,22.3,42800
332,103845,35,50,7,31.3,13.4,17.5,34400
332,103846,11,8,4,9.8,4.2,21.2,39100
332,103847,10,16,2,8.9,7.9,18.9,35200
332,103848,9,15,2,9,7.6,23.6,37700
332,103849,13,18,3,9.8,7.9,20.8,32400
332,103850,10,15,1,8.4,5.6,24.6,41900
332,103851,16,30,4,16,15.7,23.2,41300
332,103852,21,16,5,17.6,8.3,14.3,35700
332,103853,74,45,101,70.6,30.3,18.7,41300
332,103854,60,32,32,53.1,17.3,19.4,40500
332,103855,82,13,25,70.6,5.7,16,37800
332,103856,47,19,14,44.6,9.6,16.1,38000
332,103857,62,30,30,59.1,12.5,16.1,35700
332,103858,54,13,19,51.5,6.3,15.5,38400
332,103859,49,12,31,45.2,6,15.3,36700
332,103860,81,24,23,76.3,14.7,15.6,35900
332,103861,77,25,22,72.9,14.4,14.8,36200
332,103863,68,21,35,63.9,15.8,14.8,33500
332,103865,68,40,23,63.4,19.3,18.7,38900
332,103866,55,45,27,48.6,15.3,18.2,38000
332,103867,61,28,31,55.6,15.2,16.1,36600
332,103868,50,16,18,46.7,11.8,16.7,38700
332,103869,21,19,5,19.6,10.3,22,38200
332,103870,66,26,46,59.1,2.9,11.6,42600
332,103871,65,18,33,62.6,14.1,16.4,39000
332,103872,58,21,30,56.2,11.9,16.2,39800
332,103873,81,34,17,77,21.1,16,36600
332,103874,109,23,35,104,12.1,15.4,37400
332,103875,64,12,20,58.8,6,14.4,40400
332,103877,21,25,11,20.1,16.1,7.8,37600
332,103878,19,20,14,17.2,12,8.3,37800
332,103879,10,24,5,9.6,11.3,10.5,35900
332,103880,16,52,7,14.7,29.8,7.3,35600
332,103881,12,25,3,11,11.4,9.9,36400
332,103882,16,11,3,15.2,10.1,4.2,36200
332,103883,9,31,4,9,21.5,6.6,35600
333,103895,14,10,5,11.7,5.1,19.9,36000
333,103896,7,16,3,7,7.2,28.3,37800
333,103905,14,12,3,11.2,9.4,20,38000
333,103906,9,17,2,9,9.8,23.9,37100
333,103907,18,29,2,15.4,16.6,22.1,36700
333,103908,12,23,5,10.4,5.6,18.7,37600
333,103909,20,22,9,19,14.2,24.1,37300
333,103910,11,15,2,10.8,7.4,21.3,37000
333,103913,12,10,2,9.7,7.9,23.4,34400
333,103914,15,16,3,12.9,5,15,34700
333,103915,21,30,3,18.4,20.9,23.5,33300
333,103916,10,15,4,10,9.7,20.5,39200
333,103919,9,18,4,9,11.9,24.1,40000
333,103920,11,12,4,10.3,6.9,22.6,36200
333,103921,13,18,7,12,13.4,25.8,34800
333,103922,11,13,4,9.7,4.6,21.8,38100
333,103923,16,17,4,14.7,9,23.2,36300
333,103924,12,11,4,11.6,5.7,18.3,36600
333,103925,17,20,1,16.6,14.8,21.2,36700
333,103926,20,22,6,19.6,15.1,18.8,33600
333,103927,8,9,3,8,7.1,21,36900
333,103928,14,14,4,14,9.8,25,36000
333,103929,17,13,9,16.3,6.8,21.6,36300
333,103930,13,24,2,11.6,12.5,25.5,35500
333,103932,6,5,1,6,3.7,21.6,33500
333,103933,20,20,4,19.3,17.1,23.2,37200
333,103934,10,11,2,10,5.7,22.1,36600
333,103936,11,16,3,10.6,8.3,19.6,34000
333,103937,26,31,5,22.1,26.7,24.9,38600
333,103939,11,16,2,11,12.3,18,39400
333,103940,20,40,6,19.2,20.8,22,36400
333,103941,14,20,8,11.9,14.3,19.9,35700
333,103942,17,18,7,16.6,6.1,21,34100
333,103943,18,41,9,12.7,15.9,26.7,38300
333,103944,17,23,6,17,15.2,23.1,35100
333,103945,15,16,3,14.1,10.4,15,33800
333,103946,21,18,5,19.8,12.3,21.7,33500
333,103947,12,17,5,10.4,8,20.2,37600
333,103948,22,21,9,21.6,8.7,23.4,40500
333,103949,15,23,6,14.3,11.6,21.1,33600
333,103950,20,22,7,18.9,13.1,23.4,40200
333,103952,9,8,2,9,5.9,20.3,37400
333,103953,12,7,3,9.4,4.8,22.4,35100
333,103954,11,6,1,10,5.1,19.1,31100
333,103955,21,25,8,18.4,16.9,22,35300
333,103957,21,22,4,18.7,13.2,17.5,33100
333,103960,23,19,5,18.9,10.4,23,36000
333,103963,13,16,4,11.4,10.7,17.9,36200
333,103966,11,5,2,8.6,3.4,19.8,33900
333,103967,21,14,5,18.8,11.9,21.8,39200
333,103968,16,18,6,14.6,11.4,22.8,37600
333,103969,17,12,2,16.2,10.1,18.1,32600
333,103970,22,15,4,20.2,5.5,16.8,31700
333,103972,23,20,3,20,10.4,20.7,34600
333,103974,21,26,8,20.5,15.2,24.9,37500
333,103976,19,12,3,15.8,10.3,18.6,36000
333,103977,19,14,1,18.3,8.2,18.6,30900
333,103978,18,19,3,15.4,11,22.1,36700
333,103979,21,25,5,20.6,16.7,19.7,34300
333,103980,19,27,3,18.6,16.3,20.6,32700
333,103981,23,25,5,21,12.4,19.9,37400
333,103982,27,55,11,25,35.3,19.1,37500
333,103983,18,28,3,15.8,15.3,23.8,33900
333,103984,16,14,2,15.2,11.8,22.2,33800
333,131184,36,41,5,32.1,26.8,21,34500
333,131178,20,18,5,18.5,11.7,24.1,32400
333,131223,12,6,3,12,4.4,17.7,35000
333,131212,13,15,3,10.6,12.4,20.3,37600
333,131591,14,17,4,13.6,12.1,22.4,35500
333,131735,22,27,4,20.1,18.4,19.9,30500
333,131943,17,22,2,16.3,13,22,35000
333,132140,25,40,6,22.1,18.1,19.1,36100
333,103986,19,25,3,17.2,14.3,17.7,35100
333,103987,10,12,3,9.1,7.7,25.4,35800
333,103988,9,11,4,9,7.1,23.8,32700
333,103989,13,24,5,12.4,9,17.9,35100
333,131673,21,23,4,20,13.9,18.4,36600
333,133261,21,29,4,18.5,5.3,24,34600
333,103990,13,8,5,13,5.1,19.7,34800
333,103991,11,8,3,10.8,6.9,20.9,33100
333,103992,9,10,2,8.4,6.9,20.2,36100
333,103993,12,8,2,10.6,6.1,21.9,38400
333,103995,13,17,2,10.6,6.6,22.1,37200
333,103996,14,13,2,12.2,6.6,21.8,38000
333,103997,12,11,2,11,8.1,19.4,36700
333,103998,11,14,3,10.2,8.7,22.4,38400
333,103999,11,19,2,9.8,10.3,21.9,39300
333,104000,16,12,3,15.1,10.6,15,31800
333,104001,14,10,6,13.3,8.4,18.7,29600
333,104002,11,10,3,9.1,6.6,25.7,34100
333,135029,7,11,2,6.5,6.5,18.5,35800
333,135032,17,17,6,16.2,13.6,22.8,30900
333,135215,29,38,6,27.9,24.8,23,33600
333,135288,25,42,7,22.7,27.6,20.7,36500
333,104006,74,73,24,71.9,37.4,15,39100
333,104007,111,31,21,107.6,14.4,13.7,37800
333,104008,107,43,35,99.3,21.1,14.9,38800
333,136091,150,66,58,144.4,1.7,14.8,39700
333,104011,112,27,58,104.6,12.6,16.1,38200
333,104012,80,19,20,75.9,5.9,15.1,36900
333,104016,75,76,21,70.8,41.5,14.5,37700
333,104018,95,24,21,89.7,8.7,13.5,38100
333,104019,78,38,30,73.6,20.9,14.4,37500
333,104020,63,10,21,62.1,3.3,14.5,33400
333,104022,159,22,22,155.5,1.5,11.1,29700
333,134993,92,23,34,91.6,20,13.3,NA
333,135170,100,16,58,95.4,12.4,13.7,36500
333,135234,93,13,32,89.6,10.6,10.6,34800
333,135449,80,16,32,77.1,6.7,15.5,36600
333,135599,72,18,41,72,16.4,23.4,NA
333,135979,53,18,31,51.9,2.7,16.9,40000
333,104024,13,19,15,12.2,0,2.9,48600
333,132231,19,47,16,19,0.7,7.3,43600
333,132232,18,65,28,16.7,2.5,7.4,40500
333,132233,13,25,9,12.6,0,5.6,48700
334,104039,11,15,6,8.2,6.3,25.4,39300
334,104040,10,10,3,8.2,6.3,26.1,42000
334,104041,16,12,4,12.4,6.8,22.3,34200
334,104042,9,8,5,8.5,6.1,22.2,36100
334,104043,12,11,5,10.7,8.4,23.7,34200
334,104044,17,13,6,14.6,3.7,24,33100
334,104045,14,21,5,11.8,10.4,26.5,39600
334,104046,13,6,2,11,3.4,21.6,34500
334,104047,17,18,6,15.9,10.7,24,33000
334,104048,10,10,3,9,5.4,24.8,36700
334,104049,20,8,5,18.4,5.4,20.5,32100
334,104050,17,14,5,13.6,6.1,21.9,34400
334,104051,11,13,3,10.3,7.2,19.9,32000
334,104052,10,10,5,8.6,6.5,22.6,36700
334,104053,11,11,2,8.8,6.7,22.8,38300
334,104054,11,11,2,10,4.6,17.8,36600
334,104055,11,9,5,9.3,6.3,21.6,35700
334,104056,13,9,4,9.8,4.4,22.9,37800
334,104057,12,9,6,10.4,5.7,21.5,36700
334,104058,10,9,4,9.2,3.8,20.9,35200
334,104059,31,18,6,26.4,13.8,23.6,35300
334,104060,14,18,4,13,6.6,24.8,33200
334,104064,12,12,2,9.4,5.9,22.5,39800
334,104065,11,9,5,9.3,4.6,20.9,36400
334,104066,28,22,4,24.6,10.3,19.1,30900
334,104067,21,23,4,19,13.8,21.2,34600
334,104070,27,31,10,23.3,18.1,18.9,36900
334,104071,17,14,4,15.7,8.4,17,33700
334,104073,14,15,5,13,11.8,25.8,34100
334,104074,12,13,3,9.6,5.8,19.5,38000
334,104075,21,25,7,17.1,10.2,24.6,35900
334,104076,12,8,4,11.6,4.5,22.7,36400
334,104077,17,21,5,15.9,13.8,16.9,37100
334,104078,21,21,5,18.5,11.1,23.4,33600
334,104079,22,15,7,19.3,7,22.8,35400
334,104080,26,31,7,22.7,21.4,20.8,36800
334,104083,24,25,4,22.8,18.4,17.8,35200
334,104084,30,26,7,26.6,12.4,21.8,33600
334,133720,21,16,4,18.6,8,19.4,34400
334,104087,11,20,3,9.1,6.3,19.1,33600
334,104088,21,13,4,16.4,6.4,26.1,35600
334,131292,20,18,7,17.6,11,25,36200
334,104089,12,14,2,11.4,6.8,19.5,36400
334,104090,14,18,3,12,8.9,21.1,33300
334,104091,6,3,2,3.6,1.2,16,SUPP
334,104092,12,20,5,11.5,7.5,24.7,31700
334,104093,12,10,3,10.3,5.5,21.3,35100
334,104094,15,9,3,10.2,3.9,18.1,37900
334,104095,12,16,4,8.7,7.9,17.5,34000
334,136320,12,8,3,11,4.3,21.6,35200
334,104097,11,13,3,9.6,7.3,25.3,34100
334,104098,25,32,4,21.4,12.9,22.8,38000
334,104099,12,9,3,9.8,4.6,22.4,39100
334,104100,10,13,4,9.5,5.6,23.5,37100
334,104101,13,15,3,8.6,6.1,26.8,44700
334,104102,18,24,3,14.6,12.2,22,37600
334,104103,16,15,3,13.7,7.4,15.6,38200
334,104104,21,22,3,19.9,12.9,20.3,33500
334,104105,22,30,5,20.8,12.3,18.8,33700
334,104107,11,10,3,9.5,5.7,19.6,40800
334,135139,22,21,4,19.8,15.4,20.6,35600
334,104108,70,32,34,64.1,15.9,15.9,40700
334,136310,84,10,36,81.6,8.3,15.2,35100
334,104110,93,22,31,85.6,13.4,15.4,37100
334,136333,91,23,21,85,16.5,17.5,37300
334,104112,82,14,37,74.9,8.1,16.3,37900
334,104113,66,11,30,62.8,6,17,38000
334,104114,75,16,33,69.5,5,19.3,37400
334,104115,98,15,35,83.9,10.4,16.6,37000
334,104118,79,41,36,76.5,27.7,17.4,39300
334,104119,94,24,23,87.8,10.8,15.5,35600
334,104120,67,25,21,64,11.6,0,40200
334,136347,NA,NA,NA,0,0,0,NA
334,104121,29,35,9,26.1,20,18.8,35900
334,129342,82,32,21,78.1,27.3,16.2,37300
334,135971,78,25,34,75.4,11.8,16.5,37900
334,135684,133,28,54,123.2,14,13.4,35500
334,104130,24,14,5,17.1,11.3,8.1,38600
334,104131,16,56,3,14.7,38.5,6.1,39400
334,104132,20,30,3,16.6,21.8,8.2,42100
334,104133,13,35,3,11.4,24.1,5.9,38800
334,130960,13,9,4,12.1,6.3,2.9,43400
335,104142,23,21,5,17.2,11.1,20.6,38400
335,104143,11,15,5,11,9.9,24.5,38200
335,104144,9,6,4,9,4.6,18.9,37400
335,104145,9,8,4,8.4,6.9,23.6,35900
335,104146,14,21,5,13.1,15,20.4,37600
335,104147,10,18,4,9.8,10,23.2,40200
335,104150,12,17,3,11.4,13.7,27.1,35700
335,104153,11,18,3,10.5,11.3,28.7,37100
335,104154,12,9,2,10.7,6.1,19.9,37500
335,104157,9,13,3,8.6,9.4,25.2,40300
335,104160,18,18,4,15.5,12.9,23,38400
335,104161,15,18,3,13.9,11.6,22.3,36900
335,104162,17,18,3,14.3,10.5,20.2,34700
335,104163,16,11,6,14.8,7.6,19.2,34500
335,104164,22,18,8,20.2,12.4,20.3,37200
335,104168,10,11,5,9.8,8.1,17.3,36400
335,104169,24,13,3,21,8.2,19.2,35600
335,104170,19,15,2,16.4,6,23.2,38500
335,104172,12,12,3,10.3,9.6,18.9,36300
335,104174,22,31,44,20.8,21.2,21,36100
335,104175,12,12,4,12,8.6,17,33500
335,104176,20,16,4,19.1,9.3,18.2,35200
335,104177,14,24,4,13.8,14.7,22,33900
335,104178,13,17,6,11,10.4,21.9,39800
335,104179,13,10,4,12,8,22.7,37900
335,104187,12,25,3,12,12.5,25.8,36600
335,104188,10,15,4,10,9.5,22.6,34900
335,104189,12,12,3,10.3,8.1,18,38300
335,104190,15,23,3,13.9,15.6,27.5,37000
335,104191,8,13,2,7.5,6.6,28.8,38000
335,104192,14,8,5,13.2,4.3,23.2,37200
335,104193,13,11,5,12.5,8.1,18.5,37300
335,104196,13,22,3,12.4,11.6,17.9,38900
335,104198,13,11,1,10.6,7.5,20.8,37200
