LA,ESTAB,URN,PERCTOT,PERCUA,PPERSABS15,PPERSABS20
926,3420,134944,5.07,0.58,5.0,1.9
926,3421,134955,7.81,2.47,16.6,8.1
926,3422,134956,6.99,2.31,15.2,2.0
926,3423,134957,4.42,0.63,2.7,0.9
926,3424,134958,5.87,0.56,7.8,2.2
926,3425,134960,6.86,0.67,10.9,5.6
926,3426,134962,4.87,0.19,3.6,2.0
926,3427,134963,9.12,2.17,15.9,8.6
926,3428,134964,3.61,0.30,1.9,0.0
926,3429,134965,7.75,2.46,16.9,5.6
926,3430,128067,4.66,0.56,2.9,2.4
926,3431,135148,4.86,1.14,7.7,3.2
926,3432,135627,7.86,1.34,14.0,5.9
926,4002,121151,7.26,1.15,11.1,6.2
926,4005,121152,6.19,0.82,9.0,3.7
926,4006,121153,5.74,0.80,7.1,2.8
926,4008,121154,7.22,1.11,11.2,4.6
926,4010,121155,7.73,1.48,13.8,6.1
926,4021,121157,8.13,1.27,14.7,7.4
926,4031,121158,7.99,1.45,15.2,6.9
926,4037,121159,5.72,0.24,6.3,2.5
926,4040,121160,6.28,1.70,6.3,2.8
926,4042,121161,6.76,0.85,11.5,5.2
926,4043,121162,7.09,1.06,11.7,6.6
926,4044,121163,5.55,0.44,6.5,3.4
926,4046,121164,5.94,0.33,5.8,2.5
926,4047,121165,8.14,3.09,11.9,6.9
926,4052,121167,7.87,1.10,11.9,6.9
926,4053,121168,6.05,0.64,7.2,4.2
926,4054,121169,7.01,1.00,10.1,5.7
926,4056,121170,7.87,1.21,13.1,6.7
926,4060,121171,6.06,0.28,7.8,3.7
926,4065,121172,6.69,2.03,8.8,4.3
926,4066,121173,8.91,4.09,15.3,8.1
926,4070,121176,8.28,2.83,15.9,8.1
926,4081,136515,7.43,2.00,12.3,6.0
926,4082,121179,5.49,1.27,6.5,3.2
926,4083,121180,6.30,1.65,8.4,3.9
926,4084,121181,5.41,0.59,6.2,2.6
926,4085,121182,6.71,0.74,10.1,4.6
926,4086,121183,8.39,1.51,12.8,6.7
926,4089,121184,5.05,0.54,6.0,2.4
926,4091,121185,7.51,2.32,12.4,6.1
926,4504,121187,7.73,2.15,13.2,7.9
926,4602,121188,6.70,1.09,9.1,5.9
926,4605,121189,5.31,1.00,5.7,1.9
926,5200,121190,6.03,0.99,7.9,4.0
926,5201,121191,5.14,0.05,5.2,1.9
926,5202,121192,4.70,0.36,5.0,2.2
926,5203,121193,5.00,0.40,6.1,3.0
926,5204,121194,4.30,0.33,3.5,0.6
926,5205,121195,3.24,0.25,1.9,1.0
926,5206,121196,4.31,0.48,3.3,0.8
926,5207,121197,4.74,0.08,3.3,1.6
926,5209,121199,3.98,0.05,0.0,0.0
926,5210,121200,5.59,0.24,4.7,1.6
926,5211,121201,4.60,0.21,6.4,0.9
926,5212,121202,4.66,0.22,2.3,2.3
926,5213,121203,4.94,0.28,6.8,2.3
926,5214,121204,7.34,0.38,14.0,6.0
926,5215,121205,2.73,0.00,0.0,0.0
926,5216,121206,5.22,0.42,3.4,1.1
926,5217,121207,6.61,0.00,10.8,1.2
926,5218,120857,5.34,0.04,1.2,0.0
926,5400,136481,3.85,0.52,2.0,1.4
926,5401,121209,7.84,1.89,12.4,5.2
926,5402,121210,7.09,1.23,12.5,5.3
926,5404,121212,6.50,1.48,9.9,4.5
926,5405,121213,6.01,0.65,8.0,3.0
926,5406,121214,6.63,0.85,8.6,3.5
926,5407,121215,6.32,1.53,8.6,3.5
926,5408,121216,7.27,2.24,12.3,5.9
926,5409,121217,7.71,2.43,12.9,5.5
926,5410,121218,6.42,0.95,10.6,4.4
926,5411,121219,10.87,5.17,21.0,13.1
926,5412,121220,7.22,1.47,12.1,4.7
926,6905,135650,7.39,2.49,11.3,5.9
926,6906,135904,8.46,4.66,14.1,5.9
926,6907,136186,6.59,2.31,9.3,5.2
926,6908,136187,7.74,2.79,14.2,8.5
926,6909,136202,6.58,4.12,12.8,8.2
926,6910,136204,10.50,2.86,19.7,11.2
928,2000,121793,3.78,1.57,2.8,0.0
928,2001,122096,4.74,1.02,5.2,0.9
928,2002,121794,3.71,0.00,2.1,1.0
928,2003,121795,2.87,0.00,0.0,0.0
928,2004,121796,3.75,0.01,1.2,0.0
928,2005,121797,25.63,0.00,43.2,36.4
928,2006,121798,4.02,0.96,4.3,0.0
928,2007,121799,4.06,0.25,2.3,0.0
928,2008,121800,4.61,0.00,2.9,0.4
928,2010,122076,4.51,0.03,4.0,1.1
928,2011,121802,3.72,1.11,0.0,0.0
928,2012,121803,5.59,0.40,4.7,0.0
928,2013,121804,3.79,0.35,1.5,0.0
928,2014,122069,5.05,0.25,4.1,0.5
928,2015,121805,4.69,0.01,4.2,2.5
928,2016,122086,3.93,0.00,2.5,0.7
928,2018,121807,5.76,0.88,6.4,1.3
928,2019,121808,5.12,0.39,4.5,1.8
928,2020,121809,5.37,0.30,3.2,1.4
928,2021,121810,5.85,0.26,6.3,2.7
928,2023,121811,5.44,0.16,9.5,4.8
928,2024,121812,4.91,0.13,4.4,1.5
928,2025,121813,4.60,0.22,3.8,0.9
928,2026,121814,3.57,0.00,1.0,0.0
928,2027,121815,6.13,1.26,8.8,3.7
928,2028,121816,6.00,0.95,7.2,2.8
928,2029,134211,3.81,0.60,2.7,1.2
928,2032,121817,3.90,0.06,2.8,1.6
928,2035,121818,8.40,1.60,12.8,5.1
928,2038,121819,3.10,0.08,0.0,0.0
928,2040,121820,3.50,0.03,0.0,0.0
928,2041,121821,4.79,0.00,3.8,1.9
928,2042,121822,4.61,0.26,0.0,0.0
928,2043,121823,5.18,0.70,4.2,1.1
928,2046,121826,5.22,1.09,0.0,0.0
928,2047,121827,3.28,0.92,3.1,2.0
928,2048,121828,4.80,0.26,3.6,1.2
928,2053,121831,4.22,0.54,5.2,1.8
928,2054,121832,5.14,0.24,5.3,2.2
928,2057,121835,4.49,0.36,4.1,1.5
928,2060,121838,7.40,1.52,7.3,3.3
928,2061,121839,5.27,1.65,4.4,2.5
928,2062,121840,5.22,1.19,7.7,2.8
928,2065,121841,4.64,0.06,3.2,0.6
928,2066,121842,4.05,0.82,2.9,0.6
928,2067,121843,4.73,0.17,3.0,1.8
928,2068,121844,5.35,0.01,2.9,1.4
928,2069,121845,3.81,0.30,2.6,0.0
928,2070,121846,3.63,0.21,0.7,0.0
928,2072,121847,5.24,0.24,6.6,0.0
928,2073,121848,3.45,0.54,2.6,0.0
928,2074,121849,3.66,0.28,3.2,0.0
928,2075,121850,5.12,1.37,5.1,2.6
928,2076,121851,4.43,0.11,3.1,1.0
928,2077,121852,6.99,0.59,12.2,6.1
928,2078,121853,5.57,0.21,6.9,3.4
928,2079,121854,3.59,0.19,3.5,0.7
928,2080,121855,4.25,0.50,5.5,3.0
928,2081,121856,5.27,0.89,4.4,2.2
928,2082,121857,4.54,0.16,5.0,1.1
928,2083,121858,5.83,0.40,1.7,0.8
928,2086,121861,4.66,0.31,3.3,1.1
928,2087,121862,6.47,0.82,7.5,1.9
928,2088,121863,3.95,0.10,0.0,0.0
928,2090,121864,3.90,0.16,0.0,0.0
928,2091,121865,4.44,0.03,2.3,0.0
928,2094,121866,5.25,0.98,4.9,1.2
928,2097,121869,6.04,0.86,11.6,5.8
928,2099,121870,4.47,0.37,5.8,1.7
928,2100,121871,5.66,0.42,5.7,0.0
928,2102,121873,6.29,0.11,6.6,2.9
928,2104,121874,4.42,0.06,3.2,1.6
928,2106,121875,4.15,0.06,1.4,0.6
928,2107,121876,3.90,0.00,0.0,0.0
928,2108,121877,5.92,0.02,6.9,0.0
928,2110,121878,7.90,2.98,15.0,6.3
928,2113,121880,6.93,1.56,10.9,4.0
928,2117,121881,2.67,0.28,0.0,0.0
928,2118,121882,4.07,0.01,2.5,0.0
928,2121,121883,4.23,0.00,1.9,1.9
928,2122,121884,5.76,1.14,5.7,1.8
928,2125,121887,5.03,0.26,3.4,0.9
928,2127,121888,6.94,1.37,9.9,4.4
928,2128,121889,5.45,1.24,6.8,1.7
928,2130,121891,3.72,0.04,1.5,0.3
928,2131,121892,3.50,0.01,1.5,0.0
928,2132,121893,5.76,0.55,7.3,2.2
928,2134,121895,5.21,0.28,7.1,2.1
928,2135,121896,5.50,1.21,3.8,2.9
928,2137,121897,4.92,0.31,4.4,1.5
928,2138,121898,5.57,0.83,2.4,0.0
928,2140,121899,4.14,0.10,3.3,0.0
928,2141,121900,6.85,3.09,9.8,3.4
928,2144,121901,4.56,0.18,4.5,0.9
928,2145,121902,4.64,0.06,2.1,2.1
928,2146,121903,7.00,0.59,8.9,3.3
928,2147,121904,3.75,0.18,2.2,0.4
928,2148,121905,7.17,1.04,11.7,6.8
928,2149,121906,5.21,1.04,4.2,1.5
928,2150,121907,4.17,0.51,1.8,1.3
928,2154,121908,7.60,1.49,2.1,0.4
928,2155,121909,4.82,0.57,3.5,0.9
928,2156,121910,4.19,0.06,2.1,0.5
928,2158,121911,4.78,0.00,3.3,2.8
928,2160,121912,6.56,0.73,9.0,4.5
928,2162,121913,4.49,0.29,4.0,0.6
928,2165,121914,5.14,0.99,4.6,2.3
928,2166,121915,5.05,0.80,3.7,1.1
928,2169,121916,5.28,0.67,6.7,1.1
928,2170,121917,7.05,1.54,9.8,5.5
928,2171,121918,6.62,0.66,3.6,0.5
928,2172,121919,4.80,1.19,4.5,1.1
928,2174,121920,6.17,1.21,6.4,1.6
928,2175,121921,5.54,0.69,4.5,3.9
928,2176,121922,5.37,0.47,6.1,1.1
928,2177,121923,4.50,0.13,1.6,0.5
928,2181,121924,4.37,0.28,3.4,1.1
928,2182,121925,3.95,0.98,2.3,1.1
928,2183,121926,4.24,0.13,1.4,0.3
928,2184,121927,5.04,0.86,6.2,3.6
928,2185,121928,4.40,1.70,5.3,2.9
928,2186,121929,5.05,0.51,4.0,2.3
928,2187,121930,7.42,2.24,13.3,7.4
928,2188,121931,4.81,1.05,4.7,1.7
928,2189,121932,6.85,1.85,10.6,5.6
928,2190,121933,4.30,1.99,1.7,1.7
928,2191,121934,6.72,2.00,9.2,2.7
928,2192,121935,4.84,1.16,3.6,0.8
928,2195,121937,7.29,2.22,11.3,6.8
928,2196,121938,5.93,1.24,5.1,2.0
928,2197,121939,5.02,0.41,7.0,2.0
928,2198,121940,5.25,1.48,6.7,2.2
928,2199,121941,6.22,1.86,8.2,6.7
928,2206,121942,4.44,0.15,2.0,0.0
928,2208,121943,7.25,1.19,13.4,6.7
928,2209,121944,5.44,1.49,6.2,1.6
928,2210,121945,5.11,0.53,4.1,1.7
928,2212,121946,5.22,1.88,5.5,2.3
928,2213,121947,3.59,0.09,0.6,0.3
928,2214,136480,3.32,0.06,1.0,0.0
928,2215,121949,3.74,0.02,1.6,0.0
928,2216,121950,3.45,0.05,1.7,0.4
928,2217,121951,4.42,0.19,4.1,1.7
928,2218,121952,5.70,1.07,6.6,4.1
928,2219,121953,4.54,0.11,3.7,1.3
928,2220,121954,4.85,0.45,5.2,1.5
928,2221,121955,5.18,1.54,3.3,1.7
928,2222,130963,3.50,0.17,2.2,0.4
928,2223,131123,3.10,0.00,1.1,0.0
928,2225,131671,3.67,0.10,1.9,0.6
928,2226,132780,5.73,1.24,7.1,1.9
928,2227,132769,3.24,0.00,0.0,0.0
928,2228,133550,3.89,0.10,2.6,0.5
928,2230,133552,4.20,0.36,3.3,0.6
928,2231,133600,5.46,0.89,4.4,1.8
928,2232,133601,5.47,1.55,7.0,3.7
928,3000,121956,3.17,0.36,1.0,0.0
928,3002,121957,2.81,0.06,0.0,0.0
928,3004,121958,3.27,0.01,1.4,0.0
928,3006,121959,3.53,0.50,0.0,0.0
928,3007,121960,3.57,0.33,0.0,0.0
928,3008,121961,3.45,0.24,2.0,0.5
928,3011,121963,3.99,0.54,3.0,0.6
928,3012,121964,5.30,1.08,7.9,2.0
928,3017,121965,4.85,0.07,1.0,0.0
928,3018,121966,3.92,0.01,1.2,1.2
928,3019,121967,3.35,0.10,0.0,0.0
928,3020,121968,4.47,0.01,2.7,1.8
928,3026,121969,3.15,0.00,0.0,0.0
928,3028,121970,3.31,0.00,0.0,0.0
928,3029,121971,3.00,0.00,0.0,0.0
928,3030,121972,4.36,0.09,5.5,0.6
928,3031,121973,4.80,0.00,2.0,0.0
928,3032,121974,3.68,0.16,0.0,0.0
928,3033,121975,3.80,0.00,2.4,1.2
928,3034,121976,3.28,0.01,1.7,0.0
928,3035,136542,3.93,0.03,2.4,0.6
928,3038,121978,6.13,0.90,6.2,1.6
928,3039,121979,4.68,0.80,1.3,0.0
928,3040,121980,4.79,0.16,1.7,0.0
928,3042,121981,3.67,1.12,1.6,1.6
928,3045,121982,4.76,0.62,4.7,0.0
928,3046,121983,3.83,1.16,0.0,0.0
928,3048,121984,3.81,0.15,2.4,0.9
928,3049,121985,3.87,0.11,0.7,0.0
928,3050,121986,3.52,0.00,0.0,0.0
928,3051,121987,6.31,0.42,7.7,3.8
928,3052,121988,5.45,0.32,5.2,2.6
928,3053,121989,7.22,0.92,12.2,6.7
928,3057,121990,3.32,0.06,0.9,0.0
928,3058,121991,4.26,0.67,6.7,1.7
928,3060,121992,2.46,0.22,0.0,0.0
928,3062,121993,4.95,0.65,3.1,3.1
928,3066,121994,3.87,0.00,1.5,0.0
928,3068,121996,5.00,0.12,6.1,2.4
928,3070,121998,4.26,0.21,2.2,0.6
928,3073,121999,3.86,0.09,2.5,0.8
928,3074,122000,4.56,0.00,4.1,0.8
928,3076,122001,2.97,0.27,0.0,0.0
928,3077,122002,5.29,0.45,3.0,0.6
928,3080,122003,5.13,0.00,0.0,0.0
928,3082,122004,4.62,0.05,1.0,0.0
928,3084,122005,5.29,0.07,5.5,1.8
928,3086,122006,4.56,0.44,4.1,0.4
928,3088,122007,2.89,0.00,0.0,0.0
928,3090,122009,4.14,0.26,2.3,0.0
928,3091,122010,3.94,0.33,3.7,1.5
928,3200,122011,5.08,0.10,2.3,0.0
928,3201,122012,4.81,0.00,3.6,1.2
928,3202,122013,4.18,0.07,1.6,0.0
928,3203,122014,3.49,0.00,0.0,0.0
928,3204,122015,4.25,1.60,4.3,1.8
928,3205,133732,4.97,0.46,5.4,1.8
928,3304,122017,4.12,0.35,3.9,0.6
928,3307,122018,4.63,0.26,2.4,1.2
928,3312,122019,5.06,0.69,3.6,0.9
928,3313,122020,5.27,0.51,3.8,0.0
928,3316,122021,4.40,0.00,5.6,2.2
928,3318,122022,3.87,0.65,0.8,0.8
928,3320,122023,3.43,0.04,0.0,0.0
928,3322,122024,5.11,0.36,3.9,0.9
928,3326,122025,5.55,0.47,2.5,1.3
928,3329,122026,3.96,0.11,3.2,0.0
928,3331,122027,3.56,0.37,0.0,0.0
928,3333,122028,5.92,0.68,5.6,4.2
928,3336,122029,4.07,0.44,1.3,1.3
928,3339,122030,2.92,0.67,1.1,0.0
928,3340,122031,4.57,0.00,0.0,0.0
928,3344,122032,2.64,0.00,0.0,0.0
928,3345,122033,3.72,0.51,1.4,0.0
928,3346,122034,4.77,1.07,2.6,1.3
928,3348,122035,6.44,1.79,8.9,3.8
928,3350,122036,7.09,3.61,7.7,3.9
928,3354,122038,6.13,1.29,7.2,4.9
928,3355,122039,5.60,1.01,5.1,1.4
928,3400,122040,3.43,0.55,1.1,0.0
928,3405,122044,5.97,0.44,7.2,2.6
928,3406,122045,5.60,0.78,6.6,2.8
928,3407,122046,4.44,1.40,5.2,0.9
928,3408,122047,4.80,1.00,6.0,2.2
928,3500,122048,3.24,0.00,1.4,0.0
928,3501,122049,5.98,0.17,6.7,2.5
928,3502,122050,4.67,0.18,5.4,1.6
928,3508,134653,4.60,0.21,2.4,0.9
928,3509,134877,6.61,0.73,10.2,1.7
928,3510,134900,6.68,1.03,11.0,4.8
928,3511,135063,3.14,0.52,1.6,0.0
928,3513,133551,4.49,0.19,2.9,0.4
928,3515,135506,4.48,0.31,4.5,0.5
928,4004,136488,5.21,0.39,6.0,2.0
928,4005,134177,4.83,0.36,4.8,1.6
928,4015,122052,6.96,1.73,9.3,5.1
928,4017,122053,6.17,0.83,9.2,3.8
928,4022,122055,5.94,1.11,7.4,3.3
928,4033,122057,4.96,0.73,4.4,1.5
928,4035,122058,7.65,1.54,14.0,6.1
928,4038,122059,6.27,0.52,8.2,4.7
928,4041,122060,6.57,1.25,8.4,3.5
928,4042,136489,5.59,0.21,7.0,2.8
928,4051,122063,5.84,0.39,7.1,2.9
928,4052,122064,5.90,1.49,6.3,3.5
928,4053,122065,7.28,1.65,12.1,6.2
928,4055,122066,6.21,0.89,8.3,3.8
928,4066,122074,7.23,2.51,10.8,6.7
928,4067,122075,10.22,5.31,17.7,11.4
928,4069,122077,7.42,2.55,12.7,5.9
928,4071,122079,7.73,2.42,13.3,7.3
928,4076,122083,5.06,0.39,5.4,2.5
928,4089,122087,4.87,1.53,5.0,1.7
928,4093,122089,5.04,0.19,3.5,1.8
928,4094,122090,5.88,0.85,8.8,3.8
928,4098,122092,6.53,1.52,11.4,4.4
928,4550,122094,5.26,0.87,6.8,3.0
928,4601,122095,4.34,0.30,3.6,1.6
928,4703,122100,7.36,1.27,13.0,6.2
928,5200,122102,4.13,0.68,2.7,1.3
928,5201,122103,5.86,0.40,8.2,3.9
928,5202,122104,6.34,0.78,9.2,3.4
928,5205,122107,4.47,0.30,2.8,0.7
928,5206,122108,4.90,0.09,3.7,0.8
928,5207,122109,4.36,0.13,3.4,0.4
928,5208,122110,6.46,0.81,9.2,3.7
928,5209,122111,4.85,0.35,3.4,1.9
928,5210,122112,3.59,0.00,2.4,0.0
928,5211,121825,5.35,0.33,4.6,1.7
928,5212,121997,2.92,0.63,1.2,0.0
928,5400,122113,5.92,1.05,8.0,5.5
928,5402,122115,7.24,2.05,11.4,4.1
928,5403,122116,4.60,0.09,4.8,0.9
928,5404,136299,4.27,0.22,4.0,2.3
928,5405,122118,7.98,2.91,13.0,6.5
928,5406,122119,6.55,0.71,8.8,5.0
928,5408,122121,5.87,1.95,7.6,2.1
928,5409,122122,5.85,1.42,7.8,4.0
928,5410,122123,7.37,2.07,12.0,5.1
928,6905,134814,8.06,3.17,14.4,8.6
928,6906,135306,7.22,2.06,13.1,6.0
928,6907,135317,4.40,0.34,4.3,1.5
928,6908,135966,7.11,2.27,9.7,4.6
928,6909,135967,8.26,2.96,13.7,6.9
928,6910,136201,10.84,4.76,22.1,13.1
929,2002,122170,5.88,0.00,6.7,4.4
929,2009,122171,3.32,0.00,1.4,0.0
929,2015,122172,6.46,0.04,9.5,1.2
929,2018,122173,4.33,0.77,1.6,0.0
929,2019,122174,5.98,1.07,3.7,0.9
929,2030,122176,5.91,0.16,8.3,3.0
929,2032,122177,7.14,1.51,11.0,5.5
929,2033,122178,5.46,0.26,8.6,2.2
929,2035,122179,6.35,2.35,9.1,6.1
929,2037,122180,6.20,1.37,6.9,5.2
929,2041,122181,7.26,0.87,14.0,5.6
929,2043,122183,5.84,0.00,0.0,0.0
929,2044,122184,4.43,0.00,1.5,1.5
929,2046,122185,5.82,1.06,6.4,1.8
929,2047,122186,4.54,0.17,2.6,0.0
929,2050,122187,6.51,0.29,9.5,1.7
929,2053,122188,7.08,3.04,18.2,0.0
929,2056,122189,2.88,0.03,0.0,0.0
929,2070,122190,4.39,0.00,0.0,0.0
929,2074,122191,5.91,0.04,8.2,1.9
929,2076,122193,4.86,0.20,1.8,1.2
929,2077,122194,4.59,0.08,2.4,0.7
929,2091,122195,4.07,0.05,2.8,0.0
929,2098,122196,4.78,0.08,3.9,0.0
929,2101,122197,7.77,2.43,10.7,7.1
929,2103,122198,5.85,0.12,6.9,1.5
929,2105,122199,6.01,0.11,0.0,0.0
929,2121,122201,6.33,0.05,8.7,1.2
929,2138,122202,7.08,0.59,1.7,1.7
929,2142,122203,5.15,0.91,2.6,0.0
929,2185,122210,4.54,0.21,3.0,1.7
929,2189,122211,6.11,0.00,0.0,0.0
929,2207,122214,4.75,0.00,3.1,0.0
929,2209,122215,2.44,0.00,0.0,0.0
929,2212,122216,7.24,0.30,11.9,4.6
929,2215,122217,4.62,0.10,3.7,1.2
929,2217,122218,5.85,0.37,4.0,3.0
929,2219,122219,4.69,0.07,2.3,2.3
929,2220,122220,4.76,0.35,4.2,2.1
929,2224,122221,4.05,0.00,2.7,0.0
929,2227,122222,5.96,0.00,1.7,1.7
929,2228,122223,5.50,0.24,6.0,2.3
929,2229,122224,3.94,0.00,1.1,0.0
929,2232,122225,4.77,0.50,4.3,1.1
929,2234,122226,3.68,0.00,0.0,0.0
929,2236,122227,6.15,1.40,8.9,4.4
929,2239,122228,4.94,0.42,5.1,1.7
929,2243,122230,4.34,0.08,0.0,0.0
929,2246,122232,3.77,0.00,0.0,0.0
929,2254,122233,5.69,0.00,11.1,0.0
929,2268,122234,5.33,0.42,5.2,2.1
929,2270,122235,4.20,0.00,3.6,3.6
929,2277,122236,4.94,0.02,1.2,1.2
929,2278,122237,4.60,0.16,1.0,0.0
929,2281,122238,5.17,0.08,2.5,2.5
929,2291,122239,5.70,1.26,5.1,1.8
929,2293,122240,3.05,0.00,0.0,0.0
929,2299,122242,5.27,0.07,5.4,2.6
929,2323,122243,5.97,0.59,6.6,2.4
929,2325,122244,6.01,0.01,6.9,5.2
929,2354,122245,6.44,0.00,6.6,5.1
929,2360,122246,5.11,0.01,7.4,0.9
929,2370,122247,3.98,0.23,1.6,0.0
929,2372,122248,5.50,0.00,2.3,0.0
929,2376,122249,2.90,0.00,0.0,0.0
929,2397,122254,6.10,0.69,8.5,3.2
929,2398,122255,5.12,0.07,7.3,1.1
929,2405,122257,7.43,0.89,11.5,5.4
929,2407,122258,5.83,0.61,4.8,2.1
929,2415,122261,5.46,0.27,7.1,0.6
929,2417,122262,4.92,0.63,3.9,1.7
929,2525,122264,4.97,0.41,2.0,2.0
929,2526,122265,5.28,0.11,4.8,2.5
929,2527,122266,3.67,0.12,2.3,0.3
929,2529,122268,4.59,0.16,3.5,0.8
929,2530,122269,3.86,0.21,2.5,0.4
929,2531,131021,6.57,2.37,10.7,4.9
929,3001,122270,5.15,1.15,5.6,0.0
929,3046,122271,7.05,0.96,4.8,2.4
929,3065,122272,5.17,0.00,0.0,0.0
929,3095,122273,4.61,0.10,4.9,0.0
929,3129,122274,6.43,0.00,5.7,1.4
929,3133,122275,4.33,1.03,2.3,0.0
929,3135,122276,6.82,0.04,4.5,0.0
929,3173,122277,4.02,0.16,1.0,0.0
929,3210,122278,5.48,0.00,2.8,0.9
929,3264,122279,4.71,0.00,2.8,0.0
929,3312,122280,7.15,0.12,8.3,3.0
929,3333,122281,4.94,0.07,2.0,0.5
929,3346,122282,4.05,0.00,0.9,0.0
929,3347,122283,4.34,0.00,2.7,0.0
929,3349,122284,4.87,0.13,0.0,0.0
929,3355,122285,2.84,0.00,0.0,0.0
929,3367,122287,4.38,0.00,2.4,0.8
929,3403,122289,4.96,0.00,0.0,0.0
929,3408,122290,4.62,0.00,4.2,0.0
929,3411,122291,5.31,0.05,0.0,0.0
929,3423,122292,4.82,0.00,0.0,0.0
929,3443,122293,4.50,0.00,0.0,0.0
929,3447,122294,6.44,0.19,0.0,0.0
929,3454,122295,3.55,0.00,4.2,0.0
929,3487,122297,4.79,0.00,2.0,0.0
929,3492,122298,3.01,0.00,1.9,1.9
929,3542,122299,10.43,0.35,17.6,0.0
929,3548,122300,3.83,0.00,0.0,0.0
929,3550,122301,3.33,0.35,1.6,0.0
929,3560,122302,3.75,0.00,0.0,0.0
929,3561,122303,6.13,0.00,10.5,0.0
929,3711,122304,4.89,0.73,4.1,1.0
929,3713,122305,6.06,0.04,8.0,5.7
929,3720,122306,6.63,0.77,8.9,8.9
929,3726,122307,5.93,0.03,8.8,4.4
929,3732,122308,6.53,2.00,7.6,4.1
929,3746,122309,6.75,0.00,9.4,3.1
929,3770,122310,6.52,0.13,7.0,1.7
929,3840,122311,3.74,0.01,1.8,0.9
929,3888,122312,5.68,0.01,6.1,3.5
929,3917,122313,5.22,0.00,6.0,1.2
929,3918,134473,4.75,0.09,3.9,1.3
929,3920,135064,5.09,0.00,7.7,0.0
929,3921,128090,6.14,0.00,5.3,5.3
929,3922,131221,4.73,0.13,3.4,0.0
929,3923,135634,4.51,1.36,4.6,0.0
929,4000,122314,6.99,0.04,10.7,3.8
929,4001,122315,4.09,0.01,3.8,0.0
929,4006,122317,4.76,0.49,2.4,1.8
929,4024,122323,6.21,1.55,8.5,3.5
929,4037,122324,5.80,0.45,6.6,3.3
929,4041,122325,6.33,1.23,10.9,6.3
929,4079,122326,3.78,0.03,2.9,0.9
929,4122,122327,6.18,0.33,7.4,1.2
929,4130,122328,6.50,1.30,7.9,4.0
929,4150,122329,5.06,0.07,3.5,1.6
929,4161,122334,5.49,0.43,5.7,2.0
929,4162,122335,5.54,0.16,7.0,3.3
929,4168,122338,5.78,1.08,7.6,3.5
929,4198,122340,5.92,0.55,7.3,2.7
929,4199,122341,4.74,0.05,4.1,1.6
929,4239,122344,6.28,1.92,9.0,3.6
929,4290,122345,6.94,2.01,12.6,5.6
929,4309,122346,5.44,0.03,6.2,2.6
929,4328,122347,4.86,0.11,4.5,1.1
929,4332,122348,5.84,0.30,5.3,1.3
929,4337,122349,5.81,0.76,6.9,2.7
929,4361,122350,4.66,0.07,2.6,0.0
929,4369,122351,6.37,0.44,10.8,5.7
929,4370,122352,4.39,0.08,0.7,0.0
929,4401,122353,6.23,0.33,7.7,3.0
929,4404,122354,5.22,0.02,3.5,0.8
929,4415,122355,10.24,3.41,23.4,13.7
929,4417,122356,6.63,0.40,10.0,5.5
929,4424,122357,6.75,0.72,11.7,5.7
929,4426,122358,7.05,0.18,10.7,4.8
929,4434,122360,10.30,3.17,21.8,13.0
929,4437,122361,7.32,0.93,11.5,5.5
929,4438,122362,6.82,1.13,9.3,5.2
929,4439,122363,6.58,1.39,11.1,4.7
929,4441,122364,6.08,0.01,7.8,3.1
929,4442,132189,9.62,1.45,19.7,11.4
929,4501,122365,7.19,0.52,11.1,5.6
929,4620,122366,4.85,0.39,5.0,1.7
929,4632,122367,5.50,0.13,5.7,2.4
929,4653,122368,7.74,0.30,7.8,4.7
929,4654,122369,4.99,0.02,4.4,2.0
929,4800,122370,5.87,0.09,6.7,2.6
929,4802,122371,3.57,0.07,0.9,0.0
929,4810,122372,3.95,0.09,2.4,0.6
929,4816,122373,5.86,0.00,7.6,2.4
929,4818,131222,5.61,0.07,5.7,1.1
929,5201,122229,6.74,0.03,3.6,0.0
929,5400,122374,7.94,1.98,15.3,8.4
929,6905,135619,4.36,0.63,3.2,1.0
929,6906,135886,7.26,0.79,11.0,4.8
931,2001,122991,3.46,0.05,0.0,0.0
931,2002,134136,4.75,0.07,3.6,1.0
931,2053,122992,6.00,0.81,6.3,3.6
931,2055,122994,6.85,0.86,10.1,4.7
931,2056,122995,5.54,0.49,6.1,2.3
931,2057,122996,5.33,0.54,5.8,3.2
931,2058,122997,3.98,0.21,3.1,2.2
931,2059,122998,6.12,0.91,7.3,2.4
931,2060,122999,4.79,0.96,3.9,1.1
931,2100,123000,4.24,0.05,2.9,1.8
931,2103,123001,4.30,0.00,3.3,2.2
931,2104,123002,3.75,0.00,1.2,0.0
931,2106,123003,5.54,0.46,4.5,2.3
931,2110,123004,4.81,0.08,3.6,1.5
931,2151,123005,6.44,0.58,8.6,1.0
931,2200,123006,5.59,0.24,6.4,2.1
931,2202,123007,5.83,0.29,9.5,2.0
931,2207,123008,4.24,0.12,2.9,0.5
931,2208,123009,4.82,0.23,3.9,2.9
931,2209,123010,5.42,0.01,4.5,1.0
931,2210,123011,4.74,0.25,2.0,0.7
931,2211,123012,4.50,0.95,2.5,0.3
931,2250,123013,4.47,0.10,2.0,2.0
931,2251,123014,5.28,0.05,3.4,3.4
931,2252,123015,4.78,0.84,6.0,1.1
