LA,ESTAB,URN,PERCTOT,PERCUA,PPERSABS15,PPERSABS20
330,2101,103215,5.71,2.20,6.1,3.0
330,2106,103216,8.68,2.24,13.6,6.8
330,2108,103217,7.62,2.84,9.7,3.2
330,2111,103218,5.76,2.67,7.0,3.2
330,2115,103221,6.57,0.84,10.9,4.0
330,2118,103222,3.30,0.79,1.1,0.3
330,2119,103223,6.36,2.24,8.1,3.2
330,2127,103227,6.12,1.51,6.0,1.6
330,2128,103228,3.30,0.06,1.1,0.3
330,2129,103229,4.41,0.21,4.1,1.5
330,2132,103232,7.45,0.99,12.2,2.1
330,2133,103233,7.40,3.42,14.9,6.5
330,2135,103234,5.57,2.35,5.6,1.8
330,2139,103236,6.42,2.96,8.1,3.7
330,2142,103237,7.88,3.32,14.0,6.7
330,2149,103240,5.21,2.16,5.2,3.4
330,2150,103241,6.71,1.74,7.6,3.8
330,2151,103242,6.11,2.18,5.5,0.0
330,2153,103243,6.18,1.91,7.9,3.2
330,2155,103244,6.00,1.88,5.9,3.2
330,2156,103245,6.29,1.23,8.9,0.8
330,2157,103246,5.63,2.12,8.1,2.8
330,2159,103247,6.81,1.32,5.3,0.0
330,2160,103248,5.71,0.74,7.9,3.7
330,2161,103249,6.62,1.55,14.0,3.5
330,2166,103251,8.38,3.05,13.7,8.2
330,2169,103252,7.69,1.68,12.1,4.8
330,2172,103253,6.37,2.50,5.5,3.1
330,2173,103254,8.30,2.64,13.8,6.2
330,2174,103255,6.34,1.07,6.6,2.9
330,2176,103256,6.78,1.59,6.7,1.5
330,2178,103257,7.50,1.16,10.5,4.1
330,2179,103258,7.10,2.83,8.6,2.9
330,2180,103259,5.00,1.02,4.6,1.1
330,2182,103260,3.45,0.83,1.3,0.5
330,2183,103261,7.55,3.08,9.2,2.8
330,2184,103262,6.07,0.58,6.8,2.6
330,2185,103263,4.69,1.12,4.1,1.4
330,2188,103264,9.20,4.04,18.6,7.6
330,2189,103265,7.43,1.39,10.1,4.8
330,2190,103266,7.21,1.71,13.0,6.2
330,2191,103267,7.42,2.86,15.5,4.9
330,2192,103268,4.71,0.27,3.6,0.8
330,2195,103269,6.50,2.09,13.3,4.7
330,2197,103270,9.32,2.66,13.7,6.7
330,2200,103271,9.11,3.33,13.2,7.9
330,2203,103272,5.69,2.25,6.2,3.0
330,2224,103278,5.95,1.32,7.6,2.3
330,2225,103279,6.78,2.46,10.8,5.8
330,2226,103280,6.68,1.83,8.9,4.5
330,2227,103281,7.78,1.32,13.8,6.0
330,2229,103282,5.65,2.72,4.2,1.3
330,2231,103284,6.15,0.68,6.0,1.6
330,2236,103286,5.42,1.57,7.0,2.9
330,2238,103288,6.24,1.28,10.3,5.1
330,2239,103289,6.25,2.63,8.4,1.7
330,2241,103291,5.85,1.90,6.7,1.1
330,2245,103295,5.98,2.51,6.1,2.4
330,2246,103296,5.76,0.90,5.7,2.3
330,2249,103297,7.68,1.99,16.3,8.8
330,2251,103298,5.08,0.12,4.4,1.1
330,2254,103300,7.29,2.95,9.0,3.5
330,2263,103304,6.55,1.74,9.2,3.7
330,2272,103306,7.05,0.46,13.7,6.1
330,2273,103307,6.21,1.14,7.6,2.7
330,2276,103308,6.89,1.89,7.1,3.3
330,2277,103309,8.11,2.58,14.4,3.8
330,2278,103310,6.18,1.11,9.7,2.2
330,2283,103312,5.61,1.04,4.3,1.1
330,2284,103313,6.22,2.09,10.5,2.9
330,2288,103314,5.02,0.35,4.0,0.6
330,2289,103315,5.37,1.02,5.2,1.2
330,2293,103317,5.46,2.58,5.7,1.7
330,2294,103318,7.11,1.81,8.7,4.3
330,2295,103319,4.72,1.11,2.8,0.6
330,2296,103320,5.22,0.56,4.4,1.5
330,2297,103321,7.08,2.39,8.0,3.2
330,2298,103322,7.65,2.38,10.5,3.8
330,2299,103323,7.37,1.21,10.0,2.6
330,2300,103324,6.46,1.69,7.2,2.1
330,2305,103325,7.60,2.93,10.9,5.6
330,2306,103326,6.36,0.80,11.8,5.3
330,2308,103328,6.87,2.08,9.2,2.4
330,2309,103329,7.50,0.69,9.6,3.3
330,2310,103330,5.80,0.38,3.9,2.4
330,2312,103332,4.22,0.26,1.6,0.0
330,2313,103333,6.88,1.32,7.5,2.5
330,2314,103334,6.07,0.71,7.6,3.3
330,2315,103335,5.98,1.15,7.3,3.0
330,2317,103337,6.78,1.01,3.3,1.7
330,2320,103338,7.85,1.13,11.0,5.5
330,2321,103339,5.18,0.45,4.7,1.8
330,2400,103340,5.83,1.00,7.7,2.4
330,2401,103341,3.70,0.90,2.5,0.8
330,2402,103342,5.06,0.56,5.0,0.6
330,2406,103345,5.47,0.87,7.8,0.8
330,2408,103347,3.96,0.13,3.7,0.9
330,2412,103349,4.75,0.13,5.6,1.1
330,2416,103351,3.91,0.11,1.1,0.6
330,2420,103353,3.16,0.68,0.0,0.0
330,2425,103356,3.53,0.77,3.3,1.1
330,2426,103357,7.13,1.48,12.6,8.4
330,2429,103360,5.25,0.29,4.8,0.8
330,2434,103361,5.92,1.74,10.1,3.4
330,2435,103362,6.31,2.04,10.7,3.9
330,2436,103363,7.37,1.61,15.2,7.0
330,2437,103364,7.82,1.82,13.8,4.3
330,2438,103365,5.81,2.21,5.8,3.5
330,2439,103366,9.81,6.00,18.1,10.1
330,2440,103367,6.62,1.77,5.1,1.4
330,2441,103368,6.64,2.61,9.3,4.0
330,2442,103369,5.85,1.48,9.6,4.8
330,2443,103370,7.91,2.44,12.4,2.7
330,2444,103371,9.27,3.45,11.6,8.2
330,2445,103372,5.94,1.43,5.3,2.4
330,2446,103373,6.75,2.22,7.1,3.3
330,2447,103374,7.68,3.15,13.3,7.4
330,2448,103375,6.82,2.24,11.9,5.1
330,2449,103376,6.06,0.55,8.0,3.0
330,2450,103377,5.61,1.23,7.2,1.7
330,2451,103378,4.53,0.08,4.1,0.6
330,2452,103379,6.23,2.90,9.3,3.7
330,2453,103380,5.04,0.83,3.5,1.3
330,2454,103381,7.37,2.85,14.6,7.1
330,2455,103382,6.65,1.19,7.8,2.8
330,2456,103383,4.33,1.19,3.0,1.8
330,2457,103384,6.78,1.54,8.5,3.6
330,2458,103385,4.45,1.60,2.4,0.3
330,2460,103386,6.92,0.58,8.2,3.0
330,2461,103387,8.85,3.54,15.3,7.4
330,2462,103388,3.20,0.31,2.2,1.1
330,2463,103389,7.27,1.09,13.0,5.5
330,2464,103390,3.61,0.44,1.9,0.6
330,2465,103391,5.70,1.51,8.3,3.4
330,2466,103392,6.20,2.14,7.2,3.8
330,2468,103394,7.22,1.30,10.3,5.8
330,2469,103395,6.16,1.13,9.4,3.9
330,2471,130944,7.47,2.31,10.1,2.9
330,2472,131135,5.27,1.52,6.0,2.7
330,2473,131593,6.56,2.36,9.4,2.5
330,2474,131672,5.55,1.86,7.3,2.4
330,2475,131725,8.07,2.45,14.9,8.0
330,2476,131942,8.54,3.19,16.6,9.2
330,2477,132261,3.76,0.15,2.2,0.9
330,2478,132007,3.89,0.35,2.0,0.8
330,2479,132074,6.96,1.76,6.7,2.2
330,2480,132075,7.12,3.62,10.3,7.1
330,2481,132138,6.38,3.24,11.7,5.0
330,2482,132201,6.54,1.68,7.2,2.2
330,2483,133598,7.76,3.41,13.7,4.6
330,2484,133730,5.53,0.40,6.5,2.4
330,2485,133729,7.65,0.61,11.9,5.6
330,2486,133759,7.10,2.70,10.4,7.4
330,3002,103397,7.68,1.19,9.2,1.1
330,3003,103398,2.52,0.00,0.6,0.6
330,3004,103399,4.07,0.09,4.5,2.3
330,3008,103400,6.45,2.80,9.4,4.4
330,3010,103401,6.26,1.67,6.9,3.4
330,3011,103402,7.60,2.26,9.6,5.4
330,3015,103403,6.33,0.73,7.9,2.0
330,3016,103404,5.73,2.44,7.7,1.7
330,3018,103405,6.17,1.73,9.2,3.3
330,3019,103406,5.75,0.18,4.6,1.9
330,3025,103410,3.66,0.74,1.6,0.0
330,3026,103411,5.88,0.47,7.8,2.8
330,3302,103412,4.98,0.43,9.4,2.2
330,3303,103413,5.23,1.87,3.6,1.2
330,3305,103414,7.33,3.36,13.0,6.5
330,3306,103415,4.69,1.45,2.5,0.3
330,3307,103416,3.82,0.48,1.9,0.3
330,3310,103417,5.34,1.75,4.5,2.2
330,3311,103418,6.67,2.28,10.6,4.6
330,3314,103419,7.00,2.79,10.8,5.1
330,3316,103420,5.17,0.67,6.0,0.5
330,3317,103421,7.59,2.26,9.8,3.8
330,3318,103422,4.54,0.72,4.8,1.7
330,3319,103423,5.65,0.44,9.9,3.5
330,3320,103424,6.03,1.31,7.8,3.4
330,3321,103425,7.19,1.97,8.1,2.5
330,3322,103426,6.33,1.16,8.2,3.5
330,3323,103427,6.16,0.07,7.9,3.4
330,3325,103428,6.26,1.10,8.4,2.8
330,3327,103429,6.49,0.20,9.8,2.8
330,3328,103430,4.14,0.25,4.8,1.3
330,3329,103431,7.26,1.16,12.0,8.2
330,3330,103432,4.58,0.88,5.1,3.1
330,3331,103433,4.14,1.35,3.4,0.6
330,3335,103434,5.00,1.41,4.9,2.2
330,3337,103435,4.88,0.19,6.0,2.4
330,3339,103436,5.88,1.92,6.6,5.4
330,3342,103437,6.07,3.53,9.2,4.6
330,3344,103438,2.57,0.49,0.5,0.0
330,3346,103439,6.17,1.96,10.1,2.7
330,3347,103440,4.78,0.23,5.5,3.7
330,3349,103441,5.70,0.87,7.0,2.2
330,3350,103442,7.43,1.24,12.7,6.5
330,3351,103443,5.72,0.21,3.2,0.6
330,3352,103444,6.95,1.10,9.3,5.5
330,3353,103445,3.55,0.01,2.3,0.8
330,3354,103446,3.63,0.16,2.2,1.1
330,3355,103447,3.94,0.42,2.5,0.3
330,3356,103448,4.26,0.07,3.0,1.2
330,3357,103449,5.50,0.54,6.6,3.6
330,3358,103450,4.27,0.01,3.0,1.8
330,3359,103451,5.01,0.71,4.4,0.5
330,3360,103452,4.59,0.34,4.7,0.6
330,3361,103453,5.51,2.01,7.3,2.1
330,3362,103454,4.00,0.20,3.3,1.1
330,3363,103455,6.43,1.10,10.2,4.7
330,3365,103456,5.16,0.00,3.4,1.7
330,3366,103457,5.67,2.06,3.9,0.6
330,3367,103458,6.26,1.40,9.6,5.1
330,3371,103459,4.29,0.12,5.5,0.5
330,3372,103460,5.20,1.19,6.5,1.9
330,3374,103461,3.82,0.87,2.8,1.1
330,3375,103462,4.93,1.35,4.5,2.1
330,3377,103463,5.92,1.76,6.8,0.7
330,3379,103464,5.39,0.93,6.0,2.4
330,3380,103465,3.79,0.03,0.5,0.0
330,3381,103466,3.49,0.00,1.1,0.0
330,3382,103467,4.82,0.83,3.5,0.0
330,3383,103468,6.20,0.11,8.8,4.1
330,3385,103469,5.48,1.19,7.1,2.9
330,3386,103470,4.99,0.10,3.3,1.1
330,3401,103473,3.48,0.12,2.2,1.1
330,3402,103474,3.61,0.13,2.7,0.0
330,3403,103475,3.06,0.04,0.5,0.0
330,3406,103476,6.41,2.46,9.2,4.0
330,3409,103477,3.48,0.35,3.8,1.6
330,3410,103478,5.26,0.74,3.2,0.0
330,3411,103479,6.63,1.63,12.1,4.7
330,3412,134066,7.29,3.20,12.0,4.5
330,3413,134083,4.89,2.31,3.8,0.5
330,3419,131754,6.89,2.59,9.5,4.0
330,3420,133995,6.69,2.77,9.5,4.3
330,3421,133996,6.42,1.53,9.3,4.7
330,3428,134476,5.07,0.96,5.4,3.3
330,3429,134477,4.07,0.63,3.8,1.2
330,3430,134673,6.58,0.84,8.1,1.9
330,3431,134774,4.57,0.23,3.5,1.3
330,3432,134840,7.07,1.63,9.7,3.1
330,3433,131759,6.75,2.18,7.5,3.0
330,3434,131771,6.31,1.54,11.3,1.7
330,3435,131920,4.39,0.01,1.9,0.5
330,4008,103480,7.46,2.28,9.9,3.9
330,4009,103481,6.03,1.06,7.6,3.5
330,4012,103482,6.31,0.88,9.2,4.5
330,4015,103483,6.42,1.18,7.0,3.7
330,4057,103484,8.52,1.86,15.8,7.6
330,4060,136592,5.17,1.16,6.0,2.8
330,4063,103486,7.51,2.48,9.9,5.4
330,4084,103489,9.95,2.39,17.6,9.4
330,4108,136589,6.48,1.15,11.5,4.4
330,4109,103492,5.04,1.55,7.2,2.7
330,4115,103493,6.05,0.53,8.9,2.5
330,4129,103494,8.40,1.33,13.7,7.6
330,4138,103495,6.74,2.78,7.9,3.4
330,4173,103497,6.64,1.34,8.0,3.3
330,4177,103498,8.49,2.24,12.6,5.6
330,4187,103499,7.31,1.85,12.2,5.9
330,4188,103500,7.06,2.22,11.4,5.7
330,4193,103501,6.33,1.02,7.3,4.0
330,4201,103503,7.53,2.11,11.1,5.4
330,4206,103504,7.92,1.96,14.3,8.2
330,4207,103505,7.36,2.69,11.9,5.1
330,4214,103506,8.83,4.56,18.4,10.4
330,4217,103507,6.26,2.50,6.7,3.2
330,4220,103508,8.08,1.64,13.6,7.2
330,4223,103509,5.95,1.81,8.1,3.4
330,4226,103510,6.85,1.89,11.3,4.3
330,4227,103511,5.51,1.20,7.6,3.4
330,4233,103513,7.58,1.52,11.6,6.6
330,4237,103514,5.68,1.77,5.2,2.2
330,4238,103515,7.17,1.94,11.9,6.6
330,4240,103516,6.18,0.89,7.7,4.6
330,4241,103517,5.85,0.91,6.5,2.4
330,4244,103518,7.13,3.22,11.9,6.8
330,4245,103519,9.68,1.77,17.2,8.8
330,4246,103520,6.89,2.65,8.1,4.1
330,4300,103521,3.27,0.44,1.7,0.9
330,4301,103522,7.21,2.43,12.3,6.3
330,4307,103523,4.96,0.86,4.9,2.9
330,4323,103524,6.92,0.74,8.9,3.5
330,4330,103526,7.84,3.11,15.2,7.2
330,4331,103527,5.15,0.61,5.5,3.5
330,4333,103529,8.66,3.31,15.5,9.1
330,4334,133306,5.85,2.03,7.6,3.3
330,4606,103531,5.05,0.63,5.2,1.9
330,4616,103533,6.36,0.92,8.1,3.5
330,4625,103534,7.06,2.22,11.1,5.7
330,4660,103535,3.89,0.04,2.4,0.6
330,4661,103536,5.23,0.53,5.7,3.8
330,4663,103537,9.27,4.31,17.4,11.2
330,4664,103538,6.92,2.21,9.7,5.7
330,4801,103539,6.14,1.17,7.4,3.1
330,4804,103541,6.54,1.09,11.8,6.3
330,5201,103542,3.78,0.06,1.4,0.6
330,5202,103543,4.08,0.32,3.0,0.8
330,5203,103544,4.14,0.00,3.3,1.1
330,5204,103545,6.45,4.40,8.9,4.1
330,5205,103546,3.82,0.11,2.1,0.0
330,5400,103547,7.16,2.92,9.8,6.0
330,5401,103548,4.38,0.11,1.9,0.7
330,5402,103549,4.87,0.02,3.4,1.3
330,5403,103550,7.99,1.66,13.6,6.6
330,5404,103551,3.78,0.15,1.4,0.5
330,5405,103552,3.58,0.00,3.2,1.8
330,5406,103553,3.79,0.01,1.8,0.3
330,5407,103554,3.59,0.24,1.7,0.6
330,5408,103555,3.73,0.14,1.9,0.6
330,5409,103556,6.21,0.37,7.9,2.8
330,5410,103557,4.84,1.67,4.8,2.5
330,5411,136406,6.93,1.78,12.0,6.0
330,5412,103559,6.62,1.25,9.0,4.9
330,5413,103560,5.54,0.54,7.8,4.4
330,5414,136590,5.96,1.55,9.4,5.8
330,5415,103562,6.82,1.17,10.2,6.2
330,5416,103563,7.17,1.35,12.1,5.9
330,5949,131465,4.52,1.00,2.5,1.1
330,6905,135907,5.70,1.80,6.7,2.9
330,6906,136152,6.15,1.21,9.2,3.4
330,6907,135911,6.38,0.40,8.7,2.1
330,6908,135970,7.19,2.79,7.8,4.1
330,6909,136032,5.75,0.61,9.8,3.6
330,6910,136213,7.09,3.68,11.6,6.7
331,2000,103638,7.11,1.43,14.6,5.7
331,2008,103639,4.53,0.00,4.1,0.7
331,2009,103640,5.11,0.47,6.7,1.9
331,2013,103641,3.88,0.13,1.5,0.3
331,2015,103642,5.88,0.93,6.4,2.1
331,2021,103643,6.77,0.60,10.4,5.1
331,2023,103644,4.46,0.22,5.5,1.3
331,2034,103646,4.52,0.80,3.5,1.2
331,2037,103647,6.75,1.14,7.3,3.1
331,2047,103649,5.94,1.32,9.3,2.7
331,2054,103652,4.76,0.57,6.1,1.1
331,2056,103653,6.64,1.47,8.8,3.3
331,2068,103655,4.83,0.61,4.0,1.1
331,2076,103656,3.29,0.80,3.2,1.3
331,2078,103658,6.40,0.22,8.7,3.9
331,2079,103659,7.14,1.55,10.3,5.7
331,2084,103662,5.13,0.14,3.7,1.8
331,2091,103663,5.90,0.86,6.8,1.6
331,2092,103664,3.62,0.00,1.1,0.0
331,2095,103665,3.83,0.11,1.4,0.9
331,2101,103666,4.33,0.05,1.9,0.8
331,2107,103667,6.01,0.44,7.7,3.9
331,2110,103668,4.54,0.20,0.6,0.6
331,2115,103669,6.81,1.09,12.9,5.2
331,2117,103670,6.03,0.45,8.8,1.9
331,2118,103671,5.79,0.68,7.1,4.8
331,2121,103673,7.10,1.23,8.9,3.1
331,2122,103674,5.77,0.61,5.7,2.5
331,2124,103675,3.95,0.09,2.4,0.8
331,2125,103676,7.02,2.14,9.9,2.2
331,2129,103679,5.58,1.07,5.7,1.9
331,2130,103680,4.99,0.23,5.1,0.5
331,2131,103681,6.82,0.37,11.8,5.2
331,2132,103682,3.81,0.12,2.2,0.8
331,2135,103685,5.65,0.99,8.3,3.9
331,2136,103686,4.10,0.09,2.4,0.6
331,2138,103688,6.08,0.52,9.7,3.7
331,2140,103690,7.31,2.32,8.4,2.5
331,2141,103691,4.85,0.13,3.1,1.0
331,2142,103692,5.92,1.06,8.7,2.9
331,2143,103693,6.67,1.53,9.9,4.0
331,2144,103694,6.48,1.71,10.1,3.7
331,2145,103695,6.05,1.53,6.4,0.7
331,2146,103696,4.66,0.16,4.6,1.3
331,2147,103697,5.28,1.34,5.5,1.1
331,2149,103672,3.72,0.16,1.4,0.0
331,2150,103648,5.75,1.39,5.9,2.2
331,2151,103698,4.34,0.64,5.8,1.1
331,2152,103684,5.71,1.36,4.8,2.2
331,2153,131442,4.60,0.48,2.2,0.0
331,2154,131239,4.23,0.00,1.6,0.4
331,2155,131241,4.73,0.87,2.6,0.6
331,2156,133476,3.98,0.56,3.6,1.8
331,2157,133475,5.89,1.02,6.1,0.8
331,2158,133474,7.35,3.18,16.9,6.5
331,3001,103699,5.17,0.34,5.9,2.2
331,3006,103700,4.91,1.42,3.6,1.3
331,3007,103701,5.80,1.29,6.0,3.0
331,3008,103702,4.97,1.25,5.6,0.6
331,3009,103703,4.70,0.03,3.4,3.4
331,3010,133556,4.94,1.52,5.5,2.3
331,3301,103704,3.15,0.14,2.4,0.0
331,3302,103705,5.18,0.51,5.9,2.6
331,3304,103706,6.82,0.22,7.0,2.6
331,3400,103707,3.98,0.00,3.3,0.8
331,3404,103709,4.55,0.70,5.9,2.2
331,3405,103710,4.85,0.05,4.3,0.0
331,3406,103711,4.79,1.02,2.8,1.1
331,3408,103712,4.24,0.45,1.8,0.0
331,3409,103713,4.12,0.88,2.7,0.8
331,3411,103714,5.52,1.31,10.1,4.7
331,3412,103715,3.94,0.13,2.9,0.6
331,3414,103716,5.58,0.81,6.2,3.4
331,3415,103717,6.64,2.01,11.6,6.4
331,3418,103719,3.15,1.05,1.9,0.0
331,3422,103720,6.24,1.07,6.5,2.4
331,3423,103721,6.93,0.63,10.2,4.8
331,3427,103722,3.55,0.00,1.2,0.8
331,3432,103723,5.04,0.70,4.9,1.7
331,3433,103724,4.45,0.19,1.7,1.2
331,3434,103725,4.73,0.96,3.3,1.6
331,3435,103726,4.84,0.65,5.8,1.7
331,3436,134019,5.82,1.73,8.6,3.9
331,3437,134426,5.60,1.07,6.5,2.7
331,3438,134745,5.01,0.74,3.9,1.4
331,4000,103727,7.91,1.24,14.4,7.3
331,4005,103728,7.64,0.70,14.3,6.2
331,4026,103729,5.97,0.72,7.6,3.5
331,4027,103730,6.25,0.85,8.5,4.5
331,4028,103731,5.64,0.75,7.6,3.2
331,4029,103732,8.14,3.39,15.2,8.8
331,4030,103733,6.36,2.32,8.1,2.0
331,4033,103735,7.56,1.28,11.7,6.4
331,4034,103736,7.53,1.14,14.0,6.9
331,4037,103738,5.79,0.49,7.0,3.0
331,4039,103740,8.35,3.07,16.6,9.8
331,4043,103741,6.82,2.07,11.6,4.8
331,4044,103734,8.18,2.76,14.4,5.3
331,4701,103742,6.67,0.89,10.2,4.8
331,4707,103743,6.55,0.65,10.8,4.5
331,4710,103744,7.83,2.05,14.3,6.1
331,4800,103745,5.28,0.40,5.3,2.6
331,6905,135335,8.86,1.78,18.4,9.4
331,6906,136126,6.90,0.41,9.2,3.2
332,2000,103771,5.68,0.90,6.5,2.5
332,2004,103772,7.41,0.13,12.5,5.5
332,2005,103773,7.82,0.96,12.9,6.5
332,2010,103774,5.29,3.17,4.0,1.3
332,2012,103775,7.44,1.26,14.7,4.7
332,2023,103776,6.77,2.00,9.2,3.3
332,2024,103777,5.69,0.76,5.1,2.9
332,2029,103778,5.66,0.80,5.2,1.9
332,2035,103779,4.46,0.33,3.3,1.7
332,2036,103780,3.90,0.34,1.7,0.0
332,2043,103781,4.21,0.23,3.2,0.9
332,2045,103782,5.78,1.14,5.2,1.7
332,2048,103783,6.88,2.34,12.1,3.4
332,2052,103784,5.72,0.67,7.6,2.4
332,2063,103786,4.98,0.08,3.6,0.4
332,2067,103787,5.73,0.44,4.2,1.8
332,2068,103788,4.79,0.87,4.9,0.4
332,2072,103790,5.95,0.15,6.0,0.6
332,2075,103791,5.23,0.32,3.8,1.2
332,2077,103792,4.36,0.38,4.5,2.7
332,2102,103793,5.87,1.10,5.9,2.8
332,2104,103794,4.90,0.03,4.6,1.1
332,2106,103796,6.50,1.09,9.8,3.0
332,2107,103797,4.59,0.12,3.0,0.0
332,2109,103799,4.45,0.33,3.3,1.6
332,2111,103800,6.50,1.79,6.4,2.6
332,2112,103801,7.18,1.72,9.0,5.8
332,2116,103802,5.91,0.04,7.4,2.8
332,2118,103803,5.47,1.35,3.1,0.5
332,2120,103804,4.24,0.07,1.0,0.2
332,2122,103805,4.71,0.10,3.0,0.6
332,2123,103806,5.84,0.60,7.5,4.6
332,2124,103807,5.52,0.09,5.5,0.6
332,2125,103808,4.37,0.06,2.1,0.9
332,2126,103809,5.17,0.16,4.9,1.7
332,2130,103810,4.54,0.35,4.9,2.8
332,2132,103812,6.04,1.78,6.8,1.1
332,2136,103813,5.93,0.56,7.7,2.6
332,2137,103814,4.64,0.11,4.1,1.9
332,2138,103815,5.34,0.14,6.0,0.9
332,2139,103816,3.92,0.27,1.8,1.2
332,2140,103817,5.79,0.57,4.7,1.6
332,2141,103818,5.14,0.30,3.6,1.1
332,2142,103819,6.61,0.82,9.1,3.9
332,2143,103820,6.73,0.70,8.2,4.4
332,2144,103821,6.12,1.04,7.3,2.0
332,2145,103822,6.42,0.13,9.2,2.3
332,2146,103823,5.20,1.69,7.1,1.7
332,2147,103824,5.30,0.37,4.0,1.7
332,2148,103825,6.01,0.59,8.2,2.7
332,2149,103826,5.35,1.45,5.1,1.3
332,2150,103827,3.57,0.05,1.1,0.0
332,2151,103828,4.35,0.23,2.1,0.7
332,2152,103829,5.24,0.23,4.7,1.4
332,2153,103830,6.28,1.65,8.2,2.0
332,2154,103831,5.97,2.15,8.4,2.1
332,2155,103832,3.43,0.01,2.5,0.3
332,2156,103833,5.82,1.51,5.6,1.0
332,2160,103834,5.09,0.07,4.4,0.8
332,3007,103835,4.31,0.07,1.2,0.4
332,3008,103836,5.28,0.88,4.3,1.0
332,3009,103837,5.11,0.49,3.3,2.7
332,3010,103838,4.38,1.11,3.0,1.0
332,3050,103839,4.58,0.03,2.8,0.6
332,3052,103840,6.01,0.01,6.3,1.6
332,3053,103841,6.97,1.26,10.7,3.3
332,3302,103842,5.43,0.83,5.6,1.7
332,3303,103843,5.08,0.57,5.4,2.4
332,3304,103844,5.03,0.44,3.4,0.6
332,3306,103845,6.42,1.55,9.6,5.2
332,3350,103846,4.45,0.07,4.9,1.6
332,3352,103847,6.51,0.97,7.1,1.6
332,3354,103848,4.92,0.14,2.7,0.5
332,3355,103849,3.51,0.04,2.3,0.0
332,3357,103850,4.99,0.22,5.0,2.2
332,3358,103851,4.75,0.04,4.1,0.6
332,3359,103852,7.49,2.17,9.8,3.1
332,4018,103853,7.23,2.61,10.9,6.4
332,4020,103854,4.93,0.08,5.7,2.2
332,4023,103855,7.17,2.07,10.6,5.5
332,4025,103856,7.49,1.48,13.5,6.4
332,4027,103857,7.56,4.26,11.9,5.3
332,4030,103858,6.89,2.14,10.9,5.9
332,4105,103859,6.64,2.52,9.1,4.3
332,4106,103860,7.18,2.08,12.7,7.4
332,4110,103861,8.02,2.52,15.3,9.7
332,4117,103863,6.66,2.68,8.5,4.7
332,4119,103865,5.99,0.95,7.7,3.2
332,4121,103866,6.59,1.98,10.8,6.7
332,4612,103867,9.90,5.56,18.7,11.5
332,4800,103868,5.79,0.51,6.2,4.1
332,5200,103869,4.37,0.10,2.6,0.6
332,5400,103870,3.48,0.00,1.9,0.9
332,5401,103871,6.47,2.28,9.1,5.7
332,5402,103872,5.25,0.54,5.4,2.0
332,5403,103873,7.24,1.45,12.7,6.4
332,5404,136618,6.18,0.97,7.5,3.3
332,5405,103875,5.65,1.15,7.5,4.1
333,2015,103895,5.27,1.27,7.2,2.1
333,2016,103896,6.93,0.63,11.7,4.2
333,2041,103905,5.51,0.51,5.0,1.1
333,2042,103906,5.83,0.96,7.4,4.1
333,2045,103907,5.35,1.31,7.4,4.4
333,2046,103908,5.55,0.65,5.9,1.2
333,2047,103909,5.34,0.73,6.0,2.5
333,2048,103910,5.79,0.92,7.4,1.1
333,2051,103913,6.25,1.85,7.6,3.4
333,2054,103914,9.17,1.76,19.6,6.7
333,2056,103915,4.65,1.09,5.0,0.8
333,2057,103916,2.96,1.28,1.1,0.0
333,2060,103919,4.85,0.91,4.2,1.7
333,2061,103920,4.27,1.46,3.7,1.2
333,2062,103921,6.03,1.49,8.3,2.8
333,2070,103922,3.67,0.08,1.1,0.0
333,2072,103923,8.66,2.31,16.2,6.9
333,2074,103924,6.72,0.40,6.8,1.2
333,2075,103925,6.25,0.97,8.2,3.7
333,2076,103926,5.36,1.65,3.1,0.9
333,2078,103927,6.48,3.41,8.1,8.1
333,2082,103928,5.65,1.05,5.5,2.2
333,2101,103929,4.77,0.23,3.6,0.8
333,2102,103930,6.63,0.34,6.4,1.6
333,2104,103932,6.12,0.68,5.8,1.2
333,2105,103933,6.20,1.96,8.5,1.9
333,2108,103934,4.89,0.31,3.1,1.8
333,2112,103936,6.84,2.89,9.9,6.2
333,2113,103937,8.19,2.14,9.5,3.8
333,2118,103939,5.25,1.10,4.0,1.7
333,2122,103940,7.56,2.05,14.6,5.8
333,2123,103941,3.81,0.11,2.2,0.0
333,2124,103942,5.43,1.42,5.3,2.5
333,2125,103943,6.96,1.65,10.9,5.5
333,2126,103944,8.32,3.57,13.2,4.0
333,2127,103945,4.54,0.80,5.5,1.6
333,2128,103946,4.25,1.08,4.4,0.8
333,2133,103947,3.77,0.35,2.7,0.0
333,2134,103948,5.65,1.21,6.6,1.3
333,2135,103949,6.35,1.71,9.8,3.8
333,2136,103950,5.12,1.06,5.3,0.8
333,2138,103952,7.76,2.85,13.6,4.8
333,2140,103953,4.27,0.16,2.7,1.1
333,2141,103954,5.01,1.39,5.1,3.2
333,2146,103955,5.10,0.84,4.9,0.6
333,2148,103957,6.43,1.59,10.4,3.6
333,2151,103960,5.85,1.57,5.6,2.8
333,2154,103963,5.21,0.13,4.2,3.3
333,2158,103966,5.69,0.85,5.3,0.8
333,2161,103967,6.60,1.76,5.4,1.4
333,2162,103968,5.33,1.51,8.3,2.9
333,2163,103969,5.49,1.63,7.1,0.8
333,2164,103970,4.97,2.07,7.3,1.9
333,2166,103972,5.43,0.17,5.8,1.4
