URN,COHORT,OVERALL,FEC,OTHERFE,SSF,SFC,APPREN,HEI,COMBO,KNOWN,UNKNOWN,OVERALLPER,FECPER,OTHERFEPER,SSFPER,SFCPER,APPRENPER,HEIPER,COMBOPER,KNOWNPER,UNKNOWNPER
117585,210,200,30,0,160,SUPP,SUPP,0,SUPP,5,5,94%,15%,0%,77%,SUPP,SUPP,0%,SUPP,3%,3%
117586,200,180,80,SUPP,100,0,5,0,0,15,10,89%,40%,SUPP,49%,0%,1%,0%,0%,6%,4%
117587,210,180,40,5,135,0,10,0,SUPP,20,10,84%,18%,1%,64%,0%,5%,0%,SUPP,11%,5%
137156,170,150,45,10,100,SUPP,5,0,0,5,5,93%,27%,5%,61%,SUPP,2%,0%,0%,3%,4%
117589,180,160,50,0,105,SUPP,5,0,SUPP,15,5,89%,28%,0%,58%,SUPP,4%,0%,SUPP,9%,2%
117590,210,200,50,SUPP,135,10,SUPP,0,SUPP,5,5,95%,24%,SUPP,65%,5%,SUPP,0%,SUPP,3%,2%
117591,170,160,55,0,100,0,SUPP,0,0,5,10,92%,32%,0%,59%,0%,SUPP,0%,0%,3%,5%
117592,160,150,25,SUPP,115,5,5,0,0,5,5,92%,15%,SUPP,72%,4%,3%,0%,0%,4%,4%
136901,200,190,40,SUPP,150,0,5,0,0,5,5,94%,19%,SUPP,74%,0%,2%,0%,0%,2%,3%
117594,150,140,40,SUPP,100,SUPP,0,0,0,10,5,92%,25%,SUPP,65%,SUPP,0%,0%,0%,5%,3%
117595,90,80,15,SUPP,60,0,SUPP,0,0,5,5,93%,20%,SUPP,71%,0%,SUPP,0%,0%,3%,3%
117596,160,140,70,SUPP,65,0,5,0,SUPP,15,10,85%,43%,SUPP,41%,0%,4%,0%,SUPP,10%,5%
136607,190,170,55,5,105,0,15,0,SUPP,10,10,89%,30%,3%,56%,0%,7%,0%,SUPP,6%,5%
136482,110,100,5,SUPP,80,10,SUPP,0,0,SUPP,15,86%,4%,SUPP,69%,11%,SUPP,0%,0%,SUPP,12%
135876,180,150,95,SUPP,55,0,5,0,0,20,10,83%,52%,SUPP,30%,0%,3%,0%,0%,11%,6%
135938,130,110,50,5,50,0,5,0,0,15,10,80%,39%,2%,39%,0%,4%,0%,0%,13%,7%
137572,200,180,75,5,100,0,10,0,SUPP,15,5,90%,37%,2%,51%,0%,4%,0%,SUPP,7%,4%
120632,150,150,15,SUPP,125,SUPP,5,0,0,5,SUPP,95%,11%,SUPP,82%,SUPP,3%,0%,0%,4%,SUPP
120633,120,120,15,SUPP,100,0,SUPP,0,0,5,SUPP,97%,11%,SUPP,84%,0%,SUPP,0%,0%,3%,SUPP
120635,230,200,80,5,115,0,10,0,0,15,10,89%,35%,3%,51%,0%,5%,0%,0%,7%,4%
136479,50,40,30,5,5,0,5,0,0,5,SUPP,85%,66%,11%,9%,0%,15%,0%,0%,11%,SUPP
136624,160,140,100,10,35,0,5,0,0,10,5,92%,64%,7%,21%,0%,5%,0%,0%,5%,3%
120640,120,110,15,SUPP,95,0,10,0,SUPP,SUPP,SUPP,97%,11%,SUPP,83%,0%,7%,0%,SUPP,SUPP,SUPP
120642,150,150,10,0,135,0,SUPP,0,SUPP,5,SUPP,97%,7%,0%,89%,0%,SUPP,0%,SUPP,2%,SUPP
120643,100,90,75,5,5,0,10,0,0,10,5,87%,74%,6%,7%,0%,9%,0%,0%,10%,4%
120645,130,110,85,5,20,0,5,0,0,20,5,80%,63%,3%,15%,0%,4%,0%,0%,15%,5%
136968,130,100,70,5,25,5,10,0,0,15,10,81%,56%,3%,20%,2%,6%,0%,0%,13%,6%
136958,110,100,40,10,5,45,10,0,0,5,5,89%,35%,7%,4%,43%,7%,0%,0%,6%,5%
120650,130,100,65,15,25,SUPP,10,0,0,15,10,81%,50%,12%,18%,SUPP,9%,0%,0%,12%,7%
120653,70,60,35,SUPP,10,10,5,0,0,5,5,88%,53%,SUPP,18%,14%,5%,0%,0%,6%,6%
120654,120,100,40,10,45,0,10,0,SUPP,10,10,84%,34%,9%,41%,0%,10%,0%,SUPP,8%,8%
120655,180,170,10,5,135,20,5,0,0,5,10,92%,5%,2%,75%,11%,3%,0%,0%,3%,5%
120657,100,80,70,5,SUPP,0,5,0,0,10,10,81%,73%,6%,SUPP,0%,3%,0%,0%,9%,9%
120660,160,120,95,10,15,0,10,0,0,25,10,78%,60%,8%,10%,0%,5%,0%,0%,15%,7%
120661,140,130,15,0,115,0,0,0,0,5,SUPP,94%,11%,0%,82%,0%,0%,0%,0%,5%,SUPP
120662,140,100,70,15,15,0,15,0,0,20,15,74%,52%,10%,13%,0%,11%,0%,0%,15%,11%
136491,210,180,65,5,95,10,10,0,0,20,15,85%,32%,2%,45%,5%,4%,0%,0%,9%,6%
120664,80,80,45,5,25,0,5,0,0,5,5,91%,54%,9%,29%,0%,7%,0%,0%,5%,4%
120665,120,120,15,SUPP,95,0,SUPP,0,SUPP,0,5,97%,14%,SUPP,82%,0%,SUPP,0%,SUPP,0%,3%
120696,130,120,15,5,100,SUPP,5,0,SUPP,5,5,93%,12%,3%,76%,SUPP,4%,0%,SUPP,4%,4%
136315,80,70,5,SUPP,65,0,SUPP,0,0,5,SUPP,93%,7%,SUPP,84%,0%,SUPP,0%,0%,5%,SUPP
137166,150,140,15,5,130,0,SUPP,0,0,5,5,95%,9%,2%,85%,0%,SUPP,0%,0%,2%,3%
137213,110,110,5,SUPP,100,SUPP,5,0,0,5,SUPP,96%,4%,SUPP,89%,SUPP,3%,0%,0%,4%,SUPP
120701,120,120,5,SUPP,100,10,SUPP,0,SUPP,SUPP,SUPP,97%,4%,SUPP,83%,8%,SUPP,0%,SUPP,SUPP,SUPP
136350,90,80,5,SUPP,70,10,SUPP,SUPP,0,5,5,92%,3%,SUPP,77%,10%,SUPP,SUPP,0%,3%,4%
136537,160,130,55,10,65,0,15,0,SUPP,15,10,82%,35%,5%,42%,0%,9%,0%,SUPP,10%,8%
137447,210,190,30,5,150,SUPP,5,0,SUPP,10,15,89%,15%,2%,71%,SUPP,2%,0%,SUPP,5%,6%
120705,110,90,75,10,5,0,5,0,0,10,15,79%,66%,8%,4%,0%,5%,0%,0%,9%,13%
120707,120,120,15,0,100,SUPP,0,0,0,SUPP,5,97%,11%,0%,85%,SUPP,0%,0%,0%,SUPP,3%
136871,240,210,65,15,135,0,20,0,0,15,5,90%,27%,6%,58%,0%,8%,0%,0%,7%,3%
137135,210,180,70,10,105,SUPP,10,0,SUPP,15,15,86%,32%,4%,49%,SUPP,6%,0%,SUPP,7%,7%
136415,250,230,55,10,165,0,10,0,0,5,15,92%,22%,5%,66%,0%,4%,0%,0%,2%,5%
120712,150,140,60,5,75,0,SUPP,0,SUPP,10,SUPP,93%,41%,2%,49%,0%,SUPP,0%,SUPP,6%,SUPP
120713,200,170,50,5,90,25,5,0,0,15,10,86%,27%,2%,45%,13%,2%,0%,0%,8%,6%
136358,180,150,35,10,105,0,5,0,0,25,10,82%,20%,5%,57%,0%,4%,0%,0%,13%,5%
120716,190,180,130,10,40,0,10,0,SUPP,5,10,93%,67%,5%,20%,0%,6%,0%,SUPP,3%,5%
120717,100,100,35,5,55,0,5,0,0,5,SUPP,93%,36%,6%,51%,0%,3%,0%,0%,5%,SUPP
136476,90,80,70,5,5,0,5,0,0,5,5,84%,77%,4%,3%,0%,6%,0%,0%,8%,8%
136282,160,140,40,10,80,0,5,0,SUPP,20,10,83%,25%,7%,49%,0%,2%,0%,SUPP,11%,6%
120720,90,90,10,SUPP,75,0,5,0,0,5,SUPP,93%,12%,SUPP,80%,0%,3%,0%,0%,5%,SUPP
135563,80,70,20,5,40,SUPP,5,0,SUPP,10,5,82%,26%,7%,46%,SUPP,6%,0%,SUPP,13%,5%
135564,160,130,45,5,85,0,10,0,SUPP,15,15,83%,28%,2%,53%,0%,6%,0%,SUPP,8%,9%
135565,250,240,25,5,210,0,15,0,0,10,SUPP,96%,10%,2%,83%,0%,5%,0%,0%,3%,SUPP
135666,230,180,155,15,SUPP,10,20,0,0,35,20,78%,66%,6%,SUPP,5%,8%,0%,0%,14%,8%
136044,410,360,135,25,195,SUPP,20,0,5,40,20,86%,32%,6%,47%,SUPP,5%,0%,1%,9%,4%
121151,180,150,75,5,65,0,10,0,0,15,15,82%,41%,4%,36%,0%,5%,0%,0%,9%,9%
121152,230,190,90,10,85,SUPP,10,0,SUPP,20,20,82%,40%,4%,36%,SUPP,4%,0%,SUPP,9%,9%
121153,170,140,55,5,SUPP,80,10,0,0,15,20,81%,33%,2%,SUPP,45%,5%,0%,0%,8%,11%
121154,170,140,55,5,SUPP,80,5,0,0,20,10,83%,34%,3%,SUPP,46%,4%,0%,0%,12%,5%
121155,110,90,30,5,SUPP,50,SUPP,0,0,15,5,82%,30%,4%,SUPP,48%,SUPP,0%,0%,15%,3%
121157,190,150,80,5,65,0,10,0,0,25,10,80%,43%,2%,35%,0%,5%,0%,0%,14%,6%
121158,150,120,85,5,25,SUPP,5,0,0,10,20,80%,58%,2%,18%,SUPP,5%,0%,0%,7%,13%
121159,140,110,45,5,25,35,5,0,0,15,10,81%,32%,4%,19%,25%,4%,0%,0%,11%,9%
121160,130,110,60,5,45,0,5,0,SUPP,5,10,87%,47%,4%,35%,0%,6%,0%,SUPP,3%,9%
121161,160,140,45,5,80,5,15,0,0,10,15,83%,29%,4%,48%,2%,9%,0%,0%,7%,10%
121162,310,260,85,20,140,10,20,0,SUPP,20,25,85%,29%,7%,46%,4%,6%,0%,SUPP,7%,8%
121163,160,140,40,SUPP,95,5,5,0,0,5,15,89%,25%,SUPP,59%,3%,3%,0%,0%,3%,9%
121164,190,160,50,5,10,90,5,0,0,20,15,81%,27%,3%,5%,47%,3%,0%,0%,10%,9%
121167,170,150,65,5,75,0,10,0,SUPP,5,15,88%,39%,4%,45%,0%,6%,0%,SUPP,4%,8%
121168,110,100,50,5,45,0,5,0,0,5,10,88%,44%,4%,41%,0%,5%,0%,0%,4%,8%
121169,110,90,25,5,55,SUPP,5,0,0,15,10,79%,23%,4%,51%,SUPP,4%,0%,0%,13%,9%
121170,60,50,30,SUPP,20,0,SUPP,0,0,10,5,80%,44%,SUPP,34%,0%,SUPP,0%,0%,13%,8%
137461,240,220,85,10,125,SUPP,10,0,0,10,15,91%,35%,3%,52%,SUPP,4%,0%,0%,4%,5%
121172,230,200,65,10,125,SUPP,5,0,0,15,15,86%,29%,4%,53%,SUPP,3%,0%,0%,6%,7%
121173,150,120,65,10,40,0,5,0,0,20,20,75%,42%,6%,27%,0%,3%,0%,0%,12%,13%
121176,200,140,60,15,60,SUPP,5,0,0,35,25,70%,31%,8%,30%,SUPP,4%,0%,0%,18%,12%
136515,240,220,75,5,135,0,10,0,0,15,10,91%,32%,3%,56%,0%,4%,0%,0%,6%,3%
121179,150,130,65,5,60,0,10,0,0,10,15,85%,41%,3%,40%,0%,6%,0%,0%,7%,9%
121180,270,240,60,15,160,SUPP,10,0,0,25,15,86%,22%,5%,58%,SUPP,4%,0%,0%,9%,5%
121181,220,200,75,15,110,0,15,0,SUPP,10,10,90%,33%,8%,49%,0%,8%,0%,SUPP,5%,5%
121182,240,210,105,15,85,0,20,0,0,15,10,89%,46%,7%,37%,0%,8%,0%,0%,6%,5%
137092,180,150,50,0,95,0,SUPP,0,0,20,15,82%,29%,0%,54%,0%,SUPP,0%,0%,10%,7%
121185,220,180,70,SUPP,110,0,10,0,SUPP,20,15,84%,32%,SUPP,50%,0%,5%,0%,SUPP,10%,6%
121187,220,190,90,SUPP,95,0,10,0,0,15,10,87%,42%,SUPP,43%,0%,5%,0%,0%,8%,6%
121188,80,70,35,SUPP,30,0,5,0,SUPP,5,15,78%,41%,SUPP,34%,0%,4%,0%,SUPP,6%,16%
121189,200,180,45,5,115,15,5,0,0,10,10,90%,22%,2%,59%,8%,4%,0%,0%,5%,5%
136481,150,140,15,SUPP,115,5,5,0,SUPP,5,5,95%,10%,SUPP,78%,4%,3%,0%,SUPP,2%,3%
137431,120,100,30,10,5,60,5,0,0,5,5,90%,25%,7%,4%,53%,6%,0%,0%,4%,6%
121210,310,260,135,5,110,SUPP,15,0,SUPP,35,25,82%,43%,2%,36%,SUPP,4%,0%,SUPP,11%,7%
121212,160,130,90,5,35,0,10,0,0,15,20,79%,56%,3%,23%,0%,6%,0%,0%,9%,11%
121213,180,150,60,5,10,75,10,0,0,15,15,84%,35%,3%,5%,41%,5%,0%,0%,7%,9%
121214,130,110,25,5,75,5,SUPP,0,0,10,10,84%,20%,2%,56%,5%,SUPP,0%,0%,8%,8%
121215,220,190,80,5,0,110,5,0,0,25,5,87%,35%,2%,0%,50%,2%,0%,0%,11%,2%
121216,130,100,70,5,25,0,10,0,0,15,10,80%,55%,4%,20%,0%,9%,0%,0%,12%,9%
121217,210,180,85,5,SUPP,90,5,0,0,20,15,83%,39%,1%,SUPP,42%,3%,0%,0%,10%,8%
121218,200,180,65,5,5,105,10,0,0,15,5,90%,33%,3%,3%,51%,6%,0%,0%,7%,3%
121219,190,140,80,5,0,60,5,0,0,30,15,75%,42%,2%,0%,32%,2%,0%,0%,17%,8%
121220,160,120,70,SUPP,0,50,5,0,0,20,10,80%,46%,SUPP,0%,33%,5%,0%,0%,13%,7%
135650,110,90,25,10,50,0,10,0,0,10,15,78%,23%,9%,46%,0%,8%,0%,0%,10%,13%
135904,130,80,55,5,20,0,5,0,SUPP,25,20,63%,43%,3%,15%,0%,4%,0%,SUPP,21%,16%
136488,190,170,65,10,95,0,10,0,0,15,10,87%,33%,4%,49%,0%,5%,0%,0%,8%,5%
137089,200,190,40,SUPP,155,0,5,0,SUPP,5,5,96%,19%,SUPP,75%,0%,3%,0%,SUPP,2%,2%
137049,230,200,85,SUPP,110,SUPP,10,0,0,15,20,84%,36%,SUPP,47%,SUPP,5%,0%,0%,7%,9%
122053,150,120,80,5,40,0,5,0,SUPP,20,10,81%,51%,2%,27%,0%,3%,0%,SUPP,12%,7%
122055,220,200,70,5,120,SUPP,10,0,0,20,5,89%,32%,3%,53%,SUPP,5%,0%,0%,8%,3%
122059,240,190,80,5,105,0,10,0,SUPP,30,20,80%,34%,2%,44%,0%,5%,0%,SUPP,12%,8%
122060,160,120,35,5,80,0,5,0,SUPP,30,10,77%,23%,2%,51%,0%,3%,0%,SUPP,18%,6%
136489,220,200,65,SUPP,140,0,5,0,0,10,5,94%,29%,SUPP,64%,0%,3%,0%,0%,5%,2%
137087,240,200,70,SUPP,130,0,15,0,0,20,15,86%,29%,SUPP,56%,0%,6%,0%,0%,8%,6%
122064,280,240,75,5,155,0,10,0,0,15,25,85%,27%,2%,56%,0%,4%,0%,0%,5%,10%
122066,200,170,85,5,85,0,10,0,0,20,5,87%,42%,2%,43%,0%,6%,0%,0%,10%,3%
122074,170,140,45,5,85,0,15,0,0,20,15,80%,27%,4%,49%,0%,8%,0%,0%,11%,9%
122079,230,200,75,15,110,0,20,0,0,25,10,85%,32%,6%,47%,0%,9%,0%,0%,10%,5%
122083,270,240,55,5,185,0,5,0,SUPP,15,10,91%,20%,1%,70%,0%,2%,0%,SUPP,6%,3%
122087,160,140,35,SUPP,105,0,SUPP,0,SUPP,10,10,87%,20%,SUPP,65%,0%,SUPP,0%,SUPP,6%,7%
122090,180,160,55,5,95,SUPP,5,0,0,10,15,86%,30%,2%,53%,SUPP,4%,0%,0%,7%,7%
122094,220,200,60,5,130,0,5,0,SUPP,10,10,90%,28%,1%,60%,0%,3%,0%,SUPP,5%,5%
137086,220,210,20,SUPP,185,0,5,0,0,5,5,95%,10%,SUPP,84%,0%,2%,0%,0%,3%,3%
122100,180,140,60,5,70,0,15,0,SUPP,30,10,78%,35%,3%,40%,0%,7%,0%,SUPP,16%,6%
136976,160,130,45,0,90,0,SUPP,0,0,20,5,85%,29%,0%,57%,0%,SUPP,0%,0%,11%,4%
122115,200,150,65,SUPP,85,0,SUPP,0,0,35,10,76%,33%,SUPP,43%,0%,SUPP,0%,0%,18%,6%
136299,220,210,50,5,150,0,10,0,SUPP,5,5,95%,24%,2%,69%,0%,6%,0%,SUPP,2%,3%
122119,160,130,45,5,80,SUPP,10,0,SUPP,15,10,84%,30%,2%,51%,SUPP,6%,0%,SUPP,10%,6%
122121,150,130,65,5,55,0,5,0,0,20,5,84%,44%,4%,36%,0%,4%,0%,0%,12%,5%
122122,200,180,75,5,95,0,5,0,SUPP,15,10,88%,37%,4%,47%,0%,4%,0%,SUPP,7%,6%
122123,250,210,95,10,105,0,10,0,SUPP,20,15,85%,39%,3%,42%,0%,3%,0%,SUPP,9%,6%
134814,230,190,95,5,85,0,10,0,0,30,20,79%,40%,3%,37%,0%,4%,0%,0%,12%,9%
135306,150,120,65,SUPP,45,0,5,0,SUPP,20,20,76%,44%,SUPP,30%,0%,2%,0%,SUPP,12%,12%
135317,180,160,30,SUPP,125,SUPP,5,0,0,15,10,88%,16%,SUPP,71%,SUPP,2%,0%,0%,7%,4%
135966,190,140,75,SUPP,65,0,5,0,SUPP,20,20,77%,40%,SUPP,35%,0%,2%,0%,SUPP,11%,12%
135967,190,150,90,5,60,0,10,0,0,20,20,80%,48%,2%,31%,0%,5%,0%,0%,10%,10%
122328,170,130,30,10,95,0,10,0,SUPP,10,25,79%,17%,5%,56%,0%,6%,0%,SUPP,7%,14%
122351,200,180,45,5,130,0,10,0,SUPP,15,5,90%,23%,2%,64%,0%,4%,0%,SUPP,8%,1%
122355,270,240,85,15,140,0,20,0,SUPP,15,15,88%,31%,5%,51%,0%,8%,0%,SUPP,6%,6%
122356,290,260,55,10,195,0,15,0,SUPP,15,15,90%,19%,3%,68%,0%,4%,0%,SUPP,4%,6%
137457,370,320,100,30,185,0,40,0,5,35,15,87%,27%,9%,50%,0%,11%,0%,1%,9%,4%
122358,260,230,45,20,165,SUPP,25,0,SUPP,20,10,89%,17%,7%,64%,SUPP,9%,0%,SUPP,7%,4%
122360,210,170,55,10,105,0,15,0,5,20,10,84%,27%,4%,51%,0%,7%,0%,1%,11%,5%
122361,190,130,30,5,100,0,10,0,0,25,25,72%,16%,3%,53%,0%,5%,0%,0%,14%,14%
122362,300,240,45,15,180,0,15,0,SUPP,30,25,81%,16%,5%,60%,0%,4%,0%,SUPP,10%,9%
122363,130,110,35,5,70,0,10,0,SUPP,10,10,85%,26%,5%,53%,0%,8%,0%,SUPP,9%,6%
132189,270,210,80,35,90,0,35,0,15,35,20,79%,31%,12%,33%,0%,13%,0%,5%,13%,7%
122365,320,290,50,10,230,0,15,0,SUPP,15,15,91%,15%,3%,71%,0%,4%,0%,SUPP,4%,5%
122367,230,210,70,20,120,0,30,0,5,20,5,90%,29%,8%,51%,0%,13%,0%,1%,8%,2%
122374,230,190,50,20,120,0,25,0,SUPP,25,10,85%,22%,8%,54%,0%,12%,0%,SUPP,12%,4%
135886,110,100,35,5,55,0,10,0,SUPP,15,0,87%,32%,4%,48%,0%,7%,0%,SUPP,13%,0%
123230,230,190,90,SUPP,100,0,5,0,0,15,15,85%,40%,SUPP,44%,0%,2%,0%,0%,7%,7%
123231,180,160,65,5,85,0,10,0,SUPP,10,15,87%,37%,2%,47%,0%,5%,0%,SUPP,6%,7%
123233,210,180,70,5,105,0,10,0,SUPP,10,15,88%,34%,3%,50%,0%,5%,0%,SUPP,6%,6%
123234,160,130,75,5,45,0,5,0,SUPP,15,20,77%,46%,3%,28%,0%,4%,0%,SUPP,10%,12%
123235,200,160,60,5,95,5,10,0,0,10,25,83%,31%,3%,48%,2%,4%,0%,0%,5%,13%
123236,140,120,80,5,35,0,5,0,0,10,15,84%,57%,4%,23%,0%,3%,0%,0%,6%,10%
123237,230,190,80,5,100,0,15,0,0,20,20,83%,36%,3%,44%,0%,6%,0%,0%,8%,9%
123238,170,150,55,5,90,0,5,0,0,10,10,86%,33%,2%,51%,0%,3%,0%,0%,7%,7%
123239,160,140,40,5,95,0,10,0,0,10,15,86%,24%,3%,59%,0%,5%,0%,0%,5%,9%
123240,170,140,10,5,25,100,5,0,0,10,20,81%,7%,3%,15%,56%,3%,0%,0%,6%,13%
123241,170,150,65,5,75,0,5,0,0,10,15,84%,37%,4%,44%,0%,3%,0%,0%,6%,10%
123243,200,170,40,5,115,SUPP,15,SUPP,SUPP,15,15,85%,21%,4%,58%,SUPP,8%,SUPP,SUPP,7%,8%
123244,120,90,30,0,5,60,0,0,0,15,15,76%,24%,0%,3%,50%,0%,0%,0%,13%,11%
123245,140,120,20,5,10,90,5,0,0,15,10,85%,13%,2%,7%,63%,4%,0%,0%,9%,6%
123246,100,80,15,5,15,50,5,0,0,10,10,79%,13%,3%,14%,50%,5%,0%,0%,12%,9%
123251,270,230,60,5,165,0,5,0,0,15,20,86%,22%,1%,63%,0%,1%,0%,0%,6%,8%
123253,240,200,60,SUPP,135,0,5,0,SUPP,20,25,83%,26%,SUPP,56%,0%,2%,0%,SUPP,8%,10%
123255,130,110,50,10,50,0,10,0,0,5,10,87%,41%,7%,38%,0%,6%,0%,0%,6%,8%
123256,180,150,85,5,65,0,10,0,0,10,15,86%,47%,3%,36%,0%,6%,0%,0%,6%,8%
123257,160,140,50,5,75,0,10,0,SUPP,10,10,87%,33%,4%,49%,0%,5%,0%,SUPP,7%,6%
123258,180,150,45,5,100,0,10,SUPP,0,10,10,87%,26%,3%,57%,0%,6%,SUPP,0%,7%,6%
123259,200,170,50,5,110,0,10,0,SUPP,20,20,82%,25%,2%,54%,0%,5%,0%,SUPP,9%,9%
123260,230,190,70,5,110,5,5,0,SUPP,25,15,83%,30%,2%,48%,3%,2%,0%,SUPP,10%,7%
137357,170,140,25,10,85,20,15,0,SUPP,10,20,83%,14%,6%,50%,12%,8%,0%,SUPP,7%,10%
123262,140,130,45,5,80,0,5,0,0,5,10,91%,33%,2%,56%,0%,3%,0%,0%,4%,6%
137140,290,260,45,10,200,SUPP,15,0,0,20,20,87%,15%,3%,68%,SUPP,5%,0%,0%,7%,6%
133644,170,150,45,5,100,0,SUPP,0,0,15,10,86%,27%,2%,57%,0%,SUPP,0%,0%,8%,6%
123267,170,140,35,5,95,0,10,0,0,15,15,82%,21%,4%,57%,0%,5%,0%,0%,10%,9%
123268,320,290,50,5,225,10,5,0,0,15,15,90%,16%,1%,70%,2%,2%,0%,0%,5%,5%
123270,140,130,55,SUPP,70,0,10,0,SUPP,10,5,89%,39%,SUPP,48%,0%,6%,0%,SUPP,7%,4%
135365,130,100,35,5,60,0,5,0,0,20,10,78%,28%,2%,47%,0%,4%,0%,0%,15%,8%
135675,140,110,45,5,60,0,5,0,5,20,15,78%,31%,2%,42%,0%,2%,0%,2%,13%,10%
123862,360,310,95,10,205,SUPP,15,0,0,25,20,87%,27%,3%,57%,SUPP,4%,0%,0%,7%,6%
136851,180,160,90,5,SUPP,60,10,SUPP,SUPP,10,10,88%,50%,3%,SUPP,34%,5%,SUPP,SUPP,7%,5%
137203,180,150,120,10,20,SUPP,15,0,0,15,10,86%,69%,5%,11%,SUPP,10%,0%,0%,8%,6%
136839,140,110,90,5,15,SUPP,10,0,0,20,10,79%,64%,5%,9%,SUPP,8%,0%,0%,13%,8%
137202,130,110,105,SUPP,5,5,10,0,0,10,15,84%,78%,SUPP,2%,2%,6%,0%,0%,6%,10%
136294,250,230,110,5,65,45,10,0,0,15,10,90%,44%,2%,26%,18%,4%,0%,0%,6%,4%
123869,140,110,65,5,45,0,5,0,0,10,15,84%,50%,2%,32%,0%,5%,0%,0%,7%,10%
136295,210,190,90,10,50,35,30,0,5,10,15,89%,42%,5%,23%,16%,14%,0%,2%,5%,7%
137192,130,110,95,5,10,0,10,0,0,5,15,83%,73%,5%,6%,0%,9%,0%,0%,5%,12%
136913,220,190,180,5,5,0,10,0,0,15,15,87%,84%,1%,1%,0%,5%,0%,0%,7%,6%
136791,310,250,65,10,155,20,15,0,5,30,30,81%,21%,3%,50%,6%,6%,0%,1%,10%,9%
123878,130,110,105,SUPP,0,0,5,0,0,15,10,78%,77%,SUPP,0%,0%,4%,0%,0%,13%,9%
123879,230,200,135,SUPP,55,10,15,0,SUPP,20,10,87%,58%,SUPP,24%,4%,6%,0%,SUPP,9%,3%
123881,200,170,165,5,0,5,5,0,0,15,15,86%,81%,1%,0%,3%,3%,0%,0%,8%,6%
136917,220,190,180,SUPP,0,10,10,0,0,15,10,88%,82%,SUPP,0%,5%,5%,0%,0%,7%,5%
123883,230,190,100,10,10,75,15,0,0,25,10,84%,42%,3%,5%,33%,7%,0%,0%,11%,5%
136639,150,130,55,5,5,60,5,0,0,15,10,85%,36%,3%,4%,42%,5%,0%,0%,10%,5%
123885,190,160,90,10,SUPP,55,15,0,0,20,15,83%,48%,5%,SUPP,29%,8%,0%,0%,10%,7%
136916,250,210,60,5,10,135,10,0,0,20,15,87%,25%,2%,5%,54%,5%,0%,0%,7%,6%
137080,170,150,105,5,5,25,10,0,SUPP,10,15,85%,61%,4%,4%,15%,7%,0%,SUPP,6%,9%
137193,200,150,140,10,5,SUPP,20,0,0,25,20,77%,69%,6%,2%,SUPP,10%,0%,0%,13%,11%
136894,200,160,130,5,25,SUPP,20,0,0,15,15,84%,67%,3%,13%,SUPP,10%,0%,0%,8%,8%
137285,270,250,120,15,115,SUPP,20,0,0,10,10,91%,44%,5%,43%,SUPP,7%,0%,0%,4%,4%
123893,190,160,85,10,25,40,15,0,5,15,10,87%,45%,5%,14%,20%,7%,0%,2%,7%,6%
136783,300,280,105,SUPP,165,0,10,0,5,10,15,91%,36%,SUPP,54%,0%,3%,0%,1%,4%,5%
137313,70,60,25,0,40,0,SUPP,0,SUPP,5,5,90%,34%,0%,55%,0%,SUPP,0%,SUPP,6%,4%
123903,60,50,45,SUPP,SUPP,SUPP,5,0,0,5,10,78%,72%,SUPP,SUPP,SUPP,8%,0%,0%,8%,13%
136990,250,200,85,5,110,SUPP,5,0,5,25,15,83%,35%,1%,45%,SUPP,2%,0%,1%,11%,6%
124788,140,110,50,5,50,10,5,0,SUPP,20,10,80%,34%,2%,36%,6%,4%,0%,SUPP,15%,6%
136918,160,150,40,5,75,25,10,0,SUPP,10,5,89%,23%,2%,46%,17%,6%,0%,SUPP,7%,4%
124797,220,190,75,5,95,15,5,0,0,20,15,86%,35%,1%,43%,6%,3%,0%,0%,8%,6%
124802,350,300,130,5,170,SUPP,10,SUPP,SUPP,15,30,87%,36%,1%,48%,SUPP,3%,SUPP,SUPP,5%,9%
124804,140,110,40,5,55,10,5,0,0,10,20,79%,30%,3%,40%,6%,4%,0%,0%,7%,14%
124809,250,180,75,5,105,SUPP,5,0,0,30,40,72%,29%,2%,41%,SUPP,2%,0%,0%,12%,16%
136271,130,110,35,0,75,0,5,0,0,5,10,88%,29%,0%,59%,0%,3%,0%,0%,5%,7%
136782,170,150,25,5,120,SUPP,5,0,0,10,10,88%,14%,2%,72%,SUPP,3%,0%,0%,7%,5%
124814,70,50,25,SUPP,25,0,5,0,SUPP,10,10,76%,35%,SUPP,38%,0%,6%,0%,SUPP,13%,11%
137055,330,280,95,5,145,30,15,0,SUPP,30,20,84%,28%,1%,45%,9%,5%,0%,SUPP,9%,6%
124818,280,240,120,15,105,0,15,0,SUPP,25,10,86%,43%,5%,38%,0%,5%,0%,SUPP,10%,4%
124819,160,150,45,5,95,0,10,0,0,10,10,88%,27%,4%,57%,0%,6%,0%,0%,6%,5%
136998,240,210,70,5,135,5,10,0,0,10,15,91%,31%,3%,56%,1%,5%,0%,0%,3%,6%
136834,290,260,70,5,185,SUPP,5,0,0,15,10,90%,25%,2%,64%,SUPP,2%,0%,0%,6%,4%
124837,160,140,75,5,60,0,5,0,0,15,10,85%,45%,3%,38%,0%,3%,0%,0%,9%,5%
124840,220,200,40,SUPP,160,0,5,0,SUPP,20,5,91%,18%,SUPP,72%,0%,3%,0%,SUPP,8%,1%
