"URN","LinkURN","LinkName","LinkType","LinkEstablishedDate"
141979,103812,"The Bromley-Pensnett Primary School","Parent","17-04-2015"
141980,111359,"St Augustine's Catholic Primary School","Parent","17-04-2015"
141981,119436,"Great Marsden St John's Church of England Primary School","Parent","17-04-2015"
141982,121955,"Hazel Leys Nursery and Primary School","Parent","17-04-2015"
141983,124636,"Meadow Community Primary School","Parent","17-04-2015"
141984,124633,"St Margaret's Community Primary School","Parent","17-04-2015"
141985,134200,"Sprites Primary School","Parent","17-04-2015"
141986,108867,"Sandhill View School","Parent","17-04-2015"
141987,126401,"The Trinity CofE Primary School","Parent","17-04-2015"
141988,126312,"St Dunstan Church of England Primary School","Parent","17-04-2015"
141989,132008,"Burwood School","Parent","17-04-2015"
141990,133512,"Little Spring School","Parent","17-04-2015"
141992,103744,"Cardinal Wiseman Catholic School and Language College","Parent","21-04-2015"
141993,112467,"George Hastwell School","Parent","21-04-2015"
141995,112225,"Yewdale School","Parent","21-04-2015"
141997,114194,"Shield Row Primary School","Parent","21-04-2015"
141998,114200,"Dene House Primary School","Parent","18-06-2015"
141999,114195,"South Hetton Primary School","Parent","21-04-2015"
142000,135363,"Winter Gardens Primary School","Parent","17-07-2015"
142001,114716,"King's Ford Junior School","Parent","21-04-2015"
142002,114815,"Cherry Tree Primary School and Speech and Language Unit","Parent","21-04-2015"
142003,130939,"Chickenley Community Junior Infant and Nursery School","Parent","21-04-2015"
142004,108034,"Holy Name Catholic Primary School","Parent","21-04-2015"
142005,136739,"Lingwood Primary and Nursery School","Parent","21-04-2015"
142008,109320,"Mangotsfield School","Parent","21-04-2015"
142014,124204,"Silkmore Community Primary School","Parent","28-04-2015"
142015,124414,"Wolstanton High School","Parent","28-04-2015"
142016,124632,"Northfield St Nicholas Primary School","Parent","30-06-2015"
142017,124569,"Crowfoot Community Primary School","Parent","28-04-2015"
142018,124596,"Martlesham Primary School","Parent","28-04-2015"
142019,125128,"Salfords Primary School","Parent","30-06-2015"
142021,133282,"St Michael's Church of England Primary School","Parent","28-04-2015"
142022,125683,"St Oswald's CofE Primary School","Parent","28-04-2015"
142023,121640,"St Stephen's Catholic Primary School, Skipton","Parent","28-04-2015"
142024,123233,"Bicester Community College","Parent","28-04-2015"
142026,124714,"Tudor Church of England Voluntary Controlled Primary School, Sudbury","Parent","10-08-2015"
142027,124562,"Great Heath Primary School","Parent","28-04-2015"
142028,133781,"Canon Sharples Church of England Primary School and Nursery","Parent","28-04-2015"
142030,105197,"Bowness Primary School","Parent","28-04-2015"
142031,107361,"Belle Vue Boys' School","Parent","28-04-2015"
142032,108985,"Burnbush Primary School","Parent","29-04-2015"
142033,101603,"Mead Road Infant School","Parent","29-04-2015"
142034,110848,"St Mary's CofE VA Primary School","Parent","29-04-2015"
142035,110873,"The Netherhall School","Parent","29-04-2015"
142036,109518,"Lancot  School","Parent","29-04-2015"
142037,111073,"Wyche Primary School","Parent","29-04-2015"
142038,111973,"Delaware Community Primary School","Parent","29-04-2015"
142039,103669,"Sir Frank Whittle Primary School","Parent","29-04-2015"
142040,101819,"Edenham High School","Parent","29-04-2015"
142042,112972,"St Philip Howard Catholic School","Parent","29-04-2015"
142043,112795,"Inkersall Primary School","Parent","29-04-2015"
142044,134375,"Brixington Primary School","Parent","29-04-2015"
142045,113482,"St Peter's Church of England (VA) Junior School","Parent","29-04-2015"
142046,113773,"Loders CofE VC Primary School","Parent","29-04-2015"
142047,103852,"The CofE School of St Edmund and St John","Parent","29-04-2015"
142049,115254,"Takeley Primary School","Parent","29-04-2015"
142050,102363,"Dycorts School","Parent","29-04-2015"
142051,117531,"Turnford School","Parent","29-04-2015"
142052,118452,"Istead Rise Primary School","Parent","04-09-2015"
142054,128089,"Coal Clough High School","Parent","29-04-2015"
142055,119281,"Nelson Castercliff Community Primary School","Parent","29-04-2015"
142056,108086,"Bruntcliffe School","Parent","29-04-2015"
142057,121073,"Marshland St James VC Primary School and Nursery","Parent","29-04-2015"
142058,121176,"Sewell Park College","Parent","29-04-2015"
142059,121173,"The Hewett School","Parent","29-04-2015"
142060,109189,"Dundry Church of England Primary School","Parent","29-04-2015"
142061,121682,"Filey School","Parent","29-04-2015"
142062,122104,"Danesholme Junior School","Parent","29-04-2015"
142063,122064,"Prince William School","Parent","29-04-2015"
142064,122044,"St Brendan's Catholic Primary School","Parent","29-04-2015"
142070,132072,"Beeston Fields Primary School and Nursery","Parent","07-05-2015"
142072,109939,"Ranikhet Primary School","Parent","07-05-2015"
142074,107022,"Wisewood Community Primary School","Parent","07-05-2015"
142075,104114,"Lyndon School","Parent","08-05-2015"
142076,116114,"Tanners Brook Primary School","Parent","07-05-2015"
142077,115368,"Cecil Jones College","Parent","07-05-2015"
142078,133993,"Knutton St Mary's Primary School","Parent","07-05-2015"
142083,125227,"The Weald CofE Voluntary Aided Primary School","Parent","07-05-2015"
142084,124998,"Brookwood Primary School","Parent","07-05-2015"
142085,135950,"KICKSTART","Parent","07-05-2015"
142086,134261,"New Park School","Parent","07-05-2015"
142088,119715,"Pleckgate High School Mathematics and Computing College","Parent","07-05-2015"
142091,131091,"Crompton View Primary School","Parent","01-06-2015"
142093,122822,"St Joseph's Catholic Primary and Nursery School","Parent","01-06-2015"
142094,124520,"Saxon Hill School","Parent","01-06-2015"
142095,124080,"Howard Primary School","Parent","01-06-2015"
142096,124338,"Richard Crosse CofE (A) Primary School","Parent","01-06-2015"
142097,124335,"St Mary's CofE (A) Primary School","Parent","01-06-2015"
142100,113844,"Bethany Church of England Junior School","Parent","01-06-2015"
142101,130945,"Heathlands Primary School","Parent","01-06-2015"
142102,113839,"St Clement's and St John's Church of England Infant School","Parent","01-06-2015"
142103,113842,"St Luke's Church of England Primary School","Parent","01-06-2015"
142104,123258,"Matthew Arnold School","Parent","01-06-2015"
142105,112416,"Heversham St Peter's CofE Primary School","Parent","01-06-2015"
142106,112334,"Braithwaite CofE VA Primary School","Parent","01-06-2015"
142107,102366,"Hillingdon Tuition Centre","Parent","01-09-2015"
142136,135362,"Aegir Community School","Parent","01-07-2015"
142137,118639,"All Saints Church of England Primary School, Chatham","Parent","01-07-2015"
142139,106901,"Aston Springwood Primary School","Parent","01-07-2015"
142140,123114,"Bampton CofE Primary School","Parent","01-07-2015"
142141,125892,"Barnham Primary School","Parent","01-07-2015"
142142,123535,"Bitterley CofE Primary School (Aided)","Parent","01-07-2015"
142143,136169,"College Central","Parent","01-07-2015"
142144,111847,"Connor Downs Primary School","Parent","01-07-2015"
142145,113760,"Corfe Castle Church of England Voluntary Controlled Primary School","Parent","01-07-2015"
142146,114696,"Cuckmere House School","Parent","01-07-2015"
142147,122020,"Easton Garford Endowed CofE School","Parent","01-07-2015"
142148,121568,"Harrogate, St Peter's Church of England Primary School","Parent","01-07-2015"
142149,125672,"Leamington Hastings CofE Infant School","Parent","01-07-2015"
142150,118069,"Malet Lambert School Language College","Parent","01-07-2015"
142151,114697,"New Horizons School","Parent","01-07-2015"
142152,123112,"North Leigh Church of England (Controlled) School","Parent","01-07-2015"
142153,123583,"Oldbury Wells School","Parent","01-07-2015"
142154,104800,"St Ann's Church of England Primary School","Parent","01-07-2015"
142155,108254,"St Austin's Catholic Primary School","Parent","01-07-2015"
142156,118755,"St John's Catholic Primary School, Gravesend","Parent","01-07-2015"
142157,118640,"St John's Church of England Voluntary Controlled Infant School, Chatham","Parent","01-07-2015"
142158,122813,"St Joseph's Catholic Primary School","Parent","01-07-2015"
142159,121643,"St Joseph's Catholic Primary School, Harrogate","Parent","01-07-2015"
142160,118699,"St Margaret's CofE Voluntary Controlled Junior School, Rainham","Parent","01-07-2015"
142161,104796,"St Mary's and St Thomas' CofE Primary School","Parent","01-07-2015"
142162,118759,"St Mary's Catholic Primary School","Parent","01-07-2015"
142163,114681,"St Mary's School","Parent","01-07-2015"
142164,113420,"St Rumon's Church of England (VC) Infants School","Parent","01-07-2015"
142165,113814,"Swanage St Mark's Church of England Primary School","Parent","01-07-2015"
142166,110070,"Waingels College","Parent","01-07-2015"
142167,113768,"Wareham St Mary Church of England Voluntary Controlled Primary School","Parent","01-07-2015"
142168,135361,"Warren Wood Community School","Parent","01-07-2015"
142169,124499,"Cicely Haughton School","Parent","01-07-2015"
142170,124509,"Loxley Hall School","Parent","01-07-2015"
142174,114329,"Polam Hall School","Parent","31-08-2015"
142175,137359,"Westcliff Primary School","Parent","01-09-2015"
142176,121637,"St Mary's Catholic Primary School, Knaresborough","Parent","01-07-2015"
142177,102960,"Avenue Primary School","Parent","01-09-2015"
142183,113070,"St Andrew's Primary School","Parent","03-07-2015"
142187,124677,"Gunton Community Primary School","Parent","03-07-2015"
142189,121379,"Askwith Community Primary School","Parent","01-08-2015"
142190,130965,"Bell Lane Primary (J and I) School","Parent","01-08-2015"
142191,123180,"Bishop Carpenter Church of England Aided Primary School","Parent","01-08-2015"
142192,124370,"Blessed Mother Teresa's Catholic Primary School","Parent","01-08-2015"
142193,124455,"Blessed William Howard Catholic School","Parent","01-08-2015"
142194,124106,"Bradwell County Primary School","Parent","01-08-2015"
142195,103725,"Corpus Christi Catholic School","Parent","01-08-2015"
142196,112131,"Fairfield Primary School","Parent","01-08-2015"
142197,103716,"Good Shepherd Catholic School","Parent","01-08-2015"
142198,121394,"Harrogate, Bilton Grange Community Primary School","Parent","01-08-2015"
142200,122991,"Hornton Primary School","Parent","01-08-2015"
142201,121409,"Lothersdale Community Primary School","Parent","01-08-2015"
142203,103304,"Northfield Manor Primary School","Parent","01-08-2015"
142204,121431,"Oatlands Community Junior School","Parent","01-08-2015"
142205,103709,"Sacred Heart Catholic Primary School","Parent","01-08-2015"
142206,123092,"Sibford Gower Endowed Primary School","Parent","01-08-2015"
142208,124371,"St Anne's Catholic Primary School","Parent","01-08-2015"
142209,124361,"St Austin's Catholic (VA) Primary School","Parent","01-08-2015"
142210,124363,"St Dominic's Catholic Primary School","Parent","01-08-2015"
142211,103721,"St Gregory's Catholic Primary School","Parent","01-08-2015"
142212,103713,"St John Fisher Catholic Primary School","Parent","01-08-2015"
142213,124353,"St John's Catholic Primary School","Parent","01-08-2015"
142214,124348,"St Mary's Catholic Primary School","Parent","01-08-2015"
142215,103714,"St Patrick's Catholic Primary School","Parent","01-08-2015"
142216,124362,"St Patrick's Catholic Primary School","Parent","01-08-2015"
142217,103717,"St Peter and Paul Catholic Primary School","Parent","01-08-2015"
142218,123230,"The Warriner School","Parent","01-08-2015"
142219,103481,"Waverley School","Parent","01-08-2015"
142220,121399,"Western Primary School","Parent","01-08-2015"
142226,101798,"St Mary's RC Junior School","Parent","04-08-2015"
142227,109197,"St John's Church of England Primary School","Parent","01-09-2015"
142228,101452,"Old Bexley Church of England Primary School","Parent","01-09-2015"
142229,101453,"Holy Trinity Lamorbey Church of England Primary School","Parent","01-09-2015"
142230,103154,"Prince Albert Junior and Infant School","Parent","01-09-2015"
142231,103329,"Heathfield Primary School","Parent","01-09-2015"
142232,105259,"Sharples School Science Specialist College","Parent","01-09-2015"
142233,101605,"Mottingham Primary School","Parent","01-09-2015"
142234,101637,"Oaklands Primary School","Parent","01-09-2015"
142235,111122,"The Berkeley Primary School","Parent","01-09-2015"
142236,111076,"Willaston Primary School","Parent","01-09-2015"
142237,111420,"Shavington High School","Parent","01-09-2015"
142238,134726,"Pensans Primary School","Parent","01-09-2015"
142239,111881,"Fowey Primary School","Parent","01-09-2015"
142240,111806,"Alverton Primary School","Parent","01-09-2015"
142241,111916,"Lostwithiel School","Parent","01-09-2015"
142242,111869,"St Agnes School","Parent","01-09-2015"
142243,111987,"Newlyn School","Parent","01-09-2015"
142244,103700,"Walsgrave Church of England Primary School","Parent","01-09-2015"
142245,103668,"Clifford Bridge Primary School","Parent","01-09-2015"
142246,101799,"St Mary's Catholic Infant School","Parent","01-09-2015"
142247,112204,"Victoria Junior School","Parent","01-09-2015"
142248,112214,"Yarlside Primary School","Parent","01-09-2015"
142249,112205,"Greengate Infant School","Parent","01-09-2015"
142250,113101,"Membury Primary School","Parent","01-09-2015"
