URN,COHORT,OVERALL,FEC,INDEP,OTHERFE,SSF,SFC,SPI,AP_PRU,SPECIAL,APPREN,HE,COMBO,KNOWN,UNKNOWN,OVERALLPER,FECPER,INDEPPER,OTHERFEPER,SSFPER,SFCPER,SPIPER,AP_PRUPER,SPECIALPER,APPRENPER,HEPER,COMBOPER,KNOWNPER,UNKNOWNPER
104131,10,10,0,0,0,0,0,0,0,10,0,0,0,0,0,100%,0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%
104132,10,10,SUPP,0,0,0,0,0,0,10,0,0,0,0,0,100%,SUPP,0%,0%,0%,0%,0%,0%,82%,0%,0%,0%,0%,0%
104133,10,10,0,0,0,0,0,0,0,10,0,0,0,0,0,100%,0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%
137830,180,150,40,0,SUPP,105,0,0,0,0,SUPP,0,0,15,15,85%,23%,0%,SUPP,61%,0%,0%,0%,0%,SUPP,0%,0%,8%,7%
104248,140,100,35,0,15,45,0,0,0,0,10,0,SUPP,15,20,74%,27%,0%,11%,35%,0%,0%,0%,0%,7%,0%,SUPP,11%,15%
104251,210,180,75,0,10,95,SUPP,0,0,SUPP,10,0,SUPP,20,10,86%,35%,0%,5%,45%,SUPP,0%,0%,SUPP,4%,0%,SUPP,9%,5%
104255,180,170,50,SUPP,5,110,0,0,0,0,10,SUPP,0,10,5,93%,27%,SUPP,4%,61%,0%,0%,0%,0%,4%,SUPP,0%,6%,2%
137707,230,200,85,0,15,95,SUPP,0,0,0,20,0,0,20,5,88%,38%,0%,7%,43%,SUPP,0%,0%,0%,8%,0%,0%,8%,3%
104259,230,210,45,0,10,155,SUPP,0,0,0,5,0,0,10,5,93%,20%,0%,5%,67%,SUPP,0%,0%,0%,3%,0%,0%,5%,2%
136620,230,200,70,0,10,120,0,0,0,0,10,0,SUPP,25,10,85%,30%,0%,4%,51%,0%,0%,0%,0%,4%,0%,SUPP,11%,4%
136777,100,100,5,5,0,90,0,0,0,0,0,0,0,0,0,100%,6%,3%,0%,91%,0%,0%,0%,0%,0%,0%,0%,0%,0%
136773,100,100,SUPP,SUPP,0,90,0,0,0,0,0,0,0,0,SUPP,99%,SUPP,SUPP,0%,96%,0%,0%,0%,0%,0%,0%,0%,0%,SUPP
137974,250,220,90,0,20,115,0,0,0,0,20,SUPP,SUPP,20,5,88%,35%,0%,7%,46%,0%,0%,0%,0%,9%,SUPP,SUPP,9%,3%
136885,240,220,85,0,10,120,SUPP,0,0,0,10,0,0,20,5,90%,36%,0%,4%,49%,SUPP,0%,0%,0%,5%,0%,0%,7%,3%
133697,170,150,30,0,SUPP,115,0,0,0,0,5,0,SUPP,10,5,90%,19%,0%,SUPP,70%,0%,0%,0%,0%,2%,0%,SUPP,5%,4%
135769,230,190,70,0,20,95,0,0,0,0,10,0,SUPP,25,15,82%,30%,0%,10%,42%,0%,0%,0%,0%,5%,0%,SUPP,12%,6%
135956,160,130,60,0,10,60,0,0,0,0,5,0,0,20,15,80%,37%,0%,6%,36%,0%,0%,0%,0%,4%,0%,0%,12%,8%
104269,10,10,SUPP,0,0,0,0,0,0,5,0,0,0,0,SUPP,71%,SUPP,0%,0%,0%,0%,0%,0%,43%,0%,0%,0%,0%,SUPP
104271,10,10,5,0,0,0,0,0,0,10,0,0,0,0,0,100%,21%,0%,0%,0%,0%,0%,0%,79%,0%,0%,0%,0%,0%
104272,10,10,0,0,0,0,0,0,0,5,0,0,0,0,0,100%,0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%
135461,10,4,SUPP,0,5,0,0,0,0,0,0,0,0,SUPP,SUPP,57%,SUPP,0%,43%,0%,0%,0%,0%,0%,0%,0%,0%,SUPP,SUPP
104386,250,220,60,0,5,150,SUPP,0,SUPP,0,10,0,SUPP,15,10,89%,24%,0%,3%,61%,SUPP,0%,SUPP,0%,4%,0%,SUPP,6%,5%
104387,110,80,45,0,10,25,5,0,0,0,5,0,0,20,10,74%,40%,0%,8%,23%,3%,0%,0%,0%,4%,0%,0%,19%,7%
140586,160,150,40,SUPP,SUPP,100,5,0,0,0,5,0,SUPP,10,5,91%,24%,SUPP,SUPP,62%,2%,0%,0%,0%,2%,0%,SUPP,6%,3%
104390,150,140,55,0,10,65,SUPP,0,0,0,15,0,0,10,10,89%,37%,0%,8%,44%,SUPP,0%,0%,0%,10%,0%,0%,5%,6%
104395,140,120,45,0,5,75,SUPP,0,0,0,5,0,SUPP,10,10,87%,31%,0%,2%,52%,SUPP,0%,0%,0%,3%,0%,SUPP,7%,6%
137730,190,170,35,0,5,125,SUPP,0,0,0,5,0,SUPP,15,5,90%,19%,0%,3%,66%,SUPP,0%,0%,0%,3%,0%,SUPP,7%,3%
104397,100,70,10,0,5,50,0,0,0,0,5,0,0,25,5,69%,9%,0%,6%,53%,0%,0%,0%,0%,4%,0%,0%,24%,7%
138852,160,150,40,SUPP,SUPP,95,20,0,0,0,5,0,0,5,0,97%,24%,SUPP,SUPP,58%,12%,0%,0%,0%,3%,0%,0%,3%,0%
139891,130,130,40,0,5,75,SUPP,0,0,0,10,0,0,5,SUPP,94%,31%,0%,5%,57%,SUPP,0%,0%,0%,7%,0%,0%,5%,SUPP
104401,130,100,40,0,5,60,0,0,0,0,5,0,0,20,5,81%,32%,0%,3%,46%,0%,0%,0%,0%,3%,0%,0%,14%,5%
131547,140,130,45,0,5,85,SUPP,0,0,0,5,0,0,10,SUPP,92%,30%,0%,3%,58%,SUPP,0%,0%,0%,4%,0%,0%,6%,SUPP
140798,110,110,SUPP,SUPP,0,95,5,0,0,0,0,0,0,SUPP,0,98%,SUPP,SUPP,0%,90%,7%,0%,0%,0%,0%,0%,0%,SUPP,0%
139138,120,110,30,0,10,70,0,0,0,0,SUPP,0,0,5,5,90%,26%,0%,6%,58%,0%,0%,0%,0%,SUPP,0%,0%,6%,4%
135983,130,100,30,0,5,60,0,0,0,0,5,0,0,20,15,74%,24%,0%,5%,45%,0%,0%,0%,0%,4%,0%,0%,15%,11%
136182,220,180,70,0,10,100,0,0,0,0,10,0,0,30,10,83%,32%,0%,6%,46%,0%,0%,0%,0%,6%,0%,0%,13%,4%
104412,20,20,15,0,SUPP,0,0,0,0,5,0,0,0,SUPP,0,91%,59%,0%,SUPP,0%,0%,0%,0%,27%,0%,0%,0%,SUPP,0%
104413,30,20,10,0,0,0,0,0,0,10,0,0,0,5,SUPP,76%,32%,0%,0%,0%,0%,0%,0%,44%,0%,0%,0%,20%,SUPP
104414,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
104415,10,10,0,0,5,0,0,0,0,5,0,0,0,0,0,100%,0%,0%,57%,0%,0%,0%,0%,43%,0%,0%,0%,0%,0%
104417,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
139614,190,150,70,0,15,60,SUPP,0,0,0,15,0,SUPP,25,10,82%,39%,0%,8%,33%,SUPP,0%,0%,0%,7%,0%,SUPP,12%,5%
135477,260,200,160,0,10,5,20,0,0,0,15,0,0,45,15,77%,62%,0%,5%,3%,7%,0%,0%,0%,5%,0%,0%,18%,6%
135479,210,160,75,0,10,35,35,0,0,0,15,0,5,40,10,74%,35%,0%,5%,17%,16%,0%,0%,0%,7%,0%,1%,20%,6%
135481,180,140,70,0,15,5,45,0,0,0,15,0,0,30,10,76%,40%,0%,8%,3%,25%,0%,0%,0%,8%,0%,0%,17%,7%
104495,10,10,0,0,0,0,0,0,0,5,0,0,0,0,0,100%,0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%
104497,10,10,0,0,0,0,0,0,0,10,0,0,0,0,SUPP,90%,0%,0%,0%,0%,0%,0%,0%,90%,0%,0%,0%,0%,SUPP
104498,20,20,5,0,10,0,0,0,0,0,0,0,0,SUPP,5,75%,35%,0%,40%,0%,0%,0%,0%,0%,0%,0%,0%,SUPP,15%
138696,170,140,50,0,10,80,SUPP,0,0,0,10,0,0,25,5,81%,28%,0%,6%,46%,SUPP,0%,0%,0%,5%,0%,0%,15%,4%
104688,230,190,75,0,15,90,5,0,0,0,15,0,SUPP,35,10,80%,32%,0%,6%,39%,3%,0%,0%,0%,6%,0%,SUPP,15%,5%
104692,130,100,30,0,10,60,SUPP,0,0,0,10,0,0,25,10,73%,22%,0%,6%,45%,SUPP,0%,0%,0%,6%,0%,0%,19%,8%
104693,280,230,45,0,20,165,0,0,0,0,20,0,5,35,10,83%,16%,0%,7%,58%,0%,0%,0%,0%,6%,0%,1%,13%,4%
104696,200,140,65,SUPP,25,50,SUPP,0,0,0,15,0,0,40,20,71%,33%,SUPP,11%,26%,SUPP,0%,0%,0%,6%,0%,0%,20%,9%
104698,250,220,70,0,10,140,SUPP,0,0,0,5,0,SUPP,15,10,89%,27%,0%,4%,56%,SUPP,0%,0%,0%,2%,0%,SUPP,7%,4%
104700,220,180,70,0,15,90,0,0,0,SUPP,15,0,5,30,15,81%,31%,0%,6%,41%,0%,0%,0%,SUPP,7%,0%,1%,13%,6%
104703,90,90,15,0,0,70,SUPP,0,0,0,0,0,0,5,0,96%,18%,0%,0%,77%,SUPP,0%,0%,0%,0%,0%,0%,4%,0%
104705,140,140,25,0,10,100,SUPP,0,0,0,10,0,0,5,SUPP,96%,18%,0%,6%,72%,SUPP,0%,0%,0%,6%,0%,0%,3%,SUPP
104706,140,110,15,0,5,85,SUPP,0,0,0,SUPP,0,0,20,5,81%,13%,0%,4%,63%,SUPP,0%,0%,0%,SUPP,0%,0%,16%,3%
138183,150,130,40,SUPP,5,70,10,0,0,0,SUPP,0,SUPP,20,5,84%,28%,SUPP,2%,46%,7%,0%,0%,0%,SUPP,0%,SUPP,13%,3%
104712,210,190,40,0,15,130,5,0,0,0,20,0,0,10,5,92%,19%,0%,8%,62%,3%,0%,0%,0%,10%,0%,0%,5%,3%
104713,210,190,50,0,15,115,5,0,0,0,20,0,SUPP,10,5,92%,25%,0%,8%,55%,3%,0%,0%,0%,9%,0%,SUPP,6%,2%
104714,230,190,70,0,15,105,5,0,0,0,25,0,SUPP,25,15,84%,30%,0%,6%,45%,2%,0%,0%,0%,11%,0%,SUPP,10%,6%
104715,180,150,35,0,15,95,10,0,0,0,10,0,0,20,5,86%,19%,0%,8%,54%,5%,0%,0%,0%,5%,0%,0%,12%,2%
104717,190,170,35,0,10,115,SUPP,0,0,0,10,0,SUPP,15,10,86%,19%,0%,5%,61%,SUPP,0%,0%,0%,5%,0%,SUPP,7%,6%
136409,90,80,20,0,10,45,5,0,0,0,10,0,SUPP,5,5,89%,21%,0%,12%,49%,6%,0%,0%,0%,10%,0%,SUPP,8%,3%
138463,200,190,45,0,5,125,5,0,0,SUPP,5,0,0,10,5,91%,23%,0%,3%,62%,2%,0%,0%,SUPP,3%,0%,0%,5%,3%
138850,150,150,40,0,5,100,5,0,0,0,10,0,0,5,SUPP,96%,27%,0%,2%,65%,2%,0%,0%,0%,5%,0%,0%,3%,SUPP
104721,130,130,30,0,SUPP,90,5,0,0,0,5,0,0,5,0,98%,24%,0%,SUPP,67%,5%,0%,0%,0%,4%,0%,0%,2%,0%
137916,120,120,5,0,0,115,5,0,0,0,0,0,0,SUPP,SUPP,98%,2%,0%,0%,93%,2%,0%,0%,0%,0%,0%,0%,SUPP,SUPP
136735,180,180,15,SUPP,5,145,10,0,0,0,5,0,0,SUPP,SUPP,99%,9%,SUPP,3%,80%,6%,0%,0%,0%,4%,0%,0%,SUPP,SUPP
101857,170,130,80,0,15,30,0,0,0,0,10,0,SUPP,35,10,74%,48%,0%,8%,17%,0%,0%,0%,0%,5%,0%,SUPP,21%,5%
131065,180,150,30,0,5,110,0,0,0,0,5,0,5,20,10,84%,18%,0%,3%,62%,0%,0%,0%,0%,2%,0%,2%,11%,5%
135174,120,120,15,5,0,100,SUPP,0,0,0,5,0,SUPP,5,SUPP,97%,11%,2%,0%,81%,SUPP,0%,0%,0%,2%,0%,SUPP,2%,SUPP
136119,170,140,50,0,5,85,0,0,0,0,5,0,0,25,5,83%,29%,0%,3%,50%,0%,0%,0%,0%,2%,0%,0%,13%,4%
104734,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
104735,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
104736,20,20,5,0,SUPP,SUPP,0,0,0,15,0,0,0,0,0,100%,21%,0%,SUPP,SUPP,0%,0%,0%,67%,0%,0%,0%,0%,0%
104739,10,10,5,0,0,0,0,0,0,0,0,0,0,5,0,55%,55%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,45%,0%
104742,10,3,5,0,0,0,0,0,0,0,0,0,0,10,5,21%,21%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,57%,21%
104748,20,20,0,0,0,0,0,0,0,15,0,0,0,0,0,100%,0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%
104749,10,10,0,0,0,0,0,0,0,15,0,0,0,0,0,100%,0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%
130961,20,10,SUPP,0,SUPP,0,0,0,0,10,0,0,0,SUPP,5,73%,SUPP,0%,SUPP,0%,0%,0%,0%,60%,0%,0%,0%,SUPP,20%
134658,20,20,SUPP,0,5,SUPP,0,0,0,10,0,0,0,5,SUPP,82%,SUPP,0%,14%,SUPP,0%,0%,0%,50%,0%,0%,0%,14%,SUPP
133441,30,30,5,0,5,0,0,0,SUPP,15,0,0,0,0,0,100%,16%,0%,20%,0%,0%,0%,SUPP,60%,0%,0%,0%,0%,0%
104826,250,230,50,0,10,110,60,0,0,0,10,0,0,15,5,92%,20%,0%,4%,45%,24%,0%,0%,0%,4%,0%,0%,6%,2%
104827,120,100,40,0,5,20,40,0,0,0,5,0,0,15,SUPP,86%,32%,0%,5%,15%,34%,0%,0%,0%,3%,0%,0%,13%,SUPP
104829,230,200,55,0,5,120,10,0,0,0,5,0,SUPP,30,5,84%,24%,0%,3%,52%,4%,0%,0%,0%,2%,0%,SUPP,14%,3%
104830,240,220,50,0,10,130,35,0,0,0,15,0,0,15,5,91%,20%,0%,5%,53%,14%,0%,0%,0%,6%,0%,0%,6%,2%
104833,150,120,50,0,SUPP,15,55,0,0,0,5,0,0,25,5,82%,33%,0%,SUPP,10%,38%,0%,0%,0%,4%,0%,0%,16%,3%
104834,240,210,55,SUPP,10,10,130,0,0,0,10,0,0,20,5,88%,24%,SUPP,4%,4%,55%,0%,0%,0%,5%,0%,0%,9%,3%
104835,180,150,90,0,15,15,35,0,0,0,15,0,0,20,5,86%,52%,0%,7%,9%,19%,0%,0%,0%,9%,0%,0%,11%,3%
136141,220,190,75,0,10,70,30,0,0,0,10,0,SUPP,20,10,86%,34%,0%,5%,32%,14%,0%,0%,0%,4%,0%,SUPP,9%,4%
104843,10,3,SUPP,0,SUPP,0,0,0,0,0,0,0,0,5,SUPP,27%,SUPP,0%,SUPP,0%,0%,0%,0%,0%,0%,0%,0%,55%,SUPP
131022,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
134865,20,20,5,0,0,0,5,0,0,10,0,0,0,0,0,100%,25%,0%,0%,0%,25%,0%,0%,50%,0%,0%,0%,0%,0%
134888,10,10,0,0,0,0,0,0,0,10,0,0,0,0,0,100%,0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%
104944,170,140,75,0,5,SUPP,65,0,0,0,5,0,0,10,10,87%,45%,0%,3%,SUPP,38%,0%,0%,0%,4%,0%,0%,7%,5%
104946,170,140,80,0,10,45,0,0,0,0,10,0,5,25,5,81%,46%,0%,6%,27%,0%,0%,0%,0%,7%,0%,2%,15%,4%
137533,230,210,45,SUPP,10,120,25,0,0,0,15,0,0,10,10,91%,20%,SUPP,5%,53%,12%,0%,0%,0%,6%,0%,0%,4%,5%
137436,160,150,40,0,SUPP,90,15,0,0,0,SUPP,0,SUPP,5,SUPP,94%,26%,0%,SUPP,58%,9%,0%,0%,0%,SUPP,0%,SUPP,4%,SUPP
104951,190,150,90,0,10,40,SUPP,0,0,0,15,0,SUPP,25,15,79%,49%,0%,6%,22%,SUPP,0%,0%,0%,7%,0%,SUPP,13%,9%
137514,220,210,70,0,5,115,15,0,0,0,5,0,0,15,5,92%,32%,0%,3%,50%,7%,0%,0%,0%,3%,0%,0%,6%,2%
137612,190,190,45,SUPP,10,80,55,0,0,0,10,0,0,5,5,96%,23%,SUPP,5%,40%,28%,0%,0%,0%,5%,0%,0%,2%,2%
137297,190,170,50,SUPP,5,5,110,0,0,0,10,0,0,10,5,92%,28%,SUPP,4%,2%,58%,0%,0%,0%,5%,0%,0%,4%,4%
137604,160,150,50,0,5,5,85,0,0,0,5,0,0,10,5,93%,31%,0%,4%,4%,53%,0%,0%,0%,4%,0%,0%,5%,3%
104956,130,110,55,0,SUPP,SUPP,45,0,0,0,5,0,0,20,5,80%,42%,0%,SUPP,SUPP,34%,0%,0%,0%,2%,0%,0%,16%,5%
137520,200,180,45,0,10,95,20,0,0,0,20,0,SUPP,20,10,87%,23%,0%,6%,47%,11%,0%,0%,0%,9%,0%,SUPP,9%,4%
104959,120,100,50,0,5,40,5,0,0,0,5,0,SUPP,10,5,86%,42%,0%,3%,35%,5%,0%,0%,0%,4%,0%,SUPP,10%,3%
104960,250,240,55,0,10,155,10,0,0,0,20,0,5,10,10,93%,21%,0%,4%,62%,5%,0%,0%,0%,8%,0%,1%,4%,3%
104961,220,210,35,0,5,160,10,0,SUPP,0,15,0,SUPP,10,5,94%,15%,0%,3%,72%,4%,0%,SUPP,0%,6%,0%,SUPP,4%,1%
104962,120,110,15,0,SUPP,85,5,0,0,0,5,0,SUPP,10,5,89%,14%,0%,SUPP,70%,4%,0%,0%,0%,3%,0%,SUPP,7%,3%
104963,90,70,40,0,5,25,SUPP,0,0,0,5,0,0,15,5,79%,43%,0%,5%,29%,SUPP,0%,0%,0%,4%,0%,0%,18%,3%
104964,210,190,60,0,SUPP,70,55,0,0,0,5,0,SUPP,15,5,91%,30%,0%,SUPP,34%,26%,0%,0%,0%,3%,0%,SUPP,7%,2%
134710,110,90,20,0,5,55,5,0,0,0,5,0,SUPP,10,5,86%,21%,0%,7%,53%,5%,0%,0%,0%,7%,0%,SUPP,9%,5%
104977,10,10,5,0,SUPP,0,SUPP,0,0,5,0,0,0,SUPP,0,83%,33%,0%,SUPP,0%,SUPP,0%,0%,33%,0%,0%,0%,SUPP,0%
104979,10,10,0,0,0,0,0,0,0,5,0,0,0,0,SUPP,88%,0%,0%,0%,0%,0%,0%,0%,88%,0%,0%,0%,0%,SUPP
104980,30,20,15,0,SUPP,0,0,0,0,SUPP,0,0,0,5,5,68%,60%,0%,SUPP,0%,0%,0%,0%,SUPP,0%,0%,0%,12%,20%
104982,10,4,SUPP,0,SUPP,0,0,0,0,0,0,0,0,5,0,44%,SUPP,0%,SUPP,0%,0%,0%,0%,0%,0%,0%,0%,56%,0%
104983,10,10,0,0,0,0,0,0,0,10,0,0,0,0,0,100%,0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%
133748,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
137130,140,120,30,0,10,25,50,0,0,0,10,0,0,10,5,88%,24%,0%,7%,20%,38%,0%,0%,0%,9%,0%,0%,8%,4%
138853,260,220,90,0,15,40,75,0,0,0,20,0,SUPP,30,10,84%,34%,0%,6%,16%,28%,0%,0%,0%,8%,0%,SUPP,12%,4%
105097,150,130,35,0,15,15,60,0,0,0,10,0,0,20,5,83%,22%,0%,10%,11%,39%,0%,0%,0%,8%,0%,0%,14%,3%
137171,150,140,5,SUPP,SUPP,120,15,0,0,0,SUPP,0,0,0,5,98%,3%,SUPP,SUPP,84%,9%,0%,0%,0%,SUPP,0%,0%,0%,2%
137243,170,170,5,0,0,155,10,0,0,0,0,0,0,5,0,98%,2%,0%,0%,91%,5%,0%,0%,0%,0%,0%,0%,2%,0%
105100,90,80,20,0,5,50,5,0,0,0,5,0,0,5,SUPP,93%,26%,0%,5%,56%,7%,0%,0%,0%,7%,0%,0%,5%,SUPP
105101,120,120,25,0,10,65,15,0,0,0,15,0,SUPP,5,SUPP,94%,19%,0%,9%,52%,14%,0%,0%,0%,10%,0%,SUPP,4%,SUPP
138355,180,150,35,0,15,65,35,0,0,0,15,0,0,15,10,86%,21%,0%,8%,38%,19%,0%,0%,0%,10%,0%,0%,9%,5%
105103,210,200,55,0,10,130,5,0,0,SUPP,15,0,SUPP,5,5,96%,25%,0%,4%,62%,3%,0%,0%,SUPP,6%,0%,SUPP,1%,3%
136895,120,100,20,0,10,60,10,0,0,0,10,0,5,15,5,83%,16%,0%,8%,50%,7%,0%,0%,0%,7%,0%,2%,11%,6%
137815,230,220,20,0,5,175,15,0,0,0,5,0,5,10,5,95%,9%,0%,3%,76%,6%,0%,0%,0%,3%,0%,3%,3%,2%
105106,130,110,35,0,5,55,10,0,0,0,5,0,5,10,5,85%,28%,0%,2%,45%,6%,0%,0%,0%,2%,0%,3%,9%,6%
105107,190,170,30,0,15,90,35,0,0,0,20,0,5,15,5,89%,16%,0%,8%,46%,17%,0%,0%,0%,10%,0%,2%,7%,4%
139031,240,210,40,0,15,140,10,0,0,0,20,0,5,15,10,88%,17%,0%,6%,59%,5%,0%,0%,0%,9%,0%,2%,7%,5%
105110,270,230,55,0,10,160,10,0,0,0,5,0,0,25,10,88%,21%,0%,4%,60%,3%,0%,0%,0%,2%,0%,0%,9%,3%
136411,200,160,75,0,30,SUPP,45,0,0,0,15,0,0,30,10,79%,39%,0%,16%,SUPP,24%,0%,0%,0%,7%,0%,0%,14%,6%
139144,210,200,5,SUPP,5,185,5,0,0,0,10,0,SUPP,5,SUPP,98%,2%,SUPP,2%,89%,3%,0%,0%,0%,4%,0%,SUPP,2%,SUPP
137476,150,150,5,0,5,125,15,0,0,0,10,0,0,5,0,97%,4%,0%,4%,81%,9%,0%,0%,0%,5%,0%,0%,3%,0%
136780,130,120,10,0,5,105,5,0,0,0,10,0,SUPP,5,0,98%,8%,0%,3%,82%,4%,0%,0%,0%,6%,0%,SUPP,2%,0%
137929,140,140,SUPP,SUPP,0,130,5,0,0,0,0,0,0,0,0,100%,SUPP,SUPP,0%,94%,4%,0%,0%,0%,0%,0%,0%,0%,0%
135877,60,60,5,5,SUPP,45,5,0,0,0,SUPP,0,0,SUPP,0,97%,5%,5%,SUPP,78%,7%,0%,0%,0%,SUPP,0%,0%,SUPP,0%
105129,50,40,15,0,SUPP,0,0,0,0,25,0,0,0,5,0,89%,29%,0%,SUPP,0%,0%,0%,0%,56%,0%,0%,0%,11%,0%
105130,10,3,SUPP,0,0,0,0,0,SUPP,0,0,0,SUPP,5,SUPP,38%,SUPP,0%,0%,0%,0%,0%,SUPP,0%,0%,0%,SUPP,50%,SUPP
105131,10,10,0,0,0,0,0,0,0,15,0,0,0,0,0,100%,0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%
105133,20,20,SUPP,0,0,0,SUPP,0,0,15,0,0,0,0,0,100%,SUPP,0%,0%,0%,SUPP,0%,0%,88%,0%,0%,0%,0%,0%
105137,20,20,SUPP,0,0,0,SUPP,0,0,15,0,0,0,SUPP,SUPP,89%,SUPP,0%,0%,0%,SUPP,0%,0%,78%,0%,0%,0%,SUPP,SUPP
127715,10,3,SUPP,0,SUPP,0,0,0,0,0,0,0,0,5,5,30%,SUPP,0%,SUPP,0%,0%,0%,0%,0%,0%,0%,0%,40%,30%
105252,220,190,100,0,10,5,75,0,0,0,10,0,0,20,15,84%,44%,0%,4%,1%,35%,0%,0%,0%,5%,0%,0%,10%,6%
105253,240,210,55,SUPP,10,130,15,0,0,0,15,0,SUPP,15,10,90%,23%,SUPP,5%,55%,6%,0%,0%,0%,6%,0%,SUPP,6%,3%
105256,200,180,135,0,10,5,30,0,0,0,15,0,0,15,5,90%,66%,0%,6%,1%,16%,0%,0%,0%,7%,0%,0%,7%,3%
105257,290,250,180,SUPP,10,SUPP,55,0,0,0,25,0,0,30,10,86%,63%,SUPP,4%,SUPP,19%,0%,0%,0%,8%,0%,0%,10%,4%
105259,190,170,70,0,10,55,35,0,0,0,10,0,0,10,10,89%,37%,0%,4%,28%,19%,0%,0%,0%,5%,0%,0%,6%,5%
140500,280,230,90,SUPP,10,25,105,0,0,0,10,0,0,35,10,83%,33%,SUPP,3%,9%,37%,0%,0%,0%,3%,0%,0%,13%,4%
105261,310,270,100,0,10,115,35,0,0,0,15,0,SUPP,30,10,87%,32%,0%,4%,38%,11%,0%,0%,0%,5%,0%,SUPP,9%,4%
105262,180,170,105,0,10,5,50,0,0,0,20,0,0,5,5,96%,59%,0%,7%,2%,27%,0%,0%,0%,11%,0%,0%,3%,2%
105263,180,150,85,0,5,SUPP,60,0,0,0,5,0,0,25,10,83%,48%,0%,2%,SUPP,32%,0%,0%,0%,3%,0%,0%,13%,4%
105264,230,210,60,0,10,110,25,0,0,0,10,0,SUPP,15,SUPP,92%,26%,0%,4%,49%,11%,0%,0%,0%,5%,0%,SUPP,8%,SUPP
134646,150,130,75,0,10,SUPP,45,0,0,0,5,0,0,15,5,89%,51%,0%,7%,SUPP,31%,0%,0%,0%,5%,0%,0%,9%,3%
135096,90,80,10,5,0,25,45,0,0,0,0,0,0,5,5,92%,13%,5%,0%,26%,49%,0%,0%,0%,0%,0%,0%,3%,5%
105266,200,190,120,5,10,5,50,0,0,0,10,0,0,10,5,93%,59%,1%,4%,3%,25%,0%,0%,0%,4%,0%,0%,5%,2%
105267,270,260,95,SUPP,5,130,25,0,0,0,10,0,SUPP,10,SUPP,96%,35%,SUPP,2%,48%,10%,0%,0%,0%,3%,0%,SUPP,3%,SUPP
135770,150,120,45,0,0,10,65,0,0,0,0,0,0,15,15,82%,29%,0%,0%,7%,46%,0%,0%,0%,0%,0%,0%,9%,9%
135981,130,100,25,0,5,65,5,0,0,0,5,0,SUPP,20,10,76%,19%,0%,2%,50%,4%,0%,0%,0%,2%,0%,SUPP,17%,8%
136135,80,60,15,0,SUPP,40,SUPP,0,0,0,5,0,5,15,5,75%,16%,0%,SUPP,48%,SUPP,0%,0%,0%,4%,0%,6%,19%,6%
105277,20,20,0,0,0,0,SUPP,0,0,15,0,0,0,0,SUPP,94%,0%,0%,0%,0%,SUPP,0%,0%,88%,0%,0%,0%,0%,SUPP
105278,10,10,0,0,0,0,0,0,0,10,0,0,0,0,0,100%,0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%
