URN,COHORT,OVERALL,FEC,INDEP,OTHERFE,SSF,SFC,SPI,AP_PRU,SPECIAL,APPREN,HE,COMBO,KNOWN,UNKNOWN,OVERALLPER,FECPER,INDEPPER,OTHERFEPER,SSFPER,SFCPER,SPIPER,AP_PRUPER,SPECIALPER,APPRENPER,HEPER,COMBOPER,KNOWNPER,UNKNOWNPER
100284,130,120,45,0,SUPP,45,30,0,0,0,SUPP,0,0,5,5,90%,34%,0%,SUPP,34%,21%,0%,0%,0%,SUPP,0%,0%,5%,5%
100285,170,150,40,0,5,85,25,0,0,0,SUPP,0,0,10,5,92%,24%,0%,3%,51%,14%,0%,0%,0%,SUPP,0%,0%,5%,3%
134693,180,170,20,SUPP,SUPP,125,20,0,0,0,5,0,0,5,5,93%,12%,SUPP,SUPP,69%,11%,0%,0%,0%,3%,0%,0%,3%,4%
131062,170,140,45,SUPP,5,65,25,0,0,0,5,0,0,15,10,85%,26%,SUPP,4%,40%,15%,0%,0%,0%,2%,0%,0%,9%,7%
131609,170,160,40,0,5,90,20,0,SUPP,SUPP,5,0,SUPP,10,5,90%,24%,0%,3%,51%,11%,0%,SUPP,SUPP,3%,0%,SUPP,6%,4%
100307,20,10,10,0,0,SUPP,SUPP,0,0,0,0,0,0,SUPP,SUPP,80%,67%,0%,0%,SUPP,SUPP,0%,0%,0%,0%,0%,0%,SUPP,SUPP
100311,10,10,5,0,0,0,0,0,SUPP,SUPP,0,0,0,0,0,100%,56%,0%,0%,0%,0%,0%,SUPP,SUPP,0%,0%,0%,0%,0%
100312,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
139364,100,90,25,0,SUPP,60,5,0,0,0,SUPP,0,SUPP,5,5,93%,27%,0%,SUPP,61%,3%,0%,0%,0%,SUPP,0%,SUPP,3%,4%
100359,170,140,50,SUPP,SUPP,80,5,0,0,0,5,0,SUPP,15,15,83%,29%,SUPP,SUPP,49%,3%,0%,0%,0%,2%,0%,SUPP,9%,8%
139365,110,110,20,5,0,75,5,0,0,0,0,0,0,SUPP,SUPP,96%,19%,4%,0%,69%,4%,0%,0%,0%,0%,0%,0%,SUPP,SUPP
100361,90,70,45,0,0,25,5,0,0,0,0,0,0,10,5,83%,49%,0%,0%,31%,3%,0%,0%,0%,0%,0%,0%,9%,8%
137935,160,150,10,10,SUPP,120,15,0,0,0,0,0,0,5,5,94%,7%,5%,SUPP,72%,9%,0%,0%,0%,0%,0%,0%,2%,4%
138607,90,90,15,10,SUPP,65,0,0,0,0,0,0,0,SUPP,0,99%,14%,9%,SUPP,74%,0%,0%,0%,0%,0%,0%,0%,SUPP,0%
137157,180,170,10,SUPP,0,160,SUPP,0,0,0,0,0,0,5,SUPP,97%,5%,SUPP,0%,90%,SUPP,0%,0%,0%,0%,0%,0%,2%,SUPP
131752,150,120,35,0,SUPP,80,5,0,0,0,5,0,0,20,10,79%,22%,0%,SUPP,53%,3%,0%,0%,0%,2%,0%,0%,14%,7%
100378,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
100379,20,20,10,0,0,10,0,0,0,0,0,0,0,SUPP,0,94%,44%,0%,0%,50%,0%,0%,0%,0%,0%,0%,0%,SUPP,0%
100381,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
100382,20,10,5,0,0,5,0,0,0,SUPP,0,0,0,5,SUPP,75%,44%,0%,0%,25%,0%,0%,0%,SUPP,0%,0%,0%,19%,SUPP
135175,10,10,SUPP,0,0,0,SUPP,0,0,5,0,0,0,0,0,100%,SUPP,0%,0%,0%,SUPP,0%,0%,57%,0%,0%,0%,0%,0%
100452,160,150,40,0,5,90,10,0,0,0,SUPP,0,0,10,5,91%,26%,0%,3%,57%,6%,0%,0%,0%,SUPP,0%,0%,5%,4%
100453,140,120,80,0,5,20,10,0,0,0,5,0,0,20,10,81%,56%,0%,4%,15%,6%,0%,0%,0%,2%,0%,0%,13%,7%
100455,140,120,45,0,SUPP,55,20,0,0,0,0,0,0,10,5,88%,32%,0%,SUPP,40%,15%,0%,0%,0%,0%,0%,0%,8%,4%
100457,160,140,95,5,5,25,10,0,0,0,SUPP,0,0,15,5,89%,61%,2%,3%,16%,6%,0%,0%,0%,SUPP,0%,0%,9%,2%
131690,150,120,85,0,SUPP,10,20,0,0,0,0,0,0,20,10,79%,57%,0%,SUPP,7%,14%,0%,0%,0%,0%,0%,0%,14%,7%
100458,130,120,35,0,5,70,5,0,0,0,SUPP,0,SUPP,10,5,90%,28%,0%,3%,55%,4%,0%,0%,0%,SUPP,0%,SUPP,8%,2%
100459,150,140,30,0,5,85,20,0,0,0,5,0,0,5,10,92%,20%,0%,3%,56%,12%,0%,0%,0%,3%,0%,0%,3%,6%
100460,120,110,55,0,SUPP,30,20,0,0,0,0,0,0,5,5,91%,48%,0%,SUPP,26%,15%,0%,0%,0%,0%,0%,0%,5%,4%
134314,150,90,50,SUPP,5,25,5,0,SUPP,0,5,0,0,50,5,63%,34%,SUPP,4%,19%,4%,0%,SUPP,0%,3%,0%,0%,34%,3%
135587,150,120,65,0,SUPP,45,10,0,0,0,5,0,0,15,15,81%,43%,0%,SUPP,31%,5%,0%,0%,0%,2%,0%,0%,11%,9%
100467,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
134030,10,10,0,0,0,0,0,0,SUPP,5,0,0,0,0,0,100%,0%,0%,0%,0%,0%,0%,SUPP,88%,0%,0%,0%,0%,0%
100469,10,10,5,0,SUPP,0,0,0,0,SUPP,0,0,0,SUPP,0,90%,60%,0%,SUPP,0%,0%,0%,0%,SUPP,0%,0%,0%,SUPP,0%
140134,230,200,50,SUPP,5,125,20,0,0,0,5,0,0,15,15,88%,23%,SUPP,3%,54%,9%,0%,0%,0%,2%,0%,0%,6%,6%
100502,120,110,25,0,SUPP,45,45,0,0,0,5,0,0,5,5,93%,20%,0%,SUPP,37%,35%,0%,0%,0%,2%,0%,0%,5%,2%
100503,120,110,30,5,5,40,25,0,0,0,5,0,0,10,10,87%,23%,5%,3%,34%,21%,0%,0%,0%,2%,0%,0%,7%,7%
100506,120,120,15,5,0,95,5,0,0,0,0,0,0,0,SUPP,99%,14%,3%,0%,78%,4%,0%,0%,0%,0%,0%,0%,0%,SUPP
100548,10,10,0,0,0,0,0,0,0,10,0,0,0,0,0,100%,0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%
100624,130,110,30,0,SUPP,55,20,0,0,0,5,0,0,20,10,80%,21%,0%,SUPP,42%,15%,0%,0%,0%,2%,0%,0%,14%,7%
100625,120,100,20,0,SUPP,65,15,0,0,0,SUPP,0,SUPP,15,SUPP,87%,19%,0%,SUPP,55%,11%,0%,0%,0%,SUPP,0%,SUPP,12%,SUPP
136450,170,140,70,SUPP,5,30,30,0,0,0,5,0,0,20,10,83%,41%,SUPP,4%,17%,19%,0%,0%,0%,3%,0%,0%,11%,7%
100627,110,100,40,0,5,25,30,0,0,0,SUPP,0,0,5,5,93%,38%,0%,4%,23%,28%,0%,0%,0%,SUPP,0%,0%,4%,3%
129649,150,130,35,0,5,90,5,0,0,0,SUPP,0,0,15,5,87%,24%,0%,2%,57%,4%,0%,0%,0%,SUPP,0%,0%,10%,3%
100637,150,140,25,0,SUPP,90,20,0,0,0,10,0,0,5,5,94%,16%,0%,SUPP,63%,14%,0%,0%,0%,8%,0%,0%,4%,2%
100638,190,180,40,0,5,110,20,0,0,0,SUPP,0,0,10,5,93%,22%,0%,2%,58%,12%,0%,0%,0%,SUPP,0%,0%,5%,2%
137093,200,190,45,0,SUPP,115,20,0,0,SUPP,SUPP,0,0,15,5,92%,23%,0%,SUPP,57%,10%,0%,0%,SUPP,SUPP,0%,0%,6%,2%
100640,90,80,25,SUPP,SUPP,35,25,0,0,0,SUPP,0,SUPP,5,0,97%,26%,SUPP,SUPP,39%,26%,0%,0%,0%,SUPP,0%,SUPP,3%,0%
137966,150,140,25,SUPP,SUPP,65,50,0,0,0,0,0,0,5,SUPP,95%,16%,SUPP,SUPP,44%,33%,0%,0%,0%,0%,0%,0%,4%,SUPP
100642,110,100,30,0,5,60,SUPP,0,0,0,5,0,0,5,5,91%,28%,0%,5%,57%,SUPP,0%,0%,0%,4%,0%,0%,4%,6%
100643,10,10,10,0,0,0,0,SUPP,0,0,0,0,0,0,0,100%,90%,0%,0%,0%,0%,SUPP,0%,0%,0%,0%,0%,0%,0%
134815,170,150,40,0,5,95,10,0,0,SUPP,5,0,SUPP,15,SUPP,89%,23%,0%,2%,58%,5%,0%,0%,SUPP,2%,0%,SUPP,10%,SUPP
100654,30,20,15,0,5,0,SUPP,SUPP,0,SUPP,0,0,0,5,5,76%,52%,0%,14%,0%,SUPP,SUPP,0%,SUPP,0%,0%,0%,10%,14%
100659,20,10,10,0,SUPP,0,0,SUPP,0,SUPP,0,0,0,5,SUPP,74%,58%,0%,SUPP,0%,0%,SUPP,0%,SUPP,0%,0%,0%,21%,SUPP
133442,10,10,0,0,0,0,0,0,0,10,0,0,0,0,0,100%,0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%
100740,220,200,60,0,5,100,35,0,0,0,5,0,0,20,10,87%,27%,0%,2%,44%,15%,0%,0%,0%,3%,0%,0%,9%,4%
100741,220,210,25,0,10,120,50,0,0,0,10,0,SUPP,10,5,93%,10%,0%,4%,55%,23%,0%,0%,0%,4%,0%,SUPP,4%,3%
100742,140,120,30,5,SUPP,35,50,0,0,0,0,0,0,10,10,85%,20%,2%,SUPP,25%,36%,0%,0%,0%,0%,0%,0%,6%,8%
100743,280,230,70,5,10,130,20,0,0,0,5,0,0,20,25,84%,25%,1%,3%,48%,7%,0%,0%,0%,2%,0%,0%,8%,8%
100745,230,210,60,0,SUPP,140,10,0,0,0,5,0,0,10,10,92%,26%,0%,SUPP,61%,4%,0%,0%,0%,2%,0%,0%,4%,4%
100747,120,100,40,0,SUPP,30,25,0,0,0,SUPP,0,0,15,5,82%,32%,0%,SUPP,25%,23%,0%,0%,0%,SUPP,0%,0%,14%,4%
100748,110,100,30,SUPP,0,45,30,0,0,0,SUPP,0,0,10,5,89%,25%,SUPP,0%,38%,25%,0%,0%,0%,SUPP,0%,0%,7%,4%
100749,90,80,25,SUPP,5,15,35,0,0,0,SUPP,0,0,5,5,93%,28%,SUPP,4%,18%,41%,0%,0%,0%,SUPP,0%,0%,3%,3%
100750,110,110,10,0,5,80,10,0,0,0,5,0,0,SUPP,SUPP,96%,11%,0%,3%,74%,8%,0%,0%,0%,3%,0%,0%,SUPP,SUPP
100752,140,140,20,0,SUPP,50,65,0,0,0,SUPP,0,0,5,SUPP,96%,14%,0%,SUPP,36%,45%,0%,0%,0%,SUPP,0%,0%,4%,SUPP
135073,200,190,35,SUPP,5,145,5,0,0,0,5,0,0,5,5,94%,17%,SUPP,2%,71%,2%,0%,0%,0%,3%,0%,0%,3%,3%
135070,200,180,75,SUPP,10,85,10,0,0,0,5,0,SUPP,10,10,90%,38%,SUPP,5%,42%,5%,0%,0%,0%,4%,0%,SUPP,6%,4%
135264,130,120,20,SUPP,5,25,75,0,0,0,5,0,0,5,5,92%,14%,SUPP,3%,20%,56%,0%,0%,0%,5%,0%,0%,5%,3%
100760,20,20,5,0,0,10,0,0,0,0,0,0,0,0,0,100%,39%,0%,0%,61%,0%,0%,0%,0%,0%,0%,0%,0%,0%
100765,10,10,0,0,5,0,0,0,0,10,0,0,0,0,0,100%,0%,0%,21%,0%,0%,0%,0%,79%,0%,0%,0%,0%,0%
136309,180,150,65,0,SUPP,60,20,0,0,0,0,0,0,15,20,82%,36%,0%,SUPP,34%,12%,0%,0%,0%,0%,0%,0%,7%,11%
136298,170,170,35,SUPP,5,115,10,0,0,0,5,0,0,5,5,95%,19%,SUPP,3%,67%,6%,0%,0%,0%,2%,0%,0%,2%,3%
100849,120,120,10,SUPP,0,80,35,0,0,0,0,0,0,0,0,100%,6%,SUPP,0%,66%,27%,0%,0%,0%,0%,0%,0%,0%,0%
100857,140,140,35,SUPP,5,15,80,0,0,0,5,0,SUPP,5,SUPP,95%,25%,SUPP,2%,12%,55%,0%,0%,0%,2%,0%,SUPP,3%,SUPP
138961,130,120,25,0,10,65,15,0,0,0,5,0,5,10,5,90%,19%,0%,6%,49%,12%,0%,0%,0%,5%,0%,4%,6%,4%
100859,120,120,15,SUPP,5,20,70,0,0,0,5,0,0,SUPP,SUPP,98%,13%,SUPP,6%,18%,59%,0%,0%,0%,3%,0%,0%,SUPP,SUPP
138960,140,130,20,SUPP,5,40,65,0,0,0,5,0,SUPP,5,0,97%,16%,SUPP,2%,30%,47%,0%,0%,0%,2%,0%,SUPP,3%,0%
134222,180,160,30,0,5,100,20,0,5,0,10,0,SUPP,10,10,90%,18%,0%,3%,56%,11%,0%,2%,0%,6%,0%,SUPP,6%,4%
134225,200,180,80,SUPP,5,40,45,0,0,0,5,0,SUPP,20,5,88%,41%,SUPP,4%,20%,23%,0%,0%,0%,2%,0%,SUPP,9%,4%
131747,160,150,45,SUPP,10,45,45,0,0,0,5,0,SUPP,10,5,92%,28%,SUPP,5%,29%,29%,0%,0%,0%,3%,0%,SUPP,5%,3%
132711,120,100,30,0,SUPP,50,20,0,0,0,5,0,0,10,5,89%,28%,0%,SUPP,42%,18%,0%,0%,0%,3%,0%,0%,9%,3%
135315,160,120,50,0,5,45,25,0,0,0,SUPP,0,0,25,10,79%,32%,0%,2%,29%,15%,0%,0%,0%,SUPP,0%,0%,15%,6%
135401,180,160,45,0,5,95,20,0,0,0,5,0,0,10,5,92%,24%,0%,4%,53%,11%,0%,0%,0%,2%,0%,0%,5%,3%
135584,110,90,60,0,SUPP,15,15,0,0,0,0,0,SUPP,10,5,84%,53%,0%,SUPP,15%,14%,0%,0%,0%,0%,0%,SUPP,10%,6%
100872,30,30,10,0,0,0,0,0,0,15,0,0,0,SUPP,0,96%,42%,0%,0%,0%,0%,0%,0%,54%,0%,0%,0%,SUPP,0%
100873,10,10,SUPP,0,0,0,0,0,0,5,0,0,0,0,0,100%,SUPP,0%,0%,0%,0%,0%,0%,88%,0%,0%,0%,0%,0%
140138,10,4,SUPP,0,SUPP,0,0,0,0,0,SUPP,0,SUPP,SUPP,SUPP,50%,SUPP,0%,SUPP,0%,0%,0%,0%,0%,SUPP,0%,SUPP,SUPP,SUPP
100880,10,10,0,0,0,0,0,0,0,10,0,0,0,0,0,100%,0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%
100965,110,90,50,0,5,25,15,0,0,0,SUPP,0,0,10,5,87%,46%,0%,3%,22%,16%,0%,0%,0%,SUPP,0%,0%,9%,4%
100966,170,150,85,0,5,45,15,0,0,0,5,0,0,15,5,87%,51%,0%,2%,26%,10%,0%,0%,0%,3%,0%,0%,10%,3%
100967,220,200,50,0,5,130,10,0,0,SUPP,5,0,0,15,10,89%,22%,0%,3%,58%,5%,0%,0%,SUPP,2%,0%,0%,7%,4%
100968,200,190,35,SUPP,5,145,5,0,0,0,SUPP,0,SUPP,5,5,96%,18%,SUPP,2%,72%,3%,0%,0%,0%,SUPP,0%,SUPP,3%,2%
100969,150,140,80,SUPP,5,35,15,0,0,0,SUPP,0,SUPP,15,SUPP,89%,52%,SUPP,3%,23%,10%,0%,0%,0%,SUPP,0%,SUPP,10%,SUPP
100970,150,130,60,0,10,50,15,0,0,0,5,0,0,15,SUPP,90%,40%,0%,5%,34%,11%,0%,0%,0%,4%,0%,0%,9%,SUPP
137789,130,120,35,0,SUPP,65,15,0,0,0,0,0,0,5,5,90%,26%,0%,SUPP,50%,13%,0%,0%,0%,0%,0%,0%,5%,5%
100972,110,110,25,0,SUPP,70,10,0,0,0,SUPP,0,0,5,5,94%,21%,0%,SUPP,64%,7%,0%,0%,0%,SUPP,0%,0%,4%,3%
100973,210,170,30,0,SUPP,115,20,0,0,0,SUPP,0,0,20,20,81%,16%,0%,SUPP,55%,9%,0%,0%,0%,SUPP,0%,0%,9%,11%
133289,100,90,30,0,SUPP,50,5,0,0,0,0,0,0,10,5,87%,29%,0%,SUPP,48%,7%,0%,0%,0%,0%,0%,0%,10%,3%
100974,170,140,40,SUPP,5,80,10,0,0,0,5,0,0,25,10,81%,24%,SUPP,3%,48%,5%,0%,0%,0%,4%,0%,0%,14%,5%
100975,230,220,30,0,SUPP,170,15,0,0,0,5,0,0,15,5,92%,13%,0%,SUPP,72%,6%,0%,0%,0%,1%,0%,0%,7%,1%
100977,190,180,20,0,0,150,5,0,0,0,SUPP,0,0,10,5,94%,11%,0%,0%,80%,4%,0%,0%,0%,SUPP,0%,0%,4%,2%
100978,140,120,30,0,5,65,25,0,0,0,SUPP,0,0,10,5,89%,21%,0%,2%,47%,19%,0%,0%,0%,SUPP,0%,0%,8%,3%
100979,140,120,30,SUPP,10,60,15,0,0,0,10,0,0,15,10,84%,23%,SUPP,6%,44%,10%,0%,0%,0%,6%,0%,0%,10%,6%
100986,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
100987,10,10,SUPP,0,0,0,0,0,0,10,0,0,0,0,0,100%,SUPP,0%,0%,0%,0%,0%,0%,91%,0%,0%,0%,0%,0%
100989,10,10,0,0,0,0,0,0,0,10,0,0,0,0,0,100%,0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%
131598,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
135762,160,140,45,0,5,85,15,0,0,0,SUPP,0,0,5,10,90%,28%,0%,2%,52%,8%,0%,0%,0%,SUPP,0%,0%,4%,6%
101053,170,150,20,0,SUPP,130,SUPP,0,0,0,5,0,0,10,5,90%,11%,0%,SUPP,77%,SUPP,0%,0%,0%,2%,0%,0%,6%,4%
136883,140,120,30,SUPP,5,80,10,0,0,0,5,0,5,10,5,89%,21%,SUPP,3%,56%,6%,0%,0%,0%,2%,0%,2%,8%,4%
132173,150,140,40,SUPP,5,85,10,0,0,0,SUPP,0,0,5,5,95%,27%,SUPP,2%,59%,5%,0%,0%,0%,SUPP,0%,0%,3%,3%
137005,250,250,30,SUPP,5,200,5,0,0,SUPP,5,0,SUPP,SUPP,5,97%,13%,SUPP,1%,80%,2%,0%,0%,SUPP,1%,0%,SUPP,SUPP,2%
139842,270,260,60,0,SUPP,185,15,0,0,0,5,0,SUPP,5,5,96%,23%,0%,SUPP,68%,5%,0%,0%,0%,1%,0%,SUPP,3%,1%
138681,140,110,30,0,SUPP,80,SUPP,0,0,0,0,0,0,20,5,82%,23%,0%,SUPP,58%,SUPP,0%,0%,0%,0%,0%,0%,15%,4%
138682,170,150,20,SUPP,SUPP,120,5,0,0,0,SUPP,0,0,15,5,86%,11%,SUPP,SUPP,71%,3%,0%,0%,0%,SUPP,0%,0%,9%,4%
135316,180,160,50,SUPP,5,100,5,0,0,0,SUPP,0,SUPP,10,5,92%,29%,SUPP,2%,57%,4%,0%,0%,0%,SUPP,0%,SUPP,6%,2%
101093,20,20,SUPP,0,0,0,0,0,0,15,0,0,0,0,0,100%,SUPP,0%,0%,0%,0%,0%,0%,94%,0%,0%,0%,0%,0%
101094,20,20,SUPP,0,0,0,0,0,0,15,0,0,0,SUPP,0,94%,SUPP,0%,0%,0%,0%,0%,0%,88%,0%,0%,0%,SUPP,0%
101095,10,10,0,0,0,0,0,0,0,10,0,0,0,0,0,100%,0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%
101102,10,10,0,0,0,0,0,0,0,10,0,0,0,0,0,100%,0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%
101103,20,20,5,0,0,0,0,0,0,15,0,0,0,SUPP,SUPP,87%,22%,0%,0%,0%,0%,0%,0%,65%,0%,0%,0%,SUPP,SUPP
131594,10,10,SUPP,0,SUPP,0,0,0,0,5,0,0,0,5,0,75%,SUPP,0%,SUPP,0%,0%,0%,0%,42%,0%,0%,0%,25%,0%
137646,200,180,15,SUPP,5,160,SUPP,0,0,0,5,0,0,5,5,94%,9%,SUPP,2%,83%,SUPP,0%,0%,0%,2%,0%,0%,3%,3%
138313,150,150,20,0,5,115,5,0,0,0,5,0,0,5,0,97%,12%,0%,2%,79%,5%,0%,0%,0%,3%,0%,0%,3%,0%
137353,140,130,15,5,SUPP,110,5,0,0,0,0,0,0,5,SUPP,97%,9%,4%,SUPP,80%,3%,0%,0%,0%,0%,0%,0%,2%,SUPP
138312,120,110,25,0,5,55,20,0,0,0,5,0,0,5,10,91%,21%,0%,3%,48%,19%,0%,0%,0%,3%,0%,0%,3%,7%
101154,120,110,15,0,0,85,10,0,0,0,0,0,0,5,5,90%,12%,0%,0%,72%,7%,0%,0%,0%,0%,0%,0%,5%,5%
139369,120,100,15,0,SUPP,80,5,0,0,0,SUPP,0,0,5,10,86%,14%,0%,SUPP,67%,3%,0%,0%,0%,SUPP,0%,0%,6%,8%
130912,170,160,20,0,SUPP,140,5,0,0,0,SUPP,0,0,5,5,95%,12%,0%,SUPP,80%,2%,0%,0%,0%,SUPP,0%,0%,3%,2%
131262,160,140,10,SUPP,0,120,5,0,0,0,0,0,0,15,5,88%,8%,SUPP,0%,78%,2%,0%,0%,0%,0%,0%,0%,10%,2%
135676,210,190,75,0,5,95,10,0,SUPP,0,SUPP,SUPP,0,20,5,89%,36%,0%,2%,46%,4%,0%,SUPP,0%,SUPP,SUPP,0%,9%,2%
101182,10,10,SUPP,0,0,0,0,0,0,10,0,0,0,0,0,100%,SUPP,0%,0%,0%,0%,0%,0%,85%,0%,0%,0%,0%,0%
