LA,URN,NTEA,NTEAAS,NNONTEA,NFTETEA,NFTETEAAS,NFTENONTEA,RATPUPTEA,SALARY
202,100060,15,9,6,8.1,9.0,6.0,20.3,60995
202,100091,8,15,4,6.0,12.2,2.6,4.8,49323
202,100092,10,4,4,9.4,4.0,4.0,3.8,53233
202,100094,4,NA,1,3.6,NA,1.0,21.9,55552
202,100096,49,102,37,44.8,97.5,33.7,5.1,49986
203,100097,7,9,22,6.8,6.4,19.6,13.5,42451
203,100098,6,5,12,5.8,2.7,10.6,18.4,44709
203,100099,5,7,11,4.2,5.1,9.4,18.9,44496
203,100102,8,3,15,7.4,2.7,12.8,13.7,39469
203,100103,27,14,10,25.6,12.3,8.6,3.5,47448
203,100111,24,31,8,22.6,21.4,5.3,17.7,40142
203,100112,18,21,26,18.0,18.5,23.8,12.7,39792
203,100113,32,27,12,29.4,18.6,8.7,20.9,38750
203,100114,23,22,7,21.8,14.6,6.3,15.8,43080
203,100115,15,25,3,11.6,13.5,2.6,19.9,38103
203,100120,20,25,8,19.4,13.5,6.2,19.3,37247
203,100125,19,12,7,17.6,5.4,6.5,21.0,38556
203,100126,23,29,4,21.6,19.5,4.0,18.9,40171
203,100127,20,25,6,18.0,14.9,4.7,23.7,42283
203,100128,20,28,30,18.6,20.5,26.1,12.8,41153
203,100129,18,13,7,17.1,11.6,6.9,15.8,37140
203,100130,19,18,7,18.0,10.7,5.0,18.6,36878
203,100131,19,20,8,16.2,12.7,5.8,19.7,38328
203,100132,22,22,9,20.7,13.9,6.6,18.1,39797
203,100134,18,18,11,16.4,13.8,8.8,19.2,35597
203,100136,20,15,7,19.8,8.9,6.1,19.5,38874
203,100137,20,14,5,17.0,11.0,4.2,13.7,38696
203,100140,38,39,7,32.9,29.1,6.9,19.2,42832
203,100141,24,25,7,22.5,15.4,6.0,20.2,37849
203,100142,13,17,5,11.2,9.0,4.6,20.4,39387
203,100145,23,25,11,21.5,17.1,8.2,23.6,40103
203,100146,20,22,5,16.6,15.2,4.2,25.9,46089
203,100148,14,9,4,11.0,7.7,3.3,20.9,41326
203,100149,18,23,6,16.8,15.4,4.3,25.2,41154
203,100150,22,24,6,20.5,15.3,5.6,19.7,36985
203,100151,13,19,5,11.5,9.6,4.1,19.3,38256
203,100152,27,38,9,24.5,28.8,9.0,21.1,43082
203,100154,14,12,6,13.0,6.7,5.1,16.1,43075
203,100155,28,26,9,23.1,20.2,8.7,19.9,45423
203,100156,29,45,8,27.7,33.8,6.2,21.8,38892
203,100157,10,10,5,9.3,6.8,4.0,43.8,49260
203,100158,47,40,9,44.7,26.2,8.7,16.1,37087
203,100159,30,28,5,26.6,22.7,4.8,16.2,39728
203,100160,13,11,7,11.1,7.8,5.6,20.5,40578
203,100162,17,19,4,14.3,10.6,3.7,15.5,39622
203,100163,24,30,21,22.7,21.4,20.8,20.7,40921
203,100164,18,24,11,17.6,14.7,10.0,24.7,38134
203,130921,23,28,6,22.6,19.1,5.1,17.9,38681
203,130922,23,18,6,20.8,11.5,5.8,19.5,41549
203,131183,32,29,10,59.4,21.5,9.4,10.5,38225
203,131246,30,33,7,23.9,23.2,4.8,19.6,39495
203,131841,30,51,6,28.7,35.7,4.8,20.5,41845
203,132837,25,20,9,23.2,13.4,7.0,19.1,44745
203,132800,20,23,10,19.8,16.4,8.5,20.9,37473
203,132827,36,24,35,33.6,15.9,26.8,15.1,35761
203,100165,12,15,5,10.4,10.4,2.0,17.2,39931
203,100166,10,11,3,8.9,4.9,2.7,23.0,43586
203,100167,15,20,5,13.4,12.1,2.6,23.2,39871
203,100168,11,9,3,9.8,6.4,3.0,21.0,43383
203,100169,14,13,4,15.5,10.1,3.7,12.8,38628
203,100170,11,16,5,9.2,10.4,4.0,30.7,46674
203,100171,21,25,6,20.6,17.7,4.8,18.3,39538
203,100172,22,22,6,19.8,14.5,4.4,22.5,40370
203,100173,20,13,5,17.0,10.6,4.2,19.9,36680
203,100174,10,11,4,10.0,7.5,3.9,23.2,42490
203,100175,10,12,4,8.8,10.3,3.3,23.9,44384
203,100176,10,8,4,10.0,5.8,3.3,20.2,40360
203,100177,17,22,4,14.8,14.1,3.8,19.6,43654
203,100178,11,10,9,10.2,8.0,5.7,18.8,41876
203,100179,11,9,5,10.0,7.6,4.3,20.7,41218
203,100180,14,12,4,13.4,8.5,4.0,16.8,40619
203,100181,11,19,7,10.6,13.4,4.4,20.4,36355
203,131109,26,33,16,24.5,28.1,15.3,21.9,40821
203,138449,61,13,29,61.0,11.4,23.5,15.0,37309
203,138245,16,2,4,16.0,2.0,4.0,NA,36608
203,139786,26,NA,NA,26.0,NA,NA,10.8,38350
203,100182,61,32,28,58.2,26.3,22.7,14.3,43750
203,100183,137,47,70,128.4,41.2,53.2,11.3,44095
203,137473,98,41,43,93.9,30.0,37.5,11.2,44053
203,100187,136,44,29,124.7,31.9,28.3,11.3,42922
203,100189,114,47,39,109.7,37.1,37.1,14.2,44992
203,100190,134,44,34,126.5,35.4,30.8,13.3,43439
203,100192,99,27,32,94.4,18.9,26.2,12.2,45243
203,100193,37,7,17,36.6,5.0,15.3,16.3,47021
203,100195,19,2,14,19.0,2.0,13.6,6.2,46455
203,100196,47,12,15,41.8,8.5,13.0,14.8,46336
203,138966,102,21,37,3.4,0.5,1.0,SUPP,49497
203,100197,31,39,8,29.1,24.8,6.9,20.1,43754
203,105135,96,38,16,92.2,31.6,14.1,11.8,40592
203,100204,11,9,3,11.6,8.9,3.0,3.0,36503
203,138547,44,93,18,39.6,77.2,15.5,5.1,45601
203,133401,20,16,3,18.0,13.3,2.3,1.5,50259
203,133399,29,101,14,28.0,79.5,11.0,5.7,46646
204,100212,7,8,7,6.4,4.2,5.2,9.7,45952
204,100213,5,8,9,4.4,5.4,7.1,12.8,55024
204,134635,22,15,11,22.0,14.0,10.1,5.4,45303
204,138241,12,5,2,7.4,2.9,1.4,14.9,33368
204,139814,11,11,4,10.5,10.0,4.0,17.1,46377
204,100218,26,23,6,25.6,16.1,5.5,18.2,40668
204,100221,14,11,4,14.0,7.0,2.9,16.2,37046
204,100223,28,26,22,28.0,22.8,16.7,22.4,38391
204,100224,23,33,14,20.8,27.8,7.3,17.2,36926
204,100225,32,30,11,29.4,23.9,10.2,17.4,37597
204,100229,22,38,8,20.5,24.5,7.2,19.6,43207
204,100230,27,14,14,27.4,11.0,4.5,15.9,34446
204,100231,32,44,12,31.0,38.8,10.1,20.1,42045
204,100232,24,12,10,22.7,10.3,8.1,18.6,43659
204,100233,25,17,6,24.6,11.6,5.1,18.5,39052
204,100234,33,22,14,31.6,18.2,13.4,14.5,42207
204,100235,26,18,9,23.5,16.1,6.3,17.5,39473
204,100236,26,36,6,23.7,24.8,5.1,19.0,41695
204,100239,24,27,13,22.9,18.6,10.7,18.8,40698
204,130302,24,24,7,23.4,17.8,6.1,19.9,37243
204,130303,33,37,10,30.8,22.4,8.7,18.4,39772
204,100240,30,27,8,28.4,21.3,6.3,14.8,40698
204,100241,20,18,7,19.6,15.0,6.7,21.1,31359
204,100242,18,19,15,18.0,16.6,11.3,23.1,35624
204,100243,21,19,14,20.5,17.8,8.7,18.7,38568
204,100244,28,34,11,27.8,26.5,9.9,15.8,39097
204,100245,24,27,11,23.8,19.8,8.1,16.9,35517
204,100248,32,26,7,28.9,19.4,5.2,17.0,35306
204,100250,17,16,6,16.2,11.3,4.7,14.5,45688
204,100251,24,15,7,23.9,10.7,6.9,17.6,40189
204,100252,14,14,8,13.3,7.8,4.5,17.6,45469
204,100253,32,29,15,29.3,19.3,12.3,16.0,39374
204,100254,17,10,5,15.7,8.0,4.2,14.9,40667
204,100255,13,12,7,13.0,8.7,5.2,17.8,38720
204,100256,17,11,10,16.5,9.5,9.8,18.3,37417
204,100257,15,25,4,13.4,13.5,2.8,17.4,39456
204,100258,28,15,13,27.6,12.0,10.6,16.6,40462
204,100259,16,9,6,12.5,7.4,4.3,18.5,54352
204,100260,23,23,7,20.3,14.2,5.7,20.7,36383
204,100261,20,19,7,20.0,13.8,6.8,18.5,34217
204,130932,32,28,9,28.2,19.1,5.6,15.6,43515
204,131141,21,13,4,21.0,9.6,3.9,14.9,32453
204,131706,25,26,8,22.0,16.6,6.2,19.5,39234
204,133669,22,17,4,21.6,13.5,4.0,20.3,40200
204,132137,17,18,5,15.3,15.9,3.2,17.1,35757
204,100263,15,8,7,13.8,7.2,5.3,15.3,38265
204,100264,12,14,5,11.6,11.3,4.5,20.3,42820
204,100266,21,21,8,18.6,14.2,7.8,17.5,38096
204,100267,16,12,2,14.6,9.4,2.0,17.7,38096
204,100268,14,14,5,13.2,9.6,4.4,17.4,41841
204,100269,11,6,3,10.8,4.9,2.8,20.0,43618
204,100270,11,7,5,10.5,5.1,5.0,22.0,37557
204,100271,12,9,3,11.6,7.4,3.0,19.4,38157
204,100274,14,10,4,12.6,8.2,2.7,18.1,42272
204,100275,13,8,4,10.6,4.0,4.0,18.9,48899
204,134639,12,5,3,9.6,3.0,2.5,15.4,39888
204,134961,24,14,6,21.4,12.6,6.0,21.4,39736
204,121792,16,15,3,15.2,11.5,2.2,16.7,42884
204,138143,35,9,5,15.6,3.7,3.5,7.0,28078
204,138265,13,NA,5,12.0,NA,4.4,9.6,51027
204,139595,10,2,7,9.4,1.0,6.0,10.2,42472
204,100277,81,14,28,77.2,12.6,21.1,12.5,42216
204,137442,80,21,21,78.9,20.2,20.1,14.2,44752
204,100279,112,45,41,106.6,38.4,37.1,14.0,41772
204,133599,51,11,16,24.9,5.6,9.5,12.9,34991
204,100282,63,7,16,60.0,7.0,15.0,12.1,47480
204,100284,62,15,17,60.6,13.2,16.5,13.3,45235
204,100285,64,14,20,62.5,14.0,19.9,16.6,42458
204,134693,134,46,40,127.2,41.2,35.3,10.4,43284
204,131062,101,27,35,98.3,26.5,33.0,11.3,38091
204,131609,71,47,38,68.2,24.5,33.5,15.5,44524
204,135835,59,17,28,60.9,16.9,28.0,14.7,42724
204,136137,62,18,15,62.4,17.5,15.0,11.6,37972
204,100307,16,9,8,14.1,7.5,6.0,6.9,53938
204,100311,24,51,4,23.6,49.4,3.9,4.6,37731
204,100312,12,31,3,12.0,27.4,3.0,4.7,49409
205,100315,6,20,22,6.0,14.2,19.8,20.2,42693
205,100316,3,3,7,3.0,2.1,6.2,15.0,SUPP
205,100317,5,6,4,4.3,4.3,2.9,14.1,41549
205,100318,3,8,9,2.6,4.3,8.1,26.5,SUPP
205,139509,45,24,15,43.4,24.0,14.0,2.8,46755
205,139541,DNS,DNS,DNS,DNS,DNS,DNS,DNS,DNS
205,137331,5,6,3,5.0,5.1,3.0,18.0,38853
205,139546,4,1,NA,4.0,1.0,NA,15.0,38741
205,100321,24,21,7,22.9,14.2,5.7,19.2,40455
205,139820,22,21,4,21.6,17.5,4.0,18.3,36986
205,100322,15,9,4,12.8,5.6,3.5,17.0,44435
205,138680,13,11,4,12.7,6.4,3.1,16.0,34747
205,100324,26,22,7,23.2,14.9,6.5,20.7,41281
205,100326,16,9,10,15.2,6.0,9.7,16.2,43705
205,100328,16,15,4,14.6,13.0,3.5,17.0,41307
205,100329,19,23,8,17.6,15.9,6.8,17.1,41006
205,100330,11,10,2,11.0,7.3,1.7,17.5,45430
205,100331,14,13,3,13.8,10.1,3.0,16.9,39609
205,100332,14,15,10,12.2,12.5,8.1,18.3,35963
205,100333,13,11,4,11.2,7.8,4.0,19.1,47031
205,100334,27,32,17,24.7,15.4,10.9,15.0,37088
205,100335,25,12,7,22.0,8.3,7.0,17.8,42814
205,100337,17,16,7,15.6,12.6,5.6,13.7,40751
205,100338,24,17,15,22.8,9.8,13.6,19.5,41707
205,100339,22,20,5,18.5,14.8,4.4,15.5,39769
205,100340,27,16,10,24.8,11.7,7.6,18.8,38345
205,100341,25,16,12,24.2,12.6,10.7,17.7,41428
205,100343,11,9,7,12.0,5.6,6.4,18.6,43634
205,100344,14,10,7,12.6,6.2,5.4,18.3,40505
205,100345,19,20,3,17.9,15.5,3.0,22.9,34388
205,100346,DNS,DNS,DNS,DNS,DNS,DNS,DNS,DNS
205,100347,11,7,4,9.8,4.6,3.5,21.0,42609
205,100349,22,15,7,19.8,9.0,5.8,17.5,35927
205,100350,13,8,6,11.6,4.9,4.9,19.7,42669
205,100351,14,17,5,12.5,12.8,3.4,17.2,41036
205,100352,11,8,7,10.2,5.0,6.5,21.9,41042
205,100353,13,13,5,11.8,9.4,5.0,24.8,44359
205,100354,15,7,6,13.0,3.0,5.5,19.6,44050
205,100355,14,16,2,13.2,13.1,1.3,20.4,38680
205,100357,23,15,6,21.4,9.4,5.2,17.1,37307
205,134009,27,22,7,24.1,12.6,5.4,18.5,41879
205,134273,16,14,19,16.0,13.5,18.4,17.0,44964
205,136750,26,NA,8,26.0,NA,8.0,13.8,38179
205,139364,36,9,20,33.3,9.0,16.9,11.4,47072
205,100359,78,21,25,77.0,15.9,23.8,12.9,40537
205,139365,47,13,24,44.9,11.9,19.7,13.5,45756
205,100361,40,7,18,40.0,6.7,14.9,13.0,43751
205,133545,65,12,27,57.9,10.3,24.7,12.5,44629
205,137935,55,2,20,53.4,2.0,19.7,16.8,44972
205,138607,59,4,18,55.0,2.6,15.8,12.7,42424
205,137157,135,21,25,95.9,15.2,21.9,13.9,45937
205,140201,DNS,DNS,DNS,DNS,DNS,DNS,DNS,DNS
205,131752,96,18,29,92.3,16.4,25.8,11.2,42299
205,136172,50,6,18,50.0,6.0,17.3,11.3,34723
205,100378,24,70,9,24.0,63.5,8.1,5.9,42377
205,100379,16,11,2,15.4,9.5,2.0,6.0,49066
205,100381,15,36,6,13.6,29.4,6.0,4.7,46486
205,100382,13,15,2,13.0,13.5,2.0,5.2,48362
206,100384,7,1,26,6.2,0.2,21.4,14.8,40292
206,100385,3,13,5,2.8,12.7,3.4,13.6,SUPP
206,100386,4,3,24,3.6,2.7,19.6,14.4,40259
206,100388,DNS,DNS,DNS,DNS,DNS,DNS,DNS,DNS
206,100391,30,23,8,26.6,23.0,7.5,2.9,40727
206,134274,DNS,DNS,DNS,DNS,DNS,DNS,DNS,DNS
206,100397,17,11,22,15.6,8.4,19.6,17.8,36103
206,100401,12,11,5,12.0,6.8,4.8,20.4,36197
206,100402,21,16,7,19.7,8.9,5.9,16.5,39950
206,100403,26,18,8,23.2,14.1,6.3,18.8,40368
206,100405,13,10,5,13.0,7.1,3.9,18.1,43381
206,100406,28,36,12,25.9,22.7,10.4,19.2,41418
206,100407,20,18,6,16.8,11.5,4.5,19.8,41212
206,100408,13,11,20,12.6,10.6,17.2,18.7,43510
206,100411,29,29,6,28.0,21.5,4.8,15.0,43317
206,100415,11,12,7,10.1,9.8,5.8,21.1,43991
206,100418,21,19,12,18.8,13.6,8.8,17.5,39477
206,100422,18,15,15,16.4,12.0,12.9,15.1,43913
206,100425,17,20,5,17.0,15.9,4.2,26.6,42228
206,100426,11,10,8,10.6,7.2,7.8,18.9,37004
206,137566,23,16,5,22.0,13.8,4.6,20.3,43282
206,100428,13,5,7,12.3,4.2,6.2,15.4,41416
206,100429,27,25,6,20.7,15.7,4.5,22.4,43001
206,100430,19,10,5,15.2,6.2,4.1,20.0,39737
206,100431,18,15,9,17.8,11.8,7.7,20.3,39571
206,100432,24,16,5,19.5,11.9,4.1,18.2,39624
206,100434,25,17,16,24.1,12.2,14.6,19.0,35826
206,100435,26,32,22,25.0,17.9,18.6,18.4,42356
206,131218,24,20,8,20.0,13.5,6.3,21.0,42069
206,131325,19,17,11,19.0,14.6,10.3,21.2,38089
206,131773,27,15,9,24.6,9.8,7.7,18.7,41791
206,131842,24,26,9,21.9,15.4,7.6,20.0,38925
206,131741,20,17,6,18.6,12.5,6.0,17.6,40124
206,131740,17,15,8,17.0,9.9,7.3,21.8,40944
206,100436,12,7,4,10.5,5.0,3.6,19.3,39199
206,100437,25,21,9,23.6,15.5,7.3,17.2,38187
206,100438,16,15,5,16.0,10.3,4.4,19.2,38111
206,100439,11,14,12,11.0,9.2,5.2,20.5,39055
206,100440,10,9,2,9.6,7.0,1.7,21.5,39416
206,100441,26,14,4,24.6,9.0,3.8,17.8,35415
206,100442,12,10,4,11.4,7.8,3.6,17.5,43922
206,100443,15,10,6,13.8,7.8,4.4,16.9,43240
206,100444,9,15,3,8.0,10.3,3.0,24.2,39946
206,100446,10,6,1,9.1,3.3,1.0,20.5,38723
206,100447,12,7,2,12.0,3.1,2.0,18.4,38876
206,100448,10,14,5,10.0,11.0,4.8,20.0,37992
206,100449,20,14,7,18.8,10.1,5.5,22.7,42079
206,100450,24,22,5,22.3,14.3,4.2,17.0,35989
206,100451,13,14,5,12.0,7.4,4.0,18.1,41268
206,137393,21,14,10,19.6,10.8,9.2,20.3,44061
206,139793,12,NA,3,10.1,NA,2.6,14.1,34105
206,100452,89,17,23,87.1,14.4,22.4,13.0,40979
206,100453,68,15,13,67.2,13.6,12.0,11.8,45553
206,100455,73,13,16,62.8,11.8,13.7,11.5,42109
206,100457,58,17,20,55.5,12.0,17.5,14.7,49590
206,131690,49,19,21,45.1,18.0,19.7,12.1,45935
206,100458,73,7,17,68.9,6.6,15.2,13.2,43458
206,100459,72,8,15,64.7,5.8,14.2,16.0,48054
206,100460,40,8,14,38.8,7.9,13.8,12.4,45743
206,134314,113,40,53,116.5,26.9,49.8,10.1,57611
206,135587,59,14,21,59.0,12.9,20.9,11.4,36617
206,139418,2,5,1,2.1,4.7,0.7,7.0,SUPP
206,100467,17,46,9,15.8,37.3,7.9,4.7,48848
206,134030,42,84,22,39.4,70.8,18.5,4.2,40745
206,100469,21,9,6,19.0,7.9,5.8,4.5,44704
207,100472,3,5,13,2.8,3.2,12.0,17.7,SUPP
207,100473,4,2,6,3.5,1.8,5.0,21.4,47211
207,100474,3,4,7,2.2,3.6,6.7,26.8,SUPP
207,100475,3,5,8,3.0,3.2,6.9,16.3,SUPP
207,100476,9,5,2,8.2,4.7,2.0,5.7,47742
207,139645,16,17,3,15.6,13.0,3.0,15.3,43449
207,100477,13,12,4,12.1,8.4,3.8,14.8,36326
207,100478,24,23,6,23.6,17.8,6.0,14.6,36971
207,100479,22,24,6,21.2,20.6,5.0,15.7,37235
207,100480,27,30,7,23.5,19.8,5.3,18.5,41432
207,100481,25,10,10,22.2,8.6,8.7,13.5,35875
207,100482,40,24,6,37.2,20.8,5.6,8.8,35307
207,100483,18,24,5,17.0,18.0,4.9,18.4,40691
207,100485,24,21,8,21.8,16.6,7.7,19.9,39051
207,100486,15,15,8,14.8,10.8,6.3,16.2,34193
207,100487,25,23,8,23.4,18.0,7.1,18.6,41280
207,100488,15,13,4,14.0,9.0,4.0,16.8,41592
207,100489,15,16,3,13.0,12.8,2.8,16.2,39655
207,100490,14,9,7,13.6,6.0,6.7,16.5,44063
207,100491,12,8,2,10.8,5.7,1.8,19.5,39017
207,100492,14,14,6,12.1,10.9,3.1,19.4,44229
207,100493,13,14,3,12.1,9.6,3.0,17.3,44756
207,100494,19,17,2,17.6,10.6,2.0,19.0,42532
207,100495,14,16,5,13.1,12.1,3.8,16.8,40020
207,100496,15,9,7,14.6,8.0,5.8,14.1,38739
207,100497,12,10,3,10.4,7.5,3.0,20.1,46593
207,100498,15,12,10,13.0,9.0,7.5,16.8,39762
207,100499,24,19,4,21.5,14.8,2.8,18.2,40949
207,100500,14,14,5,13.6,8.3,4.8,17.3,45427
207,140134,84,12,25,83.1,12.0,24.2,16.0,33861
207,100502,51,8,19,43.7,7.4,18.0,13.7,45960
207,100503,44,11,19,43.8,11.0,17.6,11.6,40663
207,100504,14,10,7,10.5,6.9,6.3,21.9,35538
207,100505,23,22,6,19.4,11.8,5.6,16.3,40954
207,100506,105,10,26,79.8,7.9,23.8,12.0,40583
207,135531,76,20,31,75.1,19.7,30.8,13.8,38438
207,100548,17,37,56,16.2,28.7,42.4,5.0,46209
207,100549,20,11,5,17.0,9.4,3.1,5.4,45195
208,100550,2,2,4,2.0,2.0,3.8,28.5,SUPP
208,100551,6,13,19,6.0,8.9,14.3,13.8,50438
208,100552,3,5,4,3.0,3.7,3.3,18.5,SUPP
208,100553,3,15,3,3.0,11.4,2.8,20.0,SUPP
208,100554,6,8,8,6.0,5.5,7.7,16.0,50208
208,131143,8,6,2,8.0,6.0,2.0,3.4,49149
208,129762,22,12,9,22.0,12.0,9.0,7.0,45750
208,100556,15,14,5,12.8,12.6,5.1,17.7,40359
208,100560,36,22,11,30.0,15.4,9.0,14.8,41640
208,100564,35,20,9,33.2,14.3,7.9,14.4,41425
208,100566,30,9,13,28.2,8.2,12.1,14.1,37022
208,100567,44,28,17,39.2,21.8,15.4,17.8,37903
208,100572,29,24,11,28.1,23.4,11.0,15.8,38639
208,137430,13,12,4,11.6,9.1,3.4,20.8,45199
208,100574,56,70,20,56.0,63.7,19.9,14.0,39853
208,100576,34,34,15,32.4,27.2,13.4,13.2,40201
208,100577,12,16,3,12.0,15.6,3.0,18.7,40086
208,100578,27,18,7,25.2,13.4,7.0,16.5,42118
208,100584,24,19,14,21.7,17.0,8.2,15.1,41687
208,100585,34,23,15,32.5,17.5,13.0,16.7,42201
208,100586,16,18,6,14.6,13.8,4.6,21.6,38943
208,100588,20,24,8,18.8,17.6,6.3,12.2,44837
208,100589,18,14,3,17.7,11.4,2.4,16.5,38817
208,100590,29,23,9,26.5,22.0,8.9,18.6,39478
208,100591,38,47,14,34.3,36.2,12.6,14.7,44034
208,100593,29,36,7,28.2,28.6,6.3,16.3,39981
208,100595,15,31,8,14.5,26.4,7.8,42.7,42703
208,100597,16,28,3,15.6,24.9,3.0,22.7,42922
208,100598,23,19,8,22.8,17.9,8.0,19.4,38876
208,100601,26,27,21,24.5,20.1,12.6,16.9,37126
208,100604,15,12,4,14.7,7.8,4.0,15.0,45940
208,100608,14,14,7,12.2,9.9,5.3,19.2,45571
208,131247,25,17,8,28.0,15.6,6.7,13.9,40269
208,131340,30,10,6,30.0,8.4,5.4,15.5,38853
208,131335,37,38,6,34.7,33.2,5.1,19.3,39492
208,131824,43,34,26,36.0,27.5,20.0,16.1,37990
208,131874,28,12,5,26.3,12.7,4.9,12.7,38859
208,100582,27,23,10,25.3,14.4,8.7,20.8,40001
208,133315,29,32,11,27.8,29.9,10.2,15.7,42662
208,133584,28,23,9,28.0,18.7,8.4,17.6,45559
208,133662,31,12,17,29.9,10.8,15.3,15.2,40310
208,100609,17,19,5,16.1,17.8,4.2,18.2,39555
208,100610,11,20,2,11.0,19.7,1.7,16.8,38215
208,100611,13,8,5,11.6,6.1,3.7,17.3,41316
208,100612,13,10,5,11.1,7.6,4.3,18.9,40223
208,100613,14,11,7,13.2,9.2,4.6,15.7,38645
208,100614,14,8,3,12.3,6.7,3.0,17.6,39720
208,100615,13,15,4,11.7,12.7,3.3,19.9,47703
208,100616,13,7,3,10.9,5.4,3.0,19.0,41153
208,100617,12,14,3,11.4,10.1,2.9,18.2,40933
208,100618,11,9,3,9.4,8.4,3.0,21.5,38695
208,100619,12,11,4,11.3,7.4,3.4,16.2,42023
208,100620,11,16,7,8.6,10.1,3.9,23.4,39313
208,100621,12,14,5,11.6,13.2,5.0,19.5,40924
208,100622,22,22,4,20.9,18.8,3.6,19.1,38763
208,100623,14,15,4,14.0,10.4,3.1,19.6,39727
208,134507,11,12,4,10.4,10.1,4.0,16.5,39631
208,135614,8,8,3,7.1,6.3,3.0,27.6,41995
208,139659,3,NA,NA,3.0,NA,NA,40.0,SUPP
208,100624,77,16,13,72.9,15.3,12.9,11.0,41846
208,100625,57,36,23,57.0,33.6,22.7,13.8,42070
208,136450,43,15,16,44.6,15.0,15.1,21.5,49640
208,100627,41,6,15,34.6,5.2,14.5,10.5,41807
208,129649,82,27,29,79.0,26.6,28.0,12.9,39618
208,100628,14,13,5,12.7,9.7,4.4,19.0,42715
208,100629,25,25,4,24.2,16.5,4.0,16.7,40990
208,137295,22,21,4,20.4,15.9,4.0,19.2,46881
208,100631,12,17,4,11.6,12.9,3.4,18.3,46297
208,100632,26,19,5,24.4,16.7,4.9,19.2,40402
208,100633,21,15,11,19.0,12.5,9.5,20.1,37699
208,100634,16,15,4,14.1,12.3,3.4,16.8,38874
208,136288,54,25,5,54.0,25.0,5.0,20.5,31472
