LA,URN,NTEA,NTEAAS,NNONTEA,NFTETEA,NFTETEAAS,NFTENONTEA,RATPUPTEA,SALARY
359,139300,22,39,9,22.0,30.2,8.4,17.4,33883
359,134742,18,29,13,16.5,18.1,12.7,26.5,38977
359,135841,18,25,2,18.0,17.0,1.8,22.0,34867
359,137210,68,21,33,66.6,13.5,29.3,14.2,32960
359,137783,29,19,18,28.7,13.4,17.5,25.2,42364
359,138233,15,4,6,14.7,4.0,5.8,9.1,40617
359,138229,9,NA,6,7.2,NA,3.2,8.2,43170
359,106521,56,13,31,54.7,10.1,24.0,17.6,40453
359,106522,55,27,41,53.0,22.8,21.1,11.7,36794
359,106523,50,23,25,48.8,15.4,23.7,19.1,41130
359,106524,43,29,23,42.8,24.9,21.1,17.9,41003
359,106525,43,17,16,42.2,11.3,13.5,18.5,38353
359,137448,91,28,22,88.6,24.4,20.3,14.2,37229
359,106528,46,12,21,45.4,9.8,18.0,19.3,37320
359,106529,35,14,13,34.4,8.5,12.1,16.5,41056
359,106531,120,36,57,106.1,22.5,35.8,11.3,37195
359,138110,68,41,27,65.1,32.9,22.5,14.0,36699
359,138699,77,26,25,70.0,20.8,23.5,14.4,41745
359,106534,70,14,21,66.7,10.6,18.7,19.5,38057
359,106535,54,19,15,53.6,12.7,14.3,16.5,39834
359,106537,52,21,10,48.4,16.2,9.7,19.2,39106
359,106538,71,25,22,69.8,20.6,21.0,22.9,38452
359,106540,71,13,11,68.3,9.1,10.2,17.8,38141
359,134297,8,29,5,7.8,23.5,4.4,7.8,38094
359,106543,24,95,10,23.6,71.6,8.7,8.1,44453
359,132155,7,13,4,6.6,11.7,3.9,7.5,39340
359,131295,11,25,3,11.0,19.0,2.9,8.6,41060
359,131530,20,28,11,18.0,22.8,10.4,8.9,45416
359,135199,14,10,13,13.7,8.9,12.4,6.0,45822
370,134055,17,39,5,14.5,30.7,3.7,4.9,41314
370,136941,19,22,7,15.0,13.2,4.6,26.8,33547
370,138234,9,13,2,9.0,10.1,2.0,18.7,35735
370,138393,21,29,4,20.2,20.3,3.8,21.9,34846
370,138412,25,26,7,22.5,20.0,4.4,19.4,32047
370,106557,17,14,8,14.2,10.0,3.9,22.7,35767
370,138415,12,17,6,12.0,13.3,4.8,21.4,34055
370,106558,13,13,5,11.9,8.9,4.7,20.6,33292
370,139004,13,16,4,13.0,11.9,3.5,18.7,34679
370,139006,12,19,5,11.8,12.9,4.6,22.7,35527
370,139132,11,12,4,10.2,8.7,3.6,18.7,40951
370,139136,11,12,4,10.2,10.5,4.0,20.4,33647
370,106564,15,12,3,11.6,8.1,2.8,22.1,34957
370,139230,10,9,4,10.0,6.7,3.2,19.9,33878
370,139942,10,11,4,9.1,7.8,3.8,21.9,32331
370,138700,23,26,15,20.8,15.7,11.8,18.8,36159
370,106574,14,15,7,11.1,9.5,5.0,26.5,31811
370,106575,18,15,3,15.4,8.1,2.4,20.6,35047
370,106576,13,19,5,12.6,16.4,5.0,18.5,35426
370,106578,18,29,5,14.4,18.3,3.6,24.3,36580
370,106579,13,14,3,13.0,9.2,2.9,18.8,33639
370,106580,15,15,3,13.2,11.6,2.3,19.1,35544
370,138701,12,15,8,11.0,10.3,5.9,25.4,37226
370,106582,9,8,3,8.6,5.8,2.0,21.2,36218
370,106583,10,16,4,10.0,9.4,3.6,25.1,37007
370,106584,8,10,2,6.2,6.0,1.5,20.7,37569
370,106585,6,4,2,4.5,2.3,1.3,24.7,37037
370,106586,7,7,2,5.2,5.4,1.5,20.8,36786
370,106587,13,13,2,9.7,9.7,1.7,23.2,37117
370,106588,8,8,3,7.6,4.6,1.3,15.7,34051
370,106589,9,9,1,6.5,6.7,0.9,22.4,39574
370,106591,12,16,4,11.4,11.5,3.2,19.2,36499
370,106594,13,21,7,10.4,13.2,4.5,25.0,40503
370,106595,9,9,2,9.0,6.0,0.9,20.9,40073
370,138702,15,11,3,14.8,9.1,2.8,18.3,32633
370,106598,13,21,4,11.4,13.9,3.4,19.0,36105
370,106599,13,16,3,12.8,9.9,2.7,19.4,34650
370,138615,11,11,4,10.2,8.1,3.1,26.8,41244
370,106602,10,11,4,9.6,6.9,2.3,21.6,37159
370,106603,12,11,3,9.8,6.2,2.0,21.8,38921
370,106605,7,10,3,7.0,7.4,2.4,17.6,36326
370,139748,11,6,6,10.8,3.5,5.2,20.6,37703
370,106609,11,13,5,10.1,10.1,4.2,22.9,35619
370,139083,14,10,6,13.6,6.9,3.5,20.6,34088
370,106611,18,26,7,17.8,16.1,5.4,22.9,35933
370,139084,11,13,4,10.8,9.2,3.3,18.0,35874
370,139085,9,12,3,8.2,7.4,2.4,23.7,39465
370,106614,16,26,6,15.0,18.0,4.4,19.8,35370
370,106617,12,13,3,10.1,8.3,2.9,23.9,36251
370,106618,10,17,4,8.9,12.5,2.9,25.2,38288
370,106620,14,14,4,13.0,11.6,3.6,22.1,35467
370,106621,15,22,5,14.4,16.6,3.5,20.1,32914
370,106622,18,15,3,17.3,11.8,2.9,19.4,32684
370,106623,10,15,4,9.6,8.6,2.4,21.6,34955
370,140242,16,27,5,15.0,19.0,3.7,25.6,38068
370,137845,14,20,8,13.3,15.1,6.0,22.4,35616
370,131157,15,19,9,14.6,13.7,7.2,19.7,34181
370,131159,12,14,6,12.0,11.8,4.6,22.1,35039
370,131160,21,18,5,18.9,10.8,4.4,16.5,34220
370,131459,16,16,5,14.4,11.4,4.8,20.7,35057
370,131661,18,18,4,15.9,12.2,3.2,22.3,33553
370,131949,13,12,6,12.2,8.3,4.5,24.5,35489
370,132754,13,15,4,11.7,9.9,3.7,18.5,35022
370,132753,11,14,6,10.5,7.2,3.6,21.8,36467
370,106626,12,16,2,9.0,9.5,1.0,22.9,35316
370,106627,9,5,2,6.5,3.2,1.2,22.3,38843
370,106629,9,16,3,8.7,10.3,2.1,23.8,39521
370,137870,13,16,3,12.2,11.0,1.8,18.3,40132
370,106632,12,12,3,10.2,7.2,2.4,22.0,37855
370,106636,10,19,2,9.8,13.9,1.4,24.7,37517
370,106637,12,17,7,9.7,7.7,5.7,21.7,34537
370,106638,10,15,3,9.5,10.3,2.6,21.3,37702
370,106640,7,11,3,5.6,6.2,1.5,25.5,34854
370,106641,6,10,2,6.0,6.5,1.2,23.0,35886
370,106643,9,14,4,8.4,6.5,3.1,17.2,38672
370,106644,8,7,2,7.1,4.3,1.5,20.3,40700
370,134686,21,30,6,18.8,21.7,5.7,23.3,38765
370,134687,19,24,7,18.0,17.4,4.9,20.4,36328
370,135896,62,51,24,60.0,40.2,22.7,18.7,37389
370,106651,54,17,28,50.0,14.1,21.3,17.7,36342
370,106653,95,28,41,90.8,22.5,30.5,17.1,37314
370,106654,80,27,25,78.8,21.2,20.0,14.3,37753
370,106656,64,28,19,62.4,25.4,17.7,15.6,37109
370,135892,69,38,20,63.5,31.0,18.0,14.4,37380
370,136371,80,61,41,78.0,39.5,36.6,13.9,36674
370,136403,89,35,30,84.3,29.6,27.2,14.1,36862
370,136404,138,71,37,129.2,56.3,33.6,15.8,38703
370,131749,71,27,25,70.7,24.3,22.6,12.5,35586
370,133394,26,170,18,26.0,142.8,17.4,10.5,41136
370,135275,16,21,13,13.9,16.2,9.5,5.7,41819
371,106666,5,10,2,4.8,7.6,1.7,2.7,41030
371,135500,8,9,4,6.8,7.1,3.5,3.7,41392
371,135502,14,9,7,10.3,6.5,3.8,0.3,38926
371,134236,22,30,12,19.7,18.9,9.3,21.9,36828
371,138083,6,8,3,5.7,5.5,2.5,18.3,38087
371,106670,23,21,8,21.8,16.2,5.0,18.2,33971
371,106672,9,10,3,6.9,7.3,1.9,20.0,35093
371,106673,16,17,2,15.6,8.9,1.9,19.0,33005
371,106674,12,19,2,10.9,8.4,1.7,26.6,35222
371,106675,13,14,3,10.8,7.9,2.4,21.2,34733
371,106676,5,4,1,4.2,3.0,1.0,20.0,41362
371,106677,11,15,5,11.0,9.1,2.9,14.0,35587
371,138907,17,19,6,15.6,11.9,3.9,20.4,33428
371,138007,14,9,4,10.5,6.2,2.9,18.8,32604
371,106682,7,5,2,6.8,3.2,1.6,16.0,36197
371,106683,7,6,3,6.5,3.7,2.1,22.2,36634
371,106685,12,11,3,10.0,7.2,2.8,23.4,34030
371,137455,14,13,5,12.6,7.2,3.5,26.1,34540
371,106690,7,12,2,6.8,7.8,1.4,22.4,31859
371,106691,18,20,5,18.0,14.8,4.0,18.5,35185
371,106693,11,15,4,9.7,9.5,3.6,24.1,35049
371,106694,12,11,2,10.4,7.1,1.2,20.1,36856
371,137629,13,12,6,11.2,8.7,5.4,21.9,34306
371,137482,9,8,3,8.3,5.3,2.8,20.6,34575
371,106698,8,11,4,6.9,5.4,2.5,23.3,40761
371,137765,14,12,4,13.1,7.2,3.6,22.6,33263
371,106703,13,17,6,11.0,9.4,3.9,27.4,38652
371,138922,18,16,8,14.4,10.4,6.0,20.6,33562
371,138008,12,12,3,9.9,6.9,2.4,22.3,36944
371,106706,15,16,3,13.4,10.7,2.5,26.7,36679
371,106707,8,4,4,8.0,2.6,2.5,22.1,34794
371,106708,23,18,11,19.8,15.7,5.7,21.5,37124
371,106711,12,12,3,10.4,7.7,2.8,22.7,34983
371,106713,12,12,3,10.0,7.8,2.3,19.0,37124
371,137335,11,8,7,9.1,5.1,5.4,24.7,35823
371,106715,8,7,4,7.8,4.4,2.3,23.8,35441
371,106717,16,19,8,15.0,14.8,6.3,18.2,32833
371,106718,11,18,3,9.4,12.6,2.4,22.1,36201
371,106721,11,20,7,10.7,11.8,2.5,20.4,38456
371,106722,10,5,2,9.0,2.2,1.4,22.2,38774
371,106723,11,15,3,9.5,7.9,2.2,22.7,36621
371,106724,10,8,6,9.6,5.3,3.8,18.6,36954
371,106725,13,8,2,9.5,4.6,1.8,22.3,35552
371,106726,10,13,2,8.6,7.7,1.8,23.3,37017
371,106727,19,29,7,17.8,17.4,4.2,22.8,35563
371,106728,19,20,8,18.8,13.1,6.2,17.6,36228
371,106729,12,12,6,12.0,7.6,4.7,22.0,35200
371,106730,18,24,5,16.0,17.0,4.1,21.7,34210
371,106731,22,22,5,20.8,15.4,3.9,21.1,33695
371,106732,20,27,5,19.0,18.5,3.3,22.9,34330
371,106733,14,18,5,13.3,12.7,4.1,23.9,36976
371,106735,14,22,3,13.6,12.6,2.5,21.3,35903
371,106737,13,8,1,12.7,5.4,0.9,19.9,31289
371,106738,9,4,5,7.9,2.7,3.6,13.7,32454
371,106739,16,13,5,15.0,7.6,3.5,23.6,35608
371,106740,16,14,7,14.8,10.3,5.2,22.2,34596
371,106741,12,15,6,10.4,10.6,5.6,18.2,36188
371,106742,13,11,6,13.0,8.9,4.5,22.5,32223
371,138077,20,10,5,17.4,6.4,4.0,22.9,36532
371,106746,9,9,4,7.7,5.4,2.5,24.6,37996
371,106747,13,13,4,12.2,8.1,2.4,19.5,31025
371,106748,9,14,4,8.0,9.0,2.8,22.9,40545
371,138703,10,7,3,9.8,4.3,2.1,21.2,34852
371,106750,19,18,9,17.7,11.4,4.7,20.9,35269
371,106751,13,19,3,11.4,13.5,2.1,25.3,31903
371,106752,19,29,10,18.9,23.4,7.3,21.4,35221
371,106753,21,19,19,19.3,13.0,13.0,21.5,36411
371,138163,16,28,5,15.1,15.4,3.1,21.0,33749
371,106756,19,21,4,17.2,12.1,3.4,25.5,35889
371,106757,15,24,5,14.6,17.0,3.9,20.5,37231
371,106758,17,10,6,14.1,6.6,4.2,18.3,36796
371,130924,16,15,5,13.6,10.6,3.4,24.3,35187
371,130293,19,10,7,17.2,7.4,5.3,19.5,34107
371,130289,22,21,7,20.4,14.2,6.5,19.4,33515
371,130923,11,12,6,10.4,8.0,5.3,19.2,37201
371,130290,22,33,6,20.3,18.9,4.0,22.0,36049
371,131341,13,21,3,12.1,12.0,2.7,21.0,33053
371,131265,19,19,5,17.0,14.2,3.6,19.3,38822
371,133294,17,16,7,16.5,12.8,6.2,21.3,35696
371,133637,18,35,10,17.6,24.1,8.9,18.0,33689
371,133709,20,20,8,17.7,13.3,5.9,22.8,36247
371,138704,10,9,7,9.0,5.7,3.5,22.2,34492
371,106760,10,10,5,8.1,5.8,3.0,25.4,39858
371,106761,10,15,3,8.2,7.6,1.7,25.6,36445
371,106762,11,11,3,10.4,6.5,2.8,21.5,31751
371,106763,6,5,2,5.2,4.0,1.2,16.3,38242
371,106764,8,11,4,7.9,7.1,2.6,23.6,38289
371,106765,19,18,5,18.4,10.5,3.4,20.5,34635
371,106766,19,20,4,17.4,13.2,3.4,20.4,33979
371,106767,12,9,2,9.8,5.6,1.9,21.0,36299
371,106768,11,12,4,10.0,7.0,2.2,22.7,33429
371,106769,7,17,2,6.5,8.4,1.4,23.1,39675
371,106770,7,10,2,7.0,5.3,1.5,18.6,34057
371,106771,9,8,3,8.2,5.0,1.7,16.6,36957
371,106772,8,11,2,8.0,7.6,1.5,23.1,32794
371,106773,7,8,4,6.6,5.0,2.7,22.8,37883
371,106774,6,7,2,5.0,4.1,1.5,27.6,39826
371,106775,12,13,2,9.5,7.4,1.9,NA,37431
371,106777,12,8,3,11.0,4.0,2.7,17.5,37008
371,134235,21,18,3,19.2,14.0,2.1,19.8,33590
371,138705,17,22,9,16.0,16.4,8.1,28.3,35511
371,134538,18,20,5,17.0,14.6,4.1,24.6,33608
371,137066,57,24,23,55.6,19.9,21.0,14.9,39713
371,140177,88,21,34,85.0,14.3,30.1,13.6,35048
371,137524,126,56,54,117.4,39.7,46.6,13.4,38287
371,138314,51,13,21,49.4,10.2,20.6,14.5,34420
371,137472,78,20,45,77.0,16.2,41.9,14.3,37090
371,139301,77,26,35,72.4,19.5,31.9,13.7,37547
371,106788,72,12,39,69.5,9.1,34.8,12.2,36769
371,137603,97,35,30,91.0,26.5,26.0,15.7,35268
371,138116,43,22,18,41.4,17.2,18.0,17.1,43843
371,137899,82,28,34,75.7,20.3,25.3,14.8,34678
371,137842,156,44,52,143.8,34.7,48.8,14.0,36796
371,106810,126,16,41,121.0,11.8,39.5,14.2,37931
371,136675,53,31,32,51.6,27.0,27.9,13.0,36072
371,136672,70,14,30,68.6,10.5,24.8,16.2,35462
371,135007,115,25,36,111.0,22.3,33.2,12.0,40143
371,135942,56,18,21,54.2,13.7,18.0,12.6,35867
371,135963,64,25,25,63.0,23.3,23.5,17.0,37737
371,135544,12,44,9,10.8,30.5,6.7,5.0,37201
371,135545,18,22,10,16.9,18.0,7.8,6.6,38328
371,135546,12,39,3,11.6,30.2,2.9,8.4,43731
371,135547,20,42,6,18.4,30.9,4.4,6.4,37977
371,135548,16,38,14,15.4,27.6,9.7,7.7,38993
372,106826,6,18,11,4.6,10.6,9.5,14.0,41218
372,106827,5,12,23,4.5,6.7,17.7,12.6,41708
372,106828,5,18,18,4.6,14.1,12.8,8.6,35732
372,135743,4,1,NA,2.6,0.1,NA,2.3,39150
372,135798,NA,6,2,NA,5.7,1.7,NA,NA
372,137818,1,6,2,1.0,5.3,1.9,NA,SUPP
372,137823,3,4,2,3.0,2.8,1.8,13.3,SUPP
372,138357,11,8,3,11.0,7.1,2.8,18.6,32886
372,139223,12,19,5,11.6,12.9,3.5,19.0,30393
372,139225,24,20,4,22.9,14.8,4.0,14.7,33748
372,106832,16,18,3,16.0,12.2,2.9,NA,34598
372,106833,18,24,2,15.6,17.0,2.0,34.4,36621
372,106834,18,13,7,14.7,9.1,4.7,22.6,34037
372,106835,21,34,10,19.6,26.6,6.6,22.5,33797
372,106839,11,21,7,9.8,15.8,4.2,21.8,35481
372,106840,13,12,5,12.0,8.6,3.3,23.3,36710
372,106841,10,14,3,10.0,12.8,2.8,19.1,35204
372,106842,7,15,2,6.5,13.4,1.6,27.5,40731
372,106844,24,20,4,23.0,19.7,4.0,16.1,34525
372,106845,10,16,4,9.6,11.2,3.2,22.6,37745
372,106846,18,13,5,16.9,9.3,3.4,14.9,33146
372,106849,12,19,6,12.0,15.3,4.2,27.0,36826
372,106850,15,8,3,14.0,5.2,1.7,18.5,33351
372,106851,13,11,7,13.0,8.8,5.8,20.9,30777
372,106853,14,14,2,13.8,9.6,1.6,18.7,35549
372,106854,17,17,3,15.8,12.4,1.9,18.7,33497
372,106855,16,17,4,15.1,11.9,2.3,21.4,31299
372,106858,11,19,2,9.6,12.8,1.6,23.3,35923
372,106859,8,12,2,8.0,8.2,1.5,26.5,40848
372,106860,11,8,2,8.6,5.3,1.6,22.6,36304
372,106861,16,22,6,14.7,16.4,4.6,22.3,36056
372,106862,7,7,2,6.7,4.4,1.6,20.2,36047
372,106863,15,11,3,13.6,8.9,2.4,22.1,34483
372,106864,13,19,5,11.7,11.7,2.6,23.0,36886
372,106865,10,16,2,9.8,10.5,1.8,23.2,34717
372,106867,12,14,3,11.9,11.1,2.2,20.8,31889
372,106868,9,11,2,7.2,6.6,1.5,23.3,33377
372,106870,17,30,5,16.5,25.1,4.1,23.5,32864
372,106873,9,9,3,8.5,5.8,2.0,23.4,38107
372,106874,12,15,5,10.2,8.6,4.0,20.4,36634
372,106875,9,15,3,9.0,9.7,2.0,23.0,39520
372,106876,10,13,2,9.0,8.9,1.7,19.4,33551
372,106878,11,19,3,10.5,12.0,2.0,21.0,31270
372,106879,15,23,4,14.5,9.4,1.6,22.5,36002
372,106882,10,9,3,8.5,5.6,1.6,20.4,31866
372,106883,9,11,3,8.0,7.3,1.7,26.5,36438
372,106884,10,9,2,9.6,6.6,1.0,18.5,34686
372,106885,11,8,2,10.6,4.7,1.3,16.5,33903
372,106887,12,15,5,12.0,9.8,4.5,22.8,35459
372,106888,10,11,5,9.4,7.9,4.0,22.2,36639
372,106889,9,9,3,8.4,6.8,2.9,15.2,35342
372,106891,22,21,8,19.8,14.9,6.1,18.3,35365
372,106893,19,24,6,17.7,15.0,4.6,25.3,37523
372,140115,10,16,2,7.5,8.9,1.8,27.2,34832
372,106895,15,14,5,12.6,10.1,3.8,22.5,35125
372,106896,14,12,3,12.4,7.0,2.6,22.6,35192
372,106898,15,14,2,11.5,7.9,1.7,17.9,35233
372,106900,19,22,7,17.2,14.3,3.7,24.2,37350
372,106901,9,10,1,8.8,8.8,1.0,19.2,33649
372,106902,8,7,3,7.0,5.7,2.9,28.6,35770
372,106905,11,14,2,11.0,9.7,1.7,19.9,33782
372,106906,15,10,7,13.7,6.8,4.9,23.6,35288
372,106907,9,6,2,9.0,4.8,2.0,22.8,35862
372,106908,12,16,3,12.0,11.2,2.6,25.6,32074
372,106909,21,19,5,17.0,15.5,3.5,25.9,33476
372,106910,10,9,3,10.0,7.1,1.4,20.1,34684
372,140116,11,12,6,9.4,9.7,4.1,25.9,41594
372,106912,10,14,3,9.4,12.4,1.7,16.0,33938
372,106915,7,9,4,6.0,7.3,3.1,28.8,35864
372,106917,9,6,3,9.0,3.7,2.7,15.4,31995
372,106918,8,13,5,7.4,8.7,3.4,24.1,30955
372,106919,8,7,1,6.8,5.5,0.8,20.1,35042
372,106921,9,11,5,8.1,5.1,2.8,25.7,37933
372,106922,11,11,4,11.0,7.7,2.6,20.7,36745
372,106923,11,11,4,9.7,8.1,3.4,22.0,36124
372,106924,12,19,3,12.0,14.3,2.4,21.3,29251
372,106925,13,15,3,11.8,7.2,2.0,20.1,33499
372,106926,10,9,5,10.0,6.2,3.4,21.9,39533
372,106927,9,13,3,8.1,7.9,1.5,27.5,31507
372,130920,11,13,4,9.7,10.1,3.0,18.9,32328
372,131415,23,32,8,21.0,27.1,7.7,19.8,31392
372,131437,14,15,4,12.2,9.9,2.4,NA,37082
372,140109,13,16,4,8.8,13.8,3.7,22.3,35837
372,131954,10,10,3,9.6,6.2,2.5,14.5,32128
372,106928,9,9,1,8.1,6.3,0.9,21.7,34724
372,106929,10,11,1,5.3,4.4,0.7,22.4,37291
372,139880,10,13,6,10.3,7.9,2.7,20.5,33225
372,106932,10,17,5,9.4,11.3,4.1,24.9,37203
372,106933,7,8,2,6.5,4.3,1.0,16.8,39509
372,106934,7,7,1,5.6,3.5,0.9,17.9,38690
372,106935,10,11,3,9.7,6.5,2.6,27.2,35666
372,106936,8,9,1,7.8,7.0,1.0,18.7,35645
372,106937,12,11,2,11.1,6.8,1.0,20.7,36081
372,106938,11,9,3,10.6,8.7,2.0,19.9,33042
372,106939,6,6,2,5.1,4.2,1.9,21.2,41763
372,139881,11,10,4,8.7,6.0,3.1,22.7,36269
372,139877,8,8,2,7.6,4.1,1.7,15.8,37955
372,106942,8,10,3,8.0,7.0,2.0,28.8,30721
372,106943,9,8,4,8.0,5.2,1.3,23.0,31796
372,106944,8,17,2,7.6,10.9,1.4,25.0,36169
372,139876,17,18,8,12.5,11.6,4.1,24.4,35551
372,106946,14,14,3,13.1,9.1,1.8,22.1,36769
372,131366,20,14,3,17.7,9.7,2.1,17.5,34376
372,132765,18,22,8,17.6,14.1,5.2,21.2,32958
372,106947,89,51,30,83.6,41.2,26.2,12.1,36453
372,106949,83,26,34,78.2,22.0,25.3,13.1,35884
372,106950,95,40,35,90.6,32.9,32.1,13.4,38017
372,139992,68,25,27,63.8,22.7,24.3,12.2,35189
372,106953,74,24,62,69.7,21.5,33.1,12.1,34817
372,106954,137,41,44,130.2,34.9,40.4,14.5,36415
372,106955,155,66,64,146.0,58.4,57.6,13.7,35123
372,140254,52,19,20,51.6,16.6,16.9,9.7,35367
372,136718,123,23,40,117.6,19.6,38.2,13.7,36813
372,106958,95,32,33,89.1,24.2,28.4,13.8,37683
372,106959,66,29,29,61.9,21.0,23.5,14.4,37374
372,136301,128,30,46,119.0,25.5,39.1,11.3,37610
372,136331,141,36,46,131.3,29.5,36.6,11.9,37329
372,106962,45,16,15,42.6,13.8,13.6,15.1,38097
372,138329,57,18,21,53.1,14.1,17.0,13.0,37774
372,136042,95,36,38,91.8,32.6,32.8,12.2,34702
372,106966,16,33,10,13.8,26.0,7.0,5.7,36112
372,106967,16,26,4,14.2,18.4,3.5,6.8,40395
372,106968,23,73,8,20.2,54.9,6.4,4.8,36923
372,106969,13,22,7,12.3,16.1,5.5,7.2,45331
372,106970,12,27,5,12.0,22.2,3.9,7.4,39670
372,106972,19,88,8,17.4,47.1,6.4,5.1,38894
373,106973,3,10,1,1.3,4.5,0.5,47.7,SUPP
373,106975,1,17,2,1.0,12.1,2.0,40.5,SUPP
373,137596,35,50,12,29.7,46.2,10.9,3.7,38391
373,130335,21,24,9,19.2,21.2,6.9,21.2,34539
373,106982,24,19,5,21.1,13.5,4.2,22.7,35345
373,106983,17,17,3,14.3,15.0,2.5,20.9,35507
373,138512,30,25,5,28.8,22.0,4.6,22.6,33218
373,139133,34,28,10,31.5,23.4,9.2,20.9,33259
373,139134,20,27,4,18.1,23.4,4.0,16.9,31125
373,139137,15,23,8,13.4,17.6,6.7,29.4,31739
373,139336,27,25,5,24.4,19.4,4.2,18.4,33031
373,106987,14,18,4,11.3,14.8,2.6,18.8,35759
373,139932,23,24,5,23.2,22.3,4.2,22.8,38518
373,106988,15,8,4,11.9,6.6,2.8,20.1,35015
373,106991,16,15,6,13.2,13.3,4.1,32.2,39061
373,106992,25,32,5,22.4,26.1,4.7,20.9,33083
373,138127,24,15,4,22.9,14.0,3.0,18.0,36152
373,106994,21,10,4,17.7,7.7,3.7,20.5,34091
373,106995,13,13,5,11.0,8.9,2.7,24.5,34832
373,106996,21,17,3,17.4,12.4,2.1,23.5,39094
373,106997,17,16,5,15.0,14.3,3.2,21.1,32084
373,106998,27,19,6,20.2,9.2,4.4,24.0,36683
373,106999,18,18,5,14.1,11.5,4.0,25.5,35509
373,107000,26,16,11,22.0,10.8,6.9,23.3,35947
373,107001,19,17,2,18.2,12.5,1.9,22.9,30678
373,107002,11,8,4,9.4,6.6,3.3,23.9,37352
373,107004,20,18,4,15.0,9.0,1.9,25.2,37764
373,107006,15,26,5,12.8,16.8,2.6,25.7,35483
373,107007,21,41,21,19.0,34.2,9.0,26.1,33613
373,107008,27,25,4,25.0,22.9,3.6,18.4,33442
373,107018,13,14,4,11.9,12.3,3.6,22.3,32034
373,107019,19,14,7,18.1,11.7,6.6,20.2,34321
373,107020,17,23,4,14.8,16.7,3.7,20.9,32164
373,107021,11,15,2,10.1,12.3,1.8,19.5,31081
373,107022,10,6,2,8.0,5.1,1.5,18.8,38013
373,107023,19,15,6,17.2,12.4,4.8,17.6,36462
373,107024,10,7,5,8.1,6.4,4.3,25.5,36105
373,107025,13,6,2,9.1,5.2,1.9,20.0,36780
373,107026,10,14,4,8.9,9.8,3.3,20.3,35696
373,107029,14,12,4,9.9,7.8,3.0,22.9,37114
373,107032,15,15,4,14.6,14.0,3.4,18.8,33058
373,107033,21,16,5,16.0,10.6,3.7,25.7,36416
373,107035,22,14,5,16.7,9.3,3.6,22.2,36039
373,107036,14,17,4,11.4,11.3,3.4,26.5,36872
373,107037,14,9,3,12.8,6.5,2.6,25.8,37102
373,107038,10,11,4,10.0,7.9,3.5,17.3,33493
373,107039,21,10,2,19.0,8.7,0.6,19.3,34048
373,107040,14,10,2,12.5,8.6,1.7,18.7,35537
373,107041,14,11,4,13.6,9.2,3.6,16.8,32705
373,107043,14,12,2,12.0,10.1,1.5,19.0,35601
373,107044,35,34,7,32.3,28.8,6.6,20.6,34445
373,107046,11,10,4,10.4,9.0,2.8,16.7,33845
373,107047,18,18,3,16.5,13.9,3.0,27.8,37643
373,107048,16,11,11,12.2,7.9,3.1,22.1,35955
373,107049,11,10,3,9.1,6.0,2.4,23.3,37835
373,107050,11,7,4,8.4,4.9,2.6,21.5,36068
373,107051,15,10,4,13.8,8.6,3.2,25.5,38125
373,107052,9,10,2,7.7,7.5,1.7,27.7,37289
373,139863,13,10,3,11.4,6.9,3.0,21.7,31431
373,107054,15,15,4,12.0,10.6,3.3,23.8,36885
373,107055,19,10,3,16.4,5.9,2.2,21.6,33576
373,139297,14,8,4,13.4,6.0,2.4,15.8,37283
373,107057,13,11,1,10.4,7.6,0.9,17.2,35885
373,107058,17,11,4,14.1,9.1,2.5,17.6,35916
373,107059,11,17,3,9.0,12.8,2.7,18.4,35530
373,107060,11,13,2,10.4,8.6,1.8,19.7,34050
373,107061,17,14,4,14.3,10.1,3.2,23.3,34598
373,139862,9,8,5,8.0,4.1,3.1,22.3,34804
373,107063,18,18,4,16.1,14.8,3.5,17.4,34023
373,107064,10,13,5,8.9,9.5,1.7,20.5,36818
373,107065,24,32,6,21.0,24.4,3.6,17.4,36175
373,107066,15,10,3,14.5,9.6,2.5,19.2,35795
373,107067,26,33,11,21.5,23.4,8.4,21.5,36164
373,107068,21,21,4,18.3,16.8,3.4,22.5,32898
373,107069,21,22,7,19.5,14.5,6.5,22.3,34694
373,107071,22,23,3,19.9,16.9,3.0,18.8,35829
373,107072,8,6,3,5.5,3.8,2.1,20.5,39931
373,107073,12,14,3,10.2,9.1,2.9,19.6,34540
373,107075,22,31,6,20.0,23.2,4.9,21.8,36897
373,107076,20,17,4,17.6,14.4,3.6,15.9,34342
373,107077,15,9,3,13.5,8.0,3.2,20.1,33361
373,107080,25,32,10,22.8,28.6,7.4,19.3,34868
373,107081,20,14,4,17.5,11.1,2.5,22.4,33027
373,140310,18,14,5,17.3,11.9,4.4,19.8,37079
373,107083,27,24,7,24.6,15.5,5.1,21.1,36074
373,107084,23,19,13,20.5,13.2,5.6,25.9,33421
373,107085,13,14,3,13.0,11.1,2.2,20.3,34811
373,107086,17,20,4,15.5,17.2,3.6,19.7,32403
373,107087,29,18,6,23.7,11.5,5.1,22.0,35828
373,139544,26,25,8,24.4,21.2,6.5,18.1,37834
373,107090,18,22,6,17.2,15.0,3.9,18.8,31546
373,107092,22,12,5,18.1,7.5,3.9,19.5,36647
373,107093,24,26,4,23.2,18.3,2.9,19.0,32607
373,107094,17,14,2,13.6,9.7,1.3,16.2,32673
373,107095,28,18,7,22.8,14.6,4.0,23.2,35615
