"Group UID","Group ID","Group Name","Companies House Number","Group Type (code)","Group Type","Closed Date","Group Status (code)","Group Status","Group Contact Street","Group Contact Locality","Group Contact Address 3","Group Contact Town","Group Contact County","Group Contact Postcode","Head of Group Title","Head of Group First Name","Head of Group Last Name"
"5058","SP00576","Thomas Telford School","","05","School sponsor","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5059","TR02284","Thomas Wolsey School","07849180","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5060","TR02285","Thornden School","07562918","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5061","TR02286","Thornhill Community Academy Trust","08073959","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5062","TR02287","THORNTON PRIMARY SCHOOL","08430135","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5063","TR02288","The Three Rivers Learning Trust Limited","07838203","06","Multi-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5064","TR02289","Three Ways School","08488749","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5065","","Thriftwood School","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5066","TR02291","Thringstone Primary School Academy Trust","08514901","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5067","TR02292","Thrunscoe Primary and Nursery Academy","08018237","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5068","TR02293","Thrussington Church of England Primary School","08248063","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5069","TR02294","Thrybergh Academy & Sports College","08290708","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5070","TR02295","Thurstable School Sports College and Sixth Form Centre","07694325","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5071","TR02296","The Tiffin Girls' School","07538459","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5072","TR02297","Tiffin School","07547311","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5073","TR02298","WEST COVENTRY ACADEMY","07654273","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5074","TR02299","Timberley Academy Trust","08025958","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5075","TR02661","TIMU Academy Trust","09022463","06","Multi-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5076","TR02300","The Titan Partnership Trust Limited","07947806","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5077","TR02301","Toddington St George Church of England Academy","08285812","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5078","SP00579","Tollbar Multi Academy Trust","","05","School sponsor","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5079","TR02302","Tollbar Multi Academy Trust","08085503","06","Multi-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5080","TR02303","Tolworth Girls' School And Sixth Form","07700838","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5081","TR02304","Tonbridge Grammar School","07455728","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5082","TR02305","Tor Bridge Academy Trust","07584372","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5083","SP00580","Nova Education Trust","","05","School sponsor","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5084","TR02306","Nova Education Trust","07635510","06","Multi-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5085","TR02975","Torfield and Saxon Mount Academy Trust","09172115","06","Multi-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5086","TR02307","Torquay Boys' Grammar School","07394671","06","Multi-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5087","SP00582","Torquay Boys’ Grammar School Multi-Academy Trust","","05","School sponsor","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5088","TR02308","Torquay Girls' Grammar School","07494620","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5089","TR02309","Torre Church of England Academy","08594520","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5090","TR02911","LONDON ACADEMY OF EXCELLENCE TOTTENHAM","08291601","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5091","TR02310","The Totteridge Academy","07695342","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5092","TR02915","Tower Hamlets Enterprise Academy Ltd","08632527","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5093","TR02311","Tower Road Academy (Primary)","07629129","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5094","TR02312","Towers School Academy Trust","07552058","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5095","TR02862","Townfield Primary School","09119526","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5096","TR02313","Townley Grammar School","07844587","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5097","SP00770","Transform Trust","","05","School sponsor","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5098","TR02314","TT2014 Limited","08671076","06","Multi-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5099","SP00386","Transforming Education in Norfolk (the TEN Group)","","05","School sponsor","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5100","TR02640","Tredworth Infant School","08895977","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5101","TR02315","Tregolls School, An Academy","08180623","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5102","TR02317","The Learning Academy Trust","07394649","06","Multi-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5103","SP00734","Trent Academies Group","","05","School sponsor","","OPEN","Open","","","","","Not recorded","","Mr","Philip","Crompton"
"5105","TR02319","Trewirgie Infants School","07652964","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5106","TR02320","Trewirgie Junior School","07652476","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5107","TR02321","RIDGEWAY LEARNING PARTNERSHIP","08056991","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5108","TR02322","Trinitas Academy Trust","07554121","06","Multi-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5109","TR02323","Trinity Academy","04916397","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5112","TR02325","Trinity Church of England High School","07878966","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5113","SP00719","Trinitas Academy Trust","","05","School sponsor","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5114","TR02326","Trinity High School and Sixth Form Centre","07704968","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5115","TR02935","Trinity London Academy Trust","07847013","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5116","SP00585","Trinity School - Newbury Academy Trust","","05","School sponsor","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5117","TR02327","Trinity School Sevenoaks Ltd","07949294","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5118","TR02328","Trinity School, A Church of England Academy","07697485","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5119","TR02603","Truro & Penwith Academy Trust","08880841","06","Multi-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5120","SP00866","Truro and Penwith College","","05","School sponsor","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5121","SP00586","Trust in Learning (Academies)","","05","School sponsor","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5122","TR02329","Trust in Learning (Academies)","08089704","06","Multi-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5124","SP00587","Tudhoe Learning Trust","","05","School sponsor","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5125","TR02331","Tudhoe Learning Trust","08270151","06","Multi-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5126","TR02683","Tudor Court Primary Academy Trust","09071607","06","Multi-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5127","SP00588","Tudor Grange Academies Trust","","05","School sponsor","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5128","TR02332","Tudor Grange Academies Trust","07365748","06","Multi-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5129","TR02334","Tweendykes School","08432506","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5130","TR02335","Twickenham Primary School","08601624","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5132","TR02337","Twyford Church of England Academies Trust","07648968","06","Multi-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5133","SP01082","Twynham Learning Federation","","05","School sponsor","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5136","TR02340","The Tyrrells Primary School","07799872","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5137","TR02631","Tytherington School","08920320","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5138","SP00591","UBS","","05","School sponsor","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5139","SP00598","UCAT","","05","School sponsor","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5140","TR02341","The UCL Academy","07024902","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5141","TR02342","Uffculme Academy Trust","07338835","06","Multi-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5142","SP00592","United Learning","","05","School sponsor","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5143","TR02343","United Learning Trust","04439859","06","Multi-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5144","TR02344","Unity City Academy Trust","04357009","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5145","TR02346","University Academy Keighley","07134810","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5147","SP00595","University College London (UCL)","","05","School sponsor","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5148","TR02892","South Bank Academies","08589525","06","Multi-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5149","SP00594","University for the Creative Arts (UCA)","","05","School sponsor","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5150","SP00596","University of Bradford","","05","School sponsor","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5151","SP00597","University of Brighton (Hastings Academies Trust)","","05","School sponsor","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5152","TR02347","University of Chester Academies Trust","06929486","06","Multi-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5153","TR02348","University of Chichester (Multi) Academy Trust","08595545","06","Multi-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5154","SP00599","University of Chichester Academy Trust, West Sussex","","05","School sponsor","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5155","SP00602","University of Hull","","05","School sponsor","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5156","SP00603","University of Kent (Brompton Academy)","","05","School sponsor","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5157","SP00604","University of Lincoln","","05","School sponsor","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5158","SP00607","University of Nottingham","","05","School sponsor","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5159","SP00608","University of Plymouth","","05","School sponsor","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5161","TR02350","THE UNIVERSITY TECHNICAL COLLEGE FOR NEW TECHNOLOGIES AT DAVENTRY","07637061","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5162","TR02351","Upminster Academies Trust","08214798","06","Multi-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5163","TR02352","Upperwood Academy","08152109","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5164","TR02353","Uppingham Community College","07556159","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5165","TR02354","PIONEER EDUCATIONAL TRUST","07462530","06","Multi-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5166","SP00729","Upton Court Grammar School","","05","School sponsor","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5167","TR02355","Upton Hall School FCJ","07952451","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5168","TR02356","Urmston Grammar","07335020","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5169","TR02357","Ursula Taylor Church of England School","08606536","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5170","TR02358","The Ursuline Academy Ilford","07737159","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5171","TR02907","UTC Cambridge","07911604","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5172","TR02359","UTC Reading Trust","07652565","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5173","TR02360","Uxbridge High School Academy Trust","07623418","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5174","SP00615","U-xplore","","05","School sponsor","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5175","SP00973","Vale Academy Trust","","05","School sponsor","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5176","TR02361","Vale Academy Trust","07674473","06","Multi-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5177","SP00730","Valley Invicta Academies Trust","","05","School sponsor","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5178","TR02362","Valley Invicta Academies Trust","07559256","06","Multi-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5179","TR02363","Valley Primary School","07695505","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5180","SP01256","Aurum Academies Trust","","05","School sponsor","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5181","TR02364","Vandyke Upper School","07700206","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5182","TR02366","Verulam School","07690125","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5183","TR02367","Victoria Academies Trust","07887796","06","Multi-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5184","SP00804","Victoria Park Primary Academy","","05","School sponsor","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5185","TR02368","Viewley Hill Academy","08803858","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5186","TR02369","The Village Academy","07738386","06","Multi-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5187","TR02370","Walsall Studio School","08285206","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5188","TR02371","FIERTÉ MULTI-ACADEMY TRUST","07606026","06","Multi-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5189","TR02372","UTC Lancashire","07653051","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5191","TR02932","WAC Arts College","07949464","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5192","TR02374","Waddesdon Church of England School","07743646","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5193","TR02375","Wadebridge School","07999988","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5194","SP00618","Wakefield City Academies Trust","","05","School sponsor","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5195","TR02376","Wakefield City Academies Trust","07462885","06","Multi-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5196","TR02377","Enhance Academy Trust","07904096","06","Multi-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5197","UT00006","Wakefield Diocesan Umbrella Trust","","07","Umbrella trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5198","SP00896","Waldegrave School for Girls","","05","School sponsor","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5199","TR02378","The Waldegrave Trust","08130508","06","Multi-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5200","TR02379","Walderslade Girls' School","07800431","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5201","TR02380","Wales High School Academy Trust","07372160","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5202","TR02381","Walkwood Academy Trust","08319098","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5203","TR02382","The Merchant Taylors' Oxfordshire Academy Trust Ltd","07727786","06","Multi-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5205","TR02384","Wallington High School for Girls","07635448","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5206","TR02385","Walsall City Academy Trust","04251277","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5207","SP00620","Walsall College","","05","School sponsor","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5208","TR02386","Walsall College Academies Trust","07754696","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5209","TR02387","Waltham Leas Primary Academy Limited","07772345","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5210","TR02388","Walton Girls High School & Sixth Form","07552764","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5211","TR02389","Wandle Valley School","07736095","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5212","TR02390","Wansdyke School (2013) Ltd","08368979","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5213","TR02391","The Wapping and Shadwell Secondary Education Trust","07412515","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5214","TR02392","Sussex Learning Trust","07705100","06","Multi-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5215","SP00622","Sussex Learning Trust","","05","School sponsor","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5217","SP01449","Wardle Academy Trust","","05","School sponsor","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5219","TR02395","Warren Farm Primary School","08055393","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5220","TR02396","Warren Road Primary School","07645774","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5221","SP00623","Warrington Collegiate","","05","School sponsor","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5222","TR02397","Warrington Collegiate Education Trust","08298534","06","Multi-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5223","TR02398","Waseley Hills High School","08160225","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5225","SP00933","Washwood Heath Academy","","05","School sponsor","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5226","TR02400","Washwood Heath Multi Academy Trust","08531479","06","Multi-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5228","TR02863","Waterton Academy Trust","09124782","06","Multi-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5229","SP00625","Watford Grammar School for Boys","","05","School sponsor","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5230","TR02402","Watford Grammar School for Boys","07348288","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5231","TR02403","Watford Grammar School for Girls","07348254","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5232","TR02404","The Waverley Education Foundation Ltd","08331922","06","Multi-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5234","TR02406","Waynflete Infants' School","07998122","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5235","TR02407","Weald of Kent Grammar School Academy Trust","07451660","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5236","TR02408","Weare Academy First School","07557900","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5237","SP01350","Wearmouth Learning Trust","","05","School sponsor","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5238","TR02409","Wearmouth Learning Trust","08767870","06","Multi-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5239","TR02410","Weatherfield Academy","07939260","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5241","TR02412","WEBHEATH ACADEMY PRIMARY SCHOOL","07959096","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5242","TR02413","Webster Primary School","08403949","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5243","TR02414","Wedmore First School Academy And Nursery","07664284","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5244","TR02624","Wednesbury Oak Academy Trust","08749821","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5245","TR02415","Wellacre Technology Academy Trust","07386228","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5246","TR02416","Welland Park Community College Academy Trust","07675238","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5247","TR02417","Wellington College Academy Trust","06457394","06","Multi-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5248","SP00626","Wellington College","","05","School sponsor","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5249","TR02418","Wellington School","07458631","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5250","TR02419","The Wells Free School","07923267","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5251","SP00031","Wellspring Academy Trust","","05","School sponsor","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5252","TR02420","Wellspring Academy Trust","08120960","06","Multi-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5253","TR02421","Wellsway Multi Academy Trust","07746787","06","Multi-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5254","SP00627","Wellsway School Academy Trust","","05","School sponsor","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5255","TR02422","Welton St Mary's Church of England Primary Academy","08314146","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5256","SP01473","Wembley High Technology College","","05","School sponsor","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5258","TR02424","Wensley Fold Church of England Academy Trust","08353730","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5259","TR02425","Wentworth Primary School","07899198","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5260","SP00714","East Midlands Education Trust","","05","School sponsor","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5261","TR02427","West Derby School","08166938","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5262","SP00629","West Grantham Academies Trust","","05","School sponsor","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5263","TR02428","The West Grantham Academies Trust","07489113","06","Multi-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5264","TR02429","West Hatch High School Academy Trust","07628943","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5265","TR02926","West Herts Community Free School Trust","08324782","06","Multi-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5266","SP00630","West Herts College","","05","School sponsor","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5267","TR02431","West Hill School","07697027","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5268","TR02432","West Kirby Grammar School","07697158","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5269","TR02433","West Lakes Academy","06627459","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5270","SP01159","West London Free School Academy Trust","","05","School sponsor","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5271","TR02434","KNOWLEDGE SCHOOLS TRUST","07493696","06","Multi-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5272","TR02435","West Malling Church of England Academy Trust","08144271","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5273","TR02436","West Newcastle Academy","07647538","06","Multi-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5274","SP00975","West Norfolk Academies Trust","","05","School sponsor","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5275","TR02565","West Norfolk Academies Trust","07546118","06","Multi-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5276","TR02899","West Nottinghamshire Educational Trust","08337041","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5278","TR02438","West Park School","07560177","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5279","TR02439","THE WEST SOMERSET COMMUNITY COLLEGE","07630180","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5280","SP00676","Synaptic Trust","","05","School sponsor","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5281","TR02440","West Thurrock Academy","08259069","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5282","TR02441","West Town Lane Academy","07848632","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5283","TR02442","The Westborough Academy","07384643","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5285","TR02444","Westbrook Primary School","08523370","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5286","TR02984","The Westbrook Trust","09223515","06","Multi-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5287","TR02445","Westbury Park School","08130158","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5288","TR02446","Westbury-on-Trym Church of England Academy","07669263","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5289","TR02447","Westcliff High School for Boys Limited","07347930","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5291","TR02450","Westfield Academy","08526440","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5292","TR02451","Westfield Academy Trust","07664348","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5293","TR02452","Westgate Academy Ltd","07669751","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5294","TR02453","Westlea Primary School","08713214","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5295","TR02454","The Westminster Academy (Westbourne Green)","05102934","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5296","TR02455","Westminster City School","08100409","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
