"Group UID","Group ID","Group Name","Companies House Number","Group Type (code)","Group Type","Closed Date","Group Status (code)","Group Status","Group Contact Street","Group Contact Locality","Group Contact Address 3","Group Contact Town","Group Contact County","Group Contact Postcode","Head of Group Title","Head of Group First Name","Head of Group Last Name"
"1615","","The Valley Partnership","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1616","","Parsons Down Partnership for Schools","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1617","","South Molton Co-operative Learning Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1618","","The Joint Governing Body of Catshill Middle School and Catshill First School and Nursery Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1619","","The Leeds East Primary Partnership","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1620","","The Chickenley Community Co-operative Learning Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1621","","The Federation of the Castle and Crigglestone Nursery Schools","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1622","","Castleton and Glaisdale Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1623","","The Caradon Co_Operative Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1624","","The Federation of Bruton Primary School and Upton Noble Primary CofE VC School","","01","Federation","","OPEN","Open","","","","","Not recorded","","Mrs","Rhiannon","Tidby"
"1625","","Hampton Primary Partnership","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1626","","The Redruth Learning Group Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1627","","The Federation of Preston and Wingham","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1629","","Dryden & Hill Top Learning Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Mrs","Jane","Bryant"
"1630","","The Educational Alliance of Canford Heath","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1632","","Beamish and Pelton Federation of Schools","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1633","","Westlands Academies Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1635","","Coombeshead Academy","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1637","","The Holsworthy Schools Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1638","","Tor Bridge Partnership","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1639","","Learning Schools Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1640","","School Partnership Trust Academies","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1641","","Hanham Primary Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Mr","Mike","Coyne"
"1642","","Crofty Learning Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1645","","The Coseley Co-operative Learning Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1646","","Maxilla and Golborne Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1647","","Clipston Endowed Voluntary Controlled Primary School","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1648","","The King Alfred Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1650","","Four Oaks Learning Trust For Excellence","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1651","","The Lanhydrock Schools Partnership","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1652","","The Viridis Federation of Orchard, Southwold & Hoxton Garden Primary Schools","","01","Federation","","OPEN","Open","","","","","Not recorded","","Mr","Stephen","Hall"
"1653","","The Federation of Cottons Farm and Ash Croft Primary Schools","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1654","","The Raleigh Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1655","","The Exe Valley Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1656","","The Federation of St Cuthberts and St Sebastian's Catholic Primary Schools","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1657","","Newcastle North West Learning Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1658","","The Elliot Foundation Academies Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1659","","The Eliot Bank and Gordonbrock Primary Schools Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1661","","The Acorns Primary and Nursery and Whitley Village School Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Mrs","Hannah","Mansfield"
"1662","","Atlantic Coast Co-Operative Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1663","","Culm Co=operative Learning Partnership","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1665","","Holmewood, Maytree and Triangle Nursery Schools' Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Ms","Rachel","Hedley"
"1666","","Stafford Community Learning Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1667","","The Federation of Heathfields Infant School and Wilnecote Junior School","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1668","","Alvaston junior School and Village Primary School federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1669","","South Newcastle Learning Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1671","","The Federation of Snape Community and Thornton Watlass CE Primary Scho","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1672","","The Leamington Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1675","","The Frithville and New York Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1678","","Pear Tree and  Walbrook Nursery School Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Headteacher","Karen","Clark"
"1679","","The Federation of Mary Howard and St. Andrew's CE (C) Primary Schools","","01","Federation","","OPEN","Open","","","","","Not recorded","","Mrs","Sharon","Wiltshire"
"1680","","Forest Oak School and Merstone School Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1681","","John Hampden Tetsworth Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1682","","West Exmoor Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1684","","Moorsway Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1685","","Children's Learning Partnership","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1686","","Flying Start Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1687","","Quantock Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1690","","The Federation of Abbey Infant and Abbey Junior Schools","","01","Federation","","OPEN","Open","","","","","Not recorded","","Dr","Richard","Kentish"
"1691","","Brewood and Wheaton Aston Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1694","","Two Rivers Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1695","","Alvanley & Manley Federated Schools","","01","Federation","","OPEN","Open","","","","","Not recorded","","Mr","Viney","Thapar"
"1696","","Bilsdale Midcable Chop Gate & Carlton & Faceby CE Confederated Schools","","01","Federation","","OPEN","Open","","","","","Not recorded","","Mrs","Kathryn","McDonald"
"1697","","Federation of All Saints CoE Primary School and Sharnford CoE Primary","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1698","","Corpus Christi Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Mr","Damien","Thorpe"
"1699","","St Aloysius RC Schools Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Mr","Nick","Conway"
"1701","","St Mary's Priory Catholic Infant and Junior Schools","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1702","","The Federation of Bishop Sutton & Stonton Drew","","01","Federation","","OPEN","Open","","","","","Not recorded","","Mr","Dieter","Cook"
"1704","","The Federation of St Alphege Church of England Infant and Nursery School","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1705","","The Federation of Robin Hood and Thomas Wall","","01","Federation","","OPEN","Open","","","","","Not recorded","","Mrs","Janet","Allen"
"1706","","Rochdale's RC Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1709","","The Federation of St Joseph's Juniors, Infant and Nursery School","","01","Federation","","OPEN","Open","","","","","Not recorded","","Mrs","Amanda","Whelan"
"1710","","The Vale Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1711","","Chalfont St Giles Infant and Nursery and Chalfont St Giles Junior","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1712","","Coventry South East Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1713","","Alston Moor Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1717","","The North Cotswold School Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Miss","Alexandra","Symondson"
"1718","","The Federation of Aylestone Business and Enterprise College","","01","Federation","","OPEN","Open","","","","","Not recorded","","Mr","Simon","Robertson"
"1721","","Oliver Tomkins Church of England Schools","","01","Federation","","OPEN","Open","","","","","Not recorded","","Miss","Rhian","Cockwell"
"1724","","SABDEN Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1725","","The West Berry Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1727","","Woodleigh Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1729","","The Federated Governing Body of Our Lady Lourdes/St Patricks","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1731","","Priddy and St Lawrence C of E Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1732","","Three Saints Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1733","","Wellington Area Rural Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1734","","Huntspill Community Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Mr","James","Peate"
"1735","","Norton-Sub-Hamdon and West Chinnock Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Ms","Liz","Stiddard"
"1740","","Haltwhistle Community Campus","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1742","","Seaton Valley Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Mr","John","Barnes"
"1744","","The Governing Body of Whittinstall and Broomley First Schools","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1745","","Federation of Longhorsley and Whalton First School","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1749","","Whitleigh Primary & Sir John Hunt CSC Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1750","","The Chirbury & Stiperstones C E Primary School Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Mrs","Sue","Cooke"
"1751","","Great Ellingham Primary and Rocklands Primary","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1757","","The Windmill Primary Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Ms","Jill","Davis"
"1759","","Woodway Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1760","","Gedney Drove End & Holbeach St Marks Federated Primary Schools","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1761","","The Federation of St Elphege's RC School","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1762","","The Emmaus Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1763","","The Wye Forest Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1764","","The Federation of Gedney Church End and Lutton St Nicholas Primary School","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1765","","Federation of St Clement's and St John's Infant School and Bethany Jun","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1767","","Church Valley School Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1771","","Ingrow and Long Lee Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1772","","The Keyham Lodge and Millgate Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1773","","Axe Beacon Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Mr","Michael","Rolls"
"1774","","Federation of St Godric's Roman Catholic Voluntary Aided Primary School","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1777","","The Oaks CE Learning Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1778","","The Discovery Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1779","","Federation of Winklebury Infant and Junior Schools","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1780","","Campsbourne School","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1781","","St Francis De Sales Catholic Infant and Junior School Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1782","","Federation of Bounds Green Infant &. Bounds Green Junior School","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1783","","The Wiggenhall Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1784","","Frettenham and Hainford Primary Partnership Schools","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1785","","Pinxton Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Mrs","Jan","Pierce"
"1786","","The Manchester Federation of EBSD Schools","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1788","","Federation of Rosegrove Nursery and Infant Schools","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1789","","The Downs Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1790","","Pebworth First and Blackminster Middle Schools Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1792","","The Hazel Wood Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1793","","Grinling Gibbons and Lucas Vale Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Ms","Jeanette","Brumby"
"1794","","Leatherseller's Federation of Schools","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1795","","Reeth and Gunnderside Schools","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1796","","Federation of Sharow CE School and Skelton Newby Hall CE Primary","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1797","","Netherhall Learning Campus","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1798","","The Exmoor Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1799","","Crowcombe and Stogumber Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1800","","The Windmill & Low Road Primary School Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1801","","Boulevard Primary Partnership","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1803","","Holsworthy Area Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Mr","David","Fitzsimmons"
"1805","","The Federation of Allertonshire School, Northallerton College and Risedale Sports and Community College","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1806","","St. Mary's Catholic Primary Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Mrs","Jacqui","LeMaitre"
"1809","","Federation of Eileen Wade and Milton Ernest VC lower schools","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1815","","Albert Pritchard Infant School and Wood Green Junior School Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Mrs","Carla","Clarke"
"1816","","Hadley Learning Community","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1818","","The Bridge Partnership","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1821","","Goldstar","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1822","","The Avocet Learning Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1823","","The Platinum Co-operative Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1824","","Leesland Schools Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1825","","Chipping Sodbury School Co-operative Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1826","","Weston-super-Mare Education Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1827","","The Bishop Challoner Federation of Schools","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1828","","Chipstead Valley & Coulsdon Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1829","","Sheerness West Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1830","","The Wolds Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Mr","Steve","Woodhouse"
"1832","","Lavington Park Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Mrs","Helen","Martin"
"1833","","Catholic Federation of Our Lady of Perpetual Help and Saint Joseph and Saint Teresa’s Catholic Primary Schools","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1835","","Holton Le Clay Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1837","","SHF0244","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1841","","The Woodlands Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1842","","SHF0297","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1844","","Durrington Infant School and Durrington Junior School Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1845","","The Ottershaw Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1846","","Astley & Hallow Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1850","","St Mary's & St Joseph's Roman Catholic Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1851","","Tonbridge Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1853","","St Michael's Church of England Federated Infant and Junior School","","01","Federation","","OPEN","Open","","","","","Not recorded","","Mrs","Lisa","Dicker"
"1854","","The Westcourt & Whitehill Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1855","","The Federation of Chislet CE and Hoath Primary Schools","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1856","","The Federation of The Downs and Northbourne Church of England Primary","","01","Federation","","OPEN","Open","","","","","Not recorded","","Mrs","Catherine","Karunaratna"
"1857","","The Federation of Sibertswold Church of England and Eythorne Elvington","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1859","","The Angel Road Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Mr","Chris","Read"
"1861","","Bursledon Federation of Schools","","01","Federation","","OPEN","Open","","","","","Not recorded","","Mrs","Sian","Smith"
"1862","","The Federation of Alver Valley Infant & Nursery School and Alver Valley Junior Schools","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1863","","The Harlaxton & Denton Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Mrs","Sheriden","Edwards"
"1864","","The Federation St Hugh's Catholic Primary School and Chatam Nursery School","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1865","","The Burston & Tivetshall Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1866","","Hevingham and Marsham Primary Partnership Schools","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1868","","Old Catton and White Woman Lane Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1870","","SHF0403 (PRU 108139 and 130981)","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1872","","The Studfall Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1873","","The Stoke Bruerne, Tiffield & Whittlebury Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1874","","Wirksworth Federation of Infant Schools","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","Joanne","Poyser"
"1875","","West Tyne Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1877","","The Bellingham Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1878","","Fountains Schools Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1879","","Chaddleworth and Shefford CoE Primary Schools","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1880","","The Lydbury North & Onny Schools Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Mrs","Penelope","Knight"
"1881","","Federation of Hob Moor Oaks and Hob Moor Community Primary Schools","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1884","","The Queens' Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1885","","King's Hedges Educational Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1887","","The Breakspear Schools' Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1888","","The Brookland Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1889","","The Garden Suburb Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1890","","The Park Schools Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Mr","Steven James","Hewitt-Richards"
"1894","","The Federation of Shalfleet and Yarmouth Church Schools","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","Elizabeth","Grainger"
"1895","","The Federation of St Mary's and St Thomas of Canterbury Catholic Primary","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1896","","The Nawton CP School and Rosedale Abbey CP School Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1899","","The Wyken Croft & Charter Schools Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1901","","The Federation of St Mary's Catholic Schools","","01","Federation","","OPEN","Open","","","","","Not recorded","","Mrs","Rebecca","Dean"
"1902","","The Hall Green Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1903","","The Federation of Trosnant Schools","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1907","","Wrexham Park Teaching Unit (PRU 131243)","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1908","","SHF0823 (PRU 130286 and 136086)","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1909","","SHF0838 (PRU 130987 and 136161)","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1910","","SHF0840 (PRU 134055 and 135275)","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1911","","Madani Schools Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1912","","The Birley Learning Community Co-operative Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1913","","The Newcastle Special Schools Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1914","","The Two Moors Learning Partnership","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1915","","The Bradford Co-operative Learning Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1916","","Tavistock Co-Operative Learning Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1917","","Pioneer Co-operative Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1918","","Wolverton Learning Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1919","","North Wiltshire Learning Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1920","","Peoples Field Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1921","","West Hull Co-Operative Learning Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1922","","The Aylesbury Learning Partnership","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1923","","The Priesthope Co-operative Learning Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1924","","The East Cleveland Co-operative Learning Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1927","","Brayford and Umberleigh Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1929","","The Federation of Tolworth Infant and Nursery and Junior Schools","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1930","","The Federation of All Saints and Beer CofE VA Primary Schools","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1931","","The Federation of Wildground Infant and Junior Schools","","01","Federation","","OPEN","Open","","","","","Not recorded","","Mrs","Amanda","Mullett"
"1932","","The Federation of Ampfield and John Keble CE Primary Schools","","01","Federation","","OPEN","Open","","","","","Not recorded","","Mr","Marcus","Roe"
"1934","","The Goxhill and East Halton Schools' Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1935","","The Chorlton Park and Old Moat Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1936","","Federation of Heritage Park and Holgate Meadows Community School","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1937","","Gorse Ride Infant and Junior Schools Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1938","","The Federation of Parkfield Primary with St Stephen's CE","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1939","","Federation of Valentine Primary and Heathfield Junior Schools","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1940","","Sand Hutton and Warthill CofE VC Primary Schools Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Mrs","Beverely","Pawson"
"1941","","The Federation of Saltburn Primary School and Huntcliff School","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1943","","Federation of West Leigh Infant School and Backwell Junior School","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1944","","Federation of Wimboldsley and William Stockton Community Primary Schools","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1945","","Federation of Cicely Haughton and Loxley Hall School","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1947","","Jessop Stockwell Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Mrs","Lilian","Umekwe"
"1949","","The Federation of Robert Piggott Infant and Junior Schools","","01","Federation","","OPEN","Open","","","","","Not recorded","","Mrs","Sally Ann","Akers"
"1951","","Wyvern Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
