LA,URN,NTEA,NTEAAS,NNONTEA,NFTETEA,NFTETEAAS,NFTENONTEA,RATPUPTEA,SALARY
330,103291,14,6,3,11.1,4.1,2.6,17.7,38058
330,103295,15,15,5,13.5,10.3,3.7,16.1,36831
330,103296,28,18,5,23.8,15.0,3.5,17.7,37769
330,103297,11,11,5,10.6,9.6,3.5,18.9,34194
330,103298,24,23,2,22.1,17.4,2.0,19.9,31193
330,103300,31,31,6,28.8,25.6,4.7,23.9,NA
330,103304,17,15,4,16.1,10.0,2.8,19.8,NA
330,103306,18,11,2,17.9,10.1,2.0,20.8,38427
330,103307,17,19,2,16.4,16.2,2.0,14.6,37925
330,103308,17,17,6,16.2,12.3,5.1,18.9,36123
330,103310,19,12,4,17.9,9.7,2.3,19.5,37137
330,103312,23,22,4,23.0,14.9,2.8,15.7,35923
330,103313,14,11,3,12.4,8.7,2.8,17.0,35819
330,103314,23,16,7,22.2,11.7,5.2,17.8,35783
330,103315,12,5,1,9.6,5.0,NA,22.1,41491
330,103317,15,7,4,15.0,6.6,3.0,23.8,37438
330,103318,10,7,6,10.0,6.1,3.7,22.6,NA
330,103319,10,7,3,9.5,4.5,1.8,22.1,38214
330,103320,19,14,3,19.6,11.8,3.0,19.6,NA
330,103321,33,22,11,33.0,20.8,8.9,22.8,37120
330,103323,15,22,3,12.9,15.4,2.1,23.4,38143
330,103324,26,40,4,25.4,30.8,3.7,24.9,NA
330,103325,22,24,7,20.4,18.8,5.6,25.7,38664
330,103326,11,9,2,10.8,6.5,1.7,16.7,36123
330,103328,22,18,8,20.7,14.6,5.9,23.0,38114
330,103329,20,19,4,19.4,15.8,3.9,22.9,38466
330,103330,12,12,3,12.0,9.3,2.5,15.3,34635
330,103332,16,9,3,15.4,7.4,2.9,19.5,33276
330,103333,21,20,7,19.4,15.2,6.1,21.5,37671
330,103334,13,5,2,11.2,4.2,1.7,18.8,33637
330,103335,11,9,3,10.0,6.3,2.1,20.7,40450
330,103337,17,17,3,14.8,12.6,2.1,17.1,33647
330,103339,13,14,2,11.0,10.4,1.8,20.0,36592
330,103341,20,19,4,17.7,11.9,3.1,20.6,NA
330,103342,13,16,5,11.9,11.0,3.1,24.6,39594
330,103345,10,8,1,15.4,5.8,NA,10.8,35956
330,103347,15,10,6,10.4,4.3,2.8,22.0,38553
330,103349,23,12,3,21.8,8.8,2.7,20.8,36916
330,103351,13,5,5,11.6,3.4,3.1,18.1,33854
330,103353,13,7,3,13.0,6.1,1.3,16.2,NA
330,103356,12,10,3,10.6,8.4,2.4,19.8,35794
330,103360,11,12,11,10.5,7.7,5.7,19.5,39340
330,103361,26,28,6,23.5,16.8,3.3,18.5,NA
330,103362,22,20,6,22.0,16.9,5.5,21.7,36248
330,103363,13,10,7,12.5,9.1,6.0,17.1,39139
330,103364,11,6,2,10.3,5.2,1.8,21.1,36767
330,103365,13,10,4,12.2,9.2,2.4,16.9,39043
330,103366,12,10,3,11.5,8.6,1.9,NA,37327
330,103368,18,14,6,16.7,12.4,4.5,20.2,NA
330,103369,22,23,5,21.6,15.9,2.9,18.5,37996
330,103370,26,19,7,25.0,16.6,4.7,17.1,40564
330,103371,12,10,3,11.0,7.9,2.8,NA,37884
330,103372,13,10,4,11.6,9.7,2.7,16.9,41164
330,103373,23,30,7,21.9,23.1,4.4,NA,35200
330,103374,26,26,5,25.6,22.6,3.9,22.8,35412
330,103375,16,9,2,16.0,7.9,1.5,14.6,36085
330,103376,25,16,4,23.1,14.1,3.7,20.2,37676
330,103378,20,11,6,18.6,9.7,5.1,23.8,36432
330,103379,10,7,2,10.0,6.3,1.5,20.2,34825
330,103380,27,37,5,25.9,29.6,4.9,19.9,37587
330,103381,18,17,3,17.6,14.7,2.1,18.2,NA
330,103382,26,17,4,26.4,15.5,2.9,17.0,38061
330,103383,13,9,4,13.0,7.1,3.6,14.8,NA
330,103384,30,23,7,29.9,18.4,5.2,15.3,34842
330,103385,43,40,13,41.6,34.0,9.5,18.1,33679
330,103386,25,18,4,24.6,16.0,3.6,22.3,36631
330,103387,20,19,27,19.0,17.8,18.7,NA,36877
330,103388,20,17,3,16.3,13.0,3.0,25.4,37162
330,103389,16,19,7,15.0,13.2,5.1,14.1,36020
330,103390,28,14,6,23.1,10.0,5.9,18.0,36680
330,103391,23,20,6,20.6,11.8,3.0,20.1,36808
330,103392,32,18,5,29.3,15.3,4.0,23.4,34968
330,103394,13,10,2,12.0,8.0,1.5,NA,34707
330,103395,16,8,3,15.0,5.8,2.4,17.0,38631
330,103397,18,11,3,14.9,8.9,2.2,16.5,35370
330,103398,13,4,2,12.2,4.0,1.4,17.2,37805
330,103399,10,7,2,9.7,5.0,1.3,20.9,35333
330,103401,21,21,6,20.2,13.8,5.1,20.4,38698
330,103403,18,18,3,17.0,10.4,2.4,22.3,36994
330,103404,11,10,3,9.7,9.3,3.0,21.1,38636
330,103406,18,18,3,17.1,16.4,2.2,24.4,39067
330,103410,15,9,3,11.5,6.8,1.9,20.1,39225
330,103411,9,11,3,9.0,8.9,2.2,21.9,35130
330,103412,12,14,3,11.2,8.4,1.4,21.1,35430
330,103413,10,12,3,10.0,10.2,2.1,22.4,39414
330,103414,10,9,2,9.2,6.7,1.6,22.0,36676
330,103415,24,21,6,21.6,19.1,3.6,21.1,39090
330,103416,21,9,4,20.0,6.3,2.4,17.6,34801
330,103417,17,12,4,16.0,11.6,4.0,15.3,38170
330,103418,17,14,5,17.0,11.9,3.7,16.7,35443
330,103419,14,14,8,13.8,11.1,6.5,14.1,33681
330,103420,10,12,3,9.2,8.3,2.6,23.4,40702
330,103421,15,10,3,11.4,7.3,1.9,20.3,39972
330,103422,18,17,5,16.7,15.7,4.5,24.6,36060
330,103423,22,19,4,20.6,16.3,2.2,18.8,36360
330,103424,22,16,5,18.8,11.6,2.4,21.6,36587
330,103425,22,14,3,21.6,12.4,2.3,20.0,34683
330,103426,12,7,3,11.0,6.4,1.9,18.1,35793
330,103427,12,11,2,12.0,8.2,1.9,20.7,37201
330,103428,25,11,7,24.6,9.3,6.2,15.3,33256
330,103429,22,14,5,17.8,11.2,3.4,23.1,38990
330,103430,16,11,5,14.8,6.8,3.7,16.9,37050
330,103431,16,14,4,13.0,7.7,3.8,18.9,38693
330,103432,27,15,3,24.7,10.6,2.2,18.2,37154
330,103433,15,11,2,13.6,10.5,2.0,16.9,38994
330,103434,11,9,2,10.4,5.6,1.8,20.1,38935
330,103435,10,9,1,9.6,7.4,0.9,20.2,37396
330,103436,11,10,2,11.0,8.5,1.9,18.6,33981
330,103437,24,21,3,23.2,18.6,2.4,17.4,36137
330,103438,16,8,2,14.3,6.8,2.0,19.0,31454
330,103439,10,12,2,9.5,10.5,1.2,20.8,37616
330,103440,10,14,2,10.0,10.8,2.0,21.4,NA
330,103441,20,16,3,18.4,9.2,2.0,17.9,NA
330,103442,17,20,6,17.0,15.7,3.8,23.1,34558
330,103443,11,8,2,11.0,7.9,2.0,19.0,31240
330,103444,14,11,3,12.1,9.1,2.9,21.9,35438
330,103445,20,15,3,18.1,9.5,3.0,21.0,39276
330,103446,15,13,4,13.4,9.0,2.7,20.0,36002
330,103447,18,17,3,17.2,11.5,2.4,23.8,37077
330,103448,12,5,3,11.1,4.0,0.8,18.0,35876
330,103449,10,8,2,10.0,4.8,1.9,19.6,30138
330,103450,11,7,2,9.5,6.2,1.7,21.3,39251
330,103451,13,15,3,11.8,10.8,1.4,20.3,35773
330,103452,11,9,3,10.4,8.0,2.7,19.6,32073
330,103453,15,10,3,12.8,8.4,1.5,17.7,37809
330,103454,13,7,2,11.2,5.2,1.7,18.8,40012
330,103455,19,12,3,16.2,10.9,2.0,21.5,NA
330,103456,10,8,2,10.0,5.7,1.5,20.7,37662
330,103457,14,9,4,14.0,6.7,3.2,14.9,NA
330,103458,13,9,2,12.6,5.5,1.6,17.7,36038
330,103459,13,12,6,11.6,8.9,3.3,23.3,37885
330,103460,37,18,4,34.9,16.7,4.0,19.2,36998
330,103461,12,7,6,11.1,4.7,3.1,18.8,37553
330,103462,20,11,2,19.1,8.8,2.0,20.4,37195
330,103463,12,9,1,11.8,8.2,0.8,15.5,38922
330,103464,12,8,3,11.3,4.8,2.8,18.2,37087
330,103465,11,7,2,9.8,5.2,1.4,21.1,38109
330,103466,10,9,2,9.6,6.7,1.3,21.5,39062
330,103467,11,10,2,10.9,7.3,1.4,18.8,36165
330,103468,14,9,2,14.0,8.8,2.0,14.1,32736
330,103469,10,11,2,8.8,7.9,1.5,23.4,38600
330,103470,14,10,3,11.2,8.5,1.9,21.1,39926
330,103473,10,8,2,9.4,6.4,1.4,22.3,40388
330,103474,9,7,3,9.0,5.3,2.5,23.3,35986
330,103475,9,8,3,8.1,5.5,1.9,25.5,42387
330,103476,22,13,2,21.1,13.0,2.0,20.0,33101
330,103477,13,6,6,12.2,4.4,3.3,17.3,38157
330,103478,10,9,3,9.6,7.0,1.8,21.9,40051
330,103479,12,21,6,11.6,14.8,5.4,15.4,37881
330,103480,66,20,32,64.3,19.1,23.6,15.0,NA
330,103481,78,11,30,77.4,11.0,27.9,13.1,36912
330,103483,48,11,19,46.0,9.3,16.7,16.8,39239
330,103484,63,11,24,58.1,9.2,21.9,11.0,36622
330,103486,45,14,16,43.8,12.4,14.6,13.2,NA
330,103489,87,11,34,86.0,9.7,30.6,16.0,NA
330,103493,47,20,24,40.5,16.2,19.7,20.2,NA
330,103494,48,16,18,46.6,14.3,15.6,13.0,38164
330,103495,63,26,32,61.5,23.0,28.2,15.0,NA
330,103497,51,18,24,48.9,14.8,20.8,15.1,37250
330,103498,53,5,15,50.8,4.5,13.9,13.7,40917
330,103499,52,17,22,47.4,12.7,15.6,14.5,40237
330,103500,40,10,20,38.7,9.2,18.6,14.4,38706
330,103501,49,14,23,45.8,11.3,18.1,13.9,38842
330,103503,85,28,27,80.8,25.2,24.3,15.4,37644
330,103506,65,26,26,62.6,24.7,21.8,NA,35290
330,103509,112,20,25,108.1,16.4,23.6,11.8,38105
330,103510,49,12,17,47.5,9.1,15.2,10.6,NA
330,103511,105,17,35,103.6,16.7,30.4,12.0,NA
330,103513,105,26,41,101.6,24.1,37.8,13.5,NA
330,103514,115,13,37,106.1,11.1,34.9,17.4,41675
330,103515,93,19,26,87.0,16.7,23.3,13.8,40109
330,103516,77,20,19,76.1,19.1,17.6,14.6,41746
330,103518,76,18,22,75.5,18.0,22.0,9.3,38176
330,103519,80,34,44,79.9,32.0,42.0,16.2,NA
330,103520,76,17,23,72.8,14.7,18.9,13.4,NA
330,103522,71,20,34,67.0,16.6,27.8,17.1,36433
330,103526,56,24,29,55.2,21.5,24.9,15.6,39620
330,103529,34,9,12,34.0,9.0,12.0,10.3,40554
330,103531,80,19,51,82.1,16.7,31.3,11.6,NA
330,103533,80,23,52,75.6,18.4,28.0,17.3,38908
330,103534,50,17,18,47.7,16.0,16.9,13.1,40084
330,103536,85,13,22,77.9,9.4,19.1,13.3,NA
330,103537,75,14,20,74.1,12.6,18.2,14.2,NA
330,103538,NA,NA,NA,NA,NA,NA,NA,NA
330,103539,44,11,16,42.2,10.4,15.1,15.1,NA
330,103541,93,30,25,89.6,28.3,22.2,13.7,38161
330,103543,21,7,12,17.7,4.4,5.7,20.3,36538
330,103544,15,12,15,13.8,9.7,4.9,22.1,37992
330,103545,19,21,6,18.8,17.3,5.0,24.0,32592
330,103546,10,11,7,10.0,6.6,4.4,26.9,NA
330,103547,86,28,29,81.0,27.9,27.9,12.0,NA
330,103548,107,37,35,98.3,31.1,32.5,13.9,40313
330,103549,60,3,27,57.6,1.9,24.1,17.2,NA
330,103550,161,37,40,156.0,30.9,38.5,13.9,37886
330,103560,87,22,37,83.6,19.6,31.0,15.1,38001
330,103562,54,11,18,50.8,9.4,16.0,14.0,36560
330,103563,81,26,24,76.8,19.2,22.6,13.3,38907
344,103598,19,14,6,16.2,9.2,3.1,24.2,37503
330,103600,9,16,2,9.0,11.9,1.9,6.3,31839
330,103601,34,71,11,31.2,61.5,8.2,6.2,NA
330,103603,11,19,8,10.2,13.3,2.2,4.8,41811
330,103604,62,100,8,60.4,93.5,7.5,5.8,NA
330,103605,21,51,5,18.6,43.1,4.7,6.8,43505
330,103606,25,26,36,23.1,23.1,33.9,5.0,43429
330,103609,30,11,34,29.4,11.0,31.0,5.3,46416
330,103610,30,41,9,27.6,33.4,6.7,8.5,41704
330,103611,16,10,4,14.2,9.1,3.8,4.2,43478
330,103613,26,39,16,24.4,37.8,14.9,14.6,NA
330,103614,16,20,4,13.2,13.0,2.6,5.3,44066
330,103615,12,22,4,11.6,19.5,3.5,10.4,40741
330,103616,34,45,11,29.2,33.3,9.4,8.4,40698
330,103617,10,24,10,9.9,22.5,9.5,7.3,47974
330,103618,19,35,4,18.7,33.1,3.5,4.7,39372
330,103619,30,77,27,29.0,70.9,24.6,7.8,40317
330,103622,19,24,4,16.8,19.0,3.4,5.3,44260
330,103623,11,17,10,10.8,15.9,9.1,6.6,42555
330,103624,14,22,12,12.6,18.4,10.0,5.0,NA
330,103625,13,32,5,11.8,26.7,4.4,6.5,44060
330,103626,7,19,3,7.0,19.0,1.5,8.4,NA
330,103627,6,20,3,5.5,18.4,2.7,7.8,33371
330,103628,NA,NA,NA,NA,NA,NA,NA,NA
330,103630,18,22,2,15.4,17.6,1.9,6.0,37584
330,103632,34,50,14,33.3,46.2,13.7,4.1,42869
331,103638,21,13,5,19.2,12.5,5.0,19.6,34955
331,103639,19,17,5,17.3,10.4,4.1,22.1,34202
331,103640,29,25,6,25.9,23.1,5.1,21.2,35032
331,103641,20,14,4,17.8,11.1,3.7,22.2,38074
331,103642,12,9,4,11.2,8.1,3.0,19.4,39109
331,103643,26,16,6,24.4,13.5,5.0,16.9,32631
331,103644,19,8,5,18.0,5.6,4.0,18.8,33572
331,103646,12,9,5,10.5,7.1,3.6,29.2,36293
331,103647,9,11,2,9.0,9.0,1.5,22.4,35299
331,103648,12,18,5,10.9,9.8,3.5,21.1,38768
331,103649,13,12,3,11.6,10.1,2.1,18.2,35838
331,103652,23,17,8,20.2,12.1,6.0,22.5,34593
331,103653,18,15,3,17.4,12.7,2.9,25.6,34463
331,103655,8,6,4,8.0,4.8,2.7,25.6,38551
331,103656,12,6,2,9.2,4.6,1.6,23.2,41127
331,103658,20,21,15,19.8,12.8,9.1,24.3,36861
331,103659,23,22,4,21.4,16.2,3.0,19.7,37493
331,103662,18,15,8,16.2,9.7,4.5,21.3,39453
331,103663,18,20,8,16.4,16.9,5.7,24.9,35639
331,103664,11,8,2,10.0,5.7,1.6,24.3,39249
331,103665,13,6,4,11.3,4.8,2.7,19.9,38958
331,103666,21,6,4,15.5,4.9,3.3,21.2,40562
331,103667,11,10,3,9.6,8.7,2.0,21.0,31927
331,103668,15,11,5,12.6,7.4,3.3,18.2,33925
331,103669,15,8,2,14.6,7.5,1.9,16.6,36359
331,103670,13,9,5,11.9,7.7,3.0,26.1,36755
331,103671,10,11,2,9.8,8.9,1.5,20.6,36752
331,103672,23,20,2,20.7,18.3,2.0,21.7,31890
331,103673,23,25,4,22.2,20.9,3.9,17.7,34269
331,103674,10,9,3,9.7,6.6,2.3,16.8,32787
331,103675,20,15,9,18.2,12.3,5.5,25.8,32343
331,103676,32,17,5,28.2,15.3,4.5,18.9,31414
331,103679,22,18,5,20.5,15.0,3.6,21.2,34803
331,103680,23,14,9,21.1,8.8,7.1,21.6,38128
331,103681,24,31,4,22.4,28.5,3.9,17.6,35016
331,103682,24,26,11,19.7,18.5,6.6,22.9,36297
331,103684,20,23,6,19.2,20.7,5.1,20.7,35268
331,103685,34,23,8,30.2,16.6,5.5,20.9,35684
331,103686,28,20,5,23.0,14.7,4.8,24.0,39041
331,103688,34,27,9,31.8,21.9,6.5,21.1,37140
331,103690,28,31,6,25.8,26.7,5.3,22.8,36523
331,103691,34,23,15,29.3,17.0,9.3,21.2,34706
331,103692,27,18,7,25.5,15.0,5.9,18.3,30603
331,103693,24,21,5,21.7,16.7,3.2,22.5,36633
331,103694,28,23,6,26.5,18.9,5.6,20.5,30531
331,103695,43,37,7,40.9,33.3,6.7,16.8,35564
331,103696,33,22,12,30.8,18.3,10.0,21.6,37349
331,103697,22,13,4,20.4,10.9,3.0,20.0,34921
331,103698,11,9,3,10.4,6.9,2.9,20.6,35335
331,103699,18,16,5,16.4,13.3,3.5,21.7,37451
331,103700,23,16,4,20.4,13.3,3.8,20.4,30045
331,103701,13,9,3,11.8,6.4,2.4,15.9,35885
331,103702,13,10,2,10.6,8.4,1.3,18.4,34579
331,103703,9,8,2,7.0,5.7,1.3,25.1,42515
331,103704,10,8,2,8.9,5.9,1.5,21.1,34718
331,103705,10,9,2,8.8,7.0,1.7,20.9,38845
331,103706,14,15,3,13.3,13.0,2.9,23.9,34933
331,103709,20,13,4,17.4,10.8,4.0,21.0,34324
331,103710,12,13,4,10.9,9.5,3.9,20.3,37083
331,103711,2,NA,NA,2.0,NA,NA,SUPP,SUPP
331,103712,12,8,3,11.0,5.8,1.9,19.5,38520
331,103713,21,13,3,17.8,9.0,2.5,23.5,34507
331,103714,13,8,6,11.5,5.8,4.8,17.3,37975
331,103715,11,11,2,9.0,7.7,1.6,23.4,35263
331,103716,12,10,6,12.0,8.1,4.9,19.3,36371
331,103717,11,10,4,10.7,6.4,1.9,20.8,37552
331,103719,10,11,7,10.0,9.4,3.7,18.0,34960
331,103720,18,13,3,15.9,11.7,2.8,20.1,33265
331,103721,11,10,2,10.0,9.1,1.8,21.6,35282
331,103723,23,16,5,21.6,13.0,3.5,18.6,33303
331,103724,11,9,3,9.8,7.4,2.3,26.2,38735
331,103725,15,14,6,12.1,11.3,4.3,19.2,34023
331,103726,22,17,8,20.7,14.3,6.6,21.3,38082
331,103727,53,22,30,48.0,17.6,24.1,16.1,37785
331,103728,89,22,32,80.2,19.1,28.5,14.5,37665
331,103731,117,30,54,103.8,23.7,34.2,16.3,39013
331,103732,73,27,32,69.3,23.7,26.8,15.1,39766
331,103733,50,20,21,47.4,18.2,18.4,16.0,44254
331,103736,91,24,38,85.7,17.0,34.0,14.5,39862
331,103740,61,29,25,52.5,23.0,22.9,12.4,41445
331,103742,64,12,20,58.3,9.8,18.1,15.5,39533
331,103743,80,27,32,76.1,22.1,28.2,17.3,38635
331,103744,94,34,37,87.4,31.4,33.7,15.8,36470
331,103756,23,30,7,19.8,23.7,5.3,7.8,41454
331,103757,13,13,6,11.3,12.1,4.7,6.8,34703
331,103760,23,32,6,21.5,26.9,5.4,6.0,38478
331,103763,7,11,11,6.2,7.8,9.2,6.3,47812
331,103765,19,24,16,17.8,19.8,12.6,5.4,38801
332,103771,15,23,2,13.3,11.5,1.9,16.6,36510
332,103772,26,27,2,24.8,16.4,1.6,16.8,34493
332,103773,25,34,4,19.6,20.3,2.4,21.0,36870
332,103774,24,25,3,20.6,18.6,2.5,18.4,35793
332,103775,20,28,5,19.0,16.6,4.0,19.6,36711
332,103776,11,21,2,9.8,10.2,1.9,18.7,38262
332,103777,25,18,3,20.7,11.3,2.3,16.4,37488
332,103778,19,19,8,17.7,16.1,5.5,20.0,36104
332,103779,12,14,2,9.6,6.7,1.5,21.6,38074
332,103780,19,16,2,18.6,10.1,1.8,19.5,36004
332,103781,12,15,2,10.9,6.7,1.5,23.0,38514
332,103782,21,31,4,19.6,18.9,2.9,22.3,37125
332,103783,13,14,2,12.6,9.8,2.0,19.1,34676
332,103784,19,25,3,18.4,12.9,1.9,18.4,37903
332,103786,14,27,3,13.2,11.5,1.9,23.3,37424
332,103787,9,14,3,9.0,7.4,1.9,21.0,36697
332,103788,23,22,3,19.0,12.4,2.5,16.8,33929
332,103790,12,17,2,11.6,8.0,1.4,16.6,35360
332,103791,40,60,20,35.6,24.7,14.6,22.1,35779
332,103792,15,19,2,13.5,7.3,1.7,18.6,39233
332,103793,35,27,15,30.3,21.4,11.9,18.4,33275
332,103794,12,17,13,10.6,8.5,7.6,22.9,37860
332,103796,20,26,7,18.2,13.3,6.2,18.4,33197
332,103797,16,20,3,13.3,10.0,2.4,22.8,38444
332,103799,18,26,3,15.4,12.6,1.6,18.2,32206
332,103800,21,38,4,18.8,23.1,2.8,21.5,37093
332,103801,13,20,15,11.1,8.8,11.5,18.3,37693
332,103802,20,20,2,19.4,10.1,1.5,21.5,36483
332,103803,13,17,4,12.2,7.9,3.4,19.0,34669
332,103804,27,36,4,25.6,14.9,3.4,24.3,35335
332,103805,11,13,2,11.0,5.1,1.7,18.4,35354
332,103806,18,35,2,14.1,17.7,1.2,18.8,37648
332,103807,23,32,2,20.3,13.7,1.8,20.5,33984
332,103808,21,25,3,17.2,11.5,2.0,21.2,34634
332,103809,22,40,3,20.0,17.4,1.9,20.2,34999
332,103810,19,32,3,17.0,16.5,2.8,19.3,37934
332,103812,16,23,14,14.8,11.9,11.3,15.5,33511
332,103813,20,26,5,18.3,14.5,3.4,18.7,36172
332,103814,23,32,3,19.3,14.4,2.7,21.7,37278
332,103815,22,27,4,19.9,10.4,3.1,19.7,32071
332,103816,9,14,3,9.0,7.6,2.3,21.0,37025
332,103817,23,26,26,19.4,13.5,21.2,16.7,36464
332,103818,19,25,4,17.3,12.9,1.6,16.8,34828
332,103819,16,19,10,14.1,10.8,6.4,21.0,38258
332,103820,15,27,3,12.6,13.7,2.4,16.9,37820
332,103821,28,43,13,25.2,19.5,9.2,25.4,36502
332,103822,32,35,3,26.0,19.3,2.4,19.1,35549
332,103823,25,46,10,23.3,26.0,8.2,17.6,36582
332,103824,27,31,4,25.3,19.3,2.9,18.3,35135
332,103825,15,19,9,14.2,10.6,5.0,22.5,34919
332,103826,26,37,9,24.5,19.9,7.1,22.1,36832
332,103827,18,19,3,17.4,8.7,2.7,18.7,34908
332,103828,21,27,3,18.4,12.8,2.3,22.2,36566
332,103829,10,9,2,8.3,5.3,1.9,20.5,43390
332,103830,20,21,13,18.0,10.7,11.0,19.0,38541
332,103831,26,46,15,24.7,32.1,12.5,19.4,36182
332,103832,23,30,7,20.4,15.7,3.0,21.9,35498
332,103833,13,22,11,11.7,12.6,9.3,20.6,38194
332,103834,21,26,3,18.8,10.7,1.9,23.9,40270
332,103835,16,21,2,13.8,9.3,1.2,20.2,40545
332,103836,18,19,3,17.2,8.6,2.4,13.7,33277
332,103837,8,15,2,6.6,7.1,1.3,27.0,36828
332,103838,38,22,4,36.0,16.1,2.5,15.2,32809
332,103839,24,22,4,20.6,9.0,3.1,20.3,37163
332,103840,11,18,5,10.2,7.5,1.9,19.9,38829
332,103841,19,33,4,17.7,15.8,2.4,19.7,34170
332,103842,13,17,2,12.4,8.6,2.0,19.2,35636
332,103843,18,22,2,16.6,9.9,1.7,12.9,36151
332,103844,10,13,2,9.2,6.8,1.5,21.5,38667
332,103845,37,55,5,35.0,24.6,4.4,15.3,35294
332,103846,10,15,4,9.2,7.1,2.5,22.0,36953
332,103847,11,14,1,10.4,10.3,1.0,18.7,36612
332,103848,9,12,2,9.0,6.6,1.5,24.6,40756
332,103849,10,17,3,8.2,8.5,1.7,25.0,36372
332,103850,11,14,1,10.4,7.0,1.0,19.9,36679
332,103851,18,27,4,18.0,14.4,2.4,20.4,35091
332,103852,19,12,5,17.4,6.2,3.4,15.5,33973
332,103853,78,31,36,74.1,24.0,30.1,16.8,40123
332,103854,59,38,29,53.3,27.0,21.9,19.0,40950
332,103855,68,17,28,64.7,9.6,22.5,16.8,41140
332,103856,49,21,14,45.3,13.6,12.9,15.2,40562
332,103857,54,24,25,52.8,17.0,19.3,15.5,38437
332,103858,55,17,18,53.9,10.6,14.8,14.0,39262
332,103859,37,9,21,33.8,5.7,15.2,17.0,42939
332,103861,75,25,16,70.8,19.2,14.8,12.9,38166
332,103863,70,18,25,65.8,14.9,19.0,15.2,37796
332,103865,76,32,32,73.0,24.6,26.4,16.2,37789
332,103866,54,50,28,52.0,29.9,19.4,16.2,38711
332,103867,44,19,24,42.4,12.4,20.2,17.1,38536
332,103868,51,17,18,47.8,13.2,15.5,16.8,39306
332,103869,23,22,6,20.9,13.2,5.5,20.3,33879
332,103870,60,27,36,55.2,17.8,29.5,11.9,42714
332,103871,67,22,24,62.3,15.9,19.4,17.6,37005
332,103877,25,26,9,23.8,18.6,7.0,6.7,43149
332,103878,20,30,5,17.4,20.3,3.1,8.6,42680
332,103879,9,27,4,9.0,17.2,3.5,10.0,44688
332,103880,15,45,7,14.1,27.3,4.8,8.1,41204
332,103881,12,22,3,11.8,13.1,2.5,8.7,41218
332,103882,15,11,3,14.4,9.3,2.7,4.2,43421
332,103883,10,28,3,10.0,19.8,2.7,6.3,43161
333,103895,14,13,5,11.7,7.3,1.6,19.5,35794
333,103896,9,14,4,8.5,9.4,2.1,24.5,41539
333,103905,14,14,3,12.0,10.9,2.5,18.9,35603
333,103906,9,14,4,9.0,11.9,3.1,24.1,39053
333,103908,12,21,4,10.8,9.4,1.8,18.4,38660
333,103909,19,23,8,19.0,17.9,7.4,24.1,37988
333,103910,11,12,5,10.8,9.3,3.8,21.5,35480
333,103913,11,10,4,9.8,8.8,3.7,24.0,34688
333,103914,12,18,5,10.2,11.4,3.1,19.9,35487
333,103915,22,24,3,19.9,19.6,2.9,22.1,32844
333,103916,11,18,3,10.1,13.0,2.2,20.9,38749
333,103919,9,19,3,8.6,13.2,2.1,25.1,32384
333,103920,12,13,4,10.9,8.4,2.9,21.4,38516
333,103921,14,22,7,13.1,17.2,5.4,23.3,35066
333,103922,10,13,3,9.6,6.4,2.4,22.1,38420
333,103923,21,17,2,20.2,13.6,1.9,17.3,33975
333,103924,13,11,3,11.8,8.5,2.8,18.2,34262
333,103925,20,21,4,19.6,15.6,3.1,19.5,34065
333,103926,22,18,6,20.8,12.6,4.6,18.4,35021
333,103927,11,10,3,10.5,8.3,2.8,17.9,38309
333,103928,18,20,3,17.2,13.8,2.8,20.6,34051
333,103929,19,11,10,16.9,6.5,6.4,20.9,36029
333,103930,14,22,7,11.8,13.6,5.4,25.6,35284
333,103932,6,7,1,6.0,7.0,0.9,27.4,34799
333,103933,22,28,5,21.3,22.3,4.4,21.8,34696
333,103934,10,11,2,10.0,7.3,1.7,23.3,36987
333,103936,12,12,5,11.2,8.7,3.9,15.5,34144
333,103937,34,37,5,28.8,32.3,4.9,21.8,32459
333,103939,16,18,3,15.8,13.9,3.0,14.1,38431
333,103941,16,29,7,12.6,24.0,4.1,22.9,36743
333,103942,18,16,7,16.7,12.8,3.5,21.3,34527
333,103943,16,37,6,14.3,21.4,3.6,23.3,35333
333,103944,19,13,15,18.6,10.1,12.1,20.8,32279
333,103945,15,23,3,12.6,18.1,2.4,21.4,33516
333,103946,22,22,5,20.6,17.1,2.0,21.0,34381
333,103947,14,20,6,12.4,10.9,3.8,18.6,37196
333,103948,21,19,9,20.3,13.6,5.6,22.6,40206
333,103949,17,21,6,15.4,13.7,3.9,19.8,30778
333,103950,23,22,10,20.0,12.3,7.9,22.1,35815
333,103952,10,16,3,9.6,13.5,1.9,21.7,36662
333,103953,11,11,3,9.3,6.5,1.8,22.8,37779
333,103954,11,6,3,10.2,5.3,2.4,21.9,32790
333,103955,25,36,10,21.6,25.1,6.4,21.8,31370
333,103957,22,26,6,19.9,19.2,5.4,17.2,35348
333,103960,25,25,5,20.0,17.3,3.4,21.9,34955
333,103963,11,16,3,9.8,11.8,2.5,20.8,40497
333,103966,13,10,2,11.4,8.7,2.0,16.6,36348
333,103967,21,26,4,20.4,20.7,3.4,22.3,34716
333,103968,18,19,7,17.4,15.0,5.9,23.5,29162
333,103969,19,19,2,18.6,16.7,2.0,19.5,31911
333,103970,22,15,6,22.0,11.5,3.9,17.0,30889
333,103972,22,24,3,16.8,14.4,2.4,24.7,37849
333,103974,26,29,8,22.7,22.3,4.7,23.6,36846
