URN,COHORT,OVERALL,FEC,INDEP,OTHERFE,SSF,SFC,SPI,AP_PRU,SPECIAL,APPREN,HE,COMBO,KNOWN,UNKNOWN,OVERALLPER,FECPER,INDEPPER,OTHERFEPER,SSFPER,SFCPER,SPIPER,AP_PRUPER,SPECIALPER,APPRENPER,HEPER,COMBOPER,KNOWNPER,UNKNOWNPER
120261,410 ,350 ,90 ,0 ,15 ,195 ,40 ,0 ,SUPP,0 ,25 ,0 ,5 ,45 ,20 ,85%,22%,0%,3%,48%,10%,0%,SUPP,0%,6%,0%,1%,11%,5%
137617,190 ,160 ,70 ,0 ,5 ,85 ,0 ,0 ,0 ,0 ,10 ,0 ,SUPP,10 ,10 ,88%,38%,0%,3%,45%,0%,0%,0%,0%,4%,0%,SUPP,6%,6%
139624,500 ,470 ,65 ,SUPP,10 ,380 ,10 ,0 ,0 ,0 ,20 ,0 ,SUPP,15 ,15 ,94%,13%,SUPP,2%,76%,2%,0%,0%,0%,4%,0%,SUPP,3%,3%
137969,450 ,390 ,130 ,SUPP,10 ,215 ,30 ,0 ,0 ,0 ,20 ,SUPP,5 ,35 ,30 ,86%,29%,SUPP,2%,48%,6%,0%,0%,0%,4%,SUPP,1%,7%,6%
137983,330 ,280 ,100 ,0 ,5 ,155 ,20 ,0 ,0 ,SUPP,20 ,0 ,5 ,25 ,20 ,87%,30%,0%,2%,47%,6%,0%,0%,SUPP,6%,0%,1%,7%,6%
138524,370 ,320 ,125 ,0 ,10 ,170 ,10 ,0 ,0 ,0 ,15 ,0 ,SUPP,35 ,20 ,85%,34%,0%,3%,45%,3%,0%,0%,0%,4%,0%,SUPP,9%,6%
138627,320 ,270 ,95 ,5 ,15 ,135 ,20 ,0 ,0 ,0 ,15 ,0 ,SUPP,25 ,20 ,87%,30%,1%,5%,43%,7%,0%,0%,0%,5%,0%,SUPP,7%,6%
120274,210 ,180 ,70 ,SUPP,5 ,105 ,SUPP,SUPP,0 ,0 ,10 ,0 ,0 ,20 ,10 ,86%,32%,SUPP,2%,50%,SUPP,SUPP,0%,0%,4%,0%,0%,10%,4%
120276,170 ,140 ,55 ,0 ,5 ,70 ,10 ,0 ,0 ,0 ,10 ,0 ,0 ,15 ,15 ,82%,33%,0%,2%,41%,6%,0%,0%,0%,6%,0%,0%,9%,9%
138344,630 ,570 ,215 ,SUPP,10 ,310 ,30 ,0 ,0 ,SUPP,30 ,0 ,SUPP,35 ,25 ,90%,34%,SUPP,1%,49%,5%,0%,0%,SUPP,5%,0%,SUPP,6%,4%
138150,630 ,540 ,155 ,SUPP,15 ,350 ,20 ,0 ,0 ,0 ,25 ,0 ,5 ,50 ,35 ,86%,25%,SUPP,2%,55%,3%,0%,0%,0%,4%,0%,SP,8%,6%
137640,470 ,400 ,150 ,0 ,10 ,235 ,SUPP,0 ,0 ,0 ,20 ,0 ,0 ,45 ,30 ,84%,32%,0%,2%,50%,SUPP,0%,0%,0%,5%,0%,0%,9%,7%
138833,540 ,470 ,200 ,SUPP,5 ,260 ,SUPP,0 ,0 ,0 ,20 ,0 ,0 ,40 ,25 ,88%,37%,SUPP,1%,49%,SUPP,0%,0%,0%,4%,0%,0%,8%,5%
138298,220 ,200 ,70 ,SUPP,SUPP,125 ,5 ,0 ,0 ,0 ,5 ,0 ,0 ,10 ,5 ,93%,33%,SUPP,SUPP,58%,1%,0%,0%,0%,3%,0%,0%,5%,2%
138628,130 ,110 ,50 ,SUPP,SUPP,60 ,5 ,0 ,0 ,0 ,5 ,0 ,0 ,10 ,10 ,86%,36%,SUPP,SUPP,45%,2%,0%,0%,0%,3%,0%,0%,6%,8%
120348,20,20,15,0,0,SUPP,0,0,0,SUPP,SUPP,0,0,SUPP,5,70%,57%,0%,0%,SUPP,0%,0%,0%,SUPP,SUPP,0%,0%,SUPP,26%
138935,10 ,10 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,0 ,0 ,0 ,0 ,100%,0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%
120352,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
137905,10 ,10 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,0 ,0 ,0 ,0 ,100%,0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%
134640,10 ,10 ,5 ,0 ,0 ,0 ,0 ,0 ,SUPP,10 ,0 ,0 ,0 ,0 ,SUPP,92%,23%,0%,0%,0%,0%,0%,SUPP,62%,0%,0%,0%,0%,SUPP
138156,20 ,20 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,20 ,0 ,0 ,0 ,0 ,0 ,100%,0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%
131945,100 ,70 ,25 ,0 ,10 ,25 ,10 ,0 ,0 ,0 ,0 ,0 ,0 ,20 ,10 ,72%,27%,0%,12%,25%,8%,0%,0%,0%,0%,0%,0%,20%,8%
120277,240,230,40,0,25,10,155,0,0,0,SUPP,0,0,10,5,94%,16%,0%,11%,3%,64%,0%,0%,0%,SUPP,0%,0%,4%,3%
120279,240 ,210 ,55 ,SUPP,20 ,20 ,115 ,0 ,0 ,0 ,5 ,0 ,0 ,20 ,10 ,88%,23%,SUPP,9%,8%,48%,0%,0%,0%,2%,0%,0%,8%,4%
120281,210 ,170 ,105 ,0 ,15 ,5 ,45 ,0 ,0 ,0 ,5 ,0 ,0 ,40 ,5 ,79%,50%,0%,6%,2%,20%,0%,0%,0%,3%,0%,0%,20%,1%
120282,270,250,65,SUPP,5,20,155,0,0,0,SUPP,0,0,20,5,92%,25%,SUPP,2%,7%,57%,0%,0%,0%,SUPP,0%,0%,7%,1%
120283,220 ,180 ,70 ,SUPP,20 ,20 ,70 ,0 ,0 ,0 ,10 ,0 ,0 ,30 ,10 ,82%,32%,SUPP,9%,8%,31%,0%,0%,0%,4%,0%,0%,13%,5%
120285,180 ,130 ,55 ,0 ,10 ,SUPP,65 ,0 ,0 ,0 ,5 ,0 ,0 ,25 ,20 ,74%,30%,0%,6%,SUPP,37%,0%,0%,0%,2%,0%,0%,15%,11%
120286,250 ,240 ,40 ,0 ,10 ,15 ,175 ,0 ,0 ,0 ,5 ,0 ,0 ,10 ,5 ,95%,16%,0%,4%,5%,70%,0%,0%,0%,1%,0%,0%,4%,2%
120287,240,230,40,SUPP,20,15,150,0,0,0,5,0,0,5,5,94%,17%,SUPP,9%,5%,63%,0%,0%,0%,1%,0%,0%,3%,3%
120292,210,180,30,SUPP,35,5,115,0,0,0,SUPP,0,0,15,10,88%,13%,SUPP,17%,1%,56%,0%,0%,0%,SUPP,0%,0%,7%,5%
120294,180 ,120 ,50 ,0 ,10 ,5 ,55 ,0 ,0 ,0 ,SUPP,0 ,0 ,35 ,20 ,70%,29%,0%,7%,3%,31%,0%,0%,0%,SUPP,0%,0%,20%,10%
120297,220 ,190 ,25 ,SUPP,5 ,120 ,40 ,0 ,0 ,0 ,5 ,0 ,SUPP,15 ,10 ,89%,13%,SUPP,2%,55%,19%,0%,0%,0%,1%,0%,SUPP,7%,4%
120298,170 ,110 ,65 ,0 ,10 ,5 ,25 ,0 ,0 ,0 ,5 ,0 ,0 ,45 ,20 ,62%,37%,0%,6%,3%,16%,0%,0%,0%,2%,0%,0%,25%,13%
120306,180 ,160 ,50 ,SUPP,5 ,70 ,30 ,0 ,0 ,0 ,10 ,0 ,SUPP,15 ,5 ,87%,27%,SUPP,3%,38%,18%,0%,0%,0%,7%,0%,SUPP,9%,4%
120307,180,170,40,SUPP,10,85,30,0,0,0,5,0,0,5,5,93%,23%,SUPP,4%,48%,16%,0%,0%,0%,4%,0%,0%,4%,3%
129645,110,90,10,SUPP,5,5,65,0,0,0,0,0,0,10,10,81%,10%,SUPP,6%,4%,58%,0%,0%,0%,0%,0%,0%,11%,9%
138094,10 ,10 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,0 ,0 ,0 ,0 ,100%,0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%
120361,10,10,0,0,0,0,0,0,0,5,0,0,0,0,0,100%,0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%
120362,10,4,5,0,0,0,0,0,0,0,0,0,0,5,0,44%,44%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,56%,0%
130371,40 ,40 ,15 ,0 ,0 ,0 ,5 ,0 ,0 ,15 ,0 ,0 ,0 ,SUPP,5 ,90%,36%,0%,0%,0%,13%,0%,0%,41%,0%,0%,0%,SUPP,8%
131187,10 ,4 ,5 ,0 ,SUPP,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,SUPP,33%,25%,0%,SUPP,0%,0%,0%,0%,0%,0%,0%,0%,50%,SUPP
131099,10 ,10 ,SUPP,0 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,0 ,0 ,0 ,0 ,100%,SUPP,0%,0%,0%,0%,0%,0%,92%,0%,0%,0%,0%,0%
136629,170 ,160 ,80 ,10 ,SUPP,50 ,20 ,0 ,0 ,0 ,5 ,0 ,0 ,10 ,5 ,92%,45%,6%,SUPP,28%,12%,0%,0%,0%,3%,0%,0%,5%,3%
137340,140 ,110 ,50 ,0 ,5 ,60 ,SUPP,0 ,0 ,0 ,5 ,0 ,SUPP,10 ,10 ,84%,36%,0%,2%,43%,SUPP,0%,0%,0%,4%,0%,SUPP,9%,7%
136530,150 ,130 ,55 ,10 ,SUPP,60 ,5 ,0 ,0 ,0 ,5 ,0 ,0 ,10 ,5 ,90%,38%,5%,SUPP,42%,2%,0%,0%,0%,2%,0%,0%,6%,4%
124391,110 ,90 ,50 ,0 ,SUPP,40 ,0 ,0 ,0 ,0 ,SUPP,0 ,SUPP,15 ,5 ,85%,46%,0%,SUPP,36%,0%,0%,0%,0%,SUPP,0%,SUPP,12%,3%
124392,160 ,140 ,50 ,0 ,5 ,85 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,20 ,10 ,84%,30%,0%,2%,51%,0%,0%,0%,0%,4%,0%,0%,11%,5%
124393,150 ,130 ,115 ,0 ,10 ,SUPP,5 ,0 ,0 ,0 ,15 ,0 ,0 ,10 ,10 ,88%,79%,0%,7%,SUPP,2%,0%,0%,0%,11%,0%,0%,7%,5%
136323,230,210,65,SUPP,SUPP,140,SUPP,0,0,0,5,0,0,10,5,92%,28%,SUPP,SUPP,62%,SUPP,0%,0%,0%,2%,0%,0%,5%,3%
124395,110 ,100 ,55 ,0 ,5 ,35 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,5 ,10 ,88%,52%,0%,4%,33%,0%,0%,0%,0%,4%,0%,0%,4%,8%
124396,170 ,140 ,50 ,SUPP,5 ,50 ,40 ,0 ,0 ,0 ,10 ,0 ,0 ,20 ,10 ,82%,28%,SUPP,2%,29%,22%,0%,0%,0%,6%,0%,0%,12%,5%
124397,220 ,200 ,95 ,0 ,10 ,90 ,0 ,0 ,0 ,0 ,20 ,0 ,SUPP,15 ,10 ,90%,43%,0%,5%,41%,0%,0%,0%,0%,9%,0%,SUPP,6%,5%
124399,130 ,120 ,65 ,SUPP,5 ,25 ,20 ,0 ,0 ,0 ,10 ,0 ,0 ,10 ,5 ,87%,49%,SUPP,4%,19%,14%,0%,0%,0%,9%,0%,0%,7%,5%
124400,240 ,200 ,60 ,0 ,5 ,130 ,0 ,0 ,0 ,0 ,15 ,0 ,SUPP,30 ,10 ,82%,25%,0%,3%,53%,0%,0%,0%,0%,6%,0%,SUPP,13%,5%
124401,140 ,140 ,65 ,SUPP,5 ,25 ,35 ,0 ,0 ,0 ,10 ,0 ,0 ,5 ,5 ,94%,44%,SUPP,4%,18%,26%,0%,0%,0%,8%,0%,0%,4%,2%
124402,200 ,160 ,80 ,0 ,10 ,70 ,0 ,0 ,0 ,0 ,20 ,0 ,SUPP,20 ,15 ,82%,42%,0%,5%,35%,0%,0%,0%,0%,10%,0%,SUPP,10%,9%
124403,130,90,45,0,5,35,SUPP,0,0,0,10,0,SUPP,25,10,71%,36%,0%,3%,29%,SUPP,0%,0%,0%,6%,0%,SUPP,21%,9%
124404,110 ,100 ,50 ,0 ,5 ,20 ,20 ,0 ,0 ,0 ,10 ,0 ,0 ,10 ,5 ,86%,46%,0%,4%,16%,19%,0%,0%,0%,7%,0%,0%,8%,6%
139708,130 ,110 ,60 ,0 ,15 ,35 ,5 ,0 ,0 ,0 ,20 ,0 ,SUPP,10 ,5 ,89%,48%,0%,10%,26%,4%,0%,0%,0%,17%,0%,SUPP,8%,3%
124406,110,90,30,SUPP,20,35,SUPP,0,0,SUPP,10,0,SUPP,10,5,85%,29%,SUPP,17%,34%,SUPP,0%,0%,SUPP,9%,0%,SUPP,8%,7%
124407,210 ,180 ,50 ,0 ,15 ,115 ,5 ,0 ,0 ,0 ,10 ,0 ,0 ,15 ,10 ,89%,25%,0%,6%,56%,2%,0%,0%,0%,4%,0%,0%,6%,4%
124408,210 ,190 ,40 ,SUPP,5 ,145 ,SUPP,0 ,0 ,0 ,5 ,0 ,0 ,10 ,10 ,90%,18%,SUPP,3%,68%,SUPP,0%,0%,0%,2%,0%,0%,5%,5%
124409,130,110,40,0,5,65,0,0,0,0,10,0,5,10,5,90%,30%,0%,3%,53%,0%,0%,0%,0%,6%,0%,3%,8%,2%
140154,120 ,110 ,80 ,SUPP,5 ,15 ,10 ,0 ,0 ,0 ,10 ,0 ,0 ,5 ,5 ,93%,68%,SUPP,3%,14%,8%,0%,0%,0%,8%,0%,0%,3%,3%
140470,90 ,70 ,60 ,SUPP,15 ,SUPP,SUPP,0 ,0 ,0 ,5 ,0 ,0 ,15 ,5 ,81%,64%,SUPP,14%,SUPP,SUPP,0%,0%,0%,8%,0%,0%,15%,3%
124412,190 ,190 ,140 ,0 ,5 ,25 ,15 ,0 ,0 ,0 ,10 ,0 ,0 ,5 ,SUPP,96%,74%,0%,2%,13%,8%,0%,0%,0%,5%,0%,0%,3%,SUPP
124413,70,60,45,0,5,SUPP,5,0,0,0,10,0,0,10,5,81%,65%,0%,9%,SUPP,6%,0%,0%,0%,12%,0%,0%,12%,7%
124414,210 ,190 ,150 ,0 ,20 ,5 ,10 ,0 ,0 ,0 ,20 ,0 ,0 ,20 ,10 ,87%,70%,0%,10%,2%,6%,0%,0%,0%,10%,0%,0%,9%,4%
124415,220 ,180 ,85 ,0 ,10 ,85 ,0 ,0 ,0 ,0 ,15 ,0 ,SUPP,20 ,10 ,86%,40%,0%,5%,40%,0%,0%,0%,0%,6%,0%,SUPP,10%,5%
124416,180 ,170 ,45 ,0 ,5 ,120 ,SUPP,0 ,0 ,0 ,10 ,0 ,0 ,10 ,5 ,94%,26%,0%,2%,65%,SUPP,0%,0%,0%,5%,0%,0%,4%,2%
140123,210 ,190 ,75 ,0 ,10 ,95 ,10 ,0 ,SUPP,0 ,10 ,0 ,0 ,20 ,5 ,89%,34%,0%,4%,45%,5%,0%,SUPP,0%,4%,0%,0%,9%,2%
124419,190,160,55,SUPP,5,75,25,0,0,0,10,0,0,20,5,86%,29%,SUPP,3%,40%,13%,0%,0%,0%,5%,0%,0%,10%,4%
138936,200 ,170 ,90 ,0 ,5 ,70 ,5 ,0 ,0 ,0 ,10 ,0 ,0 ,20 ,10 ,87%,46%,0%,4%,36%,2%,0%,0%,0%,5%,0%,0%,10%,4%
124422,220,200,90,SUPP,15,85,0,0,0,SUPP,10,0,SUPP,10,10,90%,41%,SUPP,8%,40%,0%,0%,0%,SUPP,4%,0%,SUPP,5%,5%
124425,240 ,210 ,80 ,0 ,5 ,120 ,SUPP,0 ,0 ,0 ,20 ,0 ,0 ,20 ,15 ,86%,33%,0%,3%,50%,SUPP,0%,0%,0%,8%,0%,0%,8%,5%
137356,200 ,170 ,55 ,0 ,5 ,110 ,SUPP,0 ,0 ,0 ,15 ,0 ,SUPP,20 ,5 ,87%,27%,0%,2%,57%,SUPP,0%,0%,0%,7%,0%,SUPP,10%,3%
124430,340,280,100,0,15,170,SUPP,0,0,SUPP,15,0,SUPP,30,30,83%,29%,0%,4%,49%,SUPP,0%,0%,SUPP,5%,0%,SUPP,9%,8%
136959,170 ,130 ,60 ,0 ,10 ,60 ,5 ,0 ,0 ,0 ,15 ,0 ,0 ,20 ,10 ,81%,35%,0%,7%,38%,2%,0%,0%,0%,8%,0%,0%,12%,7%
138728,190 ,160 ,75 ,0 ,5 ,75 ,0 ,0 ,0 ,SUPP,10 ,0 ,0 ,15 ,15 ,84%,40%,0%,4%,39%,0%,0%,0%,SUPP,5%,0%,0%,9%,8%
136414,310,270,135,SUPP,10,125,0,0,0,0,20,0,SUPP,25,15,87%,43%,SUPP,4%,40%,0%,0%,0%,0%,6%,0%,SUPP,9%,4%
124443,230 ,210 ,105 ,0 ,10 ,100 ,0 ,0 ,0 ,0 ,15 ,0 ,0 ,10 ,5 ,92%,45%,0%,4%,43%,0%,0%,0%,0%,6%,0%,0%,5%,3%
124444,170 ,140 ,75 ,SUPP,10 ,55 ,SUPP,0 ,0 ,0 ,5 ,0 ,0 ,15 ,10 ,86%,45%,SUPP,5%,33%,SUPP,0%,0%,0%,4%,0%,0%,8%,6%
124445,140,130,70,0,SUPP,55,0,0,0,0,5,0,0,10,SUPP,92%,52%,0%,SUPP,39%,0%,0%,0%,0%,4%,0%,0%,7%,SUPP
137553,150 ,130 ,80 ,0 ,5 ,45 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,10 ,5 ,89%,53%,0%,5%,32%,0%,0%,0%,0%,3%,0%,0%,7%,4%
124449,160 ,150 ,75 ,0 ,5 ,65 ,0 ,0 ,0 ,0 ,5 ,0 ,SUPP,10 ,5 ,90%,45%,0%,4%,39%,0%,0%,0%,0%,4%,0%,SUPP,7%,4%
124455,170 ,160 ,75 ,0 ,5 ,80 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,10 ,SUPP,93%,45%,0%,2%,47%,0%,0%,0%,0%,2%,0%,0%,5%,SUPP
138729,180 ,150 ,40 ,0 ,SUPP,100 ,5 ,0 ,0 ,0 ,10 ,0 ,SUPP,15 ,5 ,87%,24%,0%,SUPP,58%,4%,0%,0%,0%,5%,0%,SUPP,10%,3%
124459,120,110,50,0,SUPP,55,SUPP,0,0,0,5,0,0,10,5,90%,42%,0%,SUPP,46%,SUPP,0%,0%,0%,3%,0%,0%,8%,3%
124461,170,140,75,SUPP,10,55,SUPP,0,0,0,10,0,0,10,10,87%,45%,SUPP,5%,34%,SUPP,0%,0%,0%,7%,0%,0%,7%,6%
137384,210 ,170 ,90 ,0 ,10 ,65 ,0 ,0 ,0 ,0 ,15 ,0 ,SUPP,25 ,15 ,81%,43%,0%,6%,31%,0%,0%,0%,0%,6%,0%,SUPP,11%,8%
124467,60 ,50 ,20 ,0 ,5 ,25 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,10 ,5 ,78%,32%,0%,7%,40%,0%,0%,0%,0%,0%,0%,0%,13%,8%
124468,160 ,150 ,60 ,0 ,5 ,80 ,0 ,0 ,0 ,0 ,10 ,0 ,0 ,10 ,5 ,92%,39%,0%,4%,50%,0%,0%,0%,0%,6%,0%,0%,5%,3%
136886,140 ,130 ,60 ,0 ,10 ,55 ,0 ,0 ,0 ,0 ,10 ,0 ,0 ,10 ,5 ,91%,42%,0%,8%,41%,0%,0%,0%,0%,8%,0%,0%,7%,2%
136136,170,150,75,0,10,60,0,0,0,0,10,0,0,15,10,84%,45%,0%,5%,34%,0%,0%,0%,0%,5%,0%,0%,9%,7%
124504,20 ,20 ,SUPP,0 ,5 ,0 ,0 ,0 ,0 ,10 ,0 ,0 ,0 ,0 ,SUPP,94%,SUPP,0%,24%,0%,0%,0%,0%,59%,0%,0%,0%,0%,SUPP
124507,20 ,20 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,20 ,0 ,0 ,0 ,SUPP,0 ,90%,0%,0%,0%,0%,0%,0%,0%,90%,0%,0%,0%,SUPP,0%
124508,20,20,10,0,0,0,0,0,0,5,0,0,0,SUPP,5,82%,55%,0%,0%,0%,0%,0%,0%,27%,0%,0%,0%,SUPP,14%
124509,10 ,10 ,5 ,0 ,SUPP,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,5 ,42%,25%,0%,SUPP,0%,0%,0%,0%,0%,0%,0%,0%,33%,25%
124510,10 ,10 ,SUPP,0 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,0 ,0 ,0 ,0 ,100%,SUPP,0%,0%,0%,0%,0%,0%,82%,0%,0%,0%,0%,0%
124511,20 ,20 ,5 ,0 ,SUPP,0 ,0 ,0 ,0 ,15 ,0 ,0 ,0 ,SUPP,0 ,95%,24%,0%,SUPP,0%,0%,0%,0%,67%,0%,0%,0%,SUPP,0%
124512,10 ,10 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,0 ,0 ,0 ,0 ,100%,0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%
124513,30,20,5,0,0,0,0,0,0,20,0,0,0,SUPP,0,92%,23%,0%,0%,0%,0%,0%,0%,69%,0%,0%,0%,SUPP,0%
124520,10,10,0,0,0,0,0,0,0,5,0,0,0,0,0,100%,0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%
124521,30 ,30 ,15 ,0 ,0 ,0 ,0 ,0 ,0 ,15 ,0 ,0 ,0 ,0 ,SUPP,96%,48%,0%,0%,0%,0%,0%,0%,48%,0%,0%,0%,0%,SUPP
124523,20 ,10 ,SUPP,0 ,0 ,0 ,0 ,0 ,SUPP,10 ,0 ,0 ,0 ,SUPP,0 ,93%,SUPP,0%,0%,0%,0%,0%,SUPP,80%,0%,0%,0%,SUPP,0%
124385,200 ,160 ,110 ,0 ,10 ,SUPP,30 ,0 ,0 ,0 ,15 ,0 ,0 ,35 ,10 ,77%,54%,0%,6%,SUPP,16%,0%,0%,0%,7%,0%,0%,18%,5%
124388,130 ,120 ,75 ,SUPP,5 ,15 ,15 ,0 ,0 ,0 ,10 ,0 ,0 ,5 ,SUPP,93%,61%,SUPP,5%,14%,13%,0%,0%,0%,9%,0%,0%,6%,SUPP
124389,200 ,150 ,75 ,0 ,20 ,0 ,50 ,0 ,0 ,0 ,15 ,0 ,0 ,40 ,15 ,73%,38%,0%,10%,0%,25%,0%,0%,0%,7%,0%,0%,20%,8%
124390,140 ,120 ,65 ,0 ,5 ,0 ,45 ,0 ,0 ,0 ,10 ,0 ,0 ,15 ,SUPP,87%,48%,0%,5%,0%,34%,0%,0%,0%,7%,0%,0%,12%,SUPP
138549,210 ,170 ,120 ,0 ,10 ,SUPP,40 ,0 ,0 ,0 ,15 ,0 ,0 ,30 ,10 ,82%,58%,0%,4%,SUPP,19%,0%,0%,0%,7%,0%,0%,14%,4%
140149,160 ,140 ,80 ,0 ,10 ,45 ,10 ,0 ,0 ,0 ,15 ,0 ,0 ,15 ,5 ,88%,49%,0%,6%,28%,5%,0%,0%,0%,8%,0%,0%,8%,4%
140304,190 ,170 ,65 ,0 ,5 ,70 ,20 ,0 ,0 ,0 ,15 ,0 ,SUPP,20 ,5 ,88%,35%,0%,4%,38%,11%,0%,0%,0%,7%,0%,SUPP,10%,2%
136460,130,120,20,0,SUPP,95,5,0,0,0,5,0,0,SUPP,5,97%,17%,0%,SUPP,74%,5%,0%,0%,0%,4%,0%,0%,SUPP,2%
136102,140 ,90 ,55 ,0 ,5 ,0 ,30 ,0 ,0 ,0 ,10 ,0 ,0 ,30 ,15 ,66%,40%,0%,5%,0%,21%,0%,0%,0%,6%,0%,0%,22%,12%
136145,150,110,70,0,10,0,30,0,0,0,15,0,0,25,10,76%,48%,0%,7%,0%,21%,0%,0%,0%,10%,0%,0%,18%,5%
124498,20 ,10 ,5 ,0 ,SUPP,0 ,0 ,0 ,0 ,SUPP,0 ,0 ,0 ,5 ,SUPP,50%,38%,0%,SUPP,0%,0%,0%,0%,SUPP,0%,0%,0%,38%,SUPP
124500,30,30,5,0,0,0,0,SUPP,0,20,0,0,0,SUPP,SUPP,89%,14%,0%,0%,0%,0%,SUPP,0%,71%,0%,0%,0%,SUPP,SUPP
124501,20 ,20 ,10 ,0 ,SUPP,0 ,0 ,0 ,0 ,10 ,0 ,0 ,0 ,SUPP,SUPP,90%,43%,0%,SUPP,0%,0%,0%,0%,43%,0%,0%,0%,SUPP,SUPP
124503,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
131969,160 ,140 ,35 ,SUPP,SUPP,100 ,0 ,0 ,0 ,0 ,5 ,0 ,SUPP,5 ,15 ,89%,23%,SUPP,SUPP,62%,0%,0%,0%,0%,3%,0%,SUPP,3%,8%
134199,80 ,70 ,35 ,0 ,0 ,15 ,15 ,0 ,0 ,0 ,SUPP,0 ,0 ,5 ,10 ,83%,43%,0%,0%,21%,19%,0%,0%,0%,SUPP,0%,0%,6%,11%
126447,110 ,90 ,40 ,0 ,5 ,10 ,40 ,0 ,0 ,0 ,5 ,0 ,0 ,5 ,15 ,82%,34%,0%,4%,7%,37%,0%,0%,0%,4%,0%,0%,5%,13%
126448,170 ,140 ,80 ,0 ,SUPP,60 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,15 ,10 ,84%,47%,0%,SUPP,35%,0%,0%,0%,0%,4%,0%,0%,9%,7%
137308,210 ,180 ,60 ,0 ,0 ,120 ,SUPP,0 ,0 ,0 ,5 ,0 ,0 ,15 ,10 ,88%,30%,0%,0%,58%,SUPP,0%,0%,0%,1%,0%,0%,8%,4%
136611,230,200,60,5,SUPP,135,SUPP,SUPP,0,0,5,0,SUPP,15,10,88%,26%,1%,SUPP,58%,SUPP,SUPP,0%,0%,2%,0%,SUPP,7%,4%
136911,230 ,200 ,70 ,0 ,5 ,125 ,0 ,0 ,0 ,0 ,10 ,0 ,0 ,10 ,20 ,87%,31%,0%,1%,54%,0%,0%,0%,0%,3%,0%,0%,5%,8%
126458,140 ,130 ,95 ,0 ,5 ,20 ,5 ,0 ,0 ,0 ,10 ,0 ,0 ,10 ,10 ,88%,66%,0%,4%,14%,4%,0%,0%,0%,6%,0%,0%,6%,6%
126459,130,110,70,0,SUPP,40,0,0,0,0,5,0,SUPP,10,5,88%,55%,0%,SUPP,32%,0%,0%,0%,0%,4%,0%,SUPP,9%,3%
137230,250 ,200 ,70 ,SUPP,5 ,130 ,0 ,0 ,0 ,0 ,10 ,0 ,0 ,20 ,20 ,83%,28%,SUPP,1%,52%,0%,0%,0%,0%,3%,0%,0%,9%,9%
138020,210 ,180 ,80 ,0 ,5 ,95 ,0 ,0 ,0 ,0 ,10 ,0 ,0 ,25 ,10 ,84%,38%,0%,2%,43%,0%,0%,0%,0%,4%,0%,0%,11%,6%
137827,170 ,160 ,50 ,SUPP,5 ,70 ,30 ,0 ,0 ,0 ,5 ,0 ,0 ,10 ,5 ,93%,29%,SUPP,3%,43%,17%,0%,0%,0%,4%,0%,0%,5%,2%
137057,210 ,200 ,55 ,SUPP,SUPP,140 ,0 ,0 ,0 ,0 ,5 ,0 ,SUPP,10 ,SUPP,93%,25%,SUPP,SUPP,67%,0%,0%,0%,0%,3%,0%,SUPP,6%,SUPP
